PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,Sbeox1V,FlECO-AFL,TurbWETntu0,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Sbeox1ML/L,Density00,Density11,SvCM,SvCM1,Flag
2.000,11.2994,11.2995,3.801168,3.801105,2.2768,2.0796,2.9083,0.1178,4.69,1.985,0.370,33.6968,33.6961,5.4445,5.3144,1025.7158,1025.7152,1492.88,1492.88,0.0000e+00
3.000,11.3060,11.3052,3.801748,3.801693,2.2796,2.0808,2.8069,0.1359,5.34,2.978,0.594,33.6960,33.6963,5.4355,5.3140,1025.7185,1025.7188,1492.92,1492.92,0.0000e+00
4.000,11.3051,11.3051,3.801732,3.801779,2.2827,2.0826,2.7561,0.1527,3.66,3.971,0.940,33.6963,33.6968,5.4343,5.3171,1025.7234,1025.7237,1492.93,1492.94,0.0000e+00
5.000,11.3055,11.3055,3.801801,3.801829,2.2794,2.0829,2.7621,0.1377,3.49,4.963,0.762,33.6962,33.6965,5.4182,5.3206,1025.7277,1025.7279,1492.95,1492.95,0.0000e+00
6.000,11.3035,11.3034,3.801694,3.801753,2.2757,2.0831,2.8124,0.1435,2.81,5.956,0.639,33.6965,33.6972,5.4266,5.3199,1025.7329,1025.7334,1492.96,1492.96,0.0000e+00
7.000,11.3026,11.3028,3.801663,3.801691,2.2783,2.0828,2.8447,0.1435,2.39,6.949,0.786,33.6966,33.6967,5.4442,5.3139,1025.7376,1025.7376,1492.97,1492.97,0.0000e+00
8.000,11.3067,11.3068,3.802047,3.802024,2.2787,2.0807,2.7824,0.1302,20.14,7.942,0.868,33.6962,33.6959,5.4302,5.3071,1025.7410,1025.7408,1493.00,1493.00,0.0000e+00
9.000,11.3058,11.3056,3.802000,3.802062,2.2751,2.0804,2.7827,0.1323,96.11,8.934,0.698,33.6961,33.6969,5.4158,5.3116,1025.7457,1025.7463,1493.02,1493.02,0.0000e+00
10.000,11.3046,11.3042,3.801953,3.801959,2.2733,2.0804,2.7550,0.1184,65.76,9.927,0.544,33.6963,33.6968,5.4147,5.3139,1025.7505,1025.7510,1493.03,1493.03,0.0000e+00
11.000,11.3061,11.3058,3.802135,3.802108,2.2716,2.0803,2.7337,0.1229,92.02,10.919,0.733,33.6963,33.6963,5.4187,5.3115,1025.7548,1025.7548,1493.05,1493.05,0.0000e+00
12.000,11.3060,11.3063,3.802170,3.802238,2.2727,2.0795,2.7339,0.1253,98.82,11.912,0.797,33.6963,33.6967,5.4240,5.3073,1025.7593,1025.7595,1493.07,1493.07,0.0000e+00
13.000,11.3034,11.3040,3.801992,3.802128,2.2718,2.0784,2.7111,0.1189,98.90,12.905,0.641,33.6965,33.6973,5.4092,5.3060,1025.7644,1025.7649,1493.08,1493.08,0.0000e+00
14.000,11.3040,11.3035,3.802069,3.802065,2.2679,2.0779,2.7315,0.1075,98.90,13.897,0.696,33.6963,33.6967,5.3941,5.3008,1025.7687,1025.7691,1493.09,1493.09,0.0000e+00
15.000,11.3013,11.3014,3.801879,3.802060,2.2662,2.0758,2.7048,0.1112,98.90,14.890,0.821,33.6965,33.6981,5.4039,5.2882,1025.7738,1025.7751,1493.10,1493.10,0.0000e+00
16.000,11.2923,11.2922,3.801149,3.801238,2.2678,2.0731,2.7137,0.1157,98.90,15.883,0.739,33.6970,33.6980,5.4076,5.2822,1025.7804,1025.7811,1493.09,1493.09,0.0000e+00
17.000,11.2897,11.2890,3.800953,3.801015,2.2645,2.0713,2.6817,0.1204,98.90,16.875,0.691,33.6970,33.6983,5.3867,5.2840,1025.7854,1025.7865,1493.09,1493.09,0.0000e+00
18.000,11.2906,11.2890,3.801099,3.800956,2.2622,2.0707,2.7155,0.1221,98.90,17.868,0.763,33.6972,33.6973,5.3899,5.2890,1025.7898,1025.7902,1493.11,1493.11,0.0000e+00
19.000,11.2923,11.2902,3.801309,3.801141,2.2625,2.0715,2.6852,0.1148,76.46,18.861,0.667,33.6973,33.6976,5.4046,5.2953,1025.7941,1025.7947,1493.14,1493.13,0.0000e+00
20.000,11.2962,11.2959,3.801705,3.801659,2.2639,2.0715,2.7223,0.1176,99.31,19.853,0.402,33.6972,33.6971,5.4056,5.2939,1025.7978,1025.7978,1493.17,1493.16,0.0000e+00
21.000,11.2956,11.2947,3.801668,3.801625,2.2616,2.0707,2.7359,0.1085,88.82,20.846,0.705,33.6970,33.6974,5.3930,5.2886,1025.8023,1025.8027,1493.18,1493.18,0.0000e+00
22.000,11.2938,11.2933,3.801556,3.801563,2.2611,2.0703,2.7012,0.1014,98.25,21.838,0.582,33.6971,33.6976,5.3970,5.2856,1025.8072,1025.8077,1493.19,1493.19,0.0000e+00
23.000,11.2975,11.2974,3.801955,3.801915,2.2640,2.0701,2.7138,0.1165,98.90,22.831,0.495,33.6972,33.6968,5.4155,5.2973,1025.8111,1025.8109,1493.22,1493.22,0.0000e+00
24.000,11.3037,11.3016,3.802528,3.802208,2.2653,2.0726,2.7095,0.1168,98.90,23.824,0.901,33.6967,33.6955,5.4170,5.3074,1025.8141,1025.8135,1493.26,1493.25,0.0000e+00
25.000,11.3118,11.3112,3.803262,3.803198,2.2670,2.0731,2.7185,0.1206,98.90,24.816,0.948,33.6961,33.6960,5.4168,5.3065,1025.8167,1025.8167,1493.30,1493.30,0.0000e+00
26.000,11.3130,11.3127,3.803421,3.803411,2.2657,2.0742,2.7032,0.1346,98.90,25.809,0.573,33.6962,33.6963,5.4139,5.3084,1025.8211,1025.8212,1493.32,1493.32,0.0000e+00
27.000,11.3085,11.3090,3.803057,3.803190,2.2701,2.0756,2.7896,0.1083,69.73,26.801,0.673,33.6963,33.6971,5.4394,5.3100,1025.8264,1025.8270,1493.32,1493.33,0.0000e+00
28.000,11.3112,11.3103,3.803352,3.803296,2.2717,2.0754,2.7406,0.1115,99.24,27.794,1.019,33.6963,33.6965,5.4385,5.3079,1025.8304,1025.8308,1493.35,1493.35,0.0000e+00
29.000,11.3078,11.3081,3.803095,3.803184,2.2717,2.0750,2.7249,0.1187,98.90,28.786,0.641,33.6964,33.6970,5.4268,5.3052,1025.8356,1025.8361,1493.35,1493.36,0.0000e+00
30.000,11.3054,11.3046,3.802933,3.802926,2.2628,2.0740,2.7661,0.1240,98.90,29.779,0.617,33.6965,33.6972,5.3967,5.3036,1025.8407,1025.8414,1493.36,1493.36,0.0000e+00
31.000,11.3055,11.3047,3.802977,3.802960,2.2651,2.0731,2.6868,0.1234,98.90,30.772,0.825,33.6965,33.6970,5.4195,5.2997,1025.8452,1025.8457,1493.38,1493.38,0.0000e+00
32.000,11.3056,11.3054,3.803045,3.803053,2.2652,2.0724,2.7031,0.1218,98.90,31.764,0.541,33.6966,33.6969,5.4086,5.2968,1025.8497,1025.8500,1493.40,1493.40,0.0000e+00
33.000,11.2959,11.2955,3.802217,3.802398,2.2553,2.0684,2.7685,0.1001,85.58,32.757,0.727,33.6969,33.6991,5.3549,5.2690,1025.8562,1025.8580,1493.38,1493.38,0.0000e+00
34.000,11.2872,11.2848,3.801490,3.801535,2.2520,2.0650,2.6906,0.1268,94.90,33.749,0.919,33.6972,33.6999,5.3415,5.2503,1025.8626,1025.8651,1493.37,1493.36,0.0000e+00
35.000,11.2606,11.2601,3.799163,3.799511,2.2429,2.0561,2.7092,0.1309,98.80,34.742,0.501,33.6981,33.7020,5.3149,5.2239,1025.8726,1025.8758,1493.29,1493.29,0.0000e+00
36.000,11.2288,11.2321,3.796393,3.796895,2.2330,2.0469,2.6673,0.1032,98.90,35.734,0.696,33.6994,33.7013,5.3049,5.2073,1025.8840,1025.8848,1493.20,1493.21,0.0000e+00
37.000,11.2209,11.2204,3.795705,3.795844,2.2311,2.0449,2.5823,0.1012,98.90,36.727,0.677,33.6994,33.7012,5.3054,5.2070,1025.8899,1025.8914,1493.19,1493.19,0.0000e+00
38.000,11.2110,11.2086,3.794855,3.794906,2.2235,2.0373,2.5973,0.0973,98.90,37.719,0.463,33.6996,33.7023,5.2744,5.1757,1025.8963,1025.8989,1493.17,1493.16,0.0000e+00
39.000,11.1961,11.1946,3.793521,3.793540,2.2179,2.0308,2.4852,0.1042,98.90,38.712,0.864,33.6996,33.7012,5.2621,5.1571,1025.9036,1025.9050,1493.13,1493.13,0.0000e+00
40.000,11.1914,11.1918,3.793145,3.793303,2.2150,2.0284,2.4537,0.1199,73.50,39.704,0.747,33.6998,33.7010,5.2622,5.1568,1025.9090,1025.9099,1493.13,1493.13,0.0000e+00
41.000,11.1909,11.1907,3.793199,3.793373,2.2128,2.0247,2.5422,0.0912,101.33,40.697,0.510,33.7003,33.7022,5.2563,5.1533,1025.9141,1025.9156,1493.15,1493.15,0.0000e+00
42.000,11.1897,11.1881,3.793112,3.793038,2.2110,2.0237,2.4360,0.1100,98.90,41.689,0.714,33.7001,33.7009,5.2505,5.1493,1025.9186,1025.9195,1493.16,1493.16,0.0000e+00
43.000,11.1879,11.1856,3.792996,3.792954,2.2082,2.0216,2.3905,0.1026,98.90,42.682,0.395,33.7002,33.7019,5.2499,5.1455,1025.9235,1025.9253,1493.17,1493.17,0.0000e+00
44.000,11.1847,11.1845,3.792758,3.792798,2.2088,2.0213,2.3926,0.1285,98.90,43.674,0.566,33.7003,33.7009,5.2659,5.1492,1025.9287,1025.9292,1493.18,1493.18,0.0000e+00
45.000,11.1866,11.1862,3.792977,3.792968,2.2095,2.0206,2.3952,0.1092,98.90,44.667,0.614,33.7003,33.7006,5.2578,5.1488,1025.9329,1025.9332,1493.20,1493.20,0.0000e+00
46.000,11.1857,11.1856,3.792964,3.793018,2.2079,2.0216,2.4350,0.1046,96.37,45.659,0.409,33.7005,33.7012,5.2549,5.1524,1025.9377,1025.9383,1493.21,1493.21,0.0000e+00
47.000,11.1894,11.1888,3.793338,3.793277,2.2077,2.0210,2.4379,0.1139,98.15,46.652,0.720,33.7005,33.7004,5.2577,5.1467,1025.9415,1025.9415,1493.24,1493.24,0.0000e+00
48.000,11.1895,11.1892,3.793405,3.793470,2.2078,2.0203,2.4041,0.0996,98.84,47.644,0.480,33.7006,33.7015,5.2519,5.1482,1025.9461,1025.9468,1493.26,1493.26,0.0000e+00
49.000,11.1859,11.1854,3.793135,3.793112,2.2053,2.0201,2.3815,0.1054,98.90,48.637,0.380,33.7008,33.7010,5.2490,5.1479,1025.9514,1025.9516,1493.27,1493.26,0.0000e+00
50.000,11.1876,11.1871,3.793310,3.793316,2.2054,2.0200,2.3952,0.1097,98.90,49.629,0.633,33.7006,33.7011,5.2499,5.1498,1025.9554,1025.9559,1493.28,1493.28,0.0000e+00
51.000,11.1863,11.1864,3.793247,3.793311,2.2052,2.0200,2.4228,0.1066,98.75,50.622,0.479,33.7006,33.7012,5.2533,5.1504,1025.9602,1025.9606,1493.30,1493.30,0.0000e+00
52.000,11.1936,11.1922,3.793971,3.793761,2.2062,2.0204,2.4108,0.0919,98.92,51.614,0.512,33.7007,33.6999,5.2629,5.1548,1025.9634,1025.9630,1493.34,1493.33,0.0000e+00
53.000,11.1981,11.1974,3.794405,3.794387,2.2078,2.0214,2.4222,0.1095,98.90,52.607,0.827,33.7004,33.7009,5.2685,5.1565,1025.9669,1025.9674,1493.37,1493.37,0.0000e+00
54.000,11.1967,11.1964,3.794300,3.794343,2.2087,2.0210,2.4336,0.1053,98.90,53.599,0.576,33.7003,33.7009,5.2712,5.1533,1025.9715,1025.9721,1493.38,1493.38,0.0000e+00
55.000,11.1963,11.1960,3.794318,3.794297,2.2092,2.0215,2.4757,0.1138,98.90,54.592,0.481,33.7004,33.7004,5.2620,5.1616,1025.9762,1025.9763,1493.40,1493.40,0.0000e+00
56.000,11.1977,11.1973,3.794479,3.794500,2.2092,2.0229,2.4542,0.0986,98.90,55.584,0.661,33.7002,33.7008,5.2606,5.1611,1025.9803,1025.9809,1493.42,1493.42,0.0000e+00
57.000,11.1943,11.1948,3.794154,3.794303,2.2080,2.0207,2.4309,0.1003,63.26,56.576,0.424,33.6997,33.7007,5.2644,5.1479,1025.9850,1025.9858,1493.43,1493.43,0.0000e+00
58.000,11.1927,11.1933,3.794018,3.794133,2.2090,2.0193,2.3880,0.1045,98.12,57.569,0.636,33.6994,33.7000,5.2698,5.1537,1025.9896,1025.9900,1493.43,1493.44,0.0000e+00
59.000,11.1950,11.1950,3.794354,3.794359,2.2092,2.0200,2.3911,0.1100,98.69,58.561,0.598,33.7001,33.7002,5.2698,5.1566,1025.9943,1025.9943,1493.46,1493.46,0.0000e+00
60.000,11.1962,11.1958,3.794540,3.794515,2.2094,2.0200,2.4460,0.1071,98.90,59.554,0.388,33.7005,33.7006,5.2692,5.1538,1025.9988,1025.9990,1493.48,1493.48,0.0000e+00
61.000,11.1979,11.1977,3.794727,3.794786,2.2084,2.0194,2.4127,0.0960,98.90,60.546,0.605,33.7003,33.7011,5.2575,5.1470,1026.0029,1026.0036,1493.50,1493.50,0.0000e+00
62.000,11.1927,11.1926,3.794245,3.794323,2.2061,2.0175,2.4075,0.1037,98.90,61.538,0.496,33.6999,33.7007,5.2500,5.1419,1026.0080,1026.0087,1493.50,1493.50,0.0000e+00
