PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,Sbeox1V,FlECO-AFL,TurbWETntu0,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Sbeox1ML/L,Density00,Density11,SvCM,SvCM1,Flag
2.000,14.0198,14.0152,4.058666,4.058339,2.6772,2.4372,4.2318,0.1543,5.11,1.986,0.225,33.7247,33.7257,6.3160,6.1485,1025.2065,1025.2082,1502.08,1502.06,0.0000e+00
3.000,14.0310,14.0311,4.059743,4.059703,2.6757,2.4399,4.6160,0.2000,2.66,2.978,0.492,33.7245,33.7240,6.2829,6.1486,1025.2084,1025.2080,1502.13,1502.13,0.0000e+00
4.000,14.0345,14.0328,4.060135,4.059965,2.6710,2.4400,4.6666,0.1876,1.97,3.971,0.645,33.7247,33.7245,6.2769,6.1399,1025.2122,1025.2125,1502.16,1502.15,0.0000e+00
5.000,14.0348,14.0342,4.060195,4.060197,2.6721,2.4387,4.6303,0.2050,2.27,4.964,0.975,33.7245,33.7251,6.2768,6.1361,1025.2166,1025.2171,1502.17,1502.17,0.0000e+00
6.000,14.0343,14.0337,4.060190,4.060224,2.6704,2.4383,4.9751,0.2354,2.34,5.957,0.818,33.7245,33.7254,6.2669,6.1361,1025.2211,1025.2219,1502.19,1502.19,0.0000e+00
7.000,14.0328,14.0323,4.060085,4.060176,2.6685,2.4374,5.0698,0.2277,33.72,6.949,0.644,33.7245,33.7258,6.2662,6.1340,1025.2259,1025.2270,1502.20,1502.20,0.0000e+00
8.000,14.0240,14.0251,4.059279,4.059443,2.6678,2.4358,4.7269,0.2061,99.57,7.942,0.576,33.7243,33.7248,6.2230,6.1095,1025.2320,1025.2322,1502.19,1502.19,0.0000e+00
9.000,14.0240,14.0238,4.059323,4.059409,2.6492,2.4256,4.7514,0.1953,98.90,8.935,0.774,33.7243,33.7253,6.0664,6.0178,1025.2365,1025.2373,1502.20,1502.21,0.0000e+00
10.000,13.9828,13.9808,4.055380,4.056937,2.6199,2.4065,4.8134,0.2246,98.90,9.928,0.964,33.7235,33.7397,5.9093,5.8963,1025.2489,1025.2618,1502.08,1502.10,0.0000e+00
11.000,13.9168,13.9159,4.049246,4.049839,2.5832,2.3766,4.5648,0.2232,98.90,10.920,0.959,33.7240,33.7303,5.7557,5.7592,1025.2675,1025.2725,1501.89,1501.89,0.0000e+00
12.000,13.7377,13.7297,4.032611,4.035442,2.5343,2.3350,4.0270,0.2330,98.90,11.913,0.683,33.7262,33.7596,5.5783,5.6043,1025.3106,1025.3381,1501.32,1501.33,0.0000e+00
13.000,13.4588,13.4657,4.006595,4.010329,2.4280,2.2472,3.1565,0.1470,98.90,12.906,0.425,33.7284,33.7574,5.2441,5.3089,1025.3737,1025.3949,1500.42,1500.48,0.0000e+00
14.000,13.0998,13.1202,3.973762,3.978868,2.3322,2.1622,2.3580,0.1074,98.90,13.899,0.611,33.7369,33.7670,5.0015,5.0636,1025.4572,1025.4765,1499.26,1499.36,0.0000e+00
15.000,12.9389,12.9422,3.959170,3.962375,2.2579,2.0967,1.9757,0.1043,98.90,14.891,0.793,33.7413,33.7688,4.7819,4.8579,1025.4971,1025.5178,1498.74,1498.79,0.0000e+00
16.000,12.8096,12.8153,3.947330,3.952344,2.1994,2.0450,1.8903,0.0969,98.90,15.884,1.083,33.7437,33.7864,4.6476,4.7131,1025.5290,1025.5609,1498.33,1498.40,0.0000e+00
17.000,12.4762,12.5059,3.917276,3.926637,2.1642,2.0096,1.7079,0.0966,98.90,16.877,1.289,33.7545,33.8177,4.6286,4.6595,1025.6070,1025.6502,1497.24,1497.41,0.0000e+00
18.000,12.3958,12.4028,3.910527,3.913277,2.1366,1.9823,1.5867,0.0906,98.90,17.869,1.332,33.7615,33.7816,4.6160,4.6264,1025.6325,1025.6467,1496.99,1497.04,0.0000e+00
19.000,12.3638,12.3728,3.907595,3.910612,2.1158,1.9607,1.4642,0.0791,98.90,18.862,1.025,33.7617,33.7827,4.6193,4.6124,1025.6433,1025.6578,1496.90,1496.95,0.0000e+00
20.000,12.2876,12.2809,3.900994,3.902795,2.0544,1.9009,1.5624,0.0792,98.90,19.855,0.673,33.7662,33.7897,4.5123,4.5064,1025.6660,1025.6855,1496.66,1496.67,0.0000e+00
21.000,12.0974,12.1231,3.883496,3.891816,1.9615,1.8300,1.3896,0.0857,98.90,20.848,0.732,33.7684,33.8258,4.0594,4.1507,1025.7084,1025.7482,1496.03,1496.19,0.0000e+00
22.000,11.5528,11.5790,3.834891,3.851915,1.7991,1.7066,1.3862,0.0848,98.90,21.840,1.257,33.7886,33.9317,3.2422,3.4738,1025.8307,1025.9371,1494.20,1494.46,0.0000e+00
23.000,10.9827,11.0019,3.785306,3.797918,1.7396,1.6470,1.2181,0.0851,98.90,22.833,1.079,33.8211,33.9288,3.2091,3.3698,1025.9642,1026.0446,1492.27,1492.46,0.0000e+00
24.000,10.7814,10.7832,3.768584,3.770915,1.6605,1.5619,1.0438,0.0781,98.90,23.826,0.548,33.8398,33.8614,3.2427,3.3145,1026.0194,1026.0358,1491.60,1491.63,0.0000e+00
