PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,Sbeox1V,FlECO-AFL,TurbWETntu0,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Sbeox1ML/L,Density00,Density11,SvCM,SvCM1,Flag
3.000,9.8951,9.8846,3.676531,3.674094,2.2650,2.0758,5.6491,0.2391,91.56,2.976,0.247,33.7438,33.7287,5.6371,5.5072,1026.0023,1025.9923,1487.97,1487.92,0.0000e+00
4.000,9.8946,9.8759,3.675973,3.676984,2.2277,2.0552,5.3895,0.2453,99.05,3.969,0.588,33.7380,33.7659,5.2785,5.2882,1026.0024,1026.0273,1487.98,1487.95,0.0000e+00
5.000,9.5918,9.6019,3.647463,3.652596,2.1948,2.0288,5.7086,0.2957,98.90,4.961,0.662,33.7294,33.7727,5.2030,5.2036,1026.0504,1026.0827,1486.89,1486.98,0.0000e+00
6.000,9.4025,9.4552,3.629755,3.635272,2.1714,2.0056,5.6532,0.2665,78.97,5.953,0.526,33.7246,33.7320,5.2057,5.1635,1026.0822,1026.0794,1486.21,1486.41,0.0000e+00
7.000,9.3760,9.3818,3.627292,3.628717,2.1439,1.9783,5.4432,0.2239,95.04,6.945,0.358,33.7236,33.7329,5.1477,5.1167,1026.0903,1026.0966,1486.13,1486.16,0.0000e+00
8.000,9.3381,9.3453,3.623731,3.625062,2.1232,1.9604,5.4047,0.2448,93.03,7.937,0.659,33.7221,33.7291,5.0871,5.0572,1026.0998,1026.1041,1486.00,1486.04,0.0000e+00
9.000,9.3091,9.3141,3.621085,3.622171,2.1111,1.9491,5.5441,0.2886,98.85,8.929,0.756,33.7217,33.7282,5.0551,5.0162,1026.1087,1026.1130,1485.91,1485.94,0.0000e+00
10.000,9.2970,9.2969,3.620072,3.620442,2.1003,1.9366,5.6541,0.2452,98.90,9.921,0.722,33.7221,33.7261,5.0174,4.9700,1026.1155,1026.1187,1485.89,1485.89,0.0000e+00
11.000,9.2467,9.2516,3.614951,3.616267,2.0859,1.9225,5.3503,0.2470,85.73,10.913,0.570,33.7161,33.7251,4.9905,4.9363,1026.1235,1026.1297,1485.71,1485.74,0.0000e+00
12.000,9.2220,9.2243,3.612531,3.613165,2.0558,1.8976,5.0191,0.1926,54.79,11.905,0.548,33.7139,33.7183,4.8548,4.8538,1026.1303,1026.1333,1485.63,1485.65,0.0000e+00
13.000,9.1803,9.1812,3.608331,3.609200,2.0383,1.8846,5.0599,0.2217,98.73,12.898,0.899,33.7092,33.7174,4.7500,4.7772,1026.1379,1026.1441,1485.49,1485.50,0.0000e+00
14.000,9.1065,9.1130,3.600713,3.602954,2.0126,1.8667,4.8024,0.2168,89.03,13.890,0.617,33.6993,33.7165,4.6454,4.6915,1026.1464,1026.1589,1485.22,1485.27,0.0000e+00
15.000,8.9579,8.9488,3.585873,3.587141,1.9541,1.8154,3.8246,0.1406,90.86,14.882,0.456,33.6849,33.7068,4.4581,4.4989,1026.1633,1026.1819,1484.67,1484.67,0.0000e+00
16.000,8.8158,8.8188,3.571988,3.572868,1.9132,1.7796,3.3978,0.1380,95.95,15.874,0.514,33.6741,33.6804,4.3653,4.3991,1026.1817,1026.1862,1484.15,1484.17,0.0000e+00
17.000,8.7924,8.7941,3.570597,3.571648,1.8820,1.7490,3.3118,0.1407,86.24,16.866,0.554,33.6813,33.6907,4.2990,4.3155,1026.1956,1026.2027,1484.09,1484.11,0.0000e+00
18.000,8.7154,8.7193,3.564042,3.565118,1.8592,1.7279,3.2573,0.1345,90.30,17.858,0.523,33.6853,33.6929,4.2618,4.2730,1026.2153,1026.2206,1483.83,1483.85,0.0000e+00
19.000,8.6830,8.6871,3.561949,3.562276,1.8302,1.6975,3.0411,0.1194,69.63,18.850,0.458,33.6937,33.6932,4.1820,4.1872,1026.2314,1026.2304,1483.73,1483.75,0.0000e+00
20.000,8.6551,8.6559,3.560456,3.561330,1.8083,1.6804,3.0991,0.1701,64.84,19.842,0.740,33.7041,33.7125,4.0980,4.1219,1026.2485,1026.2549,1483.66,1483.67,0.0000e+00
21.000,8.6260,8.6284,3.559272,3.559229,1.7949,1.6668,3.1696,0.1436,87.95,20.834,0.707,33.7189,33.7162,4.0585,4.0750,1026.2691,1026.2667,1483.58,1483.59,0.0000e+00
22.000,8.6136,8.6187,3.558810,3.559673,1.7749,1.6504,3.0479,0.1382,63.45,21.826,0.403,33.7255,33.7297,3.9897,4.0236,1026.2807,1026.2833,1483.56,1483.58,0.0000e+00
23.000,8.4503,8.4585,3.543488,3.547196,1.7135,1.6025,2.5549,0.1032,89.29,22.818,0.556,33.7193,33.7507,3.7229,3.7925,1026.3055,1026.3289,1482.96,1483.03,0.0000e+00
24.000,8.3110,8.3126,3.530915,3.532250,1.6914,1.5806,2.3202,0.1199,75.86,23.810,0.781,33.7191,33.7317,3.6951,3.7418,1026.3311,1026.3408,1482.45,1482.48,0.0000e+00
25.000,8.2714,8.2729,3.527368,3.527899,1.6686,1.5590,2.0106,0.1099,91.64,24.802,0.447,33.7190,33.7232,3.6772,3.7061,1026.3416,1026.3446,1482.32,1482.33,0.0000e+00
26.000,8.2563,8.2588,3.526643,3.527100,1.6460,1.5346,1.8743,0.0910,89.84,25.794,0.530,33.7252,33.7278,3.6397,3.6532,1026.3533,1026.3550,1482.29,1482.30,0.0000e+00
27.000,8.2255,8.2278,3.523996,3.524546,1.6345,1.5232,1.8175,0.0868,77.62,26.786,0.463,33.7263,33.7299,3.6238,3.6311,1026.3634,1026.3658,1482.19,1482.20,0.0000e+00
28.000,8.2013,8.2040,3.522058,3.522233,1.6176,1.5064,1.6483,0.0697,70.39,27.778,0.550,33.7284,33.7277,3.5552,3.5703,1026.3733,1026.3723,1482.12,1482.13,0.0000e+00
29.000,8.1650,8.1648,3.518781,3.520153,1.6085,1.4979,1.6940,0.0770,99.12,28.770,0.843,33.7280,33.7428,3.5345,3.5428,1026.3829,1026.3946,1482.00,1482.02,0.0000e+00
30.000,8.1026,8.1058,3.513038,3.513760,1.6015,1.4907,1.5098,0.0713,82.98,29.762,0.549,33.7263,33.7309,3.5343,3.5356,1026.3955,1026.3986,1481.78,1481.79,0.0000e+00
31.000,8.1196,8.1221,3.515368,3.515283,1.5868,1.4772,1.2981,0.0588,91.56,30.755,0.463,33.7343,33.7310,3.4832,3.4964,1026.4038,1026.4008,1481.87,1481.87,0.0000e+00
32.000,8.1070,8.1085,3.514582,3.514901,1.5777,1.4710,1.3977,0.0633,79.02,31.747,0.708,33.7376,33.7395,3.4566,3.4720,1026.4128,1026.4141,1481.84,1481.85,0.0000e+00
