PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,Sbeox1V,FlECO-AFL,TurbWETntu0,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Sbeox1ML/L,Density00,Density11,SvCM,SvCM1,Flag
14.000,8.0228,8.0259,3.409807,3.412251,1.9701,1.8427,2.8254,0.1731,101.85,13.883,0.486,32.7092,32.7323,4.6652,4.7083,1025.5359,1025.5536,1479.95,1479.99,0.0000e+00
15.000,7.9981,8.0000,3.408173,3.409304,1.9545,1.8241,2.6762,0.1825,85.89,14.875,0.552,32.7145,32.7247,4.5823,4.6567,1025.5482,1025.5560,1479.88,1479.90,0.0000e+00
16.000,7.9728,7.9757,3.407003,3.408048,1.9171,1.7927,2.5844,0.1801,69.24,15.866,0.519,32.7252,32.7336,4.4072,4.5315,1025.5649,1025.5710,1479.81,1479.84,0.0000e+00
17.000,7.8831,7.8899,3.402051,3.403980,1.8631,1.7517,2.6713,0.2026,91.79,16.858,0.544,32.7559,32.7702,4.1887,4.3390,1025.6065,1025.6168,1479.53,1479.57,0.0000e+00
18.000,7.7553,7.7606,3.395093,3.396379,1.8116,1.7018,2.0186,0.1738,71.66,17.849,0.463,32.8010,32.8098,4.0907,4.1833,1025.6649,1025.6711,1479.11,1479.14,0.0000e+00
19.000,7.7314,7.7336,3.394927,3.395346,1.7695,1.6620,1.5655,0.1259,99.48,18.841,0.581,32.8213,32.8238,3.9775,4.0748,1025.6888,1025.6905,1479.06,1479.07,0.0000e+00
20.000,7.7141,7.7159,3.395395,3.396028,1.7406,1.6336,1.4291,0.1339,98.63,19.833,0.680,32.8422,32.8473,3.8723,3.9723,1025.7123,1025.7161,1479.04,1479.05,0.0000e+00
21.000,7.6668,7.6690,3.394874,3.395360,1.7063,1.6051,1.3610,0.1101,60.48,20.824,0.597,32.8808,32.8839,3.7602,3.8809,1025.7539,1025.7561,1478.92,1478.93,0.0000e+00
22.000,7.6414,7.6442,3.395393,3.395654,1.6679,1.5730,1.2837,0.1399,73.71,21.816,0.457,32.9100,32.9101,3.5696,3.7446,1025.7850,1025.7847,1478.88,1478.89,0.0000e+00
23.000,7.6139,7.6164,3.397645,3.397238,1.5868,1.5149,1.2539,0.0835,99.50,22.807,0.467,32.9598,32.9530,3.0503,3.3665,1025.8327,1025.8270,1478.85,1478.85,0.0000e+00
24.000,7.6381,7.6403,3.404478,3.403658,1.4906,1.4366,1.1279,0.0887,98.90,23.799,0.649,33.0098,32.9990,2.6877,2.9807,1025.8731,1025.8643,1479.02,1479.02,0.0000e+00
25.000,7.6731,7.6753,3.413276,3.412258,1.4242,1.3727,1.3570,0.0891,56.09,24.790,0.684,33.0708,33.0578,2.6071,2.8054,1025.9207,1025.9101,1479.25,1479.24,0.0000e+00
26.000,7.6521,7.6557,3.415003,3.415246,1.3812,1.3207,1.0104,0.0909,82.73,25.782,0.464,33.1089,33.1081,2.6635,2.7654,1025.9581,1025.9570,1479.23,1479.24,0.0000e+00
27.000,7.6345,7.6364,3.414429,3.414461,1.3524,1.2833,0.9620,0.0848,90.62,26.774,0.514,33.1190,33.1175,2.6665,2.7437,1025.9732,1025.9717,1479.19,1479.20,0.0000e+00
28.000,7.6389,7.6410,3.415133,3.415167,1.3364,1.2669,0.9486,0.1016,98.97,27.765,0.694,33.1219,33.1203,2.6713,2.7261,1025.9795,1025.9778,1479.23,1479.24,0.0000e+00
29.000,7.6202,7.6225,3.416521,3.416455,1.3362,1.2598,0.9517,0.0984,65.33,28.757,0.629,33.1542,33.1513,2.7261,2.7525,1026.0120,1026.0095,1479.22,1479.22,0.0000e+00
