PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,Sbeox1V,FlECO-AFL,TurbWETntu0,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Sbeox1ML/L,Density00,Density11,SvCM,SvCM1,Flag
2.000,10.2681,10.2706,3.685027,3.685077,2.2961,2.1069,3.3255,0.1057,-29.45,1.985,0.197,33.4838,33.4820,5.6296,5.5427,1025.7317,1025.7299,1488.98,1488.99,0.0000e+00
3.000,10.2661,10.2681,3.684875,3.684852,2.2953,2.1042,3.2511,0.1359,51.15,2.977,0.462,33.4836,33.4816,5.6306,5.5270,1025.7365,1025.7345,1488.99,1488.99,0.0000e+00
4.000,10.2614,10.2645,3.684435,3.684634,2.2941,2.1013,3.1938,0.1430,89.55,3.969,0.542,33.4831,33.4822,5.6249,5.5204,1025.7414,1025.7402,1488.99,1489.00,0.0000e+00
5.000,10.2634,10.2668,3.684722,3.684714,2.2948,2.1020,3.2422,0.1649,99.02,4.961,0.702,33.4837,33.4805,5.6184,5.5286,1025.7460,1025.7429,1489.01,1489.02,0.0000e+00
6.000,10.2660,10.2684,3.684998,3.684994,2.2922,2.1029,3.2336,0.1439,98.90,5.953,0.500,33.4836,33.4814,5.6118,5.5235,1025.7501,1025.7480,1489.04,1489.04,0.0000e+00
7.000,10.2672,10.2695,3.685186,3.685092,2.2943,2.1022,3.2202,0.1576,98.90,6.945,0.460,33.4839,33.4809,5.6261,5.5313,1025.7547,1025.7519,1489.06,1489.07,0.0000e+00
8.000,10.2701,10.2725,3.685510,3.685486,2.2944,2.1043,3.2409,0.1494,98.90,7.938,0.585,33.4841,33.4817,5.6216,5.5357,1025.7588,1025.7565,1489.09,1489.09,0.0000e+00
9.000,10.2684,10.2711,3.685369,3.685451,2.2927,2.1035,3.1875,0.1413,98.90,8.930,0.427,33.4838,33.4822,5.6146,5.5242,1025.7634,1025.7617,1489.10,1489.10,0.0000e+00
10.000,10.2681,10.2695,3.685383,3.685307,2.2911,2.1030,3.2554,0.1302,98.90,9.922,0.384,33.4838,33.4818,5.6121,5.5257,1025.7680,1025.7661,1489.11,1489.12,0.0000e+00
11.000,10.2687,10.2707,3.685511,3.685472,2.2896,2.1023,3.3581,0.1411,98.90,10.914,0.696,33.4841,33.4819,5.6076,5.5196,1025.7727,1025.7706,1489.13,1489.14,0.0000e+00
12.000,10.2651,10.2672,3.685160,3.685239,2.2903,2.1009,3.3012,0.1467,98.90,11.906,0.471,33.4835,33.4823,5.6216,5.5203,1025.7773,1025.7760,1489.13,1489.14,0.0000e+00
13.000,10.2684,10.2696,3.685545,3.685496,2.2917,2.1026,3.2166,0.1231,98.90,12.898,0.550,33.4839,33.4822,5.6179,5.5281,1025.7816,1025.7801,1489.16,1489.16,0.0000e+00
14.000,10.2655,10.2679,3.685279,3.685273,2.2907,2.1023,3.2521,0.1178,98.90,13.890,0.803,33.4834,33.4810,5.6141,5.5253,1025.7862,1025.7840,1489.17,1489.17,0.0000e+00
15.000,10.2622,10.2645,3.684975,3.685086,2.2902,2.1018,3.3344,0.1418,98.90,14.883,0.545,33.4829,33.4819,5.6111,5.5226,1025.7910,1025.7898,1489.17,1489.18,0.0000e+00
