PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,Sbeox1V,FlECO-AFL,TurbWETntu0,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Sbeox1ML/L,Density00,Density11,SvCM,SvCM1,Flag
2.000,9.9245,9.9273,3.666214,3.666152,2.1693,1.9854,4.9533,0.2401,3.11,1.985,-0.050,33.6114,33.6082,5.2553,5.1511,1025.8895,1025.8865,1487.90,1487.90,0.0000e+00
3.000,9.9227,9.9246,3.666179,3.666161,2.1700,1.9852,4.7336,0.3109,3.16,2.977,0.359,33.6123,33.6103,5.2656,5.1495,1025.8950,1025.8931,1487.91,1487.92,0.0000e+00
4.000,9.9160,9.9181,3.665788,3.665812,2.1647,1.9830,4.7100,0.2989,2.85,3.969,0.365,33.6141,33.6124,5.2486,5.1451,1025.9021,1025.9004,1487.91,1487.91,0.0000e+00
5.000,9.9166,9.9190,3.665887,3.665915,2.1653,1.9848,4.8786,0.2793,2.82,4.961,0.661,33.6141,33.6121,5.2534,5.1549,1025.9065,1025.9046,1487.93,1487.93,0.0000e+00
6.000,9.9193,9.9211,3.666118,3.666077,2.1664,1.9845,4.8895,0.2945,2.95,5.954,0.940,33.6135,33.6114,5.2554,5.1490,1025.9101,1025.9082,1487.95,1487.96,0.0000e+00
7.000,9.9196,9.9215,3.666175,3.666166,2.1660,1.9841,4.7487,0.3120,2.88,6.946,0.617,33.6133,33.6115,5.2538,5.1466,1025.9145,1025.9127,1487.97,1487.97,0.0000e+00
8.000,9.9188,9.9212,3.666178,3.666209,2.1637,1.9839,4.6661,0.2795,2.77,7.938,0.546,33.6136,33.6117,5.2281,5.1531,1025.9194,1025.9175,1487.98,1487.99,0.0000e+00
9.000,9.9189,9.9209,3.666231,3.666223,2.1616,1.9845,4.8489,0.2946,3.01,8.931,0.901,33.6137,33.6118,5.2352,5.1571,1025.9239,1025.9221,1488.00,1488.00,0.0000e+00
10.000,9.9199,9.9220,3.666354,3.666342,2.1623,1.9855,4.9873,0.3270,2.89,9.923,0.833,33.6136,33.6115,5.2479,5.1565,1025.9282,1025.9263,1488.02,1488.02,0.0000e+00
11.000,9.9200,9.9218,3.666400,3.666408,2.1625,1.9834,4.7140,0.2892,81.11,10.915,0.420,33.6134,33.6119,5.2154,5.1295,1025.9326,1025.9311,1488.04,1488.04,0.0000e+00
