PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,Sbeox1V,FlECO-AFL,TurbWETntu0,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Sbeox1ML/L,Density00,Density11,SvCM,SvCM1,Flag
13.000,9.2081,9.2129,3.621145,3.622424,2.6752,2.5194,15.9998,0.6619,85.12,12.895,0.387,33.8171,33.8258,6.5542,6.7619,1026.2178,1026.2239,1485.73,1485.75,0.0000e+00
14.000,9.1630,9.1687,3.599985,3.602781,2.6656,2.4903,16.3879,0.7659,66.32,13.887,0.597,33.6383,33.6620,6.3738,6.5503,1026.0897,1026.1073,1485.36,1485.41,0.0000e+00
15.000,9.0604,9.0606,3.590278,3.592242,2.5722,2.4031,14.7377,0.7017,68.83,14.879,0.658,33.6339,33.6541,6.1604,6.2902,1026.1071,1026.1229,1484.99,1485.01,0.0000e+00
16.000,9.0098,9.0116,3.586014,3.586833,2.5008,2.3309,11.9417,0.6185,89.65,15.871,0.537,33.6368,33.6436,6.0586,6.1344,1026.1220,1026.1271,1484.82,1484.84,0.0000e+00
17.000,8.9538,8.9570,3.580584,3.582100,2.4249,2.2536,10.8223,0.6011,79.56,16.863,0.424,33.6327,33.6455,5.9208,5.9618,1026.1322,1026.1417,1484.63,1484.66,0.0000e+00
18.000,8.8875,8.8891,3.575029,3.575760,2.3715,2.2017,10.1294,0.4674,99.37,17.855,0.622,33.6369,33.6431,5.7899,5.8391,1026.1505,1026.1551,1484.40,1484.42,0.0000e+00
19.000,8.8408,8.8422,3.572942,3.573731,2.3336,2.1684,8.7492,0.4398,67.80,18.847,0.686,33.6589,33.6659,5.7174,5.7491,1026.1796,1026.1848,1484.27,1484.29,0.0000e+00
20.000,8.7879,8.7918,3.568674,3.569765,2.3073,2.1386,6.7983,0.3777,98.30,19.838,0.631,33.6640,33.6718,5.7070,5.6883,1026.1964,1026.2019,1484.10,1484.12,0.0000e+00
21.000,8.7868,8.7875,3.569150,3.569291,2.2853,2.1132,5.2674,0.3025,98.89,20.830,0.479,33.6695,33.6704,5.6409,5.6318,1026.2055,1026.2060,1484.12,1484.12,0.0000e+00
22.000,8.7728,8.7749,3.568369,3.568892,2.2473,2.0834,4.7022,0.2464,74.08,21.822,0.580,33.6742,33.6778,5.4211,5.4781,1026.2159,1026.2183,1484.09,1484.10,0.0000e+00
23.000,8.6998,8.6993,3.562407,3.563837,2.2091,2.0513,4.1847,0.2582,87.15,22.814,0.733,33.6807,33.6961,5.2979,5.3472,1026.2369,1026.2490,1483.84,1483.86,0.0000e+00
24.000,8.6487,8.6513,3.558268,3.558866,2.1730,2.0172,3.6056,0.2135,79.01,23.806,0.444,33.6853,33.6891,5.2119,5.2524,1026.2529,1026.2556,1483.68,1483.69,0.0000e+00
25.000,8.6140,8.6160,3.555472,3.556155,2.1128,1.9666,2.9422,0.1886,98.80,24.798,0.616,33.6884,33.6938,5.0003,5.0679,1026.2654,1026.2692,1483.57,1483.58,0.0000e+00
26.000,8.5613,8.5622,3.550865,3.551896,2.0864,1.9428,2.9896,0.2032,66.10,25.790,0.946,33.6897,33.6998,4.9134,4.9754,1026.2791,1026.2868,1483.39,1483.40,0.0000e+00
27.000,8.5286,8.5292,3.548221,3.548947,2.0626,1.9196,2.7462,0.1992,96.46,26.781,0.734,33.6926,33.6997,4.8262,4.8940,1026.2909,1026.2964,1483.29,1483.30,0.0000e+00
28.000,8.4484,8.4552,3.540691,3.542201,1.9966,1.8643,2.5690,0.1833,88.14,27.773,0.434,33.6892,33.6987,4.6386,4.7058,1026.3050,1026.3114,1483.00,1483.03,0.0000e+00
29.000,8.3832,8.3891,3.534293,3.535354,1.9618,1.8264,2.4604,0.1989,91.50,28.765,0.768,33.6834,33.6890,4.5850,4.6115,1026.3150,1026.3185,1482.76,1482.79,0.0000e+00
30.000,8.3967,8.4062,3.535844,3.536531,1.9394,1.8073,2.4428,0.1945,80.88,29.757,0.683,33.6864,33.6846,4.4625,4.5323,1026.3199,1026.3171,1482.83,1482.87,0.0000e+00
31.000,8.3376,8.3325,3.529829,3.530747,1.8860,1.7633,2.4553,0.1977,85.82,30.749,0.420,33.6788,33.6934,4.2117,4.3230,1026.3274,1026.3397,1482.62,1482.62,0.0000e+00
32.000,8.2489,8.2496,3.521705,3.522074,1.8248,1.7090,2.3325,0.1714,86.81,31.740,0.484,33.6771,33.6803,4.0326,4.1409,1026.3441,1026.3465,1482.30,1482.31,0.0000e+00
33.000,8.1972,8.2019,3.517976,3.519012,1.7685,1.6596,2.1027,0.1667,89.61,32.732,0.412,33.6866,33.6931,3.9111,3.9999,1026.3638,1026.3683,1482.13,1482.16,0.0000e+00
34.000,8.1655,8.1680,3.515512,3.515710,1.7322,1.6223,2.0207,0.1742,96.52,33.724,0.539,33.6902,33.6900,3.8931,3.9281,1026.3761,1026.3755,1482.03,1482.04,0.0000e+00
35.000,8.1584,8.1604,3.515504,3.515762,1.7185,1.6038,2.0147,0.1652,89.25,34.716,0.556,33.6965,33.6974,3.9353,3.9220,1026.3866,1026.3870,1482.03,1482.04,0.0000e+00
36.000,8.2039,8.2098,3.522227,3.521828,1.7187,1.5971,2.1335,0.1742,98.68,35.708,0.494,33.7239,33.7140,3.9586,3.9408,1026.4058,1026.3972,1482.25,1482.26,0.0000e+00
37.000,8.2218,8.2233,3.524233,3.524376,1.7033,1.5889,2.2145,0.1792,88.23,36.699,0.430,33.7276,33.7277,3.7144,3.8246,1026.4107,1026.4105,1482.34,1482.35,0.0000e+00
38.000,8.1547,8.1544,3.517816,3.518962,1.6410,1.5489,2.0983,0.2151,80.40,37.691,0.562,33.7233,33.7359,3.2949,3.5166,1026.4219,1026.4318,1482.10,1482.11,0.0000e+00
