PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,Sbeox1V,FlECO-AFL,TurbWETntu0,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Sbeox1ML/L,Density00,Density11,SvCM,SvCM1,Flag
3.000,12.9098,12.9122,3.784037,3.783972,2.3015,2.1106,2.4717,0.2741,2.84,2.974,0.368,32.1120,32.1093,5.3729,5.2705,1024.1875,1024.1850,1496.52,1496.53,0.0000e+00
4.000,12.9065,12.9091,3.783844,3.783903,2.3052,2.1131,2.5381,0.3291,3.28,3.965,0.610,32.1126,32.1110,5.3809,5.2848,1024.1932,1024.1914,1496.53,1496.53,0.0000e+00
5.000,12.8966,12.9007,3.783164,3.783451,2.3040,2.1124,2.4658,0.2879,3.21,4.957,0.511,32.1142,32.1134,5.3651,5.2802,1024.2008,1024.1994,1496.51,1496.52,0.0000e+00
6.000,12.8899,12.8924,3.782691,3.782750,2.2976,2.1112,2.4597,0.2436,3.07,5.948,0.366,32.1150,32.1135,5.3509,5.2760,1024.2072,1024.2055,1496.51,1496.51,0.0000e+00
7.000,12.8867,12.8919,3.782533,3.782663,2.2934,2.1096,2.4695,0.2437,3.17,6.939,0.791,32.1158,32.1126,5.3410,5.2718,1024.2129,1024.2094,1496.51,1496.53,0.0000e+00
8.000,12.8737,12.8772,3.781489,3.782054,2.2928,2.1095,2.4792,0.2970,30.96,7.931,0.878,32.1166,32.1190,5.3396,5.2765,1024.2206,1024.2217,1496.49,1496.50,0.0000e+00
9.000,12.8272,12.8732,3.778167,3.781463,2.2893,2.1081,2.4787,0.2878,91.46,8.922,0.455,32.1243,32.1164,5.3294,5.2648,1024.2401,1024.2250,1496.35,1496.50,0.0000e+00
10.000,12.8264,12.8313,3.778167,3.778687,2.2825,2.1036,2.5508,0.2600,97.84,9.913,0.589,32.1246,32.1254,5.2085,5.1964,1024.2449,1024.2446,1496.37,1496.39,0.0000e+00
11.000,12.8586,12.8528,3.780620,3.779722,2.2401,2.0752,2.4897,0.3063,98.88,10.905,0.582,32.1200,32.1165,4.9195,4.9813,1024.2396,1024.2380,1496.49,1496.46,0.0000e+00
12.000,12.1547,12.1561,3.728171,3.736476,2.1553,2.0009,2.3821,0.2995,98.90,11.896,0.419,32.2219,32.3007,4.7002,4.7357,1024.4564,1024.5174,1494.23,1494.33,0.0000e+00
13.000,11.4515,11.4421,3.676098,3.680657,2.0882,1.9328,2.1562,0.2506,98.90,12.887,0.539,32.3268,32.3796,4.6588,4.6403,1024.6728,1024.7155,1491.95,1491.98,0.0000e+00
14.000,11.1803,11.1914,3.656201,3.659995,2.0462,1.8874,1.8344,0.2140,98.90,13.879,0.391,32.3690,32.3965,4.6189,4.5792,1024.7587,1024.7781,1491.06,1491.14,0.0000e+00
15.000,10.9895,10.9995,3.641741,3.644729,2.0098,1.8536,1.5421,0.1662,42.28,14.870,0.471,32.3939,32.4146,4.5277,4.5107,1024.8164,1024.8308,1490.44,1490.50,0.0000e+00
16.000,10.6680,10.6675,3.618775,3.621605,1.9694,1.8206,1.5764,0.1829,24.22,15.861,0.446,32.4501,32.4788,4.4339,4.4192,1024.9208,1024.9432,1489.39,1489.42,0.0000e+00
17.000,10.5310,10.5277,3.611276,3.613257,1.9465,1.7963,1.4067,0.1582,39.64,16.853,0.881,32.4968,32.5196,4.4438,4.3891,1024.9853,1025.0037,1488.97,1488.99,0.0000e+00
18.000,10.4066,10.4211,3.601891,3.605681,1.9442,1.7911,1.3411,0.1408,39.73,17.844,1.220,32.5134,32.5385,4.4653,4.4068,1025.0241,1025.0411,1488.56,1488.64,0.0000e+00
19.000,10.3530,10.3636,3.596937,3.600656,1.9399,1.7875,1.3148,0.1582,41.21,18.835,1.052,32.5111,32.5391,4.4698,4.4091,1025.0360,1025.0559,1488.39,1488.46,0.0000e+00
