PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,Sbeox1V,FlECO-AFL,TurbWETntu0,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Sbeox1ML/L,Density00,Density11,SvCM,SvCM1,Flag
3.000,10.5934,10.5947,3.679693,3.679610,2.3628,2.1599,2.1332,0.0820,-2.38,2.977,0.292,33.1317,33.1296,5.8114,5.6893,1025.4058,1025.4039,1489.73,1489.73,0.0000e+00
4.000,10.5993,10.6019,3.680398,3.680590,2.3550,2.1577,2.1174,0.0921,71.22,3.970,0.514,33.1329,33.1325,5.7765,5.6771,1025.4103,1025.4095,1489.77,1489.78,0.0000e+00
5.000,10.6036,10.6051,3.681127,3.680769,2.3530,2.1567,2.0904,0.0971,99.19,4.962,0.906,33.1358,33.1309,5.7755,5.6795,1025.4163,1025.4122,1489.81,1489.81,0.0000e+00
6.000,10.5979,10.6016,3.680640,3.680989,2.3529,2.1576,2.0756,0.1026,98.90,5.954,0.859,33.1358,33.1358,5.7816,5.6890,1025.4218,1025.4212,1489.80,1489.82,0.0000e+00
7.000,10.5951,10.5955,3.680091,3.680067,2.3531,2.1587,2.0850,0.1031,98.90,6.947,0.410,33.1323,33.1317,5.7848,5.6948,1025.4241,1025.4235,1489.80,1489.80,0.0000e+00
8.000,10.5961,10.5988,3.680214,3.680416,2.3521,2.1604,2.0454,0.0935,98.90,7.939,0.609,33.1322,33.1318,5.7700,5.6921,1025.4284,1025.4275,1489.82,1489.83,0.0000e+00
9.000,10.5982,10.5974,3.680857,3.680716,2.3501,2.1593,2.0275,0.0951,98.90,8.931,0.498,33.1363,33.1356,5.7655,5.6858,1025.4357,1025.4353,1489.85,1489.85,0.0000e+00
10.000,10.5972,10.5984,3.680924,3.680906,2.3484,2.1567,2.0137,0.0804,98.90,9.924,0.522,33.1375,33.1362,5.7619,5.6702,1025.4413,1025.4401,1489.86,1489.87,0.0000e+00
11.000,10.5852,10.5876,3.679887,3.680338,2.3464,2.1537,2.0071,0.0915,98.73,10.916,0.844,33.1375,33.1399,5.7485,5.6645,1025.4479,1025.4494,1489.84,1489.85,0.0000e+00
12.000,10.5460,10.5457,3.676420,3.676877,2.3436,2.1535,2.0428,0.1028,98.73,11.908,0.717,33.1380,33.1428,5.7385,5.6713,1025.4597,1025.4635,1489.72,1489.72,0.0000e+00
13.000,10.4951,10.5071,3.671963,3.673546,2.3377,2.1494,2.0544,0.0921,1.93,12.901,0.445,33.1391,33.1441,5.7359,5.6592,1025.4738,1025.4757,1489.56,1489.60,0.0000e+00
14.000,10.4286,10.4319,3.666385,3.667234,2.3351,2.1466,2.0521,0.0886,1.61,13.893,0.820,33.1432,33.1488,5.7471,5.6614,1025.4930,1025.4968,1489.34,1489.36,0.0000e+00
15.000,10.4104,10.4114,3.664981,3.665315,2.3342,2.1455,2.1044,0.0954,61.32,14.885,0.772,33.1452,33.1477,5.7429,5.6631,1025.5022,1025.5040,1489.29,1489.30,0.0000e+00
16.000,10.4049,10.4057,3.664561,3.664665,2.3318,2.1436,2.1296,0.0983,98.19,15.878,0.532,33.1456,33.1459,5.7252,5.6572,1025.5080,1025.5081,1489.29,1489.29,0.0000e+00
17.000,10.3890,10.3897,3.663481,3.663926,2.3267,2.1413,2.1228,0.1002,98.90,16.870,0.679,33.1487,33.1527,5.7146,5.6552,1025.5177,1025.5207,1489.25,1489.26,0.0000e+00
18.000,10.3609,10.3619,3.661497,3.661642,2.3253,2.1410,2.1234,0.0926,86.72,17.862,0.864,33.1540,33.1545,5.7113,5.6560,1025.5312,1025.5314,1489.18,1489.18,0.0000e+00
19.000,10.3747,10.3761,3.663505,3.663121,2.3221,2.1394,2.1343,0.0976,98.96,18.854,0.893,33.1612,33.1560,5.6862,5.6366,1025.5389,1025.5346,1489.25,1489.25,0.0000e+00
20.000,10.4171,10.4166,3.669890,3.668129,2.3169,2.1356,2.1786,0.0987,98.90,19.847,0.970,33.1863,33.1691,5.6524,5.6069,1025.5557,1025.5424,1489.45,1489.43,0.0000e+00
21.000,10.4455,10.4463,3.674067,3.673792,2.3119,2.1306,2.1958,0.1031,98.90,20.839,1.101,33.2020,33.1985,5.6295,5.5809,1025.5676,1025.5647,1489.59,1489.58,0.0000e+00
22.000,10.4190,10.4209,3.672671,3.673298,2.3070,2.1270,2.1851,0.1034,98.90,21.831,1.023,33.2117,33.2162,5.6209,5.5744,1025.5843,1025.5875,1489.52,1489.53,0.0000e+00
23.000,10.3812,10.3850,3.670123,3.670503,2.3013,2.1221,2.1863,0.1011,98.90,22.824,0.545,33.2201,33.2205,5.6201,5.5680,1025.6018,1025.6015,1489.41,1489.42,0.0000e+00
24.000,10.3440,10.3459,3.666444,3.666695,2.2918,2.1130,2.0652,0.0814,98.90,23.816,0.510,33.2167,33.2174,5.5531,5.5207,1025.6101,1025.6103,1489.29,1489.30,0.0000e+00
25.000,10.3320,10.3359,3.665159,3.665787,2.2742,2.0994,2.0969,0.0791,98.90,24.808,0.804,33.2143,33.2169,5.4083,5.4117,1025.6148,1025.6162,1489.26,1489.28,0.0000e+00
26.000,10.2337,10.2362,3.656833,3.660871,2.2467,2.0786,2.1389,0.0853,98.90,25.800,0.787,33.2197,33.2584,5.3011,5.3171,1025.6403,1025.6701,1488.93,1488.99,0.0000e+00
27.000,9.8869,9.8875,3.634697,3.635939,2.2196,2.0532,2.2321,0.0895,98.90,26.793,0.737,33.3137,33.3257,5.2843,5.2731,1025.7767,1025.7860,1487.81,1487.83,0.0000e+00
28.000,9.8765,9.8773,3.634908,3.635331,2.2009,2.0330,2.1596,0.0821,98.90,27.785,0.696,33.3250,33.3286,5.2855,5.2445,1025.7919,1025.7945,1487.81,1487.81,0.0000e+00
