PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,Sbeox1V,FlECO-AFL,TurbWETntu0,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Sbeox1ML/L,Density00,Density11,SvCM,SvCM1,Flag
3.000,17.1537,17.1943,4.153047,4.152683,2.5675,2.3543,1.1187,0.1198,89.96,2.975,0.365,31.9551,31.9199,5.6515,5.5400,1023.1560,1023.1195,1509.86,1509.94,0.0000e+00
4.000,17.1938,17.2138,4.157034,4.156116,2.5688,2.3543,1.1330,0.2246,98.24,3.966,0.404,31.9572,31.9335,5.6373,5.5418,1023.1527,1023.1299,1510.00,1510.03,0.0000e+00
5.000,17.2736,17.2752,4.164260,4.163704,2.5600,2.3472,1.1173,0.1404,98.90,4.957,0.361,31.9557,31.9497,5.6022,5.5000,1023.1372,1023.1323,1510.25,1510.25,0.0000e+00
6.000,17.0663,16.9982,4.144442,4.142463,2.5595,2.3398,1.0923,0.1237,98.90,5.949,0.367,31.9491,31.9862,5.6607,5.5345,1023.1850,1023.2292,1509.64,1509.47,0.0000e+00
7.000,16.8019,16.7783,4.119917,4.116472,2.5609,2.3444,1.1450,0.1617,83.41,6.940,0.328,31.9473,31.9363,5.6698,5.5765,1023.2495,1023.2465,1508.85,1508.77,0.0000e+00
8.000,16.7409,16.7629,4.114790,4.118593,2.5623,2.3450,1.1704,0.1299,99.24,7.932,0.429,31.9511,31.9666,5.7128,5.5783,1023.2710,1023.2778,1508.69,1508.77,0.0000e+00
9.000,16.6003,16.6119,4.102500,4.104704,2.5704,2.3461,1.1952,0.1451,98.89,8.923,0.443,31.9563,31.9661,5.7391,5.6029,1023.3117,1023.3166,1508.28,1508.33,0.0000e+00
10.000,16.4419,16.4482,4.088957,4.091198,2.5710,2.3494,1.1905,0.1254,66.10,9.915,0.548,31.9646,31.9791,5.7787,5.6470,1023.3587,1023.3684,1507.82,1507.86,0.0000e+00
11.000,16.3114,16.3153,4.077485,4.080605,2.5850,2.3588,1.2237,0.1647,92.74,10.906,0.670,31.9686,31.9928,5.8661,5.7142,1023.3959,1023.4135,1507.44,1507.48,0.0000e+00
12.000,16.0125,16.0174,4.050892,4.054572,2.5990,2.3716,1.3732,0.2098,98.59,11.898,0.496,31.9752,32.0036,5.9110,5.7724,1023.4726,1023.4934,1506.54,1506.59,0.0000e+00
13.000,15.7224,15.7293,4.026950,4.031346,2.5836,2.3624,1.5570,0.2095,89.81,12.889,0.442,31.9978,32.0312,5.8542,5.7288,1023.5590,1023.5831,1505.68,1505.74,0.0000e+00
14.000,15.3524,15.3580,3.995658,4.001409,2.5736,2.3521,1.6008,0.1904,94.57,13.881,0.703,32.0196,32.0664,5.8864,5.7416,1023.6615,1023.6963,1504.56,1504.63,0.0000e+00
