PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,Sbeox1V,FlECO-AFL,TurbWETntu0,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Sbeox1ML/L,Density00,Density11,SvCM,SvCM1,Flag
13.000,8.8305,8.8194,3.493104,3.607087,1.8057,1.8678,1.1864,0.1228,93.32,12.893,0.216,32.8360,34.0386,3.9496,4.5997,1025.5094,1026.4528,1483.12,1484.56,0.0000e+00
14.000,8.4103,8.4196,3.447690,3.451718,1.7754,1.6729,1.1290,0.1001,88.61,13.885,0.519,32.7493,32.7833,3.7481,3.8642,1025.5101,1025.5354,1481.46,1481.54,0.0000e+00
15.000,8.1752,8.1767,3.428536,3.432777,1.7130,1.6148,1.0504,0.0978,76.85,14.877,0.501,32.7653,32.8089,3.6391,3.7676,1025.5622,1025.5962,1480.62,1480.68,0.0000e+00
16.000,7.9605,7.9676,3.414813,3.418241,1.6589,1.5639,1.0053,0.0914,81.95,15.869,0.543,32.8200,32.8499,3.5412,3.6485,1025.6411,1025.6635,1479.88,1479.95,0.0000e+00
17.000,7.8649,7.8672,3.411080,3.413000,1.6258,1.5304,0.9307,0.0857,89.55,16.860,0.606,32.8696,32.8879,3.5157,3.5907,1025.6984,1025.7125,1479.60,1479.63,0.0000e+00
18.000,7.8635,7.8643,3.413066,3.413661,1.5613,1.4632,0.9403,0.0853,97.14,17.852,0.448,32.8917,32.8972,3.4157,3.4581,1025.7205,1025.7248,1479.64,1479.65,0.0000e+00
19.000,7.8435,7.8465,3.412561,3.413279,1.5488,1.4492,0.9272,0.0956,98.74,18.844,0.628,32.9046,32.9095,3.3906,3.4178,1025.7382,1025.7416,1479.60,1479.61,0.0000e+00
20.000,7.8157,7.8194,3.411317,3.411984,1.5409,1.4418,0.9161,0.0996,71.93,19.836,0.599,32.9170,32.9207,3.3988,3.4099,1025.7565,1025.7589,1479.52,1479.54,0.0000e+00
21.000,7.7427,7.7478,3.407986,3.409327,1.5435,1.4397,0.9056,0.0927,84.17,20.827,0.584,32.9498,32.9595,3.4241,3.4345,1025.7973,1025.8042,1479.30,1479.33,0.0000e+00
22.000,7.7003,7.7023,3.406474,3.406720,1.5371,1.4398,0.8980,0.0822,92.11,21.819,0.601,32.9733,32.9740,3.2270,3.3751,1025.8264,1025.8267,1479.18,1479.19,0.0000e+00
23.000,7.7294,7.7298,3.413427,3.412168,1.4914,1.4182,0.8883,0.0914,95.68,22.811,0.628,33.0200,33.0060,2.8052,3.1014,1025.8635,1025.8524,1479.37,1479.35,0.0000e+00
24.000,7.7461,7.7475,3.423930,3.422779,1.4097,1.3540,0.8983,0.0974,98.88,23.803,0.546,33.1164,33.1027,2.5593,2.7628,1025.9414,1025.9305,1479.57,1479.56,0.0000e+00
25.000,7.6677,7.6753,3.422932,3.424767,1.3672,1.2978,0.8883,0.1029,98.90,24.794,0.581,33.1798,33.1924,2.6575,2.7011,1026.0070,1026.0158,1479.36,1479.41,0.0000e+00
26.000,7.5943,7.5967,3.417212,3.417940,1.3530,1.2774,0.8665,0.1009,98.90,25.786,0.586,33.1878,33.1933,2.7446,2.7566,1026.0283,1026.0324,1479.11,1479.13,0.0000e+00
27.000,7.5504,7.5523,3.414710,3.415366,1.3566,1.2700,0.8837,0.0879,79.91,26.778,0.511,33.2023,33.2075,2.8743,2.8290,1026.0506,1026.0544,1478.98,1478.99,0.0000e+00
28.000,7.4707,7.4750,3.409278,3.410160,1.3743,1.2808,0.8770,0.0948,98.72,27.769,0.520,33.2194,33.2248,2.9885,2.9465,1026.0799,1026.0835,1478.71,1478.73,0.0000e+00
29.000,7.4373,7.4391,3.408074,3.408296,1.3964,1.3008,0.8620,0.0777,92.67,28.761,0.377,33.2379,33.2386,3.0066,3.0054,1026.1037,1026.1040,1478.62,1478.63,0.0000e+00
30.000,7.4072,7.4094,3.408715,3.408583,1.4014,1.3100,0.8555,0.0806,92.61,29.753,0.697,33.2732,33.2697,2.9726,2.9990,1026.1403,1026.1372,1478.56,1478.57,0.0000e+00
31.000,7.3866,7.3887,3.410027,3.410095,1.4001,1.3105,0.8562,0.0693,83.55,30.744,0.603,33.3068,33.3055,2.9237,2.9753,1026.1741,1026.1728,1478.54,1478.55,0.0000e+00
32.000,7.3724,7.3760,3.411005,3.410871,1.3866,1.3041,0.8440,0.0672,73.07,31.736,0.419,33.3306,33.3257,2.8272,2.9052,1026.1995,1026.1951,1478.53,1478.54,0.0000e+00
33.000,7.3657,7.3676,3.411998,3.411911,1.3677,1.2902,0.8494,0.0682,65.61,32.728,0.561,33.3474,33.3446,2.6924,2.8052,1026.2182,1026.2157,1478.54,1478.55,0.0000e+00
34.000,7.3624,7.3643,3.413529,3.413261,1.3360,1.2670,0.8641,0.0707,70.27,33.720,0.538,33.3667,33.3619,2.5088,2.6623,1026.2384,1026.2344,1478.57,1478.57,0.0000e+00
35.000,7.3598,7.3617,3.416033,3.415813,1.2883,1.2293,0.8726,0.0672,77.06,34.711,0.405,33.3959,33.3917,2.2831,2.4745,1026.2663,1026.2628,1478.62,1478.62,0.0000e+00
36.000,7.3526,7.3552,3.419397,3.418681,1.2213,1.1755,0.8540,0.0787,99.56,35.703,0.523,33.4389,33.4286,2.0058,2.2121,1026.3058,1026.2973,1478.66,1478.65,0.0000e+00
37.000,7.3486,7.3504,3.421872,3.421538,1.1751,1.1312,0.8913,0.0949,98.22,36.694,0.612,33.4691,33.4637,1.9047,2.0578,1026.3347,1026.3302,1478.70,1478.70,0.0000e+00
