PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
3.000,13.2689,13.2692,3.714835,3.714825,2.8341,2.975,0.311,31.1630,31.1627,7.0290,1023.3833,1023.3830,1496.60,1496.61,0.0000e+00
4.000,13.2664,13.2674,3.714680,3.714763,2.8358,3.966,0.565,31.1632,31.1632,7.0335,1023.3885,1023.3883,1496.61,1496.61,0.0000e+00
5.000,13.2596,13.2586,3.714162,3.714065,2.8355,4.958,0.527,31.1636,31.1635,7.0379,1023.3946,1023.3947,1496.60,1496.60,0.0000e+00
6.000,13.2569,13.2551,3.713977,3.713815,2.8360,5.950,0.577,31.1637,31.1637,7.0369,1023.3997,1023.4000,1496.61,1496.61,0.0000e+00
7.000,13.2536,13.2532,3.713739,3.713661,2.8346,6.941,0.654,31.1638,31.1634,7.0337,1023.4049,1023.4047,1496.62,1496.62,0.0000e+00
8.000,13.2354,13.2386,3.712186,3.712782,2.8350,7.933,0.630,31.1638,31.1667,7.0457,1023.4129,1023.4146,1496.57,1496.59,0.0000e+00
9.000,13.1791,13.1799,3.707493,3.707766,2.8363,8.924,0.519,31.1657,31.1677,7.0514,1023.4300,1023.4313,1496.40,1496.41,0.0000e+00
10.000,13.1319,13.1341,3.703945,3.704220,2.8325,9.916,0.504,31.1709,31.1717,7.0294,1023.4476,1023.4479,1496.27,1496.28,0.0000e+00
11.000,13.0909,13.0900,3.700720,3.701123,2.8266,10.907,0.657,31.1740,31.1785,7.0036,1023.4625,1023.4662,1496.15,1496.15,0.0000e+00
12.000,13.0306,13.0217,3.696116,3.695802,2.8189,11.899,0.711,31.1800,31.1844,6.9299,1023.4834,1023.4885,1495.97,1495.95,0.0000e+00
13.000,12.9854,12.9740,3.692624,3.692540,2.7827,12.890,0.508,31.1840,31.1926,6.6081,1023.4997,1023.5086,1495.84,1495.81,0.0000e+00
14.000,12.5408,12.4920,3.652810,3.652929,2.6503,13.882,0.540,31.1749,31.2165,5.8551,1023.5822,1023.6237,1494.34,1494.22,0.0000e+00
15.000,11.8693,11.8374,3.592555,3.595034,2.4900,14.874,0.719,31.1575,31.2081,5.2622,1023.6980,1023.7431,1492.03,1491.98,0.0000e+00
16.000,11.2186,11.1718,3.536897,3.537682,2.3331,15.865,0.609,31.1640,31.2112,4.9142,1023.8239,1023.8689,1489.78,1489.67,0.0000e+00
17.000,10.6931,10.6862,3.495874,3.496268,2.1751,16.857,0.462,31.2062,31.2161,4.7753,1023.9528,1023.9616,1487.99,1487.98,0.0000e+00
18.000,10.6323,10.6296,3.491648,3.491610,2.0915,17.848,0.691,31.2159,31.2179,4.7320,1023.9752,1023.9772,1487.80,1487.79,0.0000e+00
19.000,10.5811,10.5807,3.488278,3.488686,2.0515,18.840,0.708,31.2258,31.2302,4.7077,1023.9961,1023.9996,1487.65,1487.65,0.0000e+00
20.000,10.5458,10.5454,3.487072,3.487132,2.0178,19.831,0.496,31.2437,31.2446,4.6717,1024.0205,1024.0213,1487.56,1487.56,0.0000e+00
21.000,10.5363,10.5360,3.487383,3.487466,1.9789,20.823,0.477,31.2545,31.2556,4.5194,1024.0351,1024.0360,1487.55,1487.55,0.0000e+00
22.000,10.4689,10.4656,3.485214,3.485486,1.9342,21.814,0.675,31.2903,31.2958,4.3056,1024.0789,1024.0838,1487.37,1487.37,0.0000e+00
23.000,10.3315,10.3181,3.479341,3.479606,1.8906,22.806,0.750,31.3496,31.3637,4.1607,1024.1527,1024.1659,1486.97,1486.94,0.0000e+00
24.000,10.1292,10.1229,3.470603,3.470852,1.8483,23.797,0.605,31.4365,31.4445,4.0711,1024.2587,1024.2659,1486.36,1486.34,0.0000e+00
25.000,10.0146,10.0051,3.465608,3.465601,1.8006,24.789,0.488,31.4854,31.4936,3.9775,1024.3202,1024.3281,1486.02,1486.00,0.0000e+00
26.000,9.9374,9.9369,3.462157,3.462339,1.7652,25.780,0.626,31.5174,31.5198,3.8926,1024.3623,1024.3643,1485.79,1485.80,0.0000e+00
27.000,9.8684,9.8625,3.458612,3.458742,1.7345,26.772,0.573,31.5415,31.5480,3.7905,1024.3969,1024.4030,1485.59,1485.58,0.0000e+00
28.000,9.7429,9.7319,3.452350,3.452492,1.6957,27.763,0.539,31.5875,31.5986,3.6789,1024.4577,1024.4682,1485.20,1485.18,0.0000e+00
29.000,9.6231,9.6224,3.447063,3.447130,1.6663,28.755,0.613,31.6386,31.6398,3.6248,1024.5215,1024.5226,1484.84,1484.84,0.0000e+00
30.000,9.5868,9.5833,3.445925,3.446006,1.6404,29.746,0.504,31.6585,31.6625,3.5569,1024.5474,1024.5511,1484.75,1484.75,0.0000e+00
31.000,9.5081,9.5011,3.442128,3.442298,1.6138,30.738,0.653,31.6888,31.6967,3.4845,1024.5882,1024.5955,1484.52,1484.50,0.0000e+00
32.000,9.4191,9.4164,3.438753,3.438766,1.5970,31.729,0.718,31.7326,31.7351,3.4532,1024.6411,1024.6435,1484.26,1484.25,0.0000e+00
33.000,9.3803,9.3783,3.438325,3.438386,1.5799,32.720,0.529,31.7621,31.7645,3.4067,1024.6749,1024.6771,1484.17,1484.17,0.0000e+00
34.000,9.3347,9.3316,3.437406,3.437488,1.5572,33.712,0.556,31.7928,31.7964,3.3124,1024.7106,1024.7139,1484.06,1484.05,0.0000e+00
