PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
2.000,13.3767,13.3340,3.877876,3.876600,3.0687,1.984,0.005,32.5971,32.6217,7.6378,1024.4663,1024.4938,1498.64,1498.53,0.0000e+00
3.000,13.2552,13.2268,3.867181,3.865072,3.0789,2.976,0.571,32.6004,32.6050,7.7260,1024.4975,1024.5067,1498.25,1498.16,0.0000e+00
4.000,13.1169,13.1015,3.854782,3.854026,3.0858,3.968,0.342,32.6021,32.6082,7.7501,1024.5307,1024.5385,1497.81,1497.77,0.0000e+00
5.000,12.9378,12.8650,3.838440,3.832511,3.0760,4.961,0.415,32.6015,32.6081,7.7347,1024.5699,1024.5893,1497.23,1496.99,0.0000e+00
6.000,12.6926,12.6495,3.816191,3.813939,3.0733,5.953,0.703,32.6017,32.6176,7.7874,1024.6223,1024.6429,1496.42,1496.29,0.0000e+00
7.000,12.4232,12.3911,3.791734,3.789706,3.0749,6.945,0.526,32.6014,32.6099,7.8195,1024.6783,1024.6910,1495.52,1495.42,0.0000e+00
8.000,12.1629,12.1171,3.767571,3.765411,3.0005,7.937,0.491,32.5955,32.6146,7.1581,1024.7276,1024.7510,1494.64,1494.51,0.0000e+00
9.000,11.3900,11.2842,3.697585,3.698727,2.8740,8.929,0.788,32.5924,32.6973,6.4972,1024.8712,1024.9719,1491.98,1491.73,0.0000e+00
10.000,10.6534,10.7253,3.634100,3.648366,2.7349,9.921,0.819,32.6175,32.7017,6.0126,1025.0247,1025.0783,1489.42,1489.78,0.0000e+00
11.000,9.4750,9.4602,3.534829,3.539071,2.5758,10.913,0.627,32.6766,32.7337,5.6978,1025.2732,1025.3202,1485.27,1485.28,0.0000e+00
12.000,9.0613,9.0628,3.498371,3.498789,2.4034,11.905,0.499,32.6788,32.6817,5.4753,1025.3460,1025.3481,1483.77,1483.78,0.0000e+00
13.000,8.9485,8.9436,3.489634,3.489640,2.2935,12.897,0.550,32.6913,32.6958,5.3848,1025.3779,1025.3822,1483.39,1483.37,0.0000e+00
14.000,8.9039,8.9035,3.487480,3.487286,2.2126,13.889,0.406,32.7095,32.7078,5.3154,1025.4037,1025.4024,1483.26,1483.26,0.0000e+00
15.000,8.8905,8.8904,3.488676,3.488461,2.1600,14.881,0.706,32.7338,32.7316,5.2056,1025.4294,1025.4277,1483.26,1483.25,0.0000e+00
16.000,8.8869,8.8878,3.490708,3.490448,2.1317,15.873,0.848,32.7578,32.7543,5.0971,1025.4533,1025.4504,1483.29,1483.29,0.0000e+00
17.000,8.9042,8.9047,3.497170,3.496775,2.0976,16.865,0.695,32.8087,32.8042,4.9663,1025.4950,1025.4914,1483.43,1483.43,0.0000e+00
18.000,8.8689,8.8681,3.504960,3.504715,2.0491,17.857,0.454,32.9222,32.9204,4.8619,1025.5939,1025.5926,1483.46,1483.45,0.0000e+00
19.000,8.8583,8.8585,3.506025,3.505926,2.0122,18.849,0.451,32.9427,32.9416,4.8468,1025.6161,1025.6152,1483.46,1483.46,0.0000e+00
20.000,8.8590,8.8592,3.506609,3.506460,1.9943,19.841,0.467,32.9477,32.9460,4.8444,1025.6245,1025.6231,1483.48,1483.48,0.0000e+00
21.000,8.8610,8.8613,3.507313,3.507216,1.9859,20.834,0.786,32.9528,32.9515,4.8353,1025.6327,1025.6316,1483.51,1483.51,0.0000e+00
22.000,8.8666,8.8671,3.508847,3.508547,1.9816,21.825,0.942,32.9631,32.9595,4.8276,1025.6445,1025.6416,1483.56,1483.56,0.0000e+00
23.000,8.8849,8.8848,3.513693,3.512984,1.9779,22.818,0.760,32.9962,32.9889,4.8226,1025.6721,1025.6664,1483.69,1483.68,0.0000e+00
24.000,8.9292,8.9349,3.522137,3.522064,1.9762,23.810,0.375,33.0426,33.0365,4.8520,1025.7061,1025.7004,1483.93,1483.94,0.0000e+00
25.000,9.1757,9.1836,3.558799,3.556857,1.9855,24.802,0.457,33.1938,33.1662,4.8700,1025.7899,1025.7671,1485.04,1485.03,0.0000e+00
26.000,9.4399,9.4425,3.593336,3.592709,1.9879,25.794,0.652,33.3046,33.2957,4.7982,1025.8387,1025.8314,1486.16,1486.16,0.0000e+00
27.000,9.4575,9.4581,3.598073,3.597982,1.9838,26.786,0.809,33.3365,33.3350,4.7583,1025.8653,1025.8641,1486.28,1486.28,0.0000e+00
28.000,9.4626,9.4627,3.599828,3.599708,1.9782,27.778,0.722,33.3494,33.3480,4.7202,1025.8791,1025.8780,1486.33,1486.33,0.0000e+00
29.000,9.4312,9.4299,3.597614,3.597637,1.9657,28.770,0.492,33.3554,33.3568,4.6679,1025.8935,1025.8948,1486.24,1486.24,0.0000e+00
30.000,9.3959,9.3960,3.595179,3.595200,1.9504,29.762,0.474,33.3627,33.3629,4.6145,1025.9094,1025.9096,1486.14,1486.14,0.0000e+00
31.000,9.3603,9.3593,3.592340,3.592408,1.9304,30.753,0.481,33.3662,33.3678,4.5201,1025.9225,1025.9239,1486.03,1486.02,0.0000e+00
32.000,9.3287,9.3270,3.590448,3.590427,1.9083,31.745,0.684,33.3756,33.3770,4.4369,1025.9395,1025.9409,1485.94,1485.94,0.0000e+00
33.000,9.2492,9.2429,3.583547,3.583993,1.8915,32.737,0.753,33.3781,33.3886,4.4055,1025.9588,1025.9680,1485.67,1485.66,0.0000e+00
34.000,9.1696,9.1708,3.576918,3.577102,1.8776,33.729,0.539,33.3834,33.3842,4.4013,1025.9802,1025.9807,1485.40,1485.40,0.0000e+00
35.000,9.1659,9.1652,3.576581,3.576439,1.8648,34.721,0.550,33.3829,33.3822,4.3873,1025.9850,1025.9845,1485.40,1485.39,0.0000e+00
36.000,9.1489,9.1472,3.575070,3.575236,1.8579,35.713,0.678,33.3828,33.3860,4.3815,1025.9921,1025.9950,1485.35,1485.35,0.0000e+00
37.000,9.0577,9.0546,3.566793,3.566942,1.8532,36.705,0.427,33.3817,33.3862,4.3947,1026.0104,1026.0144,1485.03,1485.03,0.0000e+00
38.000,8.9757,8.9726,3.559079,3.559177,1.8506,37.697,0.617,33.3779,33.3818,4.4141,1026.0249,1026.0285,1484.74,1484.73,0.0000e+00
39.000,8.9195,8.9179,3.553936,3.554149,1.8515,38.689,0.692,33.3766,33.3803,4.4312,1026.0373,1026.0405,1484.55,1484.55,0.0000e+00
40.000,8.8823,8.8813,3.550716,3.550726,1.8526,39.681,0.513,33.3775,33.3785,4.4321,1026.0484,1026.0494,1484.43,1484.43,0.0000e+00
41.000,8.8605,8.8592,3.549019,3.548980,1.8511,40.673,0.562,33.3798,33.3806,4.4100,1026.0582,1026.0590,1484.37,1484.36,0.0000e+00
42.000,8.8234,8.8207,3.546552,3.546569,1.8462,41.665,0.616,33.3885,33.3912,4.3794,1026.0753,1026.0779,1484.26,1484.25,0.0000e+00
43.000,8.7730,8.7719,3.543536,3.543575,1.8390,42.657,0.583,33.4039,33.4053,4.3487,1026.0999,1026.1011,1484.10,1484.10,0.0000e+00
44.000,8.7353,8.7345,3.541578,3.541625,1.8299,43.649,0.541,33.4185,33.4197,4.3166,1026.1217,1026.1228,1484.00,1484.00,0.0000e+00
45.000,8.7021,8.7019,3.540167,3.540162,1.8188,44.641,0.505,33.4346,33.4347,4.2826,1026.1440,1026.1441,1483.91,1483.91,0.0000e+00
46.000,8.6766,8.6752,3.539392,3.539362,1.8101,45.633,0.711,33.4501,33.4511,4.2685,1026.1647,1026.1657,1483.85,1483.85,0.0000e+00
47.000,8.6462,8.6451,3.538987,3.538937,1.8056,46.624,0.613,33.4741,33.4746,4.2713,1026.1928,1026.1933,1483.78,1483.78,0.0000e+00
48.000,8.6222,8.6219,3.538723,3.538676,1.8008,47.616,0.437,33.4936,33.4935,4.2627,1026.2163,1026.2162,1483.73,1483.73,0.0000e+00
49.000,8.6136,8.6134,3.538646,3.538588,1.7965,48.608,0.674,33.5006,33.5001,4.2414,1026.2276,1026.2273,1483.73,1483.73,0.0000e+00
50.000,8.6043,8.6038,3.538633,3.538606,1.7907,49.600,0.633,33.5087,33.5089,4.2067,1026.2400,1026.2403,1483.72,1483.72,0.0000e+00
51.000,8.5790,8.5786,3.537370,3.537340,1.7808,50.592,0.509,33.5190,33.5191,4.1667,1026.2565,1026.2567,1483.65,1483.65,0.0000e+00
52.000,8.5612,8.5605,3.536781,3.536735,1.7704,51.584,0.553,33.5292,33.5294,4.1271,1026.2718,1026.2721,1483.62,1483.61,0.0000e+00
53.000,8.5353,8.5341,3.536578,3.536571,1.7577,52.576,0.555,33.5513,33.5523,4.0515,1026.2977,1026.2986,1483.56,1483.56,0.0000e+00
54.000,8.4917,8.4925,3.533687,3.533892,1.7368,53.568,0.566,33.5617,33.5632,3.9512,1026.3171,1026.3181,1483.43,1483.43,0.0000e+00
55.000,8.4620,8.4602,3.531213,3.531133,1.7147,54.559,0.636,33.5634,33.5642,3.8642,1026.3275,1026.3284,1483.34,1483.33,0.0000e+00
56.000,8.4423,8.4420,3.529469,3.529504,1.6922,55.551,0.656,33.5632,33.5639,3.7791,1026.3350,1026.3356,1483.28,1483.28,0.0000e+00
57.000,8.4110,8.4122,3.526679,3.526928,1.6685,56.543,0.612,33.5631,33.5646,3.7200,1026.3442,1026.3452,1483.18,1483.18,0.0000e+00
58.000,8.3973,8.3978,3.525826,3.525785,1.6469,57.535,0.403,33.5666,33.5658,3.6673,1026.3536,1026.3529,1483.15,1483.15,0.0000e+00
59.000,8.4097,8.4142,3.527860,3.527617,1.6056,58.527,0.536,33.5759,33.5690,3.3693,1026.3636,1026.3575,1483.22,1483.23,0.0000e+00
60.000,8.5297,8.5355,3.544480,3.543531,1.5619,59.519,0.857,33.6366,33.6211,3.1667,1026.3973,1026.3842,1483.76,1483.77,0.0000e+00
61.000,8.5426,8.5399,3.549038,3.549070,1.5268,60.511,0.774,33.6719,33.6748,3.0816,1026.4276,1026.4302,1483.87,1483.86,0.0000e+00
62.000,8.4689,8.4673,3.544958,3.544969,1.4874,61.502,0.499,33.6988,33.7005,3.0384,1026.4645,1026.4661,1483.65,1483.64,0.0000e+00
63.000,8.4238,8.4213,3.541896,3.541810,1.4571,62.494,0.552,33.7090,33.7105,3.0261,1026.4840,1026.4856,1483.50,1483.50,0.0000e+00
64.000,8.3971,8.3981,3.540090,3.540105,1.4397,63.486,0.407,33.7151,33.7142,3.0382,1026.4974,1026.4966,1483.43,1483.43,0.0000e+00
