PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
2.000,12.3211,12.3211,3.888993,3.888810,2.3976,1.985,0.229,33.6280,33.6262,5.7364,1025.4715,1025.4701,1496.31,1496.31,0.0000e+00
3.000,12.3180,12.3173,3.888778,3.888533,2.4025,2.978,0.279,33.6283,33.6265,5.7469,1025.4768,1025.4756,1496.32,1496.32,0.0000e+00
4.000,12.3162,12.3179,3.888736,3.888672,2.3999,3.970,0.677,33.6290,33.6270,5.7337,1025.4822,1025.4803,1496.33,1496.33,0.0000e+00
5.000,12.3107,12.3112,3.888313,3.888220,2.3973,4.963,1.061,33.6295,33.6281,5.7121,1025.4881,1025.4870,1496.33,1496.33,0.0000e+00
6.000,12.3086,12.3026,3.888177,3.887580,2.3937,5.955,1.006,33.6297,33.6293,5.6994,1025.4932,1025.4940,1496.34,1496.32,0.0000e+00
7.000,12.2910,12.2901,3.886650,3.886318,2.3895,6.948,0.507,33.6303,33.6279,5.7015,1025.5015,1025.4998,1496.30,1496.29,0.0000e+00
8.000,12.3006,12.3039,3.887557,3.887568,2.3860,7.941,0.614,33.6300,33.6272,5.6822,1025.5039,1025.5011,1496.35,1496.35,0.0000e+00
9.000,12.2933,12.2887,3.886948,3.886540,2.3813,8.933,0.755,33.6303,33.6305,5.6592,1025.5100,1025.5111,1496.34,1496.32,0.0000e+00
10.000,12.2740,12.2650,3.885329,3.884373,2.3740,9.926,0.458,33.6316,33.6305,5.6500,1025.5192,1025.5201,1496.29,1496.26,0.0000e+00
11.000,12.2750,12.2769,3.885454,3.885279,2.3703,10.918,0.605,33.6315,33.6281,5.6452,1025.5234,1025.5204,1496.31,1496.31,0.0000e+00
12.000,12.2695,12.2702,3.885037,3.884862,2.3658,11.911,0.751,33.6319,33.6297,5.6364,1025.5293,1025.5274,1496.31,1496.31,0.0000e+00
13.000,12.2651,12.2664,3.884679,3.884602,2.3654,12.903,0.591,33.6321,33.6301,5.6425,1025.5348,1025.5330,1496.31,1496.31,0.0000e+00
14.000,12.2638,12.2693,3.884629,3.884888,2.3618,13.896,0.428,33.6323,33.6298,5.6103,1025.5397,1025.5367,1496.32,1496.34,0.0000e+00
