PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
3.000,14.1878,14.1797,3.788562,3.787838,2.5876,2.974,0.351,31.0972,31.0971,6.1825,1023.1482,1023.1497,1499.56,1499.53,0.0000e+00
4.000,14.1407,14.1380,3.785166,3.785050,2.5786,3.966,0.408,31.1037,31.1048,6.0778,1023.1673,1023.1687,1499.43,1499.42,0.0000e+00
5.000,14.0484,14.0242,3.778102,3.777696,2.5154,4.957,0.788,31.1132,31.1290,5.5413,1023.1979,1023.2151,1499.16,1499.09,0.0000e+00
6.000,13.8138,13.7745,3.758216,3.758585,2.4414,5.949,0.877,31.1199,31.1553,5.1903,1023.2551,1023.2904,1498.41,1498.32,0.0000e+00
7.000,12.7845,12.4567,3.677100,3.667446,2.3021,6.940,0.498,31.2062,31.3869,4.7363,1023.5276,1023.7291,1495.08,1494.18,0.0000e+00
8.000,11.0923,10.8669,3.562091,3.549728,2.0206,7.931,0.604,31.5222,31.5940,3.9169,1024.0884,1024.1849,1489.64,1488.94,0.0000e+00
9.000,10.5575,10.5365,3.526322,3.527321,1.9173,8.923,0.882,31.6288,31.6570,3.6843,1024.2685,1024.2940,1487.88,1487.84,0.0000e+00
10.000,10.2280,10.2005,3.505560,3.506712,1.8206,9.914,0.749,31.7077,31.7433,3.4883,1024.3899,1024.4223,1486.81,1486.76,0.0000e+00
11.000,9.8491,9.8333,3.483169,3.483766,1.6892,10.906,0.388,31.8141,31.8342,3.2658,1024.5399,1024.5581,1485.59,1485.55,0.0000e+00
12.000,9.4427,9.4344,3.458797,3.458965,1.5552,11.897,0.583,31.9256,31.9347,3.1133,1024.6970,1024.7055,1484.26,1484.24,0.0000e+00
13.000,9.4235,9.4246,3.457690,3.458041,1.5270,12.888,0.819,31.9310,31.9336,3.1136,1024.7088,1024.7107,1484.21,1484.22,0.0000e+00
14.000,9.4072,9.4007,3.456884,3.456863,1.5060,13.880,0.759,31.9368,31.9424,3.1004,1024.7205,1024.7259,1484.17,1484.15,0.0000e+00
15.000,9.3644,9.3580,3.454627,3.454553,1.4852,14.871,0.491,31.9514,31.9564,3.0747,1024.7432,1024.7482,1484.05,1484.03,0.0000e+00
16.000,9.3153,9.3122,3.452325,3.452329,1.4561,15.862,0.374,31.9712,31.9740,2.9798,1024.7711,1024.7737,1483.91,1483.90,0.0000e+00
17.000,9.2514,9.2479,3.449368,3.449854,1.4317,16.854,0.790,31.9976,32.0057,2.8980,1024.8063,1024.8132,1483.72,1483.72,0.0000e+00
18.000,9.1851,9.1838,3.446325,3.446457,1.4189,17.845,0.870,32.0252,32.0277,2.8847,1024.8429,1024.8450,1483.53,1483.52,0.0000e+00
19.000,9.1568,9.1554,3.445136,3.445247,1.4078,18.836,0.505,32.0380,32.0404,2.8827,1024.8618,1024.8639,1483.45,1483.45,0.0000e+00
20.000,9.1402,9.1409,3.444481,3.444617,1.3929,19.828,0.548,32.0457,32.0464,2.8451,1024.8750,1024.8755,1483.42,1483.42,0.0000e+00
21.000,9.1180,9.1173,3.443565,3.443763,1.3852,20.819,0.728,32.0558,32.0584,2.8280,1024.8909,1024.8931,1483.37,1483.37,0.0000e+00
22.000,9.0994,9.1001,3.442622,3.442761,1.3782,21.811,0.448,32.0623,32.0631,2.8194,1024.9035,1024.9040,1483.32,1483.33,0.0000e+00
23.000,9.0958,9.0963,3.442490,3.442646,1.3692,22.802,0.503,32.0638,32.0649,2.7860,1024.9098,1024.9106,1483.33,1483.33,0.0000e+00
24.000,9.0775,9.0765,3.441868,3.442046,1.3626,23.793,0.880,32.0733,32.0761,2.7591,1024.9246,1024.9269,1483.29,1483.29,0.0000e+00
25.000,9.0561,9.0556,3.441366,3.441505,1.3577,24.785,0.893,32.0870,32.0889,2.7476,1024.9432,1024.9448,1483.24,1483.24,0.0000e+00
26.000,9.0379,9.0351,3.440325,3.440272,1.3513,25.776,0.487,32.0922,32.0941,2.7361,1024.9547,1024.9566,1483.20,1483.19,0.0000e+00
27.000,9.0259,9.0252,3.439654,3.439687,1.3406,26.767,0.634,32.0956,32.0965,2.7000,1024.9637,1024.9646,1483.17,1483.17,0.0000e+00
28.000,8.9970,8.9968,3.438329,3.438607,1.3363,27.758,0.848,32.1075,32.1105,2.6872,1024.9821,1024.9845,1483.10,1483.10,0.0000e+00
29.000,8.9707,8.9708,3.437280,3.437395,1.3316,28.750,0.705,32.1200,32.1210,2.6811,1025.0005,1025.0013,1483.03,1483.03,0.0000e+00
30.000,8.9632,8.9634,3.437372,3.437457,1.3280,29.741,0.517,32.1272,32.1279,2.6875,1025.0119,1025.0124,1483.03,1483.03,0.0000e+00
31.000,8.9591,8.9594,3.437670,3.437757,1.3278,30.732,0.447,32.1336,32.1342,2.7105,1025.0221,1025.0225,1483.04,1483.04,0.0000e+00
32.000,8.9286,8.9270,3.437295,3.437440,1.3293,31.724,0.453,32.1568,32.1598,2.6724,1025.0495,1025.0521,1482.97,1482.97,0.0000e+00
33.000,8.8767,8.8751,3.434849,3.434943,1.3189,32.715,0.920,32.1780,32.1804,2.6116,1025.0786,1025.0808,1482.82,1482.82,0.0000e+00
34.000,8.8646,8.8644,3.434476,3.434581,1.3132,33.706,0.978,32.1847,32.1859,2.6024,1025.0903,1025.0913,1482.80,1482.80,0.0000e+00
35.000,8.8542,8.8538,3.434511,3.434614,1.3074,34.697,0.518,32.1940,32.1954,2.6083,1025.1038,1025.1050,1482.79,1482.78,0.0000e+00
36.000,8.8350,8.8338,3.434599,3.434724,1.3043,35.689,0.625,32.2119,32.2143,2.6382,1025.1253,1025.1274,1482.75,1482.75,0.0000e+00
37.000,8.7822,8.7800,3.433398,3.433571,1.3056,36.680,0.744,32.2469,32.2507,2.6393,1025.1654,1025.1687,1482.62,1482.61,0.0000e+00
38.000,8.7566,8.7551,3.432708,3.432857,1.3050,37.671,0.701,32.2626,32.2655,2.6210,1025.1861,1025.1886,1482.56,1482.55,0.0000e+00
39.000,8.6825,8.6791,3.430981,3.431123,1.3008,38.663,0.557,32.3117,32.3163,2.5949,1025.2405,1025.2445,1482.35,1482.35,0.0000e+00
40.000,8.6258,8.6250,3.429669,3.429759,1.2898,39.654,0.424,32.3493,32.3510,2.5411,1025.2831,1025.2845,1482.21,1482.21,0.0000e+00
41.000,8.5827,8.5784,3.428730,3.428878,1.2795,40.645,0.963,32.3785,32.3840,2.5083,1025.3171,1025.3220,1482.10,1482.09,0.0000e+00
42.000,8.5457,8.5423,3.427756,3.427901,1.2759,41.636,1.111,32.4018,32.4064,2.5113,1025.3455,1025.3495,1482.00,1482.00,0.0000e+00
43.000,8.4977,8.4900,3.426930,3.426950,1.2733,42.628,0.681,32.4367,32.4440,2.5264,1025.3846,1025.3915,1481.88,1481.86,0.0000e+00
44.000,8.4616,8.4488,3.426681,3.426616,1.2793,43.619,0.747,32.4669,32.4780,2.6611,1025.4183,1025.4289,1481.80,1481.77,0.0000e+00
45.000,8.3979,8.3903,3.426422,3.426484,1.2894,44.610,1.033,32.5225,32.5301,2.6976,1025.4760,1025.4830,1481.65,1481.63,0.0000e+00
46.000,8.3335,8.3324,3.425695,3.425798,1.2974,45.601,0.805,32.5738,32.5760,2.7102,1025.5303,1025.5322,1481.48,1481.48,0.0000e+00
47.000,8.3120,8.3112,3.425380,3.425452,1.3071,46.592,0.391,32.5900,32.5915,2.7099,1025.5508,1025.5521,1481.44,1481.44,0.0000e+00
48.000,8.2930,8.2930,3.425038,3.425132,1.3123,47.584,0.674,32.6036,32.6045,2.7000,1025.5688,1025.5696,1481.40,1481.40,0.0000e+00
49.000,8.2801,8.2801,3.424817,3.424923,1.3120,48.575,0.577,32.6127,32.6138,2.6776,1025.5825,1025.5834,1481.38,1481.38,0.0000e+00
50.000,8.2547,8.2518,3.424040,3.424118,1.3073,49.566,0.382,32.6276,32.6311,2.6361,1025.6026,1025.6057,1481.32,1481.31,0.0000e+00
51.000,8.1541,8.1467,3.421947,3.422048,1.2968,50.557,0.814,32.6985,32.7066,2.5649,1025.6776,1025.6850,1481.04,1481.02,0.0000e+00
52.000,8.0812,8.0783,3.420990,3.421073,1.2885,51.548,0.885,32.7560,32.7596,2.5514,1025.7380,1025.7413,1480.85,1480.85,0.0000e+00
53.000,8.0628,8.0624,3.420736,3.420812,1.2825,52.540,0.658,32.7700,32.7712,2.5544,1025.7563,1025.7573,1480.82,1480.82,0.0000e+00
54.000,8.0443,8.0443,3.420533,3.420605,1.2736,53.531,0.359,32.7847,32.7855,2.5395,1025.7751,1025.7757,1480.78,1480.78,0.0000e+00
55.000,8.0013,7.9967,3.419887,3.419955,1.2672,54.522,0.647,32.8177,32.8227,2.5404,1025.8118,1025.8165,1480.68,1480.67,0.0000e+00
56.000,7.9092,7.9029,3.419476,3.419553,1.2660,55.513,0.924,32.8994,32.9061,2.5480,1025.8940,1025.9002,1480.45,1480.43,0.0000e+00
57.000,7.8132,7.8083,3.419190,3.419295,1.2660,56.504,0.953,32.9864,32.9922,2.5602,1025.9808,1025.9861,1480.20,1480.19,0.0000e+00
58.000,7.7592,7.7575,3.418652,3.418726,1.2668,57.495,0.602,33.0313,33.0337,2.5652,1026.0285,1026.0306,1480.07,1480.07,0.0000e+00
59.000,7.7536,7.7536,3.418941,3.419222,1.2617,58.487,0.515,33.0392,33.0423,2.4912,1026.0400,1026.0424,1480.07,1480.08,0.0000e+00
60.000,7.7279,7.7278,3.419218,3.419241,1.2518,59.478,0.789,33.0661,33.0664,2.4485,1026.0694,1026.0697,1480.03,1480.03,0.0000e+00
61.000,7.6872,7.6831,3.419869,3.419914,1.2458,60.469,0.714,33.1113,33.1157,2.4506,1026.1154,1026.1194,1479.94,1479.93,0.0000e+00
62.000,7.6436,7.6435,3.419497,3.419557,1.2411,61.460,0.480,33.1484,33.1491,2.4471,1026.1553,1026.1559,1479.84,1479.84,0.0000e+00
63.000,7.6291,7.6296,3.419541,3.419582,1.2326,62.451,0.490,33.1621,33.1621,2.3995,1026.1728,1026.1727,1479.82,1479.82,0.0000e+00
64.000,7.6073,7.6054,3.419946,3.419984,1.2243,63.442,0.744,33.1868,33.1891,2.3855,1026.1999,1026.2019,1479.78,1479.78,0.0000e+00
65.000,7.5529,7.5514,3.419528,3.419635,1.2216,64.434,0.780,33.2338,33.2364,2.3972,1026.2491,1026.2514,1479.65,1479.64,0.0000e+00
