PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
4.000,12.6189,12.6180,3.861118,3.862104,3.0837,3.968,0.450,33.0950,33.1053,7.3693,1025.0098,1025.0179,1496.72,1496.73,0.0000e+00
5.000,12.6658,12.6453,3.864857,3.860865,2.8834,4.960,0.573,33.0891,33.0691,6.0480,1025.0006,1024.9891,1496.89,1496.80,0.0000e+00
6.000,10.9967,11.0936,3.731886,3.766544,2.6216,5.952,0.650,33.2846,33.5411,5.2901,1025.4644,1025.6458,1491.36,1492.00,0.0000e+00
7.000,10.2068,10.1895,3.671251,3.678647,2.3966,6.944,0.494,33.3987,33.4895,5.0648,1025.6983,1025.7721,1488.74,1488.79,0.0000e+00
8.000,10.0900,10.0819,3.662880,3.664192,2.2482,7.936,0.573,33.4212,33.4420,5.0038,1025.7404,1025.7580,1488.36,1488.36,0.0000e+00
9.000,10.0206,10.0111,3.657838,3.658448,2.1720,8.928,0.606,33.4338,33.4487,4.9150,1025.7664,1025.7796,1488.15,1488.13,0.0000e+00
10.000,9.9329,9.9177,3.651830,3.652105,2.1011,9.920,0.481,33.4533,33.4703,4.7727,1025.8009,1025.8167,1487.87,1487.84,0.0000e+00
11.000,9.8025,9.8025,3.643597,3.643886,2.0394,10.912,0.563,33.4899,33.4929,4.6977,1025.8558,1025.8581,1487.46,1487.46,0.0000e+00
12.000,9.7927,9.7928,3.643191,3.643501,2.0118,11.904,0.747,33.4945,33.4975,4.6609,1025.8655,1025.8679,1487.45,1487.45,0.0000e+00
13.000,9.7886,9.7870,3.643590,3.643786,1.9884,12.896,0.610,33.5020,33.5054,4.5843,1025.8766,1025.8795,1487.46,1487.46,0.0000e+00
14.000,9.6914,9.6856,3.636857,3.636980,1.9389,13.888,0.410,33.5231,33.5298,4.3964,1025.9138,1025.9199,1487.15,1487.13,0.0000e+00
15.000,9.5949,9.5860,3.629850,3.630303,1.8964,14.880,0.783,33.5408,33.5539,4.2579,1025.9480,1025.9597,1486.83,1486.82,0.0000e+00
16.000,9.5155,9.5137,3.624145,3.624273,1.8710,15.872,0.782,33.5559,33.5590,4.1953,1025.9774,1025.9800,1486.58,1486.58,0.0000e+00
17.000,9.4203,9.4133,3.617148,3.617285,1.8341,16.864,0.444,33.5726,33.5805,4.0826,1026.0105,1026.0178,1486.27,1486.25,0.0000e+00
18.000,9.3286,9.3227,3.610348,3.610488,1.7795,17.856,0.573,33.5880,33.5950,3.9049,1026.0419,1026.0483,1485.97,1485.96,0.0000e+00
19.000,9.2290,9.2239,3.602928,3.603137,1.7504,18.848,0.719,33.6044,33.6113,3.8399,1026.0753,1026.0816,1485.64,1485.63,0.0000e+00
