PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
2.000,14.7168,14.7060,3.839585,3.837345,3.3631,1.983,-0.129,31.1361,31.1245,8.3667,1023.0639,1023.0572,1501.30,1501.25,0.0000e+00
3.000,14.7570,14.7351,3.842355,3.840423,3.3676,2.975,0.380,31.1286,31.1287,8.3829,1023.0541,1023.0588,1501.44,1501.37,0.0000e+00
4.000,14.7945,14.7913,3.845429,3.844994,3.3028,3.967,0.467,31.1259,31.1246,7.9336,1023.0486,1023.0483,1501.57,1501.56,0.0000e+00
5.000,13.9338,13.3391,3.779636,3.763176,2.9954,4.958,1.106,31.2203,31.5563,6.4786,1023.2999,1023.6791,1498.87,1497.30,0.0000e+00
6.000,12.4384,12.6763,3.678110,3.695837,2.8845,5.950,0.949,31.5042,31.4733,6.6196,1023.8196,1023.7513,1494.24,1495.02,0.0000e+00
7.000,13.1513,13.0752,3.726661,3.734301,2.7355,6.942,0.478,31.3691,31.5072,6.1566,1023.5804,1023.7000,1496.49,1496.38,0.0000e+00
8.000,11.0880,10.9617,3.584033,3.587600,2.4886,7.933,0.792,31.7413,31.8853,5.1382,1024.2604,1024.3949,1489.89,1489.62,0.0000e+00
9.000,10.8185,10.8872,3.566853,3.570969,2.3701,8.925,0.978,31.8052,31.7860,4.9423,1024.3608,1024.3342,1489.02,1489.25,0.0000e+00
10.000,10.8234,10.8463,3.563389,3.565511,2.2762,9.917,1.014,31.7659,31.7670,4.7458,1024.3341,1024.3311,1489.01,1489.10,0.0000e+00
11.000,10.7417,10.5191,3.558354,3.547203,2.1785,10.908,0.820,31.7865,31.8698,4.5628,1024.3687,1024.4714,1488.76,1488.07,0.0000e+00
12.000,10.2575,10.2074,3.528398,3.525196,2.0361,11.900,0.434,31.9104,31.9222,4.6061,1024.5521,1024.5697,1487.20,1487.03,0.0000e+00
13.000,10.2322,10.2435,3.530588,3.530099,1.9982,12.892,0.705,31.9541,31.9393,4.9731,1024.5950,1024.5816,1487.18,1487.20,0.0000e+00
14.000,10.4813,10.4953,3.566388,3.564447,2.0410,13.883,0.789,32.0930,32.0613,5.2120,1024.6656,1024.6386,1488.25,1488.27,0.0000e+00
