PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
3.000,12.8656,12.8564,3.679978,3.679378,2.7193,2.975,0.341,31.1676,31.1696,6.7213,1023.4652,1023.4685,1495.25,1495.22,0.0000e+00
4.000,12.8054,12.8037,3.674209,3.674158,2.7070,3.966,0.414,31.1626,31.1635,6.6860,1023.4774,1023.4784,1495.06,1495.06,0.0000e+00
5.000,12.7912,12.7912,3.673014,3.673067,2.6984,4.958,0.351,31.1626,31.1631,6.6459,1023.4847,1023.4850,1495.03,1495.03,0.0000e+00
6.000,12.7576,12.7501,3.670093,3.670061,2.6734,5.950,0.446,31.1624,31.1683,6.5089,1023.4954,1023.5013,1494.93,1494.91,0.0000e+00
7.000,12.5992,12.5941,3.655581,3.655586,2.6352,6.941,0.328,31.1557,31.1600,6.4130,1023.5248,1023.5291,1494.40,1494.39,0.0000e+00
8.000,12.5128,12.5074,3.647591,3.647534,2.6014,7.933,0.536,31.1511,31.1549,6.2676,1023.5421,1023.5461,1494.12,1494.11,0.0000e+00
9.000,12.4315,12.4168,3.640515,3.640495,2.5517,8.924,0.588,31.1508,31.1628,5.9186,1023.5617,1023.5738,1493.86,1493.82,0.0000e+00
10.000,12.0290,11.9856,3.604925,3.606312,2.4465,9.916,0.559,31.1449,31.1945,5.4328,1023.6361,1023.6826,1492.48,1492.39,0.0000e+00
11.000,11.2935,11.2655,3.541921,3.542622,2.3049,10.907,0.516,31.1519,31.1825,5.0563,1023.7790,1023.8077,1489.95,1489.89,0.0000e+00
12.000,10.9190,10.9122,3.510817,3.510873,2.1897,11.899,0.551,31.1636,31.1699,4.8319,1023.8582,1023.8642,1488.66,1488.64,0.0000e+00
13.000,10.8069,10.7956,3.503148,3.503377,2.0924,12.891,0.539,31.1828,31.1948,4.5508,1023.8969,1023.9081,1488.30,1488.27,0.0000e+00
14.000,10.5372,10.5210,3.485451,3.485744,1.9868,13.882,0.506,31.2374,31.2541,4.2170,1023.9899,1024.0056,1487.42,1487.38,0.0000e+00
15.000,10.1394,10.1149,3.461310,3.461663,1.8783,14.874,0.538,31.3382,31.3629,3.9325,1024.1393,1024.1626,1486.13,1486.07,0.0000e+00
16.000,9.9056,9.8984,3.449315,3.449601,1.7971,15.865,0.608,31.4197,31.4288,3.7596,1024.2458,1024.2541,1485.40,1485.38,0.0000e+00
17.000,9.7481,9.7404,3.442536,3.442775,1.7314,16.857,0.703,31.4880,31.4971,3.6420,1024.3292,1024.3376,1484.92,1484.90,0.0000e+00
18.000,9.6198,9.6092,3.437054,3.437357,1.6973,17.848,1.001,31.5442,31.5566,3.6145,1024.3983,1024.4096,1484.54,1484.52,0.0000e+00
19.000,9.5745,9.5740,3.436159,3.436245,1.6453,18.840,0.505,31.5745,31.5758,3.5850,1024.4337,1024.4348,1484.43,1484.43,0.0000e+00
20.000,9.5674,9.5667,3.436948,3.436973,1.6009,19.831,0.607,31.5884,31.5892,3.5237,1024.4503,1024.4510,1484.43,1484.43,0.0000e+00
21.000,9.5313,9.5285,3.435654,3.435771,1.5917,20.823,0.539,31.6065,31.6102,3.4754,1024.4747,1024.4780,1484.34,1484.33,0.0000e+00
22.000,9.4680,9.4637,3.433395,3.433495,1.5771,21.814,0.578,31.6388,31.6437,3.4169,1024.5145,1024.5190,1484.16,1484.15,0.0000e+00
23.000,9.4163,9.4144,3.431866,3.431957,1.5649,22.806,0.766,31.6685,31.6711,3.3743,1024.5505,1024.5528,1484.03,1484.02,0.0000e+00
24.000,9.3849,9.3820,3.430860,3.430953,1.5535,23.797,0.724,31.6855,31.6890,3.3322,1024.5733,1024.5765,1483.95,1483.94,0.0000e+00
25.000,9.3194,9.3148,3.429163,3.429233,1.5381,24.789,0.568,31.7257,31.7305,3.2766,1024.6196,1024.6241,1483.77,1483.76,0.0000e+00
26.000,9.2462,9.2416,3.428610,3.428677,1.5169,25.780,0.479,31.7846,31.7894,3.1957,1024.6817,1024.6862,1483.59,1483.58,0.0000e+00
27.000,9.1192,9.1118,3.428879,3.428869,1.4909,26.772,0.493,31.9004,31.9069,3.1166,1024.7966,1024.8028,1483.28,1483.26,0.0000e+00
28.000,9.0372,9.0354,3.428657,3.428715,1.4710,27.763,0.495,31.9711,31.9734,3.0799,1024.8692,1024.8713,1483.08,1483.07,0.0000e+00
29.000,8.9885,8.9870,3.428465,3.428546,1.4525,28.755,0.348,32.0125,32.0147,3.0553,1024.9137,1024.9156,1482.96,1482.96,0.0000e+00
30.000,8.9439,8.9421,3.430578,3.430605,1.4410,29.746,0.480,32.0742,32.0761,3.0570,1024.9734,1024.9752,1482.89,1482.89,0.0000e+00
31.000,8.9176,8.9172,3.435198,3.435119,1.4394,30.738,0.623,32.1455,32.1450,3.0745,1025.0378,1025.0375,1482.90,1482.89,0.0000e+00
32.000,8.9152,8.9152,3.437920,3.437925,1.4402,31.729,0.511,32.1755,32.1756,3.0870,1025.0662,1025.0663,1482.94,1482.94,0.0000e+00
33.000,8.9096,8.9091,3.440084,3.440144,1.4427,32.720,0.489,32.2026,32.2036,3.0983,1025.0928,1025.0937,1482.97,1482.97,0.0000e+00
34.000,8.8864,8.8845,3.441310,3.441333,1.4433,33.712,0.604,32.2360,32.2379,3.0723,1025.1271,1025.1289,1482.94,1482.94,0.0000e+00
35.000,8.8492,8.8475,3.440939,3.440978,1.4364,34.703,0.518,32.2654,32.2674,3.0236,1025.1604,1025.1622,1482.86,1482.85,0.0000e+00
36.000,8.7934,8.7912,3.444991,3.444994,1.4253,35.695,0.432,32.3580,32.3601,2.9610,1025.2461,1025.2480,1482.78,1482.77,0.0000e+00
37.000,8.7392,8.7293,3.449204,3.449357,1.4059,36.686,0.642,32.4511,32.4619,2.8605,1025.3318,1025.3417,1482.71,1482.68,0.0000e+00
38.000,8.5437,8.5313,3.441311,3.441646,1.3918,37.678,0.715,32.5477,32.5627,2.8756,1025.4417,1025.4554,1482.11,1482.08,0.0000e+00
39.000,8.3784,8.3724,3.429729,3.429766,1.3908,38.669,0.515,32.5781,32.5840,2.9784,1025.4949,1025.5005,1481.54,1481.53,0.0000e+00
40.000,8.3353,8.3314,3.426285,3.426102,1.4061,39.661,0.452,32.5811,32.5829,3.0286,1025.5084,1025.5103,1481.40,1481.39,0.0000e+00
41.000,8.3189,8.3193,3.425661,3.425666,1.3976,40.652,0.635,32.5893,32.5890,2.8867,1025.5218,1025.5215,1481.37,1481.37,0.0000e+00
42.000,8.2693,8.2611,3.425662,3.425796,1.3846,41.643,0.638,32.6349,32.6440,2.9039,1025.5695,1025.5778,1481.25,1481.23,0.0000e+00
43.000,8.1367,8.1340,3.420050,3.420152,1.3914,42.635,0.429,32.6983,32.7019,3.0086,1025.6434,1025.6466,1480.85,1480.84,0.0000e+00
44.000,8.1141,8.1138,3.418970,3.418996,1.4005,43.626,0.410,32.7075,32.7080,3.0290,1025.6585,1025.6590,1480.79,1480.79,0.0000e+00
45.000,8.1038,8.1024,3.418919,3.418959,1.4106,44.618,0.503,32.7161,32.7178,3.2366,1025.6714,1025.6729,1480.78,1480.77,0.0000e+00
46.000,8.0532,8.0482,3.416147,3.416326,1.4664,45.609,0.660,32.7334,32.7400,3.6729,1025.6970,1025.7028,1480.62,1480.61,0.0000e+00
47.000,7.9633,7.9602,3.409740,3.409887,1.5303,46.600,0.647,32.7489,32.7533,3.8934,1025.7268,1025.7307,1480.32,1480.31,0.0000e+00
48.000,7.9363,7.9344,3.408940,3.408988,1.5963,47.592,0.390,32.7652,32.7675,3.9810,1025.7481,1025.7502,1480.25,1480.25,0.0000e+00
49.000,7.8917,7.8894,3.407919,3.407961,1.6484,48.583,0.578,32.7957,32.7982,4.0740,1025.7831,1025.7854,1480.14,1480.13,0.0000e+00
50.000,7.8601,7.8588,3.406504,3.406550,1.6732,49.574,0.642,32.8097,32.8114,4.1106,1025.8033,1025.8048,1480.05,1480.05,0.0000e+00
51.000,7.8306,7.8290,3.406330,3.406374,1.6940,50.566,0.490,32.8351,32.8372,4.1659,1025.8321,1025.8339,1479.98,1479.98,0.0000e+00
52.000,7.8039,7.8034,3.405836,3.405883,1.7247,51.557,0.402,32.8545,32.8555,4.2989,1025.8557,1025.8566,1479.92,1479.92,0.0000e+00
53.000,7.7926,7.7926,3.405590,3.405624,1.7629,52.549,0.535,32.8620,32.8624,4.5140,1025.8678,1025.8681,1479.90,1479.91,0.0000e+00
54.000,7.7849,7.7852,3.406700,3.406616,1.8034,53.540,0.647,32.8807,32.8796,4.6708,1025.8882,1025.8872,1479.92,1479.92,0.0000e+00
55.000,7.7863,7.7866,3.409491,3.409464,1.8383,54.531,0.512,32.9088,32.9083,4.7204,1025.9146,1025.9142,1479.97,1479.97,0.0000e+00
56.000,7.7907,7.7932,3.410560,3.410760,1.8662,55.523,0.480,32.9157,32.9155,4.7337,1025.9240,1025.9234,1480.02,1480.02,0.0000e+00
57.000,7.8377,7.8396,3.416954,3.416630,1.8806,56.514,0.603,32.9393,32.9341,4.7411,1025.9402,1025.9359,1480.24,1480.24,0.0000e+00
58.000,7.8487,7.8477,3.420475,3.420491,1.8904,57.505,0.445,32.9662,32.9673,4.7438,1025.9644,1025.9654,1480.33,1480.33,0.0000e+00
59.000,7.8127,7.8118,3.419170,3.419254,1.8974,58.497,0.478,32.9857,32.9874,4.7321,1025.9895,1025.9910,1480.23,1480.23,0.0000e+00
60.000,7.8119,7.8140,3.420224,3.420325,1.8953,59.488,0.619,32.9973,32.9964,4.6829,1026.0033,1026.0023,1480.26,1480.27,0.0000e+00
61.000,7.8299,7.8313,3.424834,3.424976,1.8864,60.479,0.495,33.0292,33.0294,4.6025,1026.0302,1026.0302,1480.39,1480.39,0.0000e+00
62.000,7.8404,7.8422,3.429168,3.429338,1.8665,61.470,0.525,33.0652,33.0653,4.4732,1026.0616,1026.0614,1480.49,1480.49,0.0000e+00
63.000,7.8562,7.8579,3.435718,3.435953,1.8413,62.462,0.575,33.1198,33.1208,4.3764,1026.1067,1026.1072,1480.63,1480.64,0.0000e+00
64.000,7.8676,7.8681,3.439259,3.439188,1.8211,63.453,0.574,33.1465,33.1452,4.3320,1026.1306,1026.1295,1480.72,1480.73,0.0000e+00
65.000,7.8650,7.8652,3.440228,3.440217,1.8021,64.444,0.488,33.1588,33.1586,4.2491,1026.1452,1026.1450,1480.75,1480.75,0.0000e+00
66.000,7.8326,7.8330,3.441974,3.441803,1.7707,65.436,0.531,33.2079,33.2057,4.0905,1026.1931,1026.1912,1480.70,1480.70,0.0000e+00
67.000,7.8286,7.8296,3.448452,3.448324,1.7413,66.427,0.605,33.2807,33.2783,4.0096,1026.2553,1026.2533,1480.79,1480.79,0.0000e+00
68.000,7.8392,7.8399,3.451270,3.451206,1.7183,67.418,0.493,33.3003,33.2989,3.9777,1026.2737,1026.2725,1480.87,1480.87,0.0000e+00
69.000,7.8487,7.8498,3.453483,3.453483,1.6982,68.410,0.459,33.3144,33.3134,3.9360,1026.2880,1026.2871,1480.94,1480.95,0.0000e+00
70.000,7.8586,7.8590,3.455794,3.455709,1.6817,69.401,0.604,33.3293,33.3280,3.8724,1026.3028,1026.3017,1481.02,1481.02,0.0000e+00
71.000,7.8559,7.8558,3.458458,3.458360,1.6673,70.392,0.679,33.3599,33.3590,3.8285,1026.3318,1026.3311,1481.06,1481.06,0.0000e+00
72.000,7.8495,7.8495,3.459885,3.459871,1.6559,71.383,0.657,33.3809,33.3807,3.8064,1026.3538,1026.3537,1481.08,1481.08,0.0000e+00
73.000,7.8451,7.8448,3.460567,3.460552,1.6443,72.375,0.468,33.3919,33.3920,3.7744,1026.3677,1026.3678,1481.09,1481.09,0.0000e+00
74.000,7.8351,7.8344,3.461717,3.461707,1.6279,73.366,0.490,33.4134,33.4139,3.7062,1026.3905,1026.3911,1481.10,1481.10,0.0000e+00
75.000,7.7966,7.7905,3.461163,3.461087,1.6145,74.357,0.701,33.4438,33.4488,3.6628,1026.4247,1026.4294,1481.00,1480.99,0.0000e+00
76.000,7.7654,7.7656,3.459692,3.459755,1.6044,75.348,0.648,33.4575,33.4579,3.6443,1026.4445,1026.4448,1480.92,1480.92,0.0000e+00
77.000,7.7435,7.7425,3.459033,3.459017,1.5939,76.340,0.487,33.4709,33.4717,3.6291,1026.4628,1026.4635,1480.87,1480.86,0.0000e+00
78.000,7.7368,7.7371,3.459178,3.459182,1.5856,77.331,0.501,33.4784,33.4782,3.6235,1026.4743,1026.4740,1480.87,1480.87,0.0000e+00
79.000,7.7370,7.7372,3.459595,3.459523,1.5811,78.322,0.631,33.4823,33.4813,3.6124,1026.4818,1026.4810,1480.89,1480.89,0.0000e+00
80.000,7.7294,7.7290,3.459373,3.459380,1.5768,79.313,0.628,33.4868,33.4872,3.5987,1026.4910,1026.4914,1480.88,1480.88,0.0000e+00
81.000,7.7140,7.7137,3.458783,3.458766,1.5720,80.305,0.444,33.4947,33.4948,3.5882,1026.5041,1026.5042,1480.85,1480.85,0.0000e+00
82.000,7.7079,7.7083,3.458974,3.458925,1.5673,81.296,0.534,33.5021,33.5012,3.5758,1026.5154,1026.5146,1480.85,1480.85,0.0000e+00
83.000,7.7078,7.7079,3.459287,3.459258,1.5638,82.287,0.640,33.5052,33.5047,3.5493,1026.5224,1026.5219,1480.87,1480.87,0.0000e+00
84.000,7.6995,7.6987,3.460470,3.460418,1.5560,83.278,0.525,33.5254,33.5256,3.5029,1026.5440,1026.5443,1480.88,1480.88,0.0000e+00
85.000,7.6856,7.6856,3.462292,3.462243,1.5449,84.269,0.517,33.5579,33.5574,3.4605,1026.5762,1026.5757,1480.89,1480.89,0.0000e+00
86.000,7.6794,7.6793,3.463056,3.462997,1.5341,85.261,0.452,33.5717,33.5711,3.4279,1026.5924,1026.5920,1480.89,1480.89,0.0000e+00
87.000,7.6809,7.6810,3.465309,3.465189,1.5230,86.252,0.485,33.5939,33.5926,3.4023,1026.6142,1026.6132,1480.95,1480.95,0.0000e+00
88.000,7.6833,7.6837,3.465807,3.465788,1.5168,87.243,0.640,33.5965,33.5960,3.3902,1026.6205,1026.6200,1480.97,1480.98,0.0000e+00
89.000,7.6836,7.6838,3.466228,3.466174,1.5121,88.234,0.637,33.6003,33.5995,3.3803,1026.6280,1026.6274,1481.00,1481.00,0.0000e+00
90.000,7.6815,7.6818,3.466645,3.466599,1.5076,89.225,0.496,33.6064,33.6056,3.3667,1026.6377,1026.6370,1481.01,1481.01,0.0000e+00
91.000,7.6824,7.6827,3.467503,3.467480,1.5012,90.216,0.469,33.6143,33.6137,3.3417,1026.6483,1026.6478,1481.04,1481.04,0.0000e+00
92.000,7.6783,7.6781,3.467834,3.467789,1.4960,91.208,0.662,33.6213,33.6210,3.3199,1026.6590,1026.6588,1481.05,1481.05,0.0000e+00
93.000,7.6665,7.6660,3.467753,3.467721,1.4902,92.199,0.534,33.6313,33.6315,3.2971,1026.6731,1026.6733,1481.04,1481.04,0.0000e+00
94.000,7.6522,7.6523,3.467812,3.467770,1.4820,93.190,0.381,33.6453,33.6448,3.2753,1026.6908,1026.6904,1481.01,1481.01,0.0000e+00
95.000,7.6501,7.6511,3.468408,3.468303,1.4733,94.181,0.508,33.6533,33.6512,3.2216,1026.7019,1026.7001,1481.03,1481.04,0.0000e+00
96.000,7.6871,7.6903,3.473643,3.473422,1.4629,95.172,0.762,33.6735,33.6680,3.1652,1026.7169,1026.7122,1481.22,1481.22,0.0000e+00
97.000,7.7122,7.7146,3.477057,3.477116,1.4543,96.163,0.811,33.6854,33.6838,3.1368,1026.7273,1026.7256,1481.35,1481.35,0.0000e+00
98.000,7.7219,7.7225,3.478752,3.478667,1.4452,97.155,0.500,33.6939,33.6924,3.1195,1026.7370,1026.7358,1481.41,1481.41,0.0000e+00
99.000,7.7231,7.7230,3.479345,3.479300,1.4338,98.146,0.455,33.6986,33.6982,3.0992,1026.7452,1026.7449,1481.43,1481.43,0.0000e+00
100.000,7.7240,7.7254,3.479998,3.479911,1.4275,99.137,0.637,33.7043,33.7020,3.0706,1026.7541,1026.7521,1481.46,1481.46,0.0000e+00
101.000,7.7557,7.7566,3.484220,3.484095,1.4189,100.128,0.445,33.7185,33.7163,3.0397,1026.7651,1026.7633,1481.62,1481.62,0.0000e+00
102.000,7.7471,7.7436,3.484664,3.484578,1.4096,101.119,0.450,33.7312,33.7336,3.0183,1026.7809,1026.7833,1481.62,1481.60,0.0000e+00
103.000,7.7032,7.7020,3.482372,3.482348,1.4036,102.110,0.612,33.7485,33.7495,3.0100,1026.8056,1026.8065,1481.49,1481.48,0.0000e+00
104.000,7.6936,7.6926,3.481831,3.481754,1.4001,103.101,0.690,33.7515,33.7517,3.0269,1026.8139,1026.8142,1481.47,1481.47,0.0000e+00
105.000,7.6675,7.6562,3.479802,3.479827,1.4026,104.092,0.785,33.7545,33.7658,3.0612,1026.8246,1026.8351,1481.39,1481.36,0.0000e+00
106.000,7.5572,7.5561,3.470246,3.470213,1.4049,105.084,1.018,33.7579,33.7587,3.0705,1026.8479,1026.8486,1480.99,1480.99,0.0000e+00
107.000,7.5540,7.5534,3.470279,3.470214,1.4057,106.075,1.140,33.7609,33.7607,3.0526,1026.8553,1026.8552,1481.00,1481.00,0.0000e+00
108.000,7.5192,7.5135,3.467767,3.467789,1.4046,107.066,1.184,33.7671,33.7729,3.0301,1026.8697,1026.8751,1480.89,1480.87,0.0000e+00
109.000,7.4918,7.4863,3.465804,3.465869,1.4011,108.057,1.225,33.7720,33.7781,3.0031,1026.8821,1026.8877,1480.81,1480.79,0.0000e+00
110.000,7.4518,7.4500,3.463279,3.463268,1.3972,109.048,1.279,33.7831,33.7847,2.9836,1026.9012,1026.9027,1480.68,1480.68,0.0000e+00
111.000,7.4417,7.4418,3.463135,3.463069,1.3935,110.039,1.297,33.7909,33.7900,2.9673,1026.9133,1026.9127,1480.67,1480.67,0.0000e+00
