PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
3.000,12.2003,12.1980,3.630184,3.629915,2.5098,2.975,0.326,31.2470,31.2463,6.1883,1023.6524,1023.6524,1493.08,1493.07,0.0000e+00
4.000,12.1751,12.1736,3.628114,3.627914,2.5083,3.966,0.379,31.2478,31.2472,6.1817,1023.6623,1023.6621,1493.01,1493.01,0.0000e+00
5.000,12.1564,12.1553,3.626536,3.626506,2.5062,4.958,0.441,31.2479,31.2486,6.1744,1023.6703,1023.6710,1492.97,1492.96,0.0000e+00
6.000,12.1357,12.1365,3.624770,3.624859,2.5047,5.950,0.567,31.2480,31.2481,6.1716,1023.6787,1023.6787,1492.91,1492.91,0.0000e+00
7.000,12.0943,12.0901,3.621101,3.620972,2.5018,6.941,0.612,31.2470,31.2493,6.1510,1023.6901,1023.6927,1492.78,1492.77,0.0000e+00
8.000,12.0755,12.0742,3.619367,3.619374,2.4932,7.933,0.513,31.2456,31.2469,6.1035,1023.6971,1023.6983,1492.73,1492.73,0.0000e+00
9.000,11.9989,12.0190,3.612324,3.614754,2.4773,8.924,0.546,31.2417,31.2483,5.9717,1023.7126,1023.7141,1492.48,1492.56,0.0000e+00
10.000,11.9563,11.9148,3.608050,3.605644,2.4309,9.916,0.590,31.2359,31.2476,5.6211,1023.7205,1023.7371,1492.34,1492.21,0.0000e+00
11.000,11.6530,11.6280,3.579579,3.580229,2.3314,10.907,0.542,31.2153,31.2426,5.1306,1023.7641,1023.7898,1491.28,1491.23,0.0000e+00
12.000,11.0862,11.0569,3.529595,3.529973,2.1913,11.899,0.548,31.2063,31.2349,4.6917,1023.8623,1023.8896,1489.30,1489.23,0.0000e+00
13.000,10.7580,10.7475,3.509057,3.509228,2.0788,12.890,0.601,31.2830,31.2937,4.4471,1023.9833,1023.9934,1488.25,1488.22,0.0000e+00
14.000,10.5253,10.5100,3.494220,3.494625,1.9818,13.882,0.528,31.3349,31.3520,4.2543,1024.0677,1024.0837,1487.50,1487.46,0.0000e+00
15.000,10.2403,10.2311,3.476163,3.476313,1.8976,14.874,0.540,31.3998,31.4093,4.1429,1024.1707,1024.1797,1486.57,1486.54,0.0000e+00
16.000,10.1539,10.1524,3.470991,3.471044,1.8494,15.865,0.602,31.4223,31.4242,4.0965,1024.2071,1024.2088,1486.30,1486.30,0.0000e+00
17.000,10.1331,10.1319,3.470231,3.470215,1.8150,16.857,0.775,31.4324,31.4332,4.0093,1024.2230,1024.2238,1486.25,1486.25,0.0000e+00
18.000,10.1212,10.1192,3.470064,3.470050,1.7927,17.848,1.248,31.4406,31.4422,3.9308,1024.2358,1024.2374,1486.24,1486.23,0.0000e+00
19.000,10.0629,10.0455,3.467168,3.467658,1.7753,18.840,1.253,31.4617,31.4818,3.8801,1024.2664,1024.2850,1486.07,1486.03,0.0000e+00
20.000,9.9075,9.9035,3.459316,3.459342,1.7560,19.831,1.130,31.5174,31.5212,3.8427,1024.3399,1024.3435,1485.59,1485.58,0.0000e+00
21.000,9.8662,9.8609,3.458204,3.458276,1.7375,20.823,1.098,31.5418,31.5472,3.8102,1024.3703,1024.3753,1485.48,1485.47,0.0000e+00
22.000,9.8154,9.8116,3.456486,3.456462,1.7219,21.814,1.051,31.5684,31.5715,3.7919,1024.4038,1024.4068,1485.35,1485.34,0.0000e+00
23.000,9.7909,9.7885,3.456128,3.456176,1.7062,22.806,0.632,31.5858,31.5884,3.7772,1024.4259,1024.4284,1485.30,1485.29,0.0000e+00
24.000,9.7132,9.7111,3.453237,3.453239,1.6538,23.797,0.340,31.6242,31.6262,3.6533,1024.4730,1024.4749,1485.08,1485.07,0.0000e+00
25.000,9.6580,9.6532,3.450744,3.450799,1.6277,24.789,0.546,31.6470,31.6518,3.5262,1024.5042,1024.5088,1484.92,1484.91,0.0000e+00
26.000,9.5154,9.5058,3.442528,3.442781,1.6056,25.780,0.715,31.6886,31.6997,3.4580,1024.5641,1024.5743,1484.46,1484.44,0.0000e+00
27.000,9.4392,9.4370,3.438649,3.438673,1.5895,26.772,0.776,31.7159,31.7181,3.4366,1024.6021,1024.6042,1484.23,1484.23,0.0000e+00
28.000,9.4117,9.4112,3.437817,3.437807,1.5782,27.763,0.719,31.7313,31.7316,3.4337,1024.6230,1024.6234,1484.17,1484.17,0.0000e+00
29.000,9.4068,9.4065,3.438158,3.438117,1.5699,28.755,0.622,31.7387,31.7385,3.4361,1024.6342,1024.6341,1484.18,1484.17,0.0000e+00
30.000,9.4039,9.4039,3.438677,3.438587,1.5645,29.746,0.569,31.7461,31.7452,3.4383,1024.6450,1024.6443,1484.19,1484.19,0.0000e+00
31.000,9.4077,9.4079,3.439925,3.439868,1.5610,30.737,0.489,31.7551,31.7544,3.4287,1024.6560,1024.6554,1484.23,1484.23,0.0000e+00
32.000,9.3749,9.3702,3.442999,3.442948,1.5548,31.729,0.450,31.8154,31.8190,3.3967,1024.7128,1024.7164,1484.20,1484.19,0.0000e+00
33.000,9.3258,9.3245,3.443035,3.443005,1.5436,32.720,0.352,31.8590,31.8599,3.3420,1024.7592,1024.7601,1484.09,1484.09,0.0000e+00
34.000,9.2352,9.2283,3.442889,3.442818,1.5264,33.712,0.508,31.9379,31.9434,3.2621,1024.8397,1024.8451,1483.87,1483.85,0.0000e+00
35.000,9.1628,9.1592,3.441909,3.441886,1.5087,34.703,0.482,31.9922,31.9953,3.1883,1024.8981,1024.9010,1483.68,1483.67,0.0000e+00
36.000,9.0663,9.0601,3.440930,3.440879,1.4857,35.695,0.572,32.0685,32.0736,3.0984,1024.9773,1024.9823,1483.44,1483.42,0.0000e+00
37.000,8.9295,8.9245,3.442473,3.442365,1.4672,36.686,0.695,32.2075,32.2110,3.0527,1025.1119,1025.1154,1483.12,1483.10,0.0000e+00
38.000,8.8773,8.8733,3.445459,3.445349,1.4521,37.678,0.590,32.2856,32.2881,3.0239,1025.1856,1025.1881,1483.03,1483.02,0.0000e+00
39.000,8.7949,8.7916,3.447322,3.447254,1.4364,38.669,0.504,32.3796,32.3820,2.9959,1025.2764,1025.2787,1482.86,1482.85,0.0000e+00
40.000,8.7613,8.7588,3.449794,3.449690,1.4239,39.660,0.564,32.4357,32.4369,2.9639,1025.3301,1025.3313,1482.82,1482.81,0.0000e+00
41.000,8.6965,8.6942,3.450609,3.450581,1.4130,40.652,0.610,32.5032,32.5050,2.9384,1025.3974,1025.3991,1482.68,1482.67,0.0000e+00
42.000,8.6515,8.6485,3.451186,3.451112,1.4045,41.643,0.593,32.5502,32.5521,2.9245,1025.4455,1025.4475,1482.58,1482.57,0.0000e+00
43.000,8.6086,8.6079,3.452548,3.452443,1.3966,42.635,0.469,32.6035,32.6031,2.9126,1025.4984,1025.4982,1482.51,1482.50,0.0000e+00
44.000,8.5905,8.5903,3.453328,3.453271,1.3903,43.626,0.526,32.6279,32.6275,2.9032,1025.5248,1025.5246,1482.48,1482.48,0.0000e+00
45.000,8.5865,8.5859,3.453718,3.453703,1.3864,44.617,0.550,32.6352,32.6357,2.8965,1025.5358,1025.5362,1482.49,1482.49,0.0000e+00
46.000,8.5826,8.5827,3.454187,3.454109,1.3828,45.609,0.484,32.6433,32.6424,2.8861,1025.5473,1025.5465,1482.51,1482.51,0.0000e+00
47.000,8.5794,8.5789,3.454581,3.454544,1.3782,46.600,0.421,32.6500,32.6500,2.8666,1025.5575,1025.5576,1482.52,1482.52,0.0000e+00
48.000,8.5573,8.5566,3.456286,3.456156,1.3727,47.592,0.498,32.6879,32.6871,2.8545,1025.5952,1025.5946,1482.50,1482.50,0.0000e+00
49.000,8.5415,8.5406,3.457216,3.457156,1.3704,48.583,0.609,32.7118,32.7120,2.8527,1025.6208,1025.6211,1482.49,1482.48,0.0000e+00
50.000,8.5156,8.5133,3.456639,3.456575,1.3679,49.574,0.496,32.7293,32.7308,2.8425,1025.6431,1025.6445,1482.43,1482.42,0.0000e+00
51.000,8.4678,8.4657,3.455589,3.455554,1.3633,50.566,0.447,32.7622,32.7638,2.8244,1025.6806,1025.6822,1482.30,1482.30,0.0000e+00
52.000,8.4316,8.4317,3.455224,3.455168,1.3589,51.557,0.561,32.7915,32.7909,2.8122,1025.7137,1025.7131,1482.22,1482.22,0.0000e+00
53.000,8.4200,8.4191,3.455130,3.455072,1.3553,52.548,0.593,32.8008,32.8011,2.7991,1025.7272,1025.7276,1482.21,1482.20,0.0000e+00
54.000,8.3981,8.3968,3.454909,3.454835,1.3509,53.540,0.535,32.8185,32.8189,2.7838,1025.7490,1025.7495,1482.16,1482.16,0.0000e+00
55.000,8.3740,8.3725,3.454926,3.454862,1.3459,54.531,0.506,32.8406,32.8414,2.7657,1025.7745,1025.7753,1482.11,1482.11,0.0000e+00
56.000,8.3427,8.3401,3.454622,3.454544,1.3402,55.522,0.547,32.8662,32.8678,2.7409,1025.8038,1025.8055,1482.04,1482.04,0.0000e+00
57.000,8.3060,8.3028,3.454400,3.454326,1.3330,56.514,0.510,32.8977,32.9000,2.7099,1025.8386,1025.8408,1481.96,1481.95,0.0000e+00
58.000,8.2399,8.2372,3.453551,3.453494,1.3238,57.505,0.475,32.9502,32.9521,2.6801,1025.8942,1025.8961,1481.79,1481.79,0.0000e+00
59.000,8.1864,8.1847,3.452624,3.452558,1.3152,58.496,0.542,32.9901,32.9910,2.6542,1025.9380,1025.9390,1481.66,1481.65,0.0000e+00
60.000,8.1498,8.1482,3.451664,3.451606,1.3067,59.488,0.504,33.0138,33.0148,2.6143,1025.9667,1025.9676,1481.57,1481.56,0.0000e+00
61.000,8.0875,8.0813,3.448682,3.448712,1.2934,60.479,0.538,33.0404,33.0466,2.5568,1026.0013,1026.0071,1481.38,1481.36,0.0000e+00
62.000,8.0056,8.0047,3.443626,3.443593,1.2814,61.470,0.471,33.0634,33.0639,2.5353,1026.0360,1026.0365,1481.11,1481.11,0.0000e+00
63.000,7.9869,7.9839,3.442875,3.442835,1.2697,62.462,0.426,33.0726,33.0750,2.5300,1026.0506,1026.0529,1481.07,1481.06,0.0000e+00
64.000,7.9082,7.9063,3.437504,3.437627,1.2684,63.453,0.594,33.0892,33.0924,2.5890,1026.0797,1026.0824,1480.81,1480.80,0.0000e+00
65.000,7.8346,7.8322,3.431353,3.431469,1.2786,64.444,0.514,33.0927,33.0962,2.6777,1026.0977,1026.1009,1480.55,1480.54,0.0000e+00
66.000,7.7994,7.7990,3.429175,3.429130,1.2931,65.435,0.502,33.1023,33.1022,2.7401,1026.1149,1026.1149,1480.44,1480.44,0.0000e+00
67.000,7.7807,7.7794,3.428617,3.428557,1.3107,66.427,0.450,33.1136,33.1141,2.8234,1026.1311,1026.1317,1480.40,1480.40,0.0000e+00
68.000,7.7410,7.7397,3.426434,3.426452,1.3315,67.418,0.606,33.1274,33.1288,2.9379,1026.1523,1026.1536,1480.28,1480.28,0.0000e+00
69.000,7.7086,7.7065,3.424065,3.424042,1.3549,68.409,0.600,33.1322,33.1340,3.0412,1026.1653,1026.1670,1480.18,1480.18,0.0000e+00
70.000,7.6775,7.6778,3.421992,3.421996,1.3819,69.401,0.468,33.1391,33.1389,3.1390,1026.1798,1026.1796,1480.09,1480.09,0.0000e+00
71.000,7.6579,7.6553,3.420756,3.420690,1.4231,70.392,0.422,33.1440,33.1458,3.3795,1026.1911,1026.1928,1480.04,1480.03,0.0000e+00
72.000,7.6124,7.6107,3.417784,3.417776,1.4794,71.383,0.547,33.1549,33.1564,3.6458,1026.2107,1026.2121,1479.89,1479.89,0.0000e+00
73.000,7.5834,7.5824,3.415992,3.415911,1.5387,72.374,0.423,33.1628,33.1628,3.8414,1026.2257,1026.2258,1479.81,1479.80,0.0000e+00
74.000,7.5732,7.5731,3.415904,3.415786,1.5976,73.366,0.617,33.1711,33.1699,4.0248,1026.2382,1026.2373,1479.79,1479.79,0.0000e+00
75.000,7.5680,7.5682,3.417387,3.417234,1.6319,74.357,0.696,33.1916,33.1898,4.0812,1026.2596,1026.2582,1479.82,1479.82,0.0000e+00
76.000,7.5670,7.5672,3.419170,3.419062,1.6590,75.348,0.487,33.2113,33.2099,4.0873,1026.2798,1026.2787,1479.85,1479.85,0.0000e+00
77.000,7.5625,7.5628,3.420186,3.420053,1.6822,76.339,0.374,33.2260,33.2244,4.0847,1026.2966,1026.2953,1479.87,1479.87,0.0000e+00
78.000,7.5733,7.5745,3.425085,3.424896,1.6919,77.331,0.571,33.2681,33.2649,4.0778,1026.3327,1026.3300,1479.98,1479.98,0.0000e+00
79.000,7.5841,7.5857,3.427665,3.427644,1.6943,78.322,0.552,33.2851,33.2834,4.0652,1026.3491,1026.3475,1480.06,1480.06,0.0000e+00
80.000,7.5920,7.5918,3.429104,3.428883,1.6955,79.313,0.460,33.2926,33.2904,4.0603,1026.3584,1026.3567,1480.12,1480.11,0.0000e+00
81.000,7.5935,7.5936,3.429425,3.429256,1.6956,80.304,0.510,33.2941,33.2922,4.0510,1026.3640,1026.3624,1480.14,1480.14,0.0000e+00
