PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
3.000,14.5403,14.5214,3.932195,3.931512,2.6773,2.976,0.065,32.1187,32.1282,6.3464,1023.8628,1023.8740,1501.90,1501.85,0.0000e+00
4.000,14.7554,14.7569,3.950920,3.951023,2.6698,3.968,0.447,32.1106,32.1103,6.2825,1023.8154,1023.8148,1502.59,1502.60,0.0000e+00
5.000,14.7058,14.6963,3.946654,3.945863,2.6695,4.960,0.461,32.1124,32.1131,6.2926,1023.8318,1023.8343,1502.45,1502.43,0.0000e+00
6.000,14.7000,14.6914,3.946292,3.945318,2.6718,5.952,0.557,32.1136,32.1119,6.3000,1023.8384,1023.8389,1502.45,1502.42,0.0000e+00
7.000,14.5150,14.5249,3.930093,3.934248,2.6667,6.944,0.737,32.1189,32.1488,6.2666,1023.8858,1023.9068,1501.88,1501.95,0.0000e+00
8.000,14.6033,14.6481,3.938297,3.937611,2.6570,7.936,0.761,32.1201,32.0768,6.2091,1023.8726,1023.8299,1502.18,1502.28,0.0000e+00
9.000,14.2457,14.4039,3.906025,3.918737,2.6453,8.928,0.447,32.1212,32.1066,6.3045,1023.9516,1023.9083,1501.03,1501.54,0.0000e+00
10.000,12.2587,11.9866,3.733352,3.728307,2.6708,9.920,0.553,32.1818,32.3674,6.6564,1024.3948,1024.5919,1494.48,1493.79,0.0000e+00
11.000,11.2257,11.1894,3.648353,3.650330,2.6594,10.912,0.774,32.2530,32.3043,6.6397,1024.6467,1024.6930,1491.03,1490.97,0.0000e+00
12.000,10.7018,10.6654,3.605557,3.607265,2.6308,11.904,0.593,32.2901,32.3394,6.5635,1024.7719,1024.8166,1489.24,1489.17,0.0000e+00
13.000,10.0579,10.0476,3.553762,3.553871,2.5812,12.896,0.388,32.3426,32.3529,6.5020,1024.9271,1024.9369,1487.02,1487.00,0.0000e+00
14.000,9.9765,9.9722,3.547660,3.547808,2.5466,13.888,0.720,32.3532,32.3586,6.3941,1024.9533,1024.9582,1486.76,1486.75,0.0000e+00
15.000,9.8849,9.8802,3.540673,3.541261,2.5176,14.880,0.633,32.3641,32.3742,6.2771,1024.9814,1024.9901,1486.45,1486.45,0.0000e+00
16.000,9.6595,9.6461,3.522978,3.523656,2.4608,15.872,0.445,32.3861,32.4050,6.0428,1025.0400,1025.0570,1485.68,1485.65,0.0000e+00
17.000,9.3479,9.3252,3.498562,3.499368,2.3941,16.864,0.692,32.4170,32.4459,5.8544,1025.1188,1025.1450,1484.59,1484.54,0.0000e+00
18.000,9.0140,9.0017,3.471864,3.472446,2.3558,17.856,0.734,32.4443,32.4616,5.8386,1025.1973,1025.2127,1483.41,1483.38,0.0000e+00
19.000,8.9720,8.9730,3.468790,3.468979,2.3197,18.848,0.400,32.4502,32.4514,5.8283,1025.2131,1025.2138,1483.28,1483.28,0.0000e+00
