PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
2.000,16.2964,16.2964,3.854228,3.854218,2.7228,1.984,0.417,30.0396,30.0394,6.3200,1021.8791,1021.8790,1505.03,1505.03,0.0000e+00
3.000,16.2956,16.2952,3.854486,3.854566,2.7232,2.975,0.533,30.0420,30.0430,6.3171,1021.8857,1021.8865,1505.04,1505.04,0.0000e+00
4.000,16.2971,16.2971,3.854308,3.854405,2.7235,3.967,0.844,30.0390,30.0399,6.3161,1021.8874,1021.8881,1505.06,1505.06,0.0000e+00
5.000,16.2923,16.2920,3.854824,3.854861,2.7227,4.959,0.660,30.0468,30.0473,6.3131,1021.8989,1021.8994,1505.07,1505.07,0.0000e+00
6.000,16.2843,16.2886,3.855461,3.855097,2.7226,5.951,0.480,30.0580,30.0516,6.3141,1021.9138,1021.9079,1505.08,1505.08,0.0000e+00
7.000,16.2813,16.2827,3.855837,3.855916,2.7215,6.943,0.777,30.0632,30.0628,6.2921,1021.9229,1021.9223,1505.09,1505.09,0.0000e+00
8.000,16.2802,16.2783,3.855979,3.856140,2.7144,7.934,0.685,30.0649,30.0677,6.2035,1021.9289,1021.9314,1505.10,1505.10,0.0000e+00
9.000,16.2129,16.2061,3.865542,3.864594,2.6616,8.926,0.446,30.1986,30.1955,5.9194,1022.0509,1022.0500,1505.07,1505.04,0.0000e+00
10.000,16.1176,16.1266,3.958178,3.956786,2.5694,9.918,0.522,31.0788,31.0597,5.6952,1022.7520,1022.7353,1505.80,1505.80,0.0000e+00
11.000,15.9447,15.9082,4.000072,3.999959,2.5487,10.910,0.784,31.5827,31.6108,5.7479,1023.1818,1023.2115,1505.86,1505.78,0.0000e+00
12.000,15.6810,15.6674,3.980322,3.980514,2.5436,11.901,0.676,31.6186,31.6312,5.7956,1023.2723,1023.2849,1505.09,1505.06,0.0000e+00
13.000,15.4579,15.4467,3.964096,3.964262,2.5325,12.893,0.395,31.6532,31.6637,5.8027,1023.3522,1023.3627,1504.45,1504.42,0.0000e+00
14.000,15.1769,15.1609,3.944281,3.944796,2.5330,13.885,0.763,31.7027,31.7202,5.9328,1023.4556,1023.4726,1503.63,1503.60,0.0000e+00
