PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
3.000,11.8942,11.8847,3.782767,3.782559,3.0919,2.976,0.176,32.9808,32.9876,7.9679,1025.0565,1025.0633,1494.12,1494.09,0.0000e+00
4.000,13.3905,13.2924,3.898727,3.897103,3.0633,3.968,0.690,32.7799,32.8494,7.6977,1024.6132,1024.6865,1498.92,1498.68,0.0000e+00
5.000,12.4183,12.4396,3.823534,3.827398,3.0730,4.961,0.470,32.9112,32.9295,7.7835,1024.9103,1024.9205,1495.84,1495.93,0.0000e+00
6.000,12.0787,12.0544,3.796409,3.795812,3.0561,5.953,0.531,32.9484,32.9641,7.7423,1025.0082,1025.0250,1494.74,1494.68,0.0000e+00
7.000,11.8212,11.7649,3.775459,3.772677,3.0395,6.945,0.675,32.9727,32.9957,7.7431,1025.0797,1025.1080,1493.90,1493.74,0.0000e+00
8.000,11.5160,11.4868,3.749892,3.748258,3.0281,7.937,0.654,32.9943,33.0043,7.7622,1025.1571,1025.1702,1492.89,1492.80,0.0000e+00
9.000,11.2958,11.3009,3.731484,3.731846,3.0075,8.929,0.437,33.0098,33.0088,7.7482,1025.2137,1025.2120,1492.16,1492.17,0.0000e+00
10.000,11.2345,11.2339,3.726741,3.726620,2.9951,9.921,0.800,33.0176,33.0170,7.7100,1025.2354,1025.2350,1491.97,1491.97,0.0000e+00
11.000,11.2163,11.2124,3.725443,3.725010,2.9791,10.913,0.563,33.0207,33.0199,7.5024,1025.2455,1025.2457,1491.93,1491.91,0.0000e+00
12.000,11.1511,11.1259,3.720187,3.719983,2.8611,11.905,0.471,33.0269,33.0476,6.6307,1025.2666,1025.2871,1491.72,1491.66,0.0000e+00
13.000,10.4120,10.3836,3.662802,3.663947,2.7074,12.897,0.662,33.1227,33.1601,6.1078,1025.4751,1025.5092,1489.24,1489.18,0.0000e+00
14.000,9.9841,9.9677,3.631092,3.630886,2.5181,13.889,0.391,33.1932,33.2062,5.6982,1025.6074,1025.6203,1487.80,1487.76,0.0000e+00
15.000,9.6982,9.6929,3.606890,3.607190,2.3745,14.881,0.639,33.2093,33.2173,5.5323,1025.6721,1025.6792,1486.81,1486.80,0.0000e+00
16.000,9.6225,9.6215,3.600239,3.600291,2.3135,15.873,0.583,33.2106,33.2121,5.5024,1025.6900,1025.6913,1486.55,1486.55,0.0000e+00
17.000,9.5892,9.5886,3.597527,3.597548,2.2584,16.865,0.577,33.2131,33.2139,5.4314,1025.7020,1025.7027,1486.45,1486.45,0.0000e+00
18.000,9.5348,9.5421,3.592408,3.593905,2.2290,17.857,1.024,33.2105,33.2191,5.3967,1025.7134,1025.7189,1486.26,1486.30,0.0000e+00
19.000,9.4965,9.4846,3.588602,3.588140,2.2057,18.850,0.584,33.2064,33.2127,5.3955,1025.7210,1025.7278,1486.13,1486.10,0.0000e+00
20.000,9.4462,9.4372,3.584555,3.583961,2.1600,19.841,0.453,33.2109,33.2132,5.3054,1025.7372,1025.7404,1485.97,1485.94,0.0000e+00
21.000,9.3938,9.3875,3.579380,3.578903,2.1377,20.834,0.690,33.2058,33.2066,5.1941,1025.7462,1025.7479,1485.79,1485.77,0.0000e+00
22.000,9.3496,9.3559,3.574908,3.575871,2.1201,21.826,0.653,33.2002,33.2043,5.1124,1025.7535,1025.7557,1485.64,1485.67,0.0000e+00
23.000,9.2309,9.2230,3.564569,3.564693,2.0859,22.818,0.411,33.2032,33.2118,4.9865,1025.7794,1025.7874,1485.22,1485.20,0.0000e+00
24.000,9.1234,9.1240,3.558789,3.558585,2.0508,23.810,0.680,33.2430,33.2404,4.8678,1025.8322,1025.8301,1484.89,1484.89,0.0000e+00
25.000,9.1055,9.0983,3.560872,3.560754,2.0264,24.802,0.822,33.2809,33.2864,4.7692,1025.8693,1025.8747,1484.89,1484.87,0.0000e+00
26.000,9.0111,9.0097,3.553817,3.553981,1.9993,25.794,0.686,33.2953,33.2984,4.6861,1025.9001,1025.9027,1484.57,1484.57,0.0000e+00
27.000,8.9576,8.9558,3.549639,3.549781,1.9633,26.786,0.478,33.3015,33.3047,4.5888,1025.9179,1025.9207,1484.40,1484.40,0.0000e+00
28.000,8.9134,8.9099,3.546062,3.546000,1.9167,27.778,0.374,33.3052,33.3078,4.3859,1025.9323,1025.9349,1484.26,1484.25,0.0000e+00
29.000,8.7815,8.7768,3.535381,3.535514,1.8408,28.770,0.464,33.3170,33.3228,4.1006,1025.9667,1025.9719,1483.80,1483.79,0.0000e+00
30.000,8.7152,8.7147,3.529576,3.529960,1.7915,29.762,0.453,33.3180,33.3225,3.9826,1025.9823,1025.9859,1483.57,1483.57,0.0000e+00
31.000,8.6190,8.6129,3.520464,3.520341,1.7376,30.753,0.542,33.3125,33.3169,3.8580,1025.9974,1026.0018,1483.22,1483.20,0.0000e+00
32.000,8.5341,8.5295,3.512160,3.512458,1.7134,31.745,0.874,33.3047,33.3122,3.8145,1026.0089,1026.0154,1482.91,1482.90,0.0000e+00
33.000,8.4872,8.4849,3.508114,3.508099,1.6941,32.737,0.601,33.3058,33.3078,3.7911,1026.0214,1026.0234,1482.75,1482.75,0.0000e+00
34.000,8.4520,8.4508,3.505541,3.505557,1.6606,33.729,0.481,33.3115,33.3128,3.7322,1026.0358,1026.0370,1482.64,1482.64,0.0000e+00
35.000,8.4151,8.4137,3.502565,3.502597,1.6441,34.721,0.487,33.3145,33.3161,3.6837,1026.0483,1026.0498,1482.53,1482.52,0.0000e+00
36.000,8.3750,8.3734,3.499750,3.499753,1.6260,35.713,0.633,33.3222,33.3238,3.6220,1026.0650,1026.0665,1482.40,1482.40,0.0000e+00
37.000,8.3441,8.3405,3.499802,3.499720,1.6138,36.705,0.823,33.3516,33.3541,3.5905,1026.0973,1026.0998,1482.34,1482.33,0.0000e+00
38.000,8.3085,8.3086,3.500643,3.500616,1.6035,37.697,0.620,33.3938,33.3934,3.5811,1026.1403,1026.1400,1482.27,1482.27,0.0000e+00
39.000,8.3066,8.3070,3.500878,3.500852,1.5930,38.689,0.337,33.3976,33.3970,3.5760,1026.1482,1026.1477,1482.29,1482.29,0.0000e+00
