PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
2.000,14.6781,14.5121,3.974638,3.958978,3.7419,1.984,0.358,32.3906,32.3866,9.4145,1024.0386,1024.0706,1502.64,1502.10,0.0000e+00
3.000,14.4916,14.4961,3.957085,3.956038,3.7450,2.975,0.496,32.3860,32.3727,9.4767,1024.0789,1024.0677,1502.05,1502.05,0.0000e+00
4.000,13.6665,13.6776,3.884306,3.887159,3.5877,3.967,0.656,32.4091,32.4262,9.1000,1024.2708,1024.2817,1499.40,1499.45,0.0000e+00
5.000,13.3775,13.3726,3.859103,3.858473,3.5064,4.959,0.492,32.4194,32.4177,8.8558,1024.3421,1024.3418,1498.48,1498.46,0.0000e+00
6.000,13.1330,13.1045,3.837217,3.835817,3.4390,5.950,0.450,32.4221,32.4333,8.5688,1024.3971,1024.4115,1497.68,1497.60,0.0000e+00
7.000,12.9190,13.0405,3.818014,3.829282,3.3738,6.942,0.701,32.4237,32.4261,8.3757,1024.4449,1024.4230,1496.98,1497.40,0.0000e+00
8.000,12.7024,12.7572,3.798707,3.806929,3.3291,7.934,0.807,32.4262,32.4571,8.2112,1024.4935,1024.5067,1496.28,1496.50,0.0000e+00
9.000,12.5661,12.5400,3.786597,3.786478,3.2580,8.926,0.661,32.4279,32.4492,7.7718,1024.5255,1024.5470,1495.83,1495.77,0.0000e+00
10.000,12.1904,12.1390,3.752885,3.751636,3.0492,9.917,0.451,32.4291,32.4619,6.7473,1024.6017,1024.6369,1494.57,1494.43,0.0000e+00
11.000,11.4685,11.4394,3.686633,3.688937,2.7446,10.909,0.521,32.4156,32.4638,5.6617,1024.7293,1024.7721,1492.08,1492.03,0.0000e+00
12.000,10.8210,10.8142,3.628364,3.629902,2.4662,11.901,0.620,32.4116,32.4330,4.7796,1024.8462,1024.8640,1489.82,1489.82,0.0000e+00
13.000,10.2939,10.2456,3.587378,3.590226,2.2463,12.892,0.794,32.4705,32.5424,4.2641,1024.9868,1025.0509,1488.02,1487.94,0.0000e+00
14.000,9.8768,9.8745,3.552997,3.553711,2.0975,13.884,0.743,32.4970,32.5063,4.1239,1025.0819,1025.0896,1486.57,1486.57,0.0000e+00
15.000,9.8237,9.8217,3.548171,3.548581,1.9622,14.876,0.437,32.4953,32.5013,4.0755,1025.0939,1025.0989,1486.39,1486.39,0.0000e+00
16.000,9.7680,9.7736,3.544995,3.548083,1.8357,15.867,0.510,32.5129,32.5392,3.9022,1025.1213,1025.1410,1486.23,1486.28,0.0000e+00
17.000,9.5530,9.5342,3.531719,3.532026,1.7825,16.859,0.816,32.5714,32.5916,3.7157,1025.2066,1025.2254,1485.53,1485.49,0.0000e+00
18.000,9.3485,9.3193,3.516540,3.516865,1.7277,17.851,0.769,32.6011,32.6312,3.5195,1025.2672,1025.2953,1484.83,1484.76,0.0000e+00
19.000,8.9115,8.8935,3.500468,3.500281,1.6583,18.843,0.575,32.8357,32.8504,3.3420,1025.5240,1025.5383,1483.52,1483.48,0.0000e+00
20.000,8.6396,8.6279,3.490086,3.490592,1.5740,19.834,0.384,32.9791,32.9954,3.1827,1025.6829,1025.6974,1482.71,1482.68,0.0000e+00
21.000,8.2872,8.2772,3.469384,3.469962,1.5121,20.826,0.665,33.0906,33.1062,3.0769,1025.8281,1025.8418,1481.54,1481.52,0.0000e+00
22.000,8.1607,8.1566,3.462624,3.462866,1.4842,21.817,0.875,33.1377,33.1442,3.0399,1025.8885,1025.8942,1481.14,1481.13,0.0000e+00
23.000,8.1151,8.1137,3.460362,3.460552,1.4649,22.809,0.860,33.1564,33.1597,3.0221,1025.9144,1025.9173,1481.00,1481.00,0.0000e+00
24.000,8.0726,8.0702,3.458568,3.458712,1.4457,23.801,0.501,33.1770,33.1808,3.0082,1025.9415,1025.9448,1480.88,1480.88,0.0000e+00
25.000,8.0117,8.0101,3.456342,3.456464,1.4180,24.792,0.490,33.2106,33.2134,2.9678,1025.9813,1025.9838,1480.71,1480.71,0.0000e+00
26.000,7.9803,7.9787,3.455331,3.455448,1.4089,25.784,0.811,33.2291,33.2318,2.9196,1026.0051,1026.0075,1480.63,1480.63,0.0000e+00
