PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
3.000,13.8877,13.8562,3.772974,3.767965,3.1797,2.975,0.315,31.1971,31.1766,8.0410,1023.2865,1023.2771,1498.69,1498.57,0.0000e+00
4.000,14.0085,14.0441,3.783145,3.786178,3.2029,3.966,0.435,31.1918,31.1909,7.9126,1023.2619,1023.2539,1499.10,1499.21,0.0000e+00
5.000,13.9280,13.9013,3.775183,3.779347,3.1900,4.958,0.594,31.1835,31.2435,7.6772,1023.2760,1023.3277,1498.84,1498.82,0.0000e+00
6.000,13.4825,13.4832,3.736435,3.736268,3.1297,5.950,0.397,31.1883,31.1861,7.7292,1023.3742,1023.3724,1497.39,1497.39,0.0000e+00
7.000,13.4895,13.4896,3.737257,3.737311,3.0937,6.941,0.582,31.1897,31.1902,7.7178,1023.3784,1023.3787,1497.43,1497.44,0.0000e+00
8.000,13.4737,13.4723,3.736086,3.736118,3.0850,7.933,0.740,31.1914,31.1928,7.7053,1023.3873,1023.3887,1497.40,1497.40,0.0000e+00
9.000,13.4314,13.4308,3.732668,3.732833,3.0522,8.924,0.440,31.1938,31.1958,7.4187,1023.4020,1023.4037,1497.28,1497.28,0.0000e+00
10.000,13.3402,13.3287,3.724780,3.725377,2.9136,9.916,0.879,31.1947,31.2096,6.4795,1023.4252,1023.4390,1496.99,1496.97,0.0000e+00
11.000,13.1668,13.1480,3.715017,3.715566,2.8097,10.907,1.231,31.2455,31.2661,6.1769,1023.5030,1023.5226,1496.49,1496.45,0.0000e+00
12.000,12.7739,12.7247,3.682854,3.685139,2.7325,11.899,1.189,31.2669,31.3293,6.0795,1023.6001,1023.6577,1495.21,1495.12,0.0000e+00
13.000,12.6221,12.6194,3.677287,3.677194,2.6202,12.891,0.667,31.3400,31.3413,5.9210,1023.6902,1023.6918,1494.80,1494.79,0.0000e+00
14.000,12.3122,12.2444,3.647747,3.649380,2.3840,13.882,0.646,31.3165,31.3890,5.2531,1023.7347,1023.8035,1493.73,1493.58,0.0000e+00
15.000,11.5669,11.5514,3.575849,3.576541,2.3061,14.874,0.789,31.2501,31.2698,5.1537,1023.8248,1023.8429,1491.09,1491.06,0.0000e+00
16.000,11.4936,11.4935,3.571983,3.571872,2.2469,15.865,0.862,31.2739,31.2730,5.0463,1023.8609,1023.8602,1490.88,1490.88,0.0000e+00
17.000,11.4973,11.4973,3.576764,3.575555,2.1968,16.857,0.890,31.3169,31.3052,4.9289,1023.8981,1023.8890,1490.96,1490.95,0.0000e+00
18.000,11.5104,11.5022,3.583684,3.583955,2.1493,17.848,0.860,31.3727,31.3824,4.8282,1023.9436,1023.9526,1491.09,1491.07,0.0000e+00
19.000,11.3672,11.3485,3.570302,3.571958,2.1133,18.840,0.949,31.3634,31.3955,4.7934,1023.9665,1023.9947,1490.59,1490.57,0.0000e+00
20.000,10.9970,10.9870,3.533220,3.533966,2.0384,19.831,0.439,31.3145,31.3303,4.9099,1023.9982,1024.0122,1489.25,1489.23,0.0000e+00
21.000,10.8753,10.9144,3.524378,3.523943,2.0744,20.823,0.838,31.3308,31.2932,5.4528,1024.0365,1024.0004,1488.85,1488.95,0.0000e+00
22.000,11.7268,11.8005,3.626365,3.622365,2.1448,21.814,0.736,31.6003,31.4995,5.5766,1024.0985,1024.0071,1492.18,1492.31,0.0000e+00
