PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
3.000,12.8385,12.8399,3.676898,3.676927,2.7351,2.975,0.383,31.1610,31.1601,6.7957,1023.4653,1023.4644,1495.15,1495.16,0.0000e+00
4.000,12.8400,12.8401,3.677099,3.677075,2.7345,3.966,0.615,31.1613,31.1609,6.7825,1023.4697,1023.4694,1495.18,1495.17,0.0000e+00
5.000,12.8404,12.8410,3.677165,3.677166,2.7308,4.958,0.531,31.1612,31.1607,6.7526,1023.4741,1023.4735,1495.19,1495.19,0.0000e+00
6.000,12.8180,12.8031,3.674963,3.674088,2.7209,5.950,0.568,31.1585,31.1625,6.6982,1023.4808,1023.4868,1495.13,1495.08,0.0000e+00
7.000,12.7309,12.7162,3.666559,3.665690,2.7081,6.941,0.717,31.1506,31.1546,6.6566,1023.4959,1023.5017,1494.84,1494.80,0.0000e+00
8.000,12.6763,12.6707,3.661512,3.661293,2.6941,7.933,0.611,31.1477,31.1503,6.6103,1023.5085,1023.5116,1494.67,1494.65,0.0000e+00
9.000,12.5930,12.5915,3.653784,3.654223,2.6702,8.924,0.463,31.1430,31.1484,6.5092,1023.5252,1023.5296,1494.40,1494.40,0.0000e+00
10.000,12.5314,12.5219,3.648215,3.647837,2.6346,9.916,0.670,31.1408,31.1451,6.3213,1023.5396,1023.5448,1494.20,1494.18,0.0000e+00
11.000,12.3950,12.3726,3.635797,3.635578,2.5916,10.907,0.691,31.1353,31.1518,6.1366,1023.5656,1023.5826,1493.75,1493.69,0.0000e+00
12.000,12.1525,12.1389,3.614408,3.614451,2.5187,11.899,0.467,31.1323,31.1440,5.7962,1023.6130,1023.6245,1492.93,1492.90,0.0000e+00
13.000,11.8109,11.7574,3.584283,3.584712,2.3804,12.890,0.588,31.1274,31.1766,5.1780,1023.6763,1023.7241,1491.76,1491.63,0.0000e+00
14.000,11.1414,11.1209,3.527667,3.527757,2.2615,13.882,0.718,31.1398,31.1580,4.8472,1023.8100,1023.8277,1489.45,1489.40,0.0000e+00
15.000,10.8497,10.8208,3.506909,3.506537,2.1474,14.874,0.546,31.1828,31.2036,4.6161,1023.8985,1023.9197,1488.49,1488.41,0.0000e+00
16.000,10.6068,10.5939,3.489396,3.489501,2.0293,15.865,0.525,31.2161,31.2282,4.4008,1023.9706,1023.9822,1487.68,1487.64,0.0000e+00
17.000,10.3826,10.3692,3.472894,3.473172,1.9564,16.857,0.680,31.2436,31.2579,4.2531,1024.0343,1024.0477,1486.92,1486.89,0.0000e+00
18.000,10.2167,10.2041,3.463073,3.463127,1.8958,17.848,0.585,31.2878,31.2992,4.1371,1024.1009,1024.1119,1486.39,1486.36,0.0000e+00
19.000,10.0717,10.0679,3.457523,3.457564,1.8351,18.840,0.484,31.3569,31.3606,4.0361,1024.1833,1024.1869,1485.97,1485.96,0.0000e+00
20.000,10.0008,9.9935,3.454956,3.454995,1.7916,19.831,0.638,31.3921,31.3989,3.9537,1024.2270,1024.2334,1485.77,1485.76,0.0000e+00
21.000,9.9444,9.9414,3.452936,3.452976,1.7626,20.823,0.632,31.4204,31.4233,3.8809,1024.2628,1024.2656,1485.62,1485.61,0.0000e+00
22.000,9.8612,9.8540,3.449063,3.449095,1.7281,21.814,0.519,31.4532,31.4599,3.7866,1024.3065,1024.3129,1485.37,1485.36,0.0000e+00
23.000,9.7605,9.7507,3.444588,3.444421,1.6971,22.806,0.621,31.4954,31.5023,3.7163,1024.3603,1024.3672,1485.08,1485.05,0.0000e+00
24.000,9.7107,9.7037,3.442660,3.442528,1.6747,23.797,0.621,31.5190,31.5238,3.6647,1024.3913,1024.3962,1484.94,1484.92,0.0000e+00
25.000,9.6636,9.6582,3.440698,3.440690,1.6519,24.789,0.568,31.5399,31.5446,3.6015,1024.4198,1024.4243,1484.81,1484.79,0.0000e+00
26.000,9.5835,9.5790,3.437832,3.437853,1.6286,25.780,0.507,31.5807,31.5848,3.5363,1024.4690,1024.4729,1484.58,1484.57,0.0000e+00
27.000,9.5205,9.5156,3.435753,3.435852,1.6030,26.772,0.531,31.6145,31.6198,3.4563,1024.5100,1024.5149,1484.41,1484.40,0.0000e+00
28.000,9.4178,9.4155,3.432154,3.432299,1.5832,27.763,0.684,31.6679,31.6714,3.4144,1024.5726,1024.5757,1484.11,1484.11,0.0000e+00
29.000,9.3993,9.3971,3.431579,3.431595,1.5694,28.755,0.679,31.6779,31.6800,3.3895,1024.5879,1024.5898,1484.07,1484.07,0.0000e+00
30.000,9.3677,9.3627,3.430843,3.430873,1.5561,29.746,0.521,31.6980,31.7027,3.3611,1024.6131,1024.6176,1484.00,1483.98,0.0000e+00
31.000,9.3243,9.3224,3.430138,3.430172,1.5405,30.737,0.493,31.7287,31.7308,3.3184,1024.6485,1024.6505,1483.89,1483.89,0.0000e+00
32.000,9.2970,9.2949,3.429860,3.429927,1.5288,31.729,0.715,31.7497,31.7523,3.2815,1024.6738,1024.6761,1483.83,1483.83,0.0000e+00
33.000,9.2562,9.2521,3.429521,3.429554,1.5193,32.720,0.677,31.7821,31.7861,3.2574,1024.7101,1024.7138,1483.74,1483.73,0.0000e+00
34.000,9.2080,9.2068,3.429223,3.429251,1.5077,33.712,0.433,31.8214,31.8228,3.2282,1024.7529,1024.7542,1483.63,1483.62,0.0000e+00
35.000,9.1674,9.1652,3.429062,3.429090,1.4936,34.703,0.552,31.8556,31.8579,3.1888,1024.7906,1024.7927,1483.53,1483.53,0.0000e+00
36.000,9.1418,9.1406,3.429471,3.429468,1.4865,35.695,0.827,31.8823,31.8833,3.1759,1024.8200,1024.8210,1483.49,1483.48,0.0000e+00
37.000,9.0866,9.0827,3.433440,3.433274,1.4814,36.686,0.782,31.9723,31.9740,3.1693,1024.9035,1024.9055,1483.41,1483.40,0.0000e+00
38.000,9.0604,9.0581,3.436859,3.436913,1.4757,37.678,0.477,32.0307,32.0334,3.1502,1024.9578,1024.9603,1483.40,1483.40,0.0000e+00
39.000,8.9978,8.9916,3.442015,3.442030,1.4630,38.669,0.471,32.1401,32.1458,3.0865,1025.0577,1025.0631,1483.32,1483.30,0.0000e+00
40.000,8.9408,8.9383,3.442769,3.442694,1.4527,39.660,0.804,32.1991,32.2006,3.0476,1025.1172,1025.1188,1483.20,1483.19,0.0000e+00
41.000,8.9031,8.8991,3.444577,3.444576,1.4438,40.652,0.700,32.2516,32.2553,3.0190,1025.1687,1025.1722,1483.14,1483.13,0.0000e+00
