PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
3.000,13.3550,13.3684,3.713909,3.713727,2.7195,2.975,0.165,31.0843,31.0716,6.6370,1023.3062,1023.2939,1496.80,1496.83,0.0000e+00
4.000,12.8806,12.7385,3.673639,3.663947,2.6553,3.966,0.407,31.0950,31.1206,6.4177,1023.4101,1023.4574,1495.23,1494.78,0.0000e+00
5.000,12.5365,12.5253,3.643478,3.642740,2.6195,4.958,0.373,31.0935,31.0958,6.3725,1023.4796,1023.4834,1494.08,1494.05,0.0000e+00
6.000,12.4703,12.4691,3.638022,3.638170,2.5811,5.950,0.539,31.0962,31.0985,6.0740,1023.4986,1023.5007,1493.88,1493.87,0.0000e+00
7.000,12.3784,12.3577,3.630208,3.630389,2.4926,6.941,0.671,31.0975,31.1164,5.4900,1023.5214,1023.5399,1493.58,1493.53,0.0000e+00
8.000,11.9283,11.8872,3.594785,3.595060,2.3419,7.933,0.561,31.1326,31.1696,4.9601,1023.6363,1023.6725,1492.09,1491.99,0.0000e+00
9.000,11.3094,11.2643,3.546784,3.546191,2.1883,8.924,0.491,31.1867,31.2190,4.7093,1023.7940,1023.8272,1490.01,1489.89,0.0000e+00
10.000,10.9877,10.9853,3.521917,3.522134,2.0836,9.916,0.518,31.2154,31.2196,4.6592,1023.8774,1023.8811,1488.93,1488.93,0.0000e+00
11.000,11.0472,11.0643,3.537255,3.536490,2.0351,10.907,0.558,31.3150,31.2930,4.6325,1023.9490,1023.9289,1489.28,1489.31,0.0000e+00
12.000,11.3740,11.3917,3.591234,3.590537,1.9978,11.899,0.510,31.5646,31.5427,4.4707,1024.0899,1024.0698,1490.74,1490.78,0.0000e+00
13.000,11.4468,11.4083,3.620135,3.619892,1.9478,12.890,0.616,31.7841,31.8150,4.2445,1024.2518,1024.2827,1491.28,1491.18,0.0000e+00
14.000,10.8120,10.7994,3.565977,3.567902,1.9015,13.882,0.644,31.7996,31.8297,4.1744,1024.3804,1024.4060,1489.08,1489.07,0.0000e+00
15.000,10.5207,10.5259,3.540024,3.541347,1.8617,14.874,0.512,31.7948,31.8035,4.1329,1024.4312,1024.4371,1488.05,1488.08,0.0000e+00
16.000,10.4604,10.4628,3.539632,3.539751,1.8252,15.865,0.556,31.8432,31.8423,4.0187,1024.4838,1024.4827,1487.91,1487.92,0.0000e+00
