PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
2.000,10.8361,10.8366,3.772841,3.772748,1.7667,1.985,0.121,33.8415,33.8401,3.9386,1025.9116,1025.9104,1491.43,1491.43,0.0000e+00
3.000,10.8465,10.8468,3.774088,3.773913,1.7678,2.978,0.394,33.8439,33.8418,3.9315,1025.9162,1025.9145,1491.49,1491.49,0.0000e+00
4.000,10.8476,10.8476,3.774317,3.774113,1.7682,3.971,0.602,33.8447,33.8427,3.9286,1025.9211,1025.9195,1491.51,1491.51,0.0000e+00
5.000,10.8456,10.8438,3.774167,3.773815,1.7653,4.964,0.513,33.8446,33.8428,3.9163,1025.9259,1025.9248,1491.52,1491.51,0.0000e+00
6.000,10.8423,10.8422,3.773868,3.773649,1.7637,5.956,0.621,33.8443,33.8421,3.9182,1025.9308,1025.9291,1491.52,1491.52,0.0000e+00
7.000,10.8411,10.8411,3.773746,3.773557,1.7631,6.949,0.677,33.8437,33.8418,3.9172,1025.9350,1025.9335,1491.53,1491.53,0.0000e+00
8.000,10.8358,10.8364,3.773152,3.773045,1.7619,7.942,0.437,33.8422,33.8406,3.9155,1025.9394,1025.9380,1491.53,1491.53,0.0000e+00
9.000,10.8385,10.8393,3.773545,3.773417,1.7611,8.934,0.588,33.8432,33.8412,3.9169,1025.9441,1025.9424,1491.56,1491.56,0.0000e+00
10.000,10.8396,10.8393,3.773705,3.773487,1.7615,9.927,0.680,33.8433,33.8414,3.9199,1025.9486,1025.9471,1491.58,1491.57,0.0000e+00
11.000,10.8404,10.8406,3.773864,3.773667,1.7615,10.920,0.504,33.8437,33.8416,3.9186,1025.9532,1025.9516,1491.60,1491.60,0.0000e+00
12.000,10.8405,10.8408,3.773920,3.773721,1.7611,11.912,0.590,33.8438,33.8415,3.9163,1025.9578,1025.9560,1491.62,1491.61,0.0000e+00
13.000,10.8410,10.8413,3.774011,3.773887,1.7608,12.905,0.667,33.8438,33.8422,3.9147,1025.9622,1025.9610,1491.63,1491.63,0.0000e+00
