PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
3.000,13.4423,13.4425,3.743147,3.743214,2.5157,2.974,0.015,31.2846,31.2851,6.0341,1023.4431,1023.4434,1497.32,1497.32,0.0000e+00
4.000,13.4434,13.4440,3.743291,3.743372,2.5141,3.966,0.921,31.2846,31.2849,6.0312,1023.4474,1023.4475,1497.34,1497.35,0.0000e+00
5.000,13.4434,13.4440,3.743337,3.743423,2.5137,4.957,0.959,31.2847,31.2850,6.0307,1023.4519,1023.4520,1497.36,1497.36,0.0000e+00
6.000,13.4439,13.4443,3.743397,3.743478,2.5148,5.949,0.566,31.2845,31.2849,6.0334,1023.4561,1023.4564,1497.38,1497.38,0.0000e+00
7.000,13.4454,13.4457,3.743557,3.743613,2.5146,6.940,0.757,31.2843,31.2846,6.0313,1023.4603,1023.4604,1497.40,1497.40,0.0000e+00
8.000,13.4383,13.4397,3.743128,3.743291,2.5141,7.931,0.433,31.2858,31.2861,6.0181,1023.4672,1023.4672,1497.39,1497.40,0.0000e+00
9.000,13.4395,13.4416,3.743254,3.743417,2.5049,8.923,0.809,31.2856,31.2854,5.9384,1023.4714,1023.4708,1497.41,1497.42,0.0000e+00
10.000,13.4404,13.4378,3.743339,3.743333,2.4945,9.914,0.983,31.2853,31.2873,5.8889,1023.4754,1023.4775,1497.43,1497.43,0.0000e+00
11.000,13.3131,13.3328,3.733651,3.737575,2.4801,10.905,0.708,31.2992,31.3196,5.8326,1023.5157,1023.5277,1497.04,1497.13,0.0000e+00
12.000,12.9086,12.8426,3.704337,3.703003,2.4216,11.897,0.373,31.3579,31.4004,5.5797,1023.6445,1023.6900,1495.77,1495.60,0.0000e+00
13.000,11.8613,11.6790,3.627852,3.617660,2.3190,12.888,0.362,31.5057,31.5617,5.2528,1023.9596,1024.0369,1492.38,1491.82,0.0000e+00
14.000,11.3399,11.2677,3.589633,3.589521,2.2067,13.880,0.761,31.5775,31.6386,4.7443,1024.1150,1024.1752,1490.67,1490.49,0.0000e+00
15.000,10.6491,10.6250,3.540680,3.542549,2.1266,14.871,1.041,31.6897,31.7292,4.4756,1024.3276,1024.3624,1488.38,1488.34,0.0000e+00
16.000,10.2649,10.2430,3.519093,3.519860,2.0528,15.862,0.879,31.8087,31.8356,4.3048,1024.4898,1024.5144,1487.17,1487.12,0.0000e+00
17.000,9.9786,9.9614,3.505121,3.505410,1.9395,16.854,0.480,31.9194,31.9375,4.1293,1024.6282,1024.6452,1486.29,1486.25,0.0000e+00
