PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
3.000,14.8784,14.8794,3.892245,3.892267,2.5103,2.975,0.300,31.4807,31.4800,5.8268,1023.2996,1023.2989,1502.24,1502.24,0.0000e+00
4.000,14.8817,14.8815,3.892817,3.892661,2.5089,3.966,0.540,31.4828,31.4815,5.8206,1023.3050,1023.3040,1502.27,1502.27,0.0000e+00
5.000,14.8834,14.8837,3.893260,3.893171,2.5080,4.958,0.560,31.4850,31.4840,5.8130,1023.3108,1023.3099,1502.29,1502.29,0.0000e+00
6.000,14.8856,14.8857,3.893819,3.893653,2.5054,5.950,0.587,31.4879,31.4863,5.8118,1023.3170,1023.3158,1502.32,1502.32,0.0000e+00
7.000,14.8865,14.8863,3.894296,3.894187,2.5068,6.941,0.625,31.4910,31.4902,5.8213,1023.3237,1023.3232,1502.34,1502.34,0.0000e+00
8.000,14.8776,14.8768,3.894184,3.894100,2.5065,7.933,0.569,31.4969,31.4968,5.8100,1023.3346,1023.3347,1502.34,1502.34,0.0000e+00
9.000,14.8600,14.8583,3.893373,3.893251,2.5026,8.924,0.583,31.5034,31.5037,5.8002,1023.3478,1023.3484,1502.31,1502.30,0.0000e+00
10.000,14.8209,14.8177,3.891429,3.891362,2.5018,9.916,0.561,31.5171,31.5191,5.8115,1023.3711,1023.3733,1502.21,1502.21,0.0000e+00
11.000,14.7710,14.7666,3.888485,3.888303,2.5016,10.907,0.570,31.5306,31.5324,5.8102,1023.3965,1023.3989,1502.08,1502.07,0.0000e+00
12.000,14.7413,14.7398,3.886746,3.886646,2.4974,11.899,0.580,31.5385,31.5388,5.7863,1023.4133,1023.4139,1502.02,1502.01,0.0000e+00
13.000,14.6690,14.6587,3.884567,3.884515,2.4907,12.890,0.579,31.5771,31.5850,5.8076,1023.4628,1023.4711,1501.84,1501.82,0.0000e+00
14.000,14.2501,14.2162,3.869078,3.869899,2.5007,13.882,0.640,31.7784,31.8138,5.9281,1023.7097,1023.7441,1500.74,1500.67,0.0000e+00
15.000,13.7028,13.6819,3.838877,3.839394,2.5132,14.874,0.605,31.9532,31.9754,6.0286,1023.9612,1023.9825,1499.17,1499.13,0.0000e+00
16.000,13.3713,13.3505,3.820179,3.820270,2.5232,15.865,0.529,32.0564,32.0747,6.0785,1024.1120,1024.1303,1498.21,1498.16,0.0000e+00
17.000,12.9903,12.9706,3.796502,3.797188,2.5276,16.857,0.553,32.1557,32.1790,6.1211,1024.2684,1024.2903,1497.07,1497.03,0.0000e+00
18.000,12.6875,12.6786,3.775551,3.775737,2.5300,17.848,0.606,32.2150,32.2243,6.1688,1024.3777,1024.3866,1496.14,1496.12,0.0000e+00
19.000,12.5829,12.5802,3.769241,3.769287,2.5328,18.840,0.613,32.2441,32.2468,6.1857,1024.4249,1024.4275,1495.84,1495.83,0.0000e+00
20.000,12.5380,12.5327,3.767493,3.767642,2.5327,19.831,0.544,32.2655,32.2714,6.1692,1024.4545,1024.4602,1495.73,1495.72,0.0000e+00
21.000,12.3686,12.3639,3.755103,3.755348,2.5268,20.823,0.578,32.2923,32.2987,6.1668,1024.5121,1024.5180,1495.20,1495.19,0.0000e+00
22.000,12.2036,12.1922,3.741810,3.742754,2.5236,21.814,0.619,32.3066,32.3256,6.1644,1024.5589,1024.5758,1494.67,1494.65,0.0000e+00
