PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
2.000,12.4391,12.4368,3.649323,3.648794,2.6047,1.983,0.124,31.2310,31.2279,6.4502,1023.5910,1023.5889,1493.87,1493.85,0.0000e+00
3.000,12.4539,12.4526,3.651019,3.650878,2.6105,2.975,0.415,31.2344,31.2342,6.4628,1023.5953,1023.5953,1493.94,1493.93,0.0000e+00
4.000,12.4513,12.4527,3.650916,3.650980,2.6106,3.966,0.397,31.2352,31.2346,6.4529,1023.6009,1023.6002,1493.94,1493.95,0.0000e+00
5.000,12.4073,12.4112,3.646066,3.646884,2.5949,4.958,0.371,31.2252,31.2298,6.3912,1023.6059,1023.6087,1493.80,1493.82,0.0000e+00
6.000,12.3790,12.3749,3.643041,3.642738,2.5835,5.950,0.365,31.2196,31.2201,6.3375,1023.6114,1023.6126,1493.71,1493.70,0.0000e+00
7.000,12.3490,12.3170,3.639635,3.637434,2.5608,6.941,0.513,31.2117,31.2173,6.2238,1023.6153,1023.6257,1493.62,1493.51,0.0000e+00
8.000,12.1735,12.1695,3.620357,3.620174,2.5341,7.933,0.435,31.1734,31.1749,6.1623,1023.6229,1023.6248,1492.98,1492.97,0.0000e+00
9.000,12.1210,12.1182,3.614735,3.615098,2.4987,8.924,0.430,31.1629,31.1687,5.9984,1023.6290,1023.6340,1492.81,1492.80,0.0000e+00
10.000,11.9930,11.9824,3.601424,3.601502,2.4423,9.916,0.508,31.1416,31.1512,5.6991,1023.6406,1023.6500,1492.36,1492.33,0.0000e+00
11.000,11.6914,11.6740,3.573857,3.574645,2.3409,10.907,0.421,31.1276,31.1498,5.2507,1023.6891,1023.7095,1491.31,1491.28,0.0000e+00
12.000,11.1258,11.1070,3.525918,3.527277,2.1920,11.899,0.450,31.1367,31.1660,4.8307,1023.8012,1023.8272,1489.36,1489.33,0.0000e+00
13.000,10.8092,10.8000,3.502284,3.502362,2.0990,12.890,0.522,31.1724,31.1810,4.7104,1023.8884,1023.8967,1488.30,1488.27,0.0000e+00
14.000,10.7027,10.6965,3.494521,3.494495,2.0338,13.882,0.494,31.1859,31.1910,4.5901,1023.9217,1023.9267,1487.95,1487.93,0.0000e+00
15.000,10.5828,10.5635,3.485773,3.485381,1.9734,14.874,0.488,31.2012,31.2137,4.3754,1023.9585,1023.9715,1487.56,1487.50,0.0000e+00
16.000,10.3240,10.3130,3.469104,3.469697,1.8837,15.865,0.457,31.2566,31.2720,4.0099,1024.0496,1024.0635,1486.71,1486.69,0.0000e+00
17.000,9.9955,9.9693,3.452047,3.452711,1.8043,16.857,0.994,31.3687,31.3981,3.7739,1024.1959,1024.2231,1485.68,1485.62,0.0000e+00
18.000,9.8043,9.7917,3.444107,3.444398,1.7685,17.848,0.950,31.4544,31.4683,3.7234,1024.2984,1024.3113,1485.10,1485.07,0.0000e+00
19.000,9.7029,9.6961,3.440213,3.440374,1.7273,18.840,0.760,31.5031,31.5107,3.6821,1024.3574,1024.3644,1484.81,1484.79,0.0000e+00
20.000,9.6199,9.6172,3.441705,3.441734,1.6679,19.831,0.326,31.5907,31.5933,3.6484,1024.4437,1024.4461,1484.63,1484.62,0.0000e+00
21.000,9.5822,9.5804,3.441943,3.441995,1.6219,20.823,0.435,31.6258,31.6279,3.5482,1024.4816,1024.4836,1484.55,1484.55,0.0000e+00
22.000,9.5167,9.5103,3.440608,3.440807,1.6044,21.814,0.752,31.6696,31.6772,3.4782,1024.5309,1024.5378,1484.38,1484.37,0.0000e+00
23.000,9.4302,9.4273,3.437816,3.437938,1.5902,22.806,0.664,31.7170,31.7209,3.4422,1024.5862,1024.5897,1484.14,1484.13,0.0000e+00
24.000,9.3862,9.3840,3.437754,3.437838,1.5736,23.797,0.551,31.7550,31.7578,3.3849,1024.6274,1024.6299,1484.04,1484.03,0.0000e+00
25.000,9.3336,9.3304,3.437108,3.437215,1.5530,24.789,0.567,31.7947,31.7986,3.3047,1024.6713,1024.6748,1483.91,1483.90,0.0000e+00
26.000,9.1972,9.1905,3.436939,3.436917,1.5322,25.780,0.608,31.9142,31.9199,3.2560,1024.7907,1024.7962,1483.57,1483.55,0.0000e+00
27.000,9.1198,9.1184,3.440041,3.440061,1.5168,26.772,0.591,32.0150,32.0165,3.2255,1024.8862,1024.8875,1483.42,1483.42,0.0000e+00
28.000,9.0766,9.0744,3.439624,3.439724,1.5009,27.763,0.525,32.0492,32.0522,3.1849,1024.9242,1024.9268,1483.32,1483.31,0.0000e+00
29.000,9.0483,9.0467,3.440604,3.440658,1.4865,28.755,0.559,32.0844,32.0864,3.1456,1024.9606,1024.9624,1483.27,1483.27,0.0000e+00
30.000,9.0032,9.0011,3.439918,3.440057,1.4730,29.746,0.505,32.1175,32.1208,3.1050,1024.9981,1025.0010,1483.16,1483.16,0.0000e+00
31.000,8.9479,8.9453,3.438402,3.438481,1.4568,30.737,0.456,32.1513,32.1545,3.0641,1025.0377,1025.0406,1483.02,1483.01,0.0000e+00
32.000,8.8986,8.8982,3.437570,3.437571,1.4468,31.729,0.628,32.1868,32.1872,3.0621,1025.0776,1025.0780,1482.89,1482.89,0.0000e+00
33.000,8.9058,8.9062,3.441574,3.441405,1.4426,32.720,0.552,32.2215,32.2194,3.0537,1025.1082,1025.1065,1482.98,1482.98,0.0000e+00
