PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
3.000,14.6703,14.6703,3.937749,3.938832,2.6423,2.976,0.301,32.0619,32.0718,6.2318,1023.7908,1023.7983,1502.24,1502.25,0.0000e+00
4.000,13.0359,13.0006,3.820105,3.815897,2.8392,3.968,0.452,32.3445,32.3354,6.9597,1024.3475,1024.3473,1497.24,1497.11,0.0000e+00
5.000,13.5089,13.2026,3.854934,3.840979,2.8090,4.961,0.914,32.2690,32.3994,6.9511,1024.1993,1024.3606,1498.73,1497.86,0.0000e+00
6.000,11.9661,11.6450,3.732490,3.716118,2.8286,5.953,0.784,32.4286,32.5502,7.2565,1024.6241,1024.7781,1493.72,1492.76,0.0000e+00
7.000,10.9866,10.9333,3.647626,3.644290,2.8331,6.945,0.420,32.4581,32.4723,7.3090,1024.8307,1024.8511,1490.38,1490.20,0.0000e+00
8.000,10.6757,10.6535,3.619561,3.618937,2.8171,7.937,0.587,32.4545,32.4681,7.2378,1024.8867,1024.9011,1489.29,1489.22,0.0000e+00
9.000,10.4935,10.4774,3.604093,3.603762,2.7906,8.929,0.512,32.4618,32.4728,7.1045,1024.9282,1024.9396,1488.66,1488.62,0.0000e+00
10.000,10.3458,10.3333,3.591667,3.591770,2.7471,9.921,0.652,32.4685,32.4807,6.9000,1024.9631,1024.9748,1488.16,1488.13,0.0000e+00
11.000,10.1835,10.1687,3.577578,3.578163,2.7022,10.913,0.696,32.4715,32.4907,6.7507,1024.9974,1025.0148,1487.60,1487.57,0.0000e+00
12.000,9.9354,9.9301,3.557637,3.558164,2.6466,11.905,0.475,32.4921,32.5023,6.6074,1025.0594,1025.0682,1486.74,1486.74,0.0000e+00
13.000,9.7320,9.7180,3.540155,3.541020,2.5804,12.897,0.606,32.4972,32.5188,6.3773,1025.1013,1025.1204,1486.03,1486.00,0.0000e+00
14.000,9.4956,9.4880,3.520480,3.520897,2.5211,13.889,0.596,32.5096,32.5208,6.1660,1025.1539,1025.1639,1485.20,1485.18,0.0000e+00
15.000,9.3454,9.3249,3.506956,3.506638,2.4427,14.881,0.577,32.5065,32.5220,5.9132,1025.1801,1025.1954,1484.66,1484.60,0.0000e+00
16.000,9.1100,9.1046,3.487611,3.488199,2.3812,15.873,0.661,32.5209,32.5318,5.8090,1025.2331,1025.2425,1483.83,1483.82,0.0000e+00
17.000,9.0187,9.0169,3.481258,3.481215,2.3262,16.865,0.420,32.5380,32.5392,5.7320,1025.2653,1025.2665,1483.52,1483.52,0.0000e+00
18.000,8.9493,8.9456,3.477102,3.477325,2.2709,17.857,0.622,32.5579,32.5636,5.6186,1025.2963,1025.3013,1483.31,1483.30,0.0000e+00
19.000,8.8924,8.8918,3.474821,3.474937,2.2481,18.849,0.858,32.5859,32.5876,5.5815,1025.3316,1025.3330,1483.15,1483.15,0.0000e+00
20.000,8.8882,8.8888,3.476501,3.476571,2.2294,19.842,0.652,32.6068,32.6070,5.5626,1025.3532,1025.3532,1483.17,1483.18,0.0000e+00
21.000,8.8949,8.8951,3.477738,3.477770,2.2093,20.834,0.478,32.6131,32.6132,5.5326,1025.3616,1025.3616,1483.22,1483.22,0.0000e+00
22.000,8.9031,8.9039,3.480295,3.480361,2.1907,21.826,0.443,32.6317,32.6317,5.4718,1025.3794,1025.3793,1483.29,1483.30,0.0000e+00
23.000,8.9118,8.9123,3.483637,3.483545,2.1701,22.818,0.640,32.6581,32.6567,5.3830,1025.4033,1025.4021,1483.37,1483.37,0.0000e+00
