PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
3.000,15.3913,15.3882,3.938986,3.938795,2.4965,2.975,0.453,31.4869,31.4877,5.7176,1023.1943,1023.1956,1503.88,1503.87,0.0000e+00
4.000,15.3460,15.3424,3.935129,3.934906,2.4958,3.966,0.405,31.4885,31.4894,5.7273,1023.2098,1023.2113,1503.75,1503.74,0.0000e+00
5.000,15.2761,15.2697,3.929212,3.929021,2.4960,4.958,0.552,31.4914,31.4947,5.7398,1023.2316,1023.2356,1503.55,1503.54,0.0000e+00
6.000,15.1854,15.1794,3.921743,3.921574,2.4982,5.950,0.416,31.4970,31.5004,5.7648,1023.2600,1023.2638,1503.29,1503.27,0.0000e+00
7.000,15.0311,15.0186,3.909238,3.909043,2.5007,6.941,0.463,31.5088,31.5171,5.7833,1023.3065,1023.3156,1502.83,1502.80,0.0000e+00
8.000,14.9252,14.9214,3.901504,3.901304,2.5014,7.933,0.487,31.5243,31.5256,5.8030,1023.3456,1023.3474,1502.52,1502.51,0.0000e+00
9.000,14.9054,14.9038,3.900187,3.899991,2.5031,8.924,0.479,31.5281,31.5277,5.8044,1023.3572,1023.3572,1502.48,1502.47,0.0000e+00
10.000,14.8942,14.8934,3.899475,3.899310,2.5007,9.916,0.511,31.5304,31.5296,5.7909,1023.3657,1023.3653,1502.46,1502.46,0.0000e+00
11.000,14.8790,14.8769,3.898651,3.898485,2.4987,10.907,0.509,31.5348,31.5351,5.7906,1023.3769,1023.3775,1502.44,1502.43,0.0000e+00
12.000,14.8614,14.8609,3.897840,3.897691,2.4968,11.899,0.566,31.5414,31.5405,5.7837,1023.3902,1023.3896,1502.40,1502.40,0.0000e+00
13.000,14.8538,14.8526,3.897718,3.897566,2.4938,12.890,0.553,31.5461,31.5457,5.7750,1023.3998,1023.3997,1502.40,1502.40,0.0000e+00
14.000,14.8244,14.8222,3.897365,3.897234,2.4899,13.882,0.476,31.5663,31.5669,5.7592,1023.4261,1023.4271,1502.35,1502.34,0.0000e+00
15.000,14.7191,14.7042,3.895088,3.894970,2.4832,14.874,0.594,31.6309,31.6419,5.7544,1023.5026,1023.5142,1502.10,1502.07,0.0000e+00
16.000,14.3754,14.3442,3.881555,3.881968,2.4823,15.865,0.621,31.7885,31.8179,5.8308,1023.7005,1023.7297,1501.19,1501.12,0.0000e+00
17.000,13.7295,13.6775,3.843168,3.844414,2.4932,16.857,0.828,31.9698,32.0248,5.9749,1023.9776,1024.0306,1499.31,1499.20,0.0000e+00
18.000,13.1666,13.1390,3.810034,3.810988,2.5026,17.848,0.714,32.1334,32.1656,6.0629,1024.2209,1024.2513,1497.65,1497.60,0.0000e+00
19.000,12.7782,12.7846,3.786570,3.787402,2.4993,18.840,0.342,32.2416,32.2441,5.9895,1024.3852,1024.3859,1496.49,1496.52,0.0000e+00
20.000,12.3934,12.3632,3.757157,3.758481,2.4739,19.831,0.580,32.2909,32.3296,6.0091,1024.5016,1024.5373,1495.26,1495.21,0.0000e+00
21.000,11.9254,11.9063,3.719628,3.720490,2.4897,20.823,0.684,32.3340,32.3590,6.2648,1024.6276,1024.6506,1493.73,1493.69,0.0000e+00
22.000,11.3807,11.3528,3.677181,3.678574,2.5191,21.814,0.687,32.3957,32.4338,6.4272,1024.7796,1024.8143,1491.93,1491.88,0.0000e+00
23.000,11.0782,11.0707,3.652101,3.652533,2.5315,22.806,0.618,32.4146,32.4255,6.4341,1024.8530,1024.8628,1490.91,1490.90,0.0000e+00
24.000,10.9883,10.9756,3.644526,3.644826,2.5373,23.797,0.576,32.4187,32.4329,6.4369,1024.8766,1024.8899,1490.61,1490.59,0.0000e+00
25.000,10.4732,10.4504,3.600622,3.601646,2.5386,24.789,0.585,32.4381,32.4687,6.4715,1024.9857,1025.0134,1488.82,1488.78,0.0000e+00
26.000,10.3202,10.3111,3.588323,3.588792,2.5292,25.780,0.599,32.4509,32.4637,6.4139,1025.0263,1025.0378,1488.31,1488.29,0.0000e+00
27.000,10.0814,10.0712,3.568434,3.568843,2.5125,26.772,0.580,32.4637,32.4771,6.3543,1025.0811,1025.0932,1487.48,1487.46,0.0000e+00
28.000,9.8810,9.8728,3.551532,3.551834,2.4877,27.763,0.532,32.4721,32.4826,6.2814,1025.1255,1025.1350,1486.78,1486.77,0.0000e+00
29.000,9.6891,9.6786,3.535469,3.535710,2.4592,28.755,0.477,32.4812,32.4931,6.2317,1025.1686,1025.1796,1486.11,1486.09,0.0000e+00
30.000,9.5689,9.5672,3.525620,3.525697,2.4380,29.746,0.500,32.4888,32.4911,6.2215,1025.1986,1025.2007,1485.70,1485.70,0.0000e+00
31.000,9.5476,9.5474,3.524095,3.524129,2.4247,30.737,0.517,32.4920,32.4925,6.2055,1025.2091,1025.2095,1485.64,1485.64,0.0000e+00
32.000,9.5230,9.5212,3.522224,3.522294,2.4142,31.729,0.473,32.4947,32.4970,6.1813,1025.2197,1025.2218,1485.57,1485.57,0.0000e+00
33.000,9.4722,9.4703,3.518160,3.518231,2.4028,32.720,0.455,32.4986,32.5011,6.1551,1025.2355,1025.2378,1485.41,1485.40,0.0000e+00
34.000,9.4232,9.4214,3.514183,3.514297,2.3927,33.712,0.570,32.5018,32.5046,6.1175,1025.2504,1025.2529,1485.25,1485.25,0.0000e+00
35.000,9.3291,9.3233,3.506388,3.506545,2.3796,34.703,0.441,32.5067,32.5136,6.0856,1025.2739,1025.2802,1484.93,1484.91,0.0000e+00
36.000,9.2290,9.2263,3.498156,3.498282,2.3659,35.695,0.458,32.5125,32.5162,6.0752,1025.2989,1025.3022,1484.58,1484.58,0.0000e+00
37.000,9.1721,9.1712,3.493492,3.493599,2.3595,36.686,0.547,32.5156,32.5175,6.0771,1025.3149,1025.3165,1484.39,1484.39,0.0000e+00
38.000,9.1489,9.1484,3.491657,3.491700,2.3543,37.677,0.497,32.5174,32.5183,6.0724,1025.3245,1025.3253,1484.32,1484.32,0.0000e+00
39.000,9.1268,9.1253,3.489875,3.489952,2.3513,38.669,0.553,32.5187,32.5208,6.0745,1025.3336,1025.3354,1484.26,1484.26,0.0000e+00
40.000,9.0962,9.0955,3.487362,3.487474,2.3488,39.660,0.598,32.5202,32.5219,6.0638,1025.3441,1025.3456,1484.17,1484.17,0.0000e+00
41.000,9.0649,9.0639,3.484835,3.484926,2.3438,40.652,0.495,32.5221,32.5240,6.0371,1025.3550,1025.3567,1484.07,1484.07,0.0000e+00
