PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
3.000,17.5110,17.5095,3.972084,3.972006,2.4773,2.975,0.239,30.1400,30.1405,5.4673,1021.6829,1021.6836,1508.86,1508.86,0.0000e+00
4.000,17.5113,17.5111,3.972630,3.972886,2.4785,3.967,0.494,30.1441,30.1464,5.4717,1021.6904,1021.6921,1508.89,1508.89,0.0000e+00
5.000,17.5112,17.5118,3.972886,3.973421,2.4781,4.959,0.476,30.1460,30.1501,5.4613,1021.6963,1021.6992,1508.91,1508.91,0.0000e+00
6.000,17.5085,17.5063,3.974945,3.975416,2.4721,5.951,0.506,30.1651,30.1707,5.4482,1021.7159,1021.7207,1508.94,1508.94,0.0000e+00
7.000,17.3393,17.3223,4.028521,4.026061,2.4753,6.943,0.491,30.7478,30.7397,5.4701,1022.2059,1022.2037,1509.11,1509.05,0.0000e+00
8.000,17.0792,17.0744,4.100905,4.100814,2.4754,7.934,0.525,31.5642,31.5672,5.4684,1022.8961,1022.8995,1509.27,1509.26,0.0000e+00
9.000,16.9659,16.9612,4.097187,4.097249,2.4764,8.926,0.449,31.6208,31.6251,5.4804,1022.9702,1022.9746,1509.01,1509.00,0.0000e+00
10.000,16.8623,16.8584,4.094727,4.094855,2.4754,9.918,0.562,31.6808,31.6849,5.4854,1023.0446,1023.0487,1508.78,1508.77,0.0000e+00
11.000,16.7746,16.7691,4.088829,4.089063,2.4744,10.910,0.621,31.6987,31.7051,5.5109,1023.0829,1023.0891,1508.55,1508.54,0.0000e+00
12.000,16.5301,16.5076,4.071899,4.072325,2.4876,11.901,0.442,31.7451,31.7667,5.6167,1023.1790,1023.2007,1507.87,1507.83,0.0000e+00
13.000,16.0001,15.9860,4.036966,4.037560,2.5086,12.893,0.566,31.8623,31.8788,5.7143,1023.3931,1023.4090,1506.39,1506.36,0.0000e+00
14.000,15.8335,15.8244,4.025371,4.025651,2.5117,13.885,0.502,31.8937,31.9035,5.7633,1023.4588,1023.4684,1505.92,1505.90,0.0000e+00
15.000,15.3254,15.2838,3.990502,3.992363,2.5457,14.877,0.498,31.9955,32.0461,5.9752,1023.6527,1023.7007,1504.45,1504.38,0.0000e+00
16.000,14.6349,14.6233,3.944300,3.944681,2.5687,15.868,0.586,32.1455,32.1586,6.0724,1023.9214,1023.9339,1502.45,1502.43,0.0000e+00
17.000,14.5506,14.5516,3.939610,3.939745,2.5784,16.860,0.675,32.1724,32.1727,6.1190,1023.9643,1023.9643,1502.22,1502.23,0.0000e+00
18.000,14.3708,14.3186,3.925864,3.928595,2.5928,17.852,1.017,32.1959,32.2645,6.2020,1024.0245,1024.0883,1501.69,1501.60,0.0000e+00
19.000,14.0263,14.0486,3.901536,3.905025,2.6027,18.844,0.549,32.2599,32.2734,6.2676,1024.1499,1024.1556,1500.66,1500.75,0.0000e+00
20.000,14.1477,14.2055,3.910185,3.920538,2.6082,19.835,0.665,32.2375,32.2848,6.3035,1024.1116,1024.1361,1501.04,1501.28,0.0000e+00
21.000,13.2203,13.2624,3.838224,3.844853,2.6284,20.827,0.740,32.3512,32.3775,6.4636,1024.3922,1024.4041,1498.14,1498.31,0.0000e+00
22.000,13.0783,13.0756,3.827208,3.827485,2.6384,21.819,0.548,32.3682,32.3731,6.4701,1024.4381,1024.4424,1497.70,1497.70,0.0000e+00
