PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
3.000,14.5108,14.5225,3.785862,3.789286,2.5517,2.974,0.410,30.8143,30.8360,6.0047,1022.8635,1022.8778,1500.28,1500.34,0.0000e+00
4.000,14.5730,14.5806,3.807677,3.807130,2.5338,3.965,0.377,30.9618,30.9508,5.9197,1022.9686,1022.9586,1500.67,1500.68,0.0000e+00
5.000,14.6378,14.6178,3.830772,3.830163,2.5235,4.956,0.427,31.1186,31.1291,5.8952,1023.0804,1023.0927,1501.08,1501.02,0.0000e+00
6.000,14.4780,14.4716,3.818741,3.818689,2.5211,5.948,0.636,31.1374,31.1421,5.9188,1023.1327,1023.1376,1500.60,1500.58,0.0000e+00
7.000,14.3960,14.3900,3.810798,3.810843,2.5203,6.939,0.729,31.1308,31.1360,5.9340,1023.1491,1023.1544,1500.34,1500.33,0.0000e+00
8.000,14.3473,14.3414,3.807398,3.807299,2.5217,7.930,0.595,31.1386,31.1425,5.9480,1023.1697,1023.1739,1500.21,1500.20,0.0000e+00
9.000,14.2940,14.2876,3.803231,3.803039,2.5218,8.922,0.543,31.1432,31.1466,5.9447,1023.1887,1023.1926,1500.06,1500.04,0.0000e+00
10.000,14.2531,14.2652,3.799513,3.800290,2.5193,9.913,0.546,31.1419,31.1392,5.9423,1023.2006,1023.1960,1499.94,1499.98,0.0000e+00
11.000,14.2046,14.2438,3.795593,3.798998,2.5172,10.904,0.532,31.1448,31.1443,5.9406,1023.2173,1023.2088,1499.80,1499.93,0.0000e+00
12.000,14.2427,14.2410,3.798772,3.799060,2.5149,11.895,0.602,31.1427,31.1468,5.9308,1023.2123,1023.2158,1499.94,1499.94,0.0000e+00
13.000,14.1952,14.1956,3.795503,3.795494,2.5125,12.887,0.533,31.1509,31.1505,5.9217,1023.2328,1023.2324,1499.81,1499.81,0.0000e+00
14.000,14.2035,14.2050,3.796961,3.796851,2.5060,13.878,0.559,31.1570,31.1549,5.8944,1023.2403,1023.2384,1499.86,1499.86,0.0000e+00
