PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,Sbeox1V,FlECO-AFL,TurbWETntu0,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Sbeox1ML/L,Density00,Density11,SvCM,SvCM1,Flag
3.000,15.9303,15.9742,4.053714,4.058131,2.3531,3.0026,0.1460,0.2685,64.52,2.974,0.220,32.0698,32.0732,5.8126,5.8413,1023.5237,1023.5166,1506.24,1506.38,0.0000e+00
4.000,15.9796,15.9781,4.058263,4.058428,2.3579,3.0190,0.1475,0.0765,80.20,3.966,0.471,32.0696,32.0723,5.8301,5.8982,1023.5170,1023.5194,1506.41,1506.41,0.0000e+00
5.000,15.9650,15.9107,4.056710,4.052036,2.3517,3.0164,0.1459,0.0750,98.20,4.957,0.841,32.0674,32.0700,5.8112,5.8925,1023.5230,1023.5371,1506.38,1506.22,0.0000e+00
6.000,15.6848,15.6789,4.032118,4.031776,2.3545,3.0216,0.1730,0.0716,98.88,5.949,0.571,32.0766,32.0785,5.8604,5.9318,1023.5968,1023.5995,1505.54,1505.52,0.0000e+00
7.000,15.5694,15.5649,4.020974,4.021041,2.3595,3.0288,0.1793,0.0803,98.88,6.940,0.432,32.0712,32.0755,5.8885,5.9595,1023.6225,1023.6268,1505.18,1505.17,0.0000e+00
8.000,15.4587,15.4573,4.012053,4.012779,2.3597,3.0307,0.2111,0.1290,98.88,7.932,0.466,32.0816,32.0891,5.8814,5.9641,1023.6593,1023.6654,1504.86,1504.87,0.0000e+00
9.000,15.4006,15.3958,4.007893,4.007586,2.3577,3.0274,0.2118,0.0879,98.88,8.923,0.648,32.0915,32.0926,5.8797,5.9620,1023.6840,1023.6859,1504.71,1504.69,0.0000e+00
10.000,15.1603,15.1551,3.988460,3.987883,2.3540,3.0298,0.2824,0.1140,98.88,9.915,0.435,32.1138,32.1128,5.9285,6.0358,1023.7578,1023.7582,1503.99,1503.97,0.0000e+00
11.000,14.7439,14.7279,3.953333,3.951120,2.3721,3.0707,0.3514,0.0820,98.88,10.906,0.598,32.1391,32.1323,6.0974,6.2089,1023.8709,1023.8690,1502.71,1502.65,0.0000e+00
12.000,14.3148,14.3106,3.919081,3.918180,2.3850,3.0884,0.3996,0.0776,80.04,11.897,0.682,32.1828,32.1781,6.1698,6.2701,1023.9994,1023.9966,1501.39,1501.37,0.0000e+00
13.000,14.2226,14.2212,3.910894,3.910400,2.3925,3.0911,0.5734,0.1126,80.24,12.889,0.472,32.1842,32.1808,6.1737,6.2574,1024.0242,1024.0218,1501.11,1501.10,0.0000e+00
14.000,14.1573,14.1585,3.899618,3.904686,2.3919,3.0798,0.7500,0.0818,100.19,13.880,0.528,32.1348,32.1803,6.1528,6.2302,1024.0041,1024.0389,1500.86,1500.91,0.0000e+00
15.000,14.0600,14.0598,3.895951,3.895487,2.3906,3.0783,0.7650,0.0825,98.88,14.872,0.669,32.1819,32.1778,6.1729,6.2549,1024.0649,1024.0618,1500.61,1500.60,0.0000e+00
16.000,13.8929,13.8882,3.881775,3.880872,2.3925,3.0808,0.8571,0.0931,64.76,15.863,0.410,32.1906,32.1862,6.2083,6.2810,1024.1104,1024.1080,1500.09,1500.07,0.0000e+00
17.000,13.8652,13.8646,3.879268,3.877326,2.3949,3.0785,0.8706,0.0854,100.12,16.854,0.705,32.1903,32.1729,6.2179,6.2742,1024.1203,1024.1070,1500.02,1499.99,0.0000e+00
18.000,13.8460,13.8459,3.877855,3.877627,2.3950,3.0770,0.8438,0.0826,98.88,17.846,0.706,32.1929,32.1910,6.2107,6.2673,1024.1307,1024.1292,1499.97,1499.97,0.0000e+00
19.000,13.7848,13.7822,3.873589,3.871791,2.3889,3.0675,0.8544,0.0817,98.88,18.837,0.405,32.2044,32.1900,6.1856,6.2668,1024.1565,1024.1460,1499.80,1499.78,0.0000e+00
20.000,13.5535,13.5532,3.857330,3.855963,2.3898,3.0904,0.8954,0.0972,98.88,19.829,0.582,32.2478,32.2353,6.2890,6.4041,1024.2413,1024.2317,1499.11,1499.09,0.0000e+00
21.000,13.0471,13.0454,3.815383,3.813386,2.4034,3.1103,0.9407,0.1530,98.88,20.820,0.643,32.2838,32.2664,6.4089,6.4953,1024.3744,1024.3613,1497.48,1497.45,0.0000e+00
22.000,12.8926,12.8942,3.800785,3.800136,2.4114,3.1153,1.2678,0.1395,98.88,21.811,0.483,32.2774,32.2698,6.4356,6.5061,1024.4042,1024.3980,1496.97,1496.97,0.0000e+00
23.000,12.8078,12.8076,3.793286,3.792881,2.4208,3.1248,1.4803,0.1417,71.89,22.803,0.385,32.2784,32.2747,6.4847,6.5583,1024.4260,1024.4232,1496.70,1496.70,0.0000e+00
24.000,12.7290,12.7294,3.788536,3.787997,2.4309,3.1377,1.4989,0.1435,99.60,23.794,0.651,32.3004,32.2949,6.5110,6.5673,1024.4627,1024.4584,1496.48,1496.48,0.0000e+00
25.000,12.5752,12.5750,3.777090,3.776248,2.4292,3.1228,1.2879,0.1670,98.88,24.785,0.631,32.3230,32.3151,6.4714,6.5152,1024.5144,1024.5084,1496.00,1495.99,0.0000e+00
26.000,12.4646,12.4641,3.767131,3.766646,2.4122,3.0920,1.6501,0.2037,74.02,25.777,0.418,32.3227,32.3184,6.3713,6.4207,1024.5399,1024.5367,1495.64,1495.64,0.0000e+00
27.000,12.4078,12.4074,3.762735,3.762466,2.3780,3.0326,2.0843,0.2229,99.44,26.768,0.486,32.3291,32.3269,6.2038,6.2437,1024.5602,1024.5585,1495.47,1495.47,0.0000e+00
28.000,12.3146,12.3141,3.756170,3.755788,2.3401,2.9759,1.9261,0.2054,98.88,27.759,0.511,32.3462,32.3430,6.0587,6.1044,1024.5956,1024.5932,1495.19,1495.19,0.0000e+00
29.000,12.1960,12.1954,3.746390,3.745755,2.2974,2.9164,1.9929,0.2050,71.52,28.751,0.462,32.3544,32.3488,5.9324,5.9750,1024.6288,1024.6246,1494.81,1494.81,0.0000e+00
30.000,12.0920,12.0927,3.737567,3.737363,2.2568,2.8569,2.2229,0.2045,100.07,29.742,0.585,32.3590,32.3565,5.7890,5.8288,1024.6565,1024.6545,1494.48,1494.48,0.0000e+00
31.000,11.9851,11.9746,3.728700,3.727094,2.2212,2.8147,2.0563,0.1905,98.88,30.733,0.599,32.3658,32.3594,5.6864,5.7547,1024.6862,1024.6833,1494.14,1494.09,0.0000e+00
32.000,11.7482,11.7198,3.709150,3.705742,2.1610,2.7291,1.4935,0.1393,98.87,31.725,0.509,32.3821,32.3737,5.5090,5.5488,1024.7473,1024.7460,1493.36,1493.25,0.0000e+00
33.000,11.4276,11.4204,3.681830,3.679644,2.1243,2.6762,0.8893,0.1249,98.87,32.716,0.992,32.3954,32.3804,5.4232,5.4677,1024.8207,1024.8103,1492.27,1492.23,0.0000e+00
34.000,11.3241,11.3232,3.672605,3.671872,2.1066,2.6580,0.8419,0.1247,98.87,33.707,0.976,32.3954,32.3890,5.4101,5.4616,1024.8439,1024.8391,1491.93,1491.92,0.0000e+00
35.000,11.2878,11.2823,3.669436,3.668665,2.0811,2.6262,0.7853,0.1092,98.86,34.699,0.519,32.3958,32.3931,5.3558,5.3836,1024.8552,1024.8541,1491.82,1491.80,0.0000e+00
36.000,11.2573,11.2521,3.667075,3.666527,2.0434,2.5655,0.9613,0.2099,98.85,35.690,0.870,32.3990,32.3982,5.1792,5.1989,1024.8677,1024.8680,1491.73,1491.72,0.0000e+00
37.000,11.1920,11.1872,3.662490,3.661321,2.0252,2.5481,0.7192,0.1369,98.86,36.681,1.020,32.4109,32.4036,5.1410,5.1900,1024.8931,1024.8883,1491.54,1491.51,0.0000e+00
38.000,10.9108,10.8989,3.639246,3.637144,2.0080,2.5300,0.9303,0.1335,74.75,37.673,0.656,32.4290,32.4187,5.1521,5.1918,1024.9615,1024.9556,1490.58,1490.53,0.0000e+00
39.000,10.8007,10.7650,3.629559,3.626401,1.9684,2.4728,0.7777,0.1192,100.46,38.664,0.733,32.4299,32.4301,5.0292,5.0433,1024.9861,1024.9925,1490.21,1490.08,0.0000e+00
40.000,10.6961,10.6923,3.621556,3.620655,1.9576,2.4598,0.7069,0.1047,98.85,39.655,0.928,32.4427,32.4370,5.0014,5.0221,1025.0188,1025.0150,1489.87,1489.85,0.0000e+00
41.000,10.6019,10.6006,3.613673,3.613169,1.9438,2.4406,0.7235,0.1135,74.06,40.647,0.641,32.4473,32.4434,4.9616,4.9859,1025.0432,1025.0405,1489.56,1489.55,0.0000e+00
42.000,10.4190,10.4176,3.599376,3.598499,1.9180,2.4105,0.9533,0.1962,99.87,41.638,0.381,32.4668,32.4592,4.8991,4.9366,1025.0944,1025.0887,1488.95,1488.93,0.0000e+00
43.000,10.1712,10.1666,3.580524,3.579521,1.8986,2.3915,1.0342,0.1495,84.59,42.629,0.356,32.4984,32.4924,4.9033,4.9302,1025.1656,1025.1617,1488.11,1488.09,0.0000e+00
44.000,10.0143,10.0143,3.569079,3.568875,1.8846,2.3647,0.8464,0.1240,99.46,43.620,0.600,32.5232,32.5211,4.8414,4.8474,1025.2158,1025.2142,1487.59,1487.59,0.0000e+00
45.000,10.0052,10.0039,3.569325,3.569133,1.8702,2.3459,0.6655,0.1227,98.85,44.612,0.666,32.5334,32.5327,4.8085,4.8334,1025.2299,1025.2295,1487.59,1487.58,0.0000e+00
