PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,Sbeox1V,FlECO-AFL,TurbWETntu0,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Sbeox1ML/L,Density00,Density11,SvCM,SvCM1,Flag
2.000,17.5897,17.5866,4.136959,4.128023,2.3692,2.9901,0.3440,0.1147,2.54,1.983,0.113,31.4765,31.4029,5.6672,5.6482,1022.6825,1022.6269,1510.60,1510.51,0.0000e+00
3.000,17.3601,17.3509,4.131943,4.132835,2.3745,3.0308,0.4444,0.1536,1.42,2.975,0.337,31.6122,31.6270,5.7352,5.7844,1022.8450,1022.8584,1510.09,1510.08,0.0000e+00
4.000,17.4200,17.3954,4.132874,4.133002,2.3684,3.0318,0.4872,0.1238,1.64,3.967,0.430,31.5731,31.5934,5.7076,5.7865,1022.8054,1022.8267,1510.24,1510.19,0.0000e+00
5.000,17.4208,17.4357,4.133713,4.134184,2.3802,3.0437,0.4428,0.1317,14.92,4.959,0.738,31.5793,31.5716,5.7544,5.8034,1022.8143,1022.8049,1510.27,1510.30,0.0000e+00
6.000,16.9587,17.0730,4.126386,4.128258,2.3769,3.0366,0.4503,0.1359,95.66,5.951,0.677,31.8792,31.8052,5.7643,5.8010,1023.1566,1023.0732,1509.23,1509.49,0.0000e+00
7.000,17.1116,17.1713,4.127917,4.129041,2.3767,3.0409,0.4781,0.1258,25.12,6.943,0.387,31.7717,31.7342,5.7848,5.8431,1023.0429,1023.0003,1509.59,1509.72,0.0000e+00
8.000,16.5868,16.5620,4.110863,4.109083,2.4002,3.0720,0.4877,0.1272,7.60,7.934,0.694,32.0400,32.0445,5.9419,5.9591,1023.3747,1023.3837,1508.32,1508.24,0.0000e+00
9.000,16.2945,16.6065,4.099183,4.113371,2.4047,3.0703,0.5024,0.1542,89.39,8.926,0.714,32.1732,32.0458,5.9245,5.9189,1023.5477,1023.3789,1507.59,1508.40,0.0000e+00
10.000,16.6615,16.7168,4.114847,4.118052,2.3911,3.0488,0.5120,0.1594,81.25,9.918,0.456,32.0143,31.9979,5.7949,5.8521,1023.3465,1023.3213,1508.55,1508.70,0.0000e+00
11.000,16.4405,16.4835,4.106854,4.106898,2.3723,3.0434,0.5266,0.1336,99.36,10.910,0.512,32.1221,32.0877,5.7722,5.8901,1023.4840,1023.4479,1508.01,1508.10,0.0000e+00
12.000,15.3288,15.3482,4.040844,4.037528,2.3632,3.0439,0.5921,0.1601,98.87,11.901,0.611,32.4442,32.3984,5.8795,6.0125,1023.9840,1023.9445,1504.94,1504.94,0.0000e+00
13.000,14.1318,14.1450,3.944304,3.938902,2.3592,3.0502,1.1317,0.1988,34.87,12.893,0.507,32.5668,32.5059,6.0135,6.1490,1024.3373,1024.2876,1501.25,1501.23,0.0000e+00
14.000,13.3094,13.3130,3.864384,3.861798,2.3479,3.0335,0.8145,0.1605,85.00,13.885,0.531,32.5235,32.4961,6.0905,6.2074,1024.4765,1024.4547,1498.52,1498.50,0.0000e+00
15.000,12.7773,12.7836,3.812611,3.806794,2.3489,3.0346,0.6255,0.1374,80.00,14.877,0.649,32.4904,32.4298,6.2009,6.2961,1024.5596,1024.5114,1496.72,1496.66,0.0000e+00
16.000,12.2813,12.2820,3.762819,3.760567,2.3496,3.0310,0.9087,0.1565,97.93,15.868,0.543,32.4436,32.4214,6.2310,6.3191,1024.6234,1024.6060,1495.00,1494.97,0.0000e+00
17.000,12.0685,12.0720,3.744837,3.743011,2.3280,2.9927,1.0770,0.1515,98.88,16.860,0.382,32.4549,32.4342,6.1330,6.2239,1024.6768,1024.6601,1494.30,1494.29,0.0000e+00
18.000,11.5631,11.5656,3.693995,3.690186,2.3102,2.9645,1.0981,0.1267,60.64,17.852,0.654,32.4018,32.3626,6.1465,6.2190,1024.7333,1024.7024,1492.51,1492.47,0.0000e+00
19.000,11.3252,11.3266,3.671115,3.669020,2.2954,2.9395,1.2863,0.1360,48.45,18.843,0.697,32.3861,32.3644,6.1033,6.1696,1024.7687,1024.7516,1491.68,1491.65,0.0000e+00
20.000,11.0639,11.0637,3.649880,3.647643,2.2740,2.9043,1.2565,0.1430,65.65,19.835,0.544,32.4066,32.3847,6.0386,6.1008,1024.8357,1024.8187,1490.80,1490.77,0.0000e+00
21.000,10.8419,10.8447,3.631768,3.630487,2.2378,2.8499,2.1124,0.1504,93.72,20.827,0.388,32.4230,32.4078,5.9314,5.9782,1024.8921,1024.8798,1490.05,1490.04,0.0000e+00
22.000,10.7173,10.7175,3.622268,3.621014,2.2076,2.7980,2.1734,0.1544,99.11,21.818,0.725,32.4386,32.4260,5.8179,5.8516,1024.9305,1024.9206,1489.65,1489.63,0.0000e+00
23.000,10.6025,10.6032,3.614269,3.613198,2.1840,2.7681,3.9880,0.2208,98.88,22.810,0.747,32.4605,32.4491,5.7467,5.8076,1024.9719,1024.9629,1489.28,1489.27,0.0000e+00
24.000,10.5226,10.5502,3.608583,3.609873,2.1534,2.7304,5.9226,0.3220,64.49,23.802,0.423,32.4743,32.4626,5.6523,5.6943,1025.0010,1024.9871,1489.03,1489.11,0.0000e+00
25.000,10.4506,10.4587,3.603755,3.603412,2.1097,2.6606,6.9791,0.3583,88.89,24.794,0.554,32.4897,32.4791,5.5019,5.5296,1025.0298,1025.0201,1488.81,1488.82,0.0000e+00
26.000,10.3776,10.3775,3.598364,3.597828,2.0857,2.6338,7.3110,0.3817,81.61,25.785,0.578,32.5005,32.4952,5.4623,5.4991,1025.0552,1025.0511,1488.58,1488.57,0.0000e+00
27.000,10.3521,10.3534,3.596544,3.596246,2.0600,2.5959,8.3968,0.3317,98.93,26.777,0.447,32.5046,32.5004,5.3487,5.3483,1025.0673,1025.0638,1488.51,1488.50,0.0000e+00
28.000,10.2873,10.2871,3.592189,3.591653,2.0196,2.5184,8.0775,0.3357,98.86,27.769,0.628,32.5184,32.5132,5.0983,5.0683,1025.0935,1025.0896,1488.31,1488.30,0.0000e+00
29.000,10.1651,10.1645,3.584147,3.583370,1.9746,2.4484,8.9802,0.4487,74.41,28.760,0.717,32.5465,32.5392,4.9077,4.9080,1025.1407,1025.1351,1487.92,1487.91,0.0000e+00
30.000,10.0606,10.0600,3.576999,3.576371,1.9276,2.3917,10.9124,0.5873,74.35,29.752,0.535,32.5679,32.5620,4.7979,4.8266,1025.1794,1025.1749,1487.58,1487.57,0.0000e+00
31.000,9.9883,9.9889,3.571679,3.571471,1.8765,2.3362,8.7362,0.4290,95.20,30.744,0.384,32.5786,32.5759,4.7183,4.7343,1025.2044,1025.2022,1487.35,1487.35,0.0000e+00
32.000,9.9388,9.9383,3.568079,3.567664,1.8475,2.2965,8.2550,0.3824,98.56,31.735,0.708,32.5863,32.5825,4.6126,4.6030,1025.2231,1025.2203,1487.20,1487.19,0.0000e+00
33.000,9.8702,9.8708,3.563075,3.562646,1.8220,2.2553,8.4841,0.4915,98.84,32.727,0.693,32.5970,32.5921,4.5049,4.4952,1025.2474,1025.2435,1486.98,1486.98,0.0000e+00
34.000,9.6645,9.6639,3.548967,3.548345,1.7842,2.2081,6.0947,0.4219,57.08,33.719,0.408,32.6392,32.6334,4.4106,4.4140,1025.3187,1025.3142,1486.30,1486.29,0.0000e+00
35.000,9.5681,9.5709,3.542277,3.541941,1.7492,2.1641,3.3955,0.2054,77.95,34.710,0.580,32.6579,32.6519,4.3424,4.3436,1025.3535,1025.3484,1485.99,1485.99,0.0000e+00
36.000,9.4377,9.4388,3.533851,3.533389,1.7335,2.1500,2.8817,0.1872,78.37,35.702,0.649,32.6898,32.6841,4.3432,4.3556,1025.4041,1025.3995,1485.56,1485.56,0.0000e+00
37.000,9.3256,9.3253,3.526374,3.525955,1.7247,2.1477,1.4820,0.1315,98.30,36.693,0.498,32.7149,32.7108,4.3773,4.3919,1025.4463,1025.4431,1485.20,1485.20,0.0000e+00
38.000,9.2827,9.2827,3.523283,3.523146,1.7235,2.1546,0.8210,0.1002,98.85,37.685,0.543,32.7218,32.7204,4.4346,4.4478,1025.4631,1025.4619,1485.07,1485.07,0.0000e+00
39.000,9.2275,9.2270,3.519558,3.519303,1.7314,2.1725,0.8121,0.1021,75.26,38.677,0.604,32.7335,32.7313,4.5059,4.5131,1025.4856,1025.4840,1484.90,1484.89,0.0000e+00
40.000,9.1612,9.1606,3.514951,3.514743,1.7425,2.1869,0.6947,0.2035,72.87,39.668,0.462,32.7463,32.7447,4.5587,4.5590,1025.5106,1025.5095,1484.68,1484.68,0.0000e+00
41.000,9.0437,9.0420,3.506942,3.506130,1.7581,2.2143,0.5052,0.0768,87.09,40.660,0.507,32.7709,32.7640,4.6518,4.6696,1025.5530,1025.5479,1484.30,1484.28,0.0000e+00
42.000,8.8220,8.8217,3.491670,3.491180,1.7714,2.2367,0.3508,0.0822,98.82,41.651,0.670,32.8161,32.8113,4.7223,4.7425,1025.6275,1025.6238,1483.55,1483.54,0.0000e+00
43.000,8.7910,8.7907,3.489535,3.489370,1.7825,2.2510,0.2613,0.0585,98.79,42.643,0.568,32.8220,32.8206,4.7572,4.7649,1025.6415,1025.6404,1483.46,1483.45,0.0000e+00
44.000,8.7503,8.7504,3.487300,3.487222,1.7936,2.2585,0.2598,0.1955,65.37,43.635,0.445,32.8359,32.8350,4.7572,4.7540,1025.6632,1025.6625,1483.34,1483.34,0.0000e+00
45.000,8.6698,8.6699,3.482943,3.482698,1.7944,2.2542,0.2712,0.0457,80.58,44.626,0.609,32.8646,32.8620,4.7310,4.7422,1025.7026,1025.7006,1483.09,1483.09,0.0000e+00
