PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,Sbeox1V,FlECO-AFL,TurbWETntu0,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Sbeox1ML/L,Density00,Density11,SvCM,SvCM1,Flag
3.000,14.8069,14.7538,4.082995,3.941419,2.4015,3.6841,0.7050,0.3271,98.88,2.978,0.101,33.2664,32.0245,6.0139,7.9708,1024.6908,1023.7448,1504.09,1502.48,0.0000e+00
4.000,14.6143,14.6461,4.064500,4.021818,2.3830,3.8689,0.7923,0.3317,98.89,3.971,0.464,33.2622,32.8459,5.9642,8.2838,1024.7331,1024.4053,1503.49,1503.10,0.0000e+00
5.000,13.8036,14.5718,3.990988,4.047119,2.3648,3.9817,0.9091,0.3839,98.90,4.963,0.342,33.2840,33.1393,5.9692,8.4640,1024.9247,1024.6518,1500.91,1503.22,0.0000e+00
6.000,13.1168,13.1876,3.927835,3.988795,2.2917,3.1583,0.4708,0.1921,98.90,5.956,0.384,33.2907,33.8035,5.8203,5.6627,1025.0727,1025.4556,1498.66,1499.50,0.0000e+00
7.000,12.9786,13.0566,3.915422,3.953819,2.2669,2.8379,0.5791,0.2397,98.89,6.949,0.548,33.2942,33.5892,5.7326,5.2605,1025.1072,1025.3201,1498.22,1498.83,0.0000e+00
8.000,12.6775,12.8627,3.889169,3.950518,2.2367,2.6490,0.6980,0.2538,98.88,7.941,0.435,33.3095,33.7301,5.6680,4.9763,1025.1825,1025.4722,1497.24,1498.36,0.0000e+00
9.000,12.4227,12.5284,3.865928,3.950896,2.2036,2.5016,0.7847,0.2505,94.54,8.934,0.425,33.3124,34.0338,5.5868,4.7443,1025.2387,1025.7775,1496.40,1497.61,0.0000e+00
10.000,12.2898,12.4007,3.854504,3.918970,2.1732,2.4160,0.9392,0.2491,82.53,9.927,0.585,33.3203,33.8418,5.4921,4.5826,1025.2747,1025.6579,1495.97,1496.97,0.0000e+00
11.000,12.1787,12.2440,3.844646,3.902908,2.1491,2.3676,1.1589,0.2426,73.97,10.919,0.500,33.3237,33.8280,5.4348,4.6112,1025.3030,1025.6819,1495.61,1496.44,0.0000e+00
12.000,12.0925,12.1536,3.837403,3.895259,2.1209,2.4167,1.1164,0.2357,99.66,11.912,0.522,33.3302,33.8354,5.3495,4.9600,1025.3289,1025.7093,1495.34,1496.16,0.0000e+00
