PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,Sbeox1V,FlECO-AFL,TurbWETntu0,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Sbeox1ML/L,Density00,Density11,SvCM,SvCM1,Flag
3.000,13.0558,13.0550,3.928630,3.928916,2.4617,3.1684,1.3820,0.1190,80.24,2.978,0.291,33.3530,33.3564,6.4946,6.5478,1025.1195,1025.1223,1498.48,1498.48,0.0000e+00
4.000,13.0207,13.0234,3.926163,3.927005,2.4608,3.1746,1.4964,0.1270,71.09,3.970,0.360,33.3602,33.3658,6.4927,6.5701,1025.1365,1025.1403,1498.39,1498.40,0.0000e+00
5.000,13.0451,13.0461,3.928387,3.928888,2.4589,3.1719,1.3003,0.1216,87.40,4.962,0.372,33.3593,33.3632,6.4760,6.5571,1025.1355,1025.1383,1498.48,1498.49,0.0000e+00
6.000,13.0282,13.0188,3.927166,3.926806,2.4566,3.1731,1.3662,0.1041,98.61,5.955,0.582,33.3622,33.3671,6.4757,6.5694,1025.1455,1025.1512,1498.45,1498.42,0.0000e+00
7.000,12.9971,12.9873,3.923839,3.921932,2.4555,3.1708,1.5143,0.1448,90.45,6.947,0.362,33.3577,33.3483,6.4771,6.5649,1025.1527,1025.1474,1498.35,1498.31,0.0000e+00
8.000,12.9008,12.8840,3.912581,3.915320,2.4531,3.1692,1.5697,0.1992,49.61,7.940,0.327,33.3354,33.3762,6.4787,6.5712,1025.1589,1025.1938,1498.02,1498.01,0.0000e+00
9.000,12.8441,12.7977,3.909676,3.907337,2.4492,3.1617,1.5268,0.1345,59.03,8.932,0.545,33.3574,33.3761,6.4681,6.5631,1025.1916,1025.2152,1497.87,1497.74,0.0000e+00
10.000,12.7251,12.6489,3.896642,3.895110,2.4466,3.1618,1.8212,0.1508,103.87,9.925,0.364,33.3380,33.3909,6.4931,6.5957,1025.2044,1025.2602,1497.47,1497.27,0.0000e+00
11.000,12.6651,12.6285,3.894519,3.893359,2.4414,3.1550,1.7071,0.1319,98.72,10.917,0.307,33.3704,33.3918,6.4647,6.5705,1025.2457,1025.2694,1497.32,1497.22,0.0000e+00
12.000,12.6088,12.5938,3.889924,3.890463,2.4350,3.1462,2.0173,0.1478,98.88,11.910,0.462,33.3759,33.3944,6.4391,6.5430,1025.2654,1025.2826,1497.15,1497.12,0.0000e+00
13.000,12.5826,12.5748,3.888290,3.888453,2.4261,3.1346,2.4672,0.1717,98.88,12.902,0.540,33.3832,33.3916,6.4115,6.5175,1025.2806,1025.2887,1497.09,1497.07,0.0000e+00
14.000,12.5197,12.4956,3.880849,3.880734,2.4182,3.1201,2.6102,0.1729,90.44,13.895,0.409,33.3674,33.3877,6.3942,6.4864,1025.2850,1025.3054,1496.87,1496.82,0.0000e+00
15.000,12.3898,12.3355,3.866509,3.865936,2.3904,3.0703,4.5210,0.3022,70.64,14.887,0.508,33.3447,33.3875,6.2195,6.3108,1025.2969,1025.3406,1496.42,1496.29,0.0000e+00
16.000,12.2033,12.1780,3.849082,3.851887,2.3556,3.0147,8.3886,0.6125,74.56,15.879,0.482,33.3425,33.3922,6.1056,6.1872,1025.3354,1025.3787,1495.80,1495.78,0.0000e+00
17.000,12.0291,11.9746,3.834461,3.834124,2.3201,2.9687,11.4095,0.7082,61.47,16.872,0.428,33.3562,33.4018,6.0307,6.1176,1025.3835,1025.4292,1495.24,1495.11,0.0000e+00
18.000,11.8370,11.7501,3.818534,3.815512,2.2378,2.8243,8.4591,0.6252,39.87,17.864,0.513,33.3731,33.4219,5.6481,5.6758,1025.4372,1025.4913,1494.62,1494.38,0.0000e+00
