PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,Sbeox1V,FlECO-AFL,TurbWETntu0,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Sbeox1ML/L,Density00,Density11,SvCM,SvCM1,Flag
3.000,16.7072,16.7010,4.172728,4.172701,2.3794,3.0491,0.4271,0.0888,-10.31,2.977,0.280,32.4827,32.4875,5.7945,5.8620,1023.6644,1023.6695,1509.11,1509.10,0.0000e+00
4.000,16.6047,16.6036,4.163392,4.163573,2.3753,3.0323,0.4353,0.0887,97.56,3.969,0.379,32.4842,32.4867,5.7572,5.8134,1023.6936,1023.6957,1508.81,1508.81,0.0000e+00
5.000,16.5373,16.5129,4.157363,4.154720,2.3616,3.0229,0.4649,0.0888,98.88,4.961,0.728,32.4860,32.4828,5.7335,5.8181,1023.7149,1023.7179,1508.63,1508.55,0.0000e+00
6.000,16.1908,16.1734,4.126078,4.122333,2.3653,3.0270,0.4487,0.0992,98.88,5.953,0.826,32.4940,32.4753,5.8082,5.8717,1023.8044,1023.7940,1507.59,1507.51,0.0000e+00
7.000,15.8580,15.8635,4.094928,4.094655,2.3655,3.0298,0.4585,0.1059,98.88,6.945,0.476,32.4915,32.4846,5.8474,5.9114,1023.8818,1023.8752,1506.57,1506.58,0.0000e+00
8.000,15.7690,15.7658,4.087261,4.086655,2.3677,3.0311,0.5609,0.1036,98.88,7.937,0.596,32.4962,32.4935,5.8609,5.9139,1023.9096,1023.9083,1506.32,1506.30,0.0000e+00
9.000,15.7278,15.7270,4.084569,4.084055,2.3651,3.0280,0.7417,0.1811,98.88,8.929,0.899,32.5059,32.5020,5.8477,5.9104,1023.9307,1023.9278,1506.21,1506.21,0.0000e+00
10.000,15.6581,15.6561,4.079594,4.079003,2.3632,3.0263,0.6709,0.1342,98.88,9.922,0.782,32.5187,32.5151,5.8431,5.9082,1023.9604,1023.9581,1506.03,1506.02,0.0000e+00
11.000,15.4972,15.4885,4.066879,4.065483,2.3552,3.0123,0.7152,0.1366,81.24,10.914,0.429,32.5379,32.5326,5.8221,5.8793,1024.0151,1024.0130,1505.56,1505.53,0.0000e+00
12.000,15.1364,15.1085,4.039242,4.036090,2.3410,2.9895,0.7493,0.1663,99.94,11.906,0.507,32.5891,32.5840,5.8204,5.8801,1024.1378,1024.1400,1504.50,1504.41,0.0000e+00
13.000,14.7858,14.7758,4.016304,4.013156,2.3356,2.9904,0.8223,0.1593,98.88,12.898,0.638,32.6745,32.6543,5.8595,5.9288,1024.2835,1024.2701,1503.50,1503.44,0.0000e+00
14.000,14.4832,14.4817,3.991451,3.990193,2.3318,2.9831,0.8798,0.1584,76.54,13.890,0.519,32.7025,32.6923,5.8765,5.9274,1024.3738,1024.3663,1502.58,1502.56,0.0000e+00
