PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,Sbeox1V,FlECO-AFL,TurbWETntu0,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Sbeox1ML/L,Density00,Density11,SvCM,SvCM1,Flag
3.000,14.7762,14.7740,3.917189,3.917655,2.3331,2.9933,1.8680,0.1839,98.88,2.974,0.272,31.7887,31.7946,5.8910,5.9635,1023.5585,1023.5636,1502.27,1502.27,0.0000e+00
4.000,14.7749,14.7729,3.917229,3.917645,2.3346,2.9916,1.8697,0.1882,98.88,3.965,0.417,31.7897,31.7951,5.9017,5.9605,1023.5640,1023.5686,1502.28,1502.28,0.0000e+00
5.000,14.7762,14.7743,3.917330,3.917750,2.3343,2.9946,1.9025,0.1904,98.88,4.956,0.894,31.7892,31.7945,5.8948,5.9665,1023.5678,1023.5724,1502.30,1502.31,0.0000e+00
6.000,14.7777,14.7752,3.917481,3.917859,2.3331,2.9936,1.8513,0.2019,98.88,5.947,0.824,31.7890,31.7944,5.8910,5.9622,1023.5718,1023.5766,1502.32,1502.32,0.0000e+00
7.000,14.7763,14.7740,3.917438,3.917789,2.3315,2.9885,1.8467,0.2036,98.88,6.938,0.390,31.7893,31.7943,5.8904,5.9533,1023.5768,1023.5812,1502.34,1502.34,0.0000e+00
8.000,14.7765,14.7746,3.917512,3.917898,2.3319,2.9881,1.8833,0.1848,98.88,7.930,0.397,31.7894,31.7945,5.8994,5.9547,1023.5814,1023.5857,1502.36,1502.36,0.0000e+00
9.000,14.7765,14.7745,3.917563,3.917959,2.3337,2.9877,1.9108,0.1871,65.85,8.921,0.572,31.7895,31.7947,5.8979,5.9511,1023.5859,1023.5903,1502.37,1502.37,0.0000e+00
10.000,14.7735,14.7733,3.917530,3.918000,2.3289,2.9821,1.9279,0.1787,97.30,9.912,0.452,31.7913,31.7957,5.8555,5.9188,1023.5924,1023.5957,1502.38,1502.39,0.0000e+00
11.000,14.6683,14.6781,3.910437,3.911241,2.3082,2.9464,1.9759,0.1933,98.88,10.903,0.367,31.8127,31.8120,5.7261,5.8190,1023.6355,1023.6329,1502.08,1502.11,0.0000e+00
12.000,14.4054,14.4101,3.889769,3.889422,2.2636,2.9277,1.9810,0.1866,64.74,11.894,0.597,31.8401,31.8331,5.5735,5.8532,1023.7162,1023.7098,1501.28,1501.29,0.0000e+00
13.000,13.9673,14.0116,3.861694,3.858515,2.2401,2.9344,2.0773,0.1911,97.07,12.885,0.539,31.9445,31.8785,5.5464,5.9203,1023.8918,1023.8317,1499.99,1500.06,0.0000e+00
14.000,13.9358,13.9383,3.857629,3.852758,2.1912,2.8546,2.0016,0.2033,40.90,13.877,0.600,31.9328,31.8859,5.4697,5.5765,1023.8937,1023.8570,1499.90,1499.85,0.0000e+00
15.000,13.8654,13.8367,3.856141,3.845859,2.1788,2.8074,1.8243,0.2009,98.29,14.868,0.924,31.9774,31.9062,5.3806,5.4989,1023.9469,1023.8978,1499.73,1499.56,0.0000e+00
16.000,13.4539,13.4162,3.848042,3.809845,2.1557,2.7745,1.3661,0.1675,98.86,15.859,0.647,32.2472,31.9222,5.3129,5.4981,1024.2428,1023.9992,1498.71,1498.20,0.0000e+00
17.000,13.0658,13.0270,3.802576,3.779308,2.1052,2.7188,1.0805,0.1401,57.35,16.850,0.478,32.1489,31.9627,5.3056,5.4404,1024.2484,1024.1120,1497.32,1496.97,0.0000e+00
18.000,12.8713,12.8620,3.787051,3.766611,2.1056,2.6977,1.0397,0.1486,96.36,17.841,0.546,32.1672,31.9819,5.3784,5.4250,1024.3051,1024.1635,1496.70,1496.45,0.0000e+00
19.000,12.7736,12.7659,3.763212,3.759596,2.0978,2.6718,0.9476,0.1353,98.86,18.832,0.410,32.0242,31.9965,5.2984,5.3560,1024.2179,1024.1979,1496.22,1496.16,0.0000e+00
20.000,12.6870,12.6823,3.754374,3.753094,2.0794,2.6427,0.9439,0.1778,98.86,19.823,0.751,32.0135,32.0054,5.2067,5.2796,1024.2308,1024.2254,1495.93,1495.91,0.0000e+00
21.000,12.5304,12.5269,3.742475,3.741032,2.0653,2.6252,0.9202,0.1401,98.86,20.815,0.845,32.0332,32.0224,5.1874,5.2643,1024.2805,1024.2728,1495.44,1495.42,0.0000e+00
22.000,12.2803,12.2722,3.724002,3.721822,2.0543,2.6129,0.8443,0.1361,98.86,21.806,0.568,32.0699,32.0559,5.2039,5.2762,1024.3609,1024.3516,1494.65,1494.60,0.0000e+00
23.000,12.0913,12.0938,3.709960,3.709483,2.0409,2.5968,0.7675,0.1129,98.85,22.797,0.433,32.0967,32.0900,5.2156,5.2720,1024.4217,1024.4160,1494.05,1494.05,0.0000e+00
24.000,12.0668,12.0655,3.707869,3.707636,2.0352,2.5895,0.7540,0.1112,79.16,23.788,0.413,32.0973,32.0961,5.1979,5.2498,1024.4312,1024.4306,1493.98,1493.98,0.0000e+00
25.000,12.0726,12.0710,3.708837,3.708873,2.0253,2.5700,0.7443,0.1181,99.42,24.779,0.762,32.1011,32.1028,5.1144,5.1614,1024.4376,1024.4392,1494.02,1494.02,0.0000e+00
26.000,11.9884,11.9873,3.703649,3.702717,2.0121,2.5502,0.7788,0.1305,98.86,25.770,0.850,32.1232,32.1152,5.0613,5.1231,1024.4749,1024.4689,1493.78,1493.76,0.0000e+00
