PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,Sbeox1V,FlECO-AFL,TurbWETntu0,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Sbeox1ML/L,Density00,Density11,SvCM,SvCM1,Flag
4.000,13.7865,13.7755,3.966333,3.965245,2.5304,3.2656,1.9303,0.3613,-9.64,3.969,0.275,33.0695,33.0688,6.6271,6.7043,1024.7573,1024.7591,1500.58,1500.54,0.0000e+00
5.000,13.7799,13.7821,3.964741,3.966023,2.5288,3.2622,1.9094,0.3348,18.95,4.961,0.383,33.0600,33.0700,6.6240,6.6935,1024.7559,1024.7631,1500.56,1500.58,0.0000e+00
6.000,13.7825,13.7807,3.965709,3.965980,2.5261,3.2577,1.9939,0.3630,3.29,5.954,0.703,33.0663,33.0704,6.6078,6.6838,1024.7647,1024.7682,1500.59,1500.59,0.0000e+00
7.000,13.7815,13.7793,3.965701,3.965920,2.5264,3.2591,2.0834,0.3299,67.19,6.946,0.403,33.0668,33.0707,6.6168,6.6916,1024.7697,1024.7731,1500.60,1500.60,0.0000e+00
8.000,13.7802,13.7787,3.965638,3.965903,2.5257,3.2595,2.2196,0.3429,68.43,7.938,0.566,33.0669,33.0706,6.6060,6.6878,1024.7745,1024.7777,1500.62,1500.62,0.0000e+00
9.000,13.7786,13.7778,3.965560,3.965855,2.5230,3.2546,2.6170,0.3512,98.95,8.930,0.480,33.0671,33.0705,6.6041,6.6733,1024.7795,1024.7823,1500.63,1500.63,0.0000e+00
10.000,13.7649,13.7581,3.964349,3.964048,2.5230,3.2507,3.0398,0.3518,49.44,9.923,0.707,33.0672,33.0704,6.6099,6.6689,1024.7869,1024.7907,1500.60,1500.58,0.0000e+00
11.000,13.7545,13.7463,3.963348,3.962924,2.5224,3.2488,3.0715,0.4314,98.08,10.915,0.779,33.0666,33.0697,6.6038,6.6672,1024.7929,1024.7970,1500.58,1500.56,0.0000e+00
12.000,13.7462,13.7475,3.962597,3.963118,2.5163,3.2397,3.3248,0.3817,98.88,11.907,0.484,33.0664,33.0701,6.5699,6.6357,1024.7990,1024.8016,1500.57,1500.58,0.0000e+00
13.000,13.7134,13.7121,3.959698,3.959722,2.5043,3.2214,3.4466,0.3175,98.88,12.900,0.893,33.0672,33.0686,6.5154,6.5834,1024.8108,1024.8121,1500.48,1500.48,0.0000e+00
