PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,Sbeox1V,FlECO-AFL,TurbWETntu0,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Sbeox1ML/L,Density00,Density11,SvCM,SvCM1,Flag
4.000,16.2510,16.2553,4.115892,4.116857,2.3680,3.0168,0.1870,0.0874,84.32,3.968,0.325,32.3563,32.3613,5.8113,5.8258,1023.6762,1023.6790,1507.58,1507.60,0.0000e+00
5.000,16.2444,16.2436,4.115477,4.115905,2.3659,3.0181,0.1950,0.1017,20.92,4.959,0.349,32.3576,32.3620,5.8008,5.8357,1023.6831,1023.6867,1507.58,1507.58,0.0000e+00
6.000,16.2226,16.2340,4.113479,4.114954,2.3645,3.0157,0.1913,0.1029,101.10,5.951,0.605,32.3575,32.3612,5.7984,5.8346,1023.6924,1023.6926,1507.53,1507.57,0.0000e+00
7.000,16.2252,16.2289,4.113703,4.114459,2.3634,3.0170,0.1880,0.1051,98.88,6.943,0.566,32.3569,32.3606,5.7936,5.8402,1023.6958,1023.6977,1507.55,1507.57,0.0000e+00
8.000,16.1910,16.1830,4.110729,4.110158,2.3620,3.0168,0.1933,0.1005,98.88,7.935,0.470,32.3582,32.3597,5.8040,5.8477,1023.7090,1023.7119,1507.47,1507.44,0.0000e+00
9.000,16.0497,16.0852,4.097493,4.100180,2.3652,3.0214,0.1891,0.1021,98.88,8.927,0.540,32.3565,32.3513,5.8386,5.8786,1023.7439,1023.7319,1507.04,1507.15,0.0000e+00
10.000,15.9217,15.9240,4.084474,4.084412,2.3676,3.0296,0.2165,0.1042,98.88,9.919,0.465,32.3458,32.3433,5.8474,5.9105,1023.7688,1023.7664,1506.65,1506.66,0.0000e+00
11.000,15.8662,15.8555,4.079015,4.078501,2.3630,3.0294,0.2022,0.1136,94.06,10.911,0.668,32.3425,32.3466,5.8333,5.8982,1023.7831,1023.7887,1506.49,1506.46,0.0000e+00
12.000,15.7124,15.8103,4.067275,4.073424,2.3625,3.0167,0.2185,0.1094,98.87,11.903,0.662,32.3638,32.3380,5.8263,5.8450,1023.8377,1023.7963,1506.05,1506.33,0.0000e+00
13.000,15.4797,15.7622,4.042326,4.070498,2.3461,2.9796,0.2181,0.1100,98.93,12.894,0.419,32.3323,32.3512,5.7853,5.7860,1023.8694,1023.8217,1505.30,1506.21,0.0000e+00
14.000,13.7240,13.8143,3.884367,3.882652,2.3459,3.0485,0.3252,0.1229,98.88,13.886,0.504,32.3573,32.2636,6.1512,6.3300,1024.2634,1024.1707,1499.69,1499.86,0.0000e+00
15.000,12.2860,12.2796,3.753229,3.747088,2.3689,3.0821,0.4363,0.2087,98.85,14.878,0.704,32.3478,32.2945,6.4331,6.5383,1024.5436,1024.5034,1494.88,1494.80,0.0000e+00
