PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,Sbeox1V,FlECO-AFL,TurbWETntu0,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Sbeox1ML/L,Density00,Density11,SvCM,SvCM1,Flag
4.000,15.0561,15.0557,3.988133,3.989260,2.4109,3.1001,1.1586,0.1314,98.88,3.966,0.190,32.1987,32.2092,6.0949,6.1723,1023.8189,1023.8272,1503.66,1503.67,0.0000e+00
5.000,14.7259,14.7434,3.958455,3.959822,2.4098,3.0964,0.9406,0.1358,98.88,4.957,0.365,32.2029,32.2008,6.1463,6.2092,1023.8972,1023.8919,1502.62,1502.68,0.0000e+00
6.000,14.6974,14.6907,3.955581,3.955133,2.4114,3.1008,1.0244,0.1480,98.32,5.949,0.452,32.2000,32.2015,6.1505,6.2253,1023.9055,1023.9081,1502.55,1502.53,0.0000e+00
7.000,14.6652,14.6634,3.952660,3.952715,2.4122,3.1012,1.1648,0.1469,97.50,6.940,0.524,32.1998,32.2017,6.1590,6.2256,1023.9166,1023.9185,1502.46,1502.46,0.0000e+00
8.000,14.6281,14.6262,3.949360,3.948901,2.4124,3.0997,1.0735,0.1310,98.86,7.932,0.517,32.2001,32.1975,6.1638,6.2238,1023.9292,1023.9276,1502.36,1502.35,0.0000e+00
9.000,14.5917,14.5896,3.946000,3.945992,2.4127,3.0951,1.1469,0.1321,98.50,8.923,0.567,32.1994,32.2011,6.1600,6.2120,1023.9408,1023.9426,1502.26,1502.25,0.0000e+00
10.000,14.5569,14.5554,3.942840,3.942805,2.4079,3.0896,1.1301,0.1500,98.49,9.915,0.560,32.1991,32.2001,6.1404,6.2086,1023.9524,1023.9534,1502.16,1502.16,0.0000e+00
11.000,14.4438,14.4388,3.929828,3.931978,2.4046,3.0888,1.1178,0.1401,98.53,10.906,0.505,32.1741,32.1978,6.1567,6.2266,1023.9613,1023.9806,1501.78,1501.79,0.0000e+00
12.000,14.3485,14.3464,3.923850,3.923611,2.4029,3.0885,1.0813,0.1475,98.63,11.898,0.513,32.1984,32.1979,6.1580,6.2363,1024.0044,1024.0045,1501.52,1501.51,0.0000e+00
13.000,14.2962,14.2947,3.919066,3.918969,2.3985,3.0849,1.2314,0.1380,98.70,12.889,0.547,32.1977,32.1981,6.1437,6.2264,1024.0193,1024.0199,1501.36,1501.36,0.0000e+00
14.000,14.2699,14.2673,3.916725,3.916555,2.3925,3.0777,1.1267,0.1382,98.88,13.881,0.591,32.1979,32.1985,6.1155,6.2038,1024.0294,1024.0304,1501.29,1501.29,0.0000e+00
15.000,14.1422,14.1389,3.905923,3.905139,2.3836,3.0652,1.7283,0.2986,98.88,14.872,0.553,32.2049,32.2004,6.1123,6.2295,1024.0657,1024.0629,1500.91,1500.89,0.0000e+00
16.000,13.8406,13.8321,3.880436,3.878267,2.3902,3.1179,1.5996,0.1532,65.39,15.863,0.481,32.2221,32.2092,6.3601,6.5491,1024.1453,1024.1371,1499.95,1499.91,0.0000e+00
17.000,13.0759,13.0740,3.815472,3.812588,2.4609,3.2379,1.8960,0.1839,99.65,16.855,0.544,32.2616,32.2362,6.8314,6.9638,1024.3336,1024.3143,1497.48,1497.45,0.0000e+00
18.000,12.8211,12.8194,3.792435,3.789633,2.5116,3.3002,2.2398,0.1698,98.88,17.846,0.688,32.2610,32.2359,6.9738,7.0888,1024.3875,1024.3684,1496.64,1496.61,0.0000e+00
19.000,12.7322,12.7315,3.784792,3.783897,2.5415,3.3324,2.5520,0.2254,98.88,18.838,0.664,32.2641,32.2561,7.0952,7.1991,1024.4116,1024.4055,1496.37,1496.35,0.0000e+00
20.000,12.6290,12.6297,3.776284,3.775676,2.5989,3.4034,4.1814,0.2696,69.11,19.829,0.466,32.2712,32.2648,7.2336,7.2786,1024.4415,1024.4364,1496.04,1496.04,0.0000e+00
21.000,12.4393,12.4404,3.761571,3.760508,2.5753,3.3012,11.5835,0.6860,71.55,20.821,0.413,32.2933,32.2822,6.7064,6.7576,1024.4994,1024.4906,1495.44,1495.43,0.0000e+00
22.000,12.1931,12.1929,3.741547,3.740809,2.4652,3.1292,45.9954,2.7741,99.33,21.812,0.488,32.3132,32.3062,6.2624,6.3484,1024.5660,1024.5606,1494.64,1494.63,0.0000e+00
23.000,11.9882,11.9877,3.725879,3.724628,2.3816,3.0168,34.2378,1.8836,98.89,22.803,0.599,32.3392,32.3275,6.0702,6.1680,1024.6290,1024.6201,1493.98,1493.97,0.0000e+00
24.000,11.7996,11.7990,3.710686,3.709832,2.3282,2.9540,18.5439,1.2689,98.88,23.795,0.625,32.3556,32.3478,5.9791,6.0723,1024.6812,1024.6753,1493.37,1493.36,0.0000e+00
25.000,11.6653,11.6618,3.700374,3.698947,2.2751,2.8875,14.9404,1.0348,90.81,24.786,0.463,32.3719,32.3611,5.8598,5.9557,1024.7230,1024.7153,1492.94,1492.92,0.0000e+00
