PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,Sbeox1V,FlECO-AFL,TurbWETntu0,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Sbeox1ML/L,Density00,Density11,SvCM,SvCM1,Flag
2.000,16.8281,16.8072,4.202989,4.201024,2.3968,3.0835,0.3343,0.0815,4.82,1.984,-0.146,32.6476,32.6476,5.8177,5.9163,1023.7585,1023.7634,1509.65,1509.59,0.0000e+00
3.000,16.9699,16.9642,4.215558,4.215320,2.3932,3.0807,0.2597,0.0741,3.57,2.976,0.209,32.6410,32.6435,5.7929,5.8977,1023.7247,1023.7280,1510.09,1510.07,0.0000e+00
4.000,17.0539,17.0444,4.223153,4.222892,2.3908,3.0791,0.2452,0.0810,2.51,3.968,0.401,32.6381,32.6436,5.7773,5.8820,1023.7073,1023.7137,1510.35,1510.33,0.0000e+00
5.000,17.0863,17.0815,4.226189,4.226422,2.3893,3.0786,0.2376,0.0684,2.56,4.960,0.459,32.6377,32.6436,5.7708,5.8760,1023.7038,1023.7095,1510.47,1510.46,0.0000e+00
6.000,17.0917,17.1000,4.226723,4.228117,2.3924,3.0741,0.2802,0.0727,1.86,5.952,0.615,32.6376,32.6429,5.7739,5.8626,1023.7069,1023.7090,1510.50,1510.53,0.0000e+00
7.000,17.1210,17.1238,4.229566,4.230473,2.3874,3.0716,0.2184,0.0861,91.43,6.944,0.435,32.6380,32.6435,5.7425,5.8529,1023.7047,1023.7084,1510.61,1510.62,0.0000e+00
8.000,17.1039,17.1210,4.228203,4.230188,2.3812,3.0651,0.1878,0.0755,99.09,7.936,0.532,32.6397,32.6430,5.7405,5.8539,1023.7145,1023.7130,1510.57,1510.63,0.0000e+00
9.000,16.9266,16.9528,4.213375,4.213667,2.3850,3.0779,0.3032,0.0750,98.88,8.928,0.636,32.6550,32.6362,5.7939,5.9064,1023.7720,1023.7516,1510.07,1510.13,0.0000e+00
10.000,16.6874,16.6894,4.190781,4.190559,2.3908,3.0781,0.4201,0.0996,98.88,9.920,0.574,32.6531,32.6496,5.8361,5.9237,1023.8307,1023.8275,1509.36,1509.36,0.0000e+00
11.000,16.6504,16.6503,4.187263,4.187109,2.3916,3.0781,0.4268,0.1021,98.88,10.912,0.511,32.6523,32.6511,5.8258,5.9249,1023.8430,1023.8421,1509.26,1509.26,0.0000e+00
12.000,16.6058,16.6052,4.183304,4.183180,2.3855,3.0701,0.5427,0.1280,98.88,11.904,0.355,32.6539,32.6533,5.8107,5.9223,1023.8589,1023.8586,1509.15,1509.14,0.0000e+00
13.000,16.3829,16.3860,4.164041,4.161738,2.3923,3.0942,0.6647,0.1151,90.19,12.895,0.723,32.6673,32.6447,5.9229,6.0399,1023.9248,1023.9067,1508.49,1508.48,0.0000e+00
14.000,15.9677,15.9704,4.124208,4.121602,2.4048,3.1074,0.6401,0.1242,98.82,13.887,0.964,32.6576,32.6323,6.0126,6.1032,1024.0159,1023.9958,1507.22,1507.20,0.0000e+00
15.000,15.7852,15.7862,4.105650,4.104645,2.4111,3.1112,0.6043,0.0952,98.88,14.879,0.904,32.6434,32.6337,6.0353,6.1228,1024.0503,1024.0426,1506.65,1506.64,0.0000e+00
16.000,15.7622,15.7611,4.103047,4.102428,2.4154,3.1175,0.6544,0.1045,98.88,15.871,0.502,32.6389,32.6344,6.0309,6.1289,1024.0564,1024.0531,1506.59,1506.58,0.0000e+00
17.000,15.6339,15.6348,4.091310,4.090671,2.4106,3.1087,0.7466,0.1051,84.40,16.863,0.512,32.6403,32.6339,5.9817,6.0964,1024.0904,1024.0852,1506.21,1506.20,0.0000e+00
18.000,15.4118,15.4123,4.071745,4.069957,2.4011,3.0899,0.7407,0.1044,99.18,17.855,0.848,32.6494,32.6330,5.9540,6.0602,1024.1508,1024.1381,1505.54,1505.52,0.0000e+00
19.000,15.2622,15.2620,4.064681,4.062852,2.3891,3.0750,0.6736,0.1021,98.88,18.847,0.871,32.7103,32.6940,5.9251,6.0489,1024.2348,1024.2224,1505.16,1505.13,0.0000e+00
20.000,14.8543,14.8557,4.032980,4.029526,2.3767,3.0641,0.6330,0.1124,98.88,19.839,0.734,32.7656,32.7329,5.9566,6.0971,1024.3701,1024.3446,1503.94,1503.90,0.0000e+00
21.000,14.1064,14.1055,3.964237,3.959775,2.3727,3.0723,0.8445,0.1383,98.88,20.831,0.529,32.7690,32.7286,6.0800,6.2217,1024.5349,1024.5039,1501.55,1501.50,0.0000e+00
22.000,13.3065,13.3022,3.887030,3.883995,2.3624,3.0508,1.2797,0.1274,90.28,21.823,0.461,32.7350,32.7102,6.1266,6.2366,1024.6763,1024.6580,1498.89,1498.85,0.0000e+00
23.000,12.9440,12.9398,3.853868,3.849999,2.3525,3.0316,1.3439,0.1455,98.93,22.815,0.878,32.7348,32.7018,6.1186,6.2137,1024.7526,1024.7278,1497.70,1497.65,0.0000e+00
24.000,12.6871,12.6870,3.830249,3.828256,2.3424,3.0109,1.5382,0.2368,98.88,23.806,0.816,32.7329,32.7140,6.1025,6.1858,1024.8058,1024.7912,1496.85,1496.83,0.0000e+00
25.000,12.2332,12.2373,3.790367,3.788028,2.3227,2.9836,2.4016,0.3251,98.88,24.798,0.410,32.7464,32.7203,6.0901,6.1846,1024.9075,1024.8864,1495.34,1495.32,0.0000e+00
26.000,11.7246,11.7252,3.745345,3.743234,2.2987,2.9557,2.7659,0.2818,80.68,25.790,0.562,32.7573,32.7362,6.1008,6.1988,1025.0160,1024.9995,1493.62,1493.60,0.0000e+00
27.000,11.7003,11.7005,3.746135,3.745701,2.2911,2.9421,2.7658,0.2641,94.32,26.782,0.559,32.7859,32.7816,6.0886,6.1600,1025.0471,1025.0437,1493.59,1493.59,0.0000e+00
28.000,11.6329,11.6360,3.743869,3.743588,2.2784,2.9197,3.5015,0.2880,97.39,27.774,0.490,32.8231,32.8176,6.0371,6.1016,1025.0929,1025.0881,1493.42,1493.42,0.0000e+00
29.000,11.5214,11.5232,3.734706,3.733659,2.2648,2.8987,3.5178,0.2654,98.87,28.766,0.645,32.8319,32.8201,6.0027,6.0696,1025.1247,1025.1152,1493.06,1493.05,0.0000e+00
30.000,11.4014,11.4063,3.723464,3.722766,2.2530,2.8850,3.4646,0.3135,77.58,29.758,0.432,32.8279,32.8167,5.9787,6.0504,1025.1479,1025.1384,1492.65,1492.66,0.0000e+00
31.000,11.3234,11.3247,3.719034,3.718620,2.2227,2.8319,4.3112,0.2856,85.59,30.749,0.512,32.8533,32.8481,5.8331,5.8760,1025.1864,1025.1821,1492.43,1492.43,0.0000e+00
32.000,11.1905,11.1917,3.712167,3.710481,2.2034,2.8031,3.6419,0.2712,97.61,31.741,0.743,32.9039,32.8861,5.7695,5.8212,1025.2541,1025.2401,1492.04,1492.02,0.0000e+00
33.000,11.0893,11.0917,3.704070,3.703272,2.1836,2.7753,3.2227,0.2942,98.85,32.733,0.631,32.9140,32.9039,5.7215,5.7725,1025.2846,1025.2763,1491.71,1491.71,0.0000e+00
34.000,10.9585,10.9597,3.690399,3.690770,2.1637,2.7505,3.1374,0.3576,98.87,33.725,0.550,32.8953,32.8979,5.6992,5.7555,1025.2979,1025.2997,1491.25,1491.25,0.0000e+00
35.000,10.9190,10.9182,3.687463,3.687086,2.1452,2.7305,3.2087,0.2630,74.19,34.717,0.373,32.9012,32.8982,5.6583,5.7080,1025.3140,1025.3118,1491.13,1491.13,0.0000e+00
36.000,10.8927,10.8918,3.685227,3.684711,2.1213,2.6877,3.2852,0.2285,79.83,35.709,0.761,32.9022,32.8979,5.5226,5.5444,1025.3239,1025.3207,1491.06,1491.05,0.0000e+00
37.000,10.8233,10.8246,3.679355,3.678773,2.1050,2.6612,3.2656,0.2686,98.99,36.700,1.002,32.9057,32.8988,5.4615,5.4949,1025.3434,1025.3378,1490.83,1490.83,0.0000e+00
38.000,10.6766,10.6802,3.667204,3.666264,2.0898,2.6440,3.3230,0.3217,98.87,37.692,0.815,32.9162,32.9036,5.4443,5.4912,1025.3818,1025.3714,1490.34,1490.34,0.0000e+00
39.000,10.6036,10.5854,3.659272,3.659402,2.0632,2.6167,2.1301,0.1613,64.91,38.684,0.495,32.9023,32.9200,5.4178,5.4681,1025.3882,1025.4052,1490.08,1490.04,0.0000e+00
40.000,10.5790,10.5791,3.659506,3.659584,2.0510,2.6044,2.0535,0.1547,99.11,39.676,0.898,32.9265,32.9271,5.3887,5.4417,1025.4158,1025.4163,1490.04,1490.04,0.0000e+00
41.000,10.5602,10.5602,3.659757,3.659700,2.0451,2.5986,2.5188,0.1841,97.42,40.668,0.760,32.9455,32.9449,5.3706,5.4232,1025.4385,1025.4380,1490.01,1490.01,0.0000e+00
42.000,10.5096,10.5056,3.657473,3.655724,2.0226,2.5607,2.2153,0.1631,88.81,41.659,0.436,32.9679,32.9540,5.2355,5.2787,1025.4692,1025.4590,1489.88,1489.84,0.0000e+00
43.000,10.3522,10.3488,3.645245,3.644200,1.9920,2.5124,2.0819,0.1479,99.17,42.651,0.784,32.9873,32.9798,5.1033,5.1559,1025.5159,1025.5107,1489.35,1489.33,0.0000e+00
44.000,10.1894,10.1870,3.631296,3.630089,1.9748,2.4915,1.9344,0.1624,98.85,43.643,0.769,32.9941,32.9841,5.0763,5.1412,1025.5535,1025.5461,1488.79,1488.77,0.0000e+00
45.000,10.0110,10.0104,3.615255,3.614748,1.9495,2.4637,1.7501,0.1359,98.85,44.635,0.398,32.9940,32.9893,5.0411,5.1059,1025.5881,1025.5846,1488.17,1488.16,0.0000e+00
46.000,9.8752,9.8747,3.603163,3.602675,1.9218,2.4281,1.7063,0.1228,93.88,45.627,0.561,32.9947,32.9902,5.0014,5.0468,1025.6159,1025.6125,1487.70,1487.69,0.0000e+00
47.000,9.7809,9.7806,3.594921,3.594497,1.9147,2.4200,1.6064,0.1186,98.78,46.618,0.642,32.9965,32.9925,5.0066,5.0533,1025.6375,1025.6344,1487.37,1487.37,0.0000e+00
48.000,9.7996,9.8000,3.599143,3.599656,1.9092,2.4163,1.3214,0.1027,81.64,47.610,0.697,33.0220,33.0269,4.9997,5.0468,1025.6589,1025.6626,1487.49,1487.50,0.0000e+00
49.000,9.8144,9.8145,3.602622,3.602743,1.9064,2.4119,1.1894,0.1063,64.50,48.602,0.756,33.0435,33.0446,4.9974,5.0353,1025.6777,1025.6786,1487.58,1487.59,0.0000e+00
