PrDM,T090C,T190C,C0S/m,C1S/m,Sbeox0V,Sbeox1V,FlECO-AFL,TurbWETntu0,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Sbeox1ML/L,Density00,Density11,SvCM,SvCM1,Flag
3.000,15.5082,15.4650,3.699223,3.702313,2.8410,3.6998,1.6653,0.4869,0.33,2.975,0.052,29.2752,29.3347,7.6647,7.7630,1021.4692,1021.5241,1501.69,1501.62,0.0000e+00
4.000,15.5503,15.5806,3.693188,3.692912,2.7658,3.5304,1.7773,0.5313,89.34,3.967,0.326,29.1915,29.1665,6.9963,7.0684,1021.4003,1021.3746,1501.74,1501.81,0.0000e+00
5.000,14.2495,14.3063,3.808296,3.796721,2.5479,3.2364,1.9642,0.5260,89.66,4.959,0.366,31.2343,31.0874,6.2164,6.4063,1023.2495,1023.1244,1499.94,1499.95,0.0000e+00
6.000,13.7535,13.9245,3.815975,3.810399,2.4254,3.0825,2.0061,0.3247,89.25,5.951,0.507,31.7029,31.5108,6.1080,6.1878,1023.7173,1023.5343,1498.89,1499.23,0.0000e+00
7.000,13.1154,13.0596,3.812703,3.810946,2.3993,3.0809,1.9588,0.3109,94.31,6.942,0.618,32.2068,32.2377,6.2206,6.3514,1024.2385,1024.2733,1497.39,1497.24,0.0000e+00
8.000,13.3023,13.4379,3.813847,3.813773,2.3500,2.9807,1.7837,0.3308,83.61,7.934,0.483,32.0585,31.9439,5.9086,5.9150,1024.0914,1023.9759,1497.85,1498.17,0.0000e+00
9.000,13.1130,13.0765,3.812517,3.810637,2.2870,2.8697,1.8631,0.3807,99.12,8.926,0.940,32.2061,32.2194,5.6044,5.6392,1024.2475,1024.2649,1497.41,1497.30,0.0000e+00
10.000,12.6531,12.6107,3.796681,3.791192,2.2414,2.8196,1.7430,0.3096,92.92,9.918,0.735,32.4488,32.4330,5.4881,5.5614,1024.5293,1024.5252,1496.17,1496.00,0.0000e+00
11.000,12.1230,12.1370,3.757601,3.755852,2.0917,2.5786,1.1460,0.2380,89.83,10.909,0.504,32.5330,32.5040,4.8645,4.8665,1024.7001,1024.6749,1494.48,1494.49,0.0000e+00
12.000,11.2263,11.1957,3.684761,3.676099,1.9918,2.4410,1.0501,0.2216,95.68,11.901,0.941,32.6103,32.5521,4.6181,4.6801,1024.9287,1024.8890,1491.48,1491.30,0.0000e+00
13.000,10.5591,10.5537,3.629561,3.626238,1.9424,2.3934,2.4019,0.4117,87.54,12.893,0.913,32.6563,32.6279,4.6266,4.7119,1025.0866,1025.0654,1489.20,1489.15,0.0000e+00
14.000,10.5133,10.5135,3.624827,3.623274,1.8931,2.3417,3.3909,0.3626,88.63,13.885,0.473,32.6495,32.6338,4.5924,4.6241,1025.0938,1025.0815,1489.04,1489.02,0.0000e+00
15.000,10.4550,10.4645,3.620395,3.619690,1.8091,2.2114,2.0790,0.1401,89.68,14.876,0.617,32.6570,32.6414,4.2246,4.1847,1025.1141,1025.1003,1488.86,1488.88,0.0000e+00
16.000,10.1400,10.1536,3.596557,3.594338,1.7608,2.1462,2.6646,0.2625,35.50,15.868,0.828,32.7001,32.6654,4.0673,4.0746,1025.2056,1025.1762,1487.80,1487.81,0.0000e+00
17.000,9.5829,9.7548,3.552094,3.549938,1.7134,2.0907,3.5122,0.3652,80.37,16.860,0.599,32.7529,32.5746,4.0042,4.0131,1025.3433,1025.1761,1485.86,1486.27,0.0000e+00
18.000,9.3527,9.3983,3.533806,3.532326,1.6591,2.0272,5.0377,0.3243,82.09,17.851,0.430,32.7752,32.7181,3.9329,3.9217,1025.4026,1025.3507,1485.06,1485.16,0.0000e+00
19.000,9.2789,9.3085,3.528617,3.527410,1.6266,1.9827,5.7741,0.3508,81.37,18.843,0.687,32.7889,32.7493,3.8280,3.7780,1025.4296,1025.3939,1484.82,1484.89,0.0000e+00
20.000,9.2210,9.2473,3.524342,3.523508,1.5978,1.9322,6.3210,0.3841,97.02,19.835,0.764,32.7974,32.7647,3.6733,3.6157,1025.4501,1025.4203,1484.64,1484.70,0.0000e+00
21.000,9.1326,9.1717,3.521699,3.520838,1.5574,1.8767,6.8466,0.9814,79.82,20.826,0.575,32.8511,32.8061,3.5122,3.4829,1025.5106,1025.4692,1484.39,1484.48,0.0000e+00
22.000,9.0296,9.0555,3.517366,3.516573,1.5078,1.8151,5.8483,0.3955,84.44,21.818,0.503,32.9007,32.8686,3.3972,3.3808,1025.5702,1025.5410,1484.09,1484.15,0.0000e+00
23.000,8.9825,8.9951,3.515552,3.514935,1.4778,1.7860,5.6594,0.3448,77.01,22.810,0.565,32.9250,32.9070,3.3825,3.3784,1025.6012,1025.5850,1483.96,1483.99,0.0000e+00
24.000,8.9070,8.9351,3.510921,3.509999,1.4650,1.7861,5.7379,0.3658,76.24,23.801,0.537,32.9464,32.9106,3.4599,3.4631,1025.6342,1025.6019,1483.73,1483.79,0.0000e+00
25.000,8.6960,8.7618,3.495932,3.495035,1.4710,1.8100,5.0936,0.3287,75.41,24.793,0.634,32.9855,32.9149,3.6055,3.6080,1025.7020,1025.6366,1483.01,1483.16,0.0000e+00
26.000,8.6037,8.6438,3.488458,3.487562,1.4890,1.8489,4.0934,0.2778,74.41,25.785,0.646,32.9927,32.9459,3.7662,3.7728,1025.7264,1025.6836,1482.69,1482.78,0.0000e+00
27.000,8.4883,8.5284,3.478689,3.478093,1.5203,1.9034,3.1112,0.2298,73.40,26.776,0.594,32.9974,32.9536,3.9513,3.9427,1025.7522,1025.7118,1482.28,1482.37,0.0000e+00
28.000,8.3837,8.4164,3.469891,3.469202,1.5557,1.9498,2.2412,0.2000,72.30,27.768,0.552,33.0021,32.9641,4.0532,4.0129,1025.7762,1025.7415,1481.91,1481.98,0.0000e+00
29.000,8.3023,8.3198,3.464137,3.463715,1.5777,1.9613,1.5170,0.1682,71.17,28.760,0.546,33.0171,32.9962,3.9967,3.9486,1025.8048,1025.7858,1481.64,1481.68,0.0000e+00
30.000,8.2771,8.2875,3.464595,3.464392,1.5748,1.9493,0.8334,0.1496,70.38,29.751,0.758,33.0452,33.0333,3.9285,3.9171,1025.8351,1025.8243,1481.59,1481.62,0.0000e+00
31.000,8.1973,8.2264,3.461508,3.461122,1.5742,1.9517,0.7139,0.1272,69.52,30.743,0.587,33.0872,33.0557,3.9592,3.9654,1025.8845,1025.8555,1481.36,1481.43,0.0000e+00
32.000,8.1312,8.1408,3.458881,3.458699,1.5847,1.9779,0.3657,0.1034,68.16,31.735,0.525,33.1211,33.1102,4.0830,4.1034,1025.9256,1025.9155,1481.17,1481.19,0.0000e+00
33.000,8.0835,8.1052,3.457340,3.457173,1.5980,2.0025,0.3101,0.1083,67.53,32.726,0.905,33.1493,33.1271,4.1675,4.1776,1025.9593,1025.9387,1481.04,1481.09,0.0000e+00
34.000,8.0597,8.0683,3.457283,3.457376,1.6098,2.0167,0.2735,0.1004,66.63,33.718,0.737,33.1709,33.1637,4.2124,4.2039,1025.9843,1025.9774,1480.99,1481.02,0.0000e+00
35.000,8.0664,8.0654,3.458620,3.458599,1.6286,2.0377,0.2936,0.0758,65.07,34.710,0.390,33.1783,33.1790,4.2571,4.2482,1025.9937,1025.9945,1481.04,1481.04,0.0000e+00
36.000,8.0667,8.0671,3.458802,3.458947,1.6422,2.0552,0.3090,0.0775,64.24,35.701,0.788,33.1795,33.1807,4.2895,4.2870,1025.9992,1026.0000,1481.06,1481.07,0.0000e+00
37.000,8.0671,8.0675,3.460076,3.460335,1.6480,2.0616,0.3508,0.0817,63.41,36.693,0.777,33.1922,33.1946,4.2931,4.2883,1026.0136,1026.0155,1481.09,1481.10,0.0000e+00
38.000,8.0551,8.0568,3.462206,3.462430,1.6532,2.0633,0.2659,0.0799,62.23,37.684,0.424,33.2259,33.2265,4.2728,4.2640,1026.0464,1026.0467,1481.11,1481.12,0.0000e+00
39.000,8.0569,8.0575,3.465029,3.465252,1.6507,2.0538,0.3781,0.0816,60.72,38.676,0.645,33.2537,33.2555,4.2125,4.2107,1026.0726,1026.0739,1481.17,1481.17,0.0000e+00
40.000,8.0451,8.0489,3.465440,3.465690,1.6450,2.0440,0.2050,0.0779,60.09,39.668,0.679,33.2688,33.2679,4.1790,4.1805,1026.0908,1026.0895,1481.16,1481.17,0.0000e+00
41.000,8.0346,8.0371,3.465633,3.465861,1.6372,2.0315,0.2721,0.0814,59.14,40.659,0.554,33.2804,33.2805,4.1300,4.1220,1026.1060,1026.1056,1481.15,1481.16,0.0000e+00
42.000,8.0239,8.0268,3.465624,3.465888,1.6229,2.0008,0.2265,0.1009,58.14,41.651,0.574,33.2900,33.2901,3.9972,3.9617,1026.1196,1026.1193,1481.13,1481.15,0.0000e+00
43.000,8.0134,8.0159,3.465725,3.465995,1.5934,1.9431,0.1939,0.0834,57.11,42.642,0.628,33.3007,33.3011,3.7682,3.7216,1026.1341,1026.1341,1481.12,1481.13,0.0000e+00
44.000,8.0063,8.0083,3.466400,3.466726,1.5532,1.8743,0.2109,0.0831,56.16,43.634,0.697,33.3141,33.3157,3.5348,3.4975,1026.1503,1026.1513,1481.13,1481.14,0.0000e+00
45.000,8.0003,8.0020,3.467889,3.468252,1.5039,1.8021,0.1861,0.1476,55.07,44.625,0.560,33.3352,33.3375,3.3422,3.3339,1026.1723,1026.1738,1481.15,1481.16,0.0000e+00
