"Survey Year","Trip identifier","Vessel name","Trip start date","Trip end date","GMA","PFMA","Set number","Set date","Start latitude","Start longitude","End latitude","End longitude","Bottom depth (m)","Tow duration (min)","Distance towed (m)","Vessel speed (m/min)","Trawl door spread (m)","Trawl mouth opening height (m)"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","102","38","2005-05-31","53.178733","-131.434133","53.179800","-131.463883","21.000000",19,"1990.000","111.66890","72.70",NA
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","102","39","2005-05-31","53.200050","-131.337016","53.185833","-131.343933","32.000000",23,"1650.000","93.33520","54.50",NA
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","102","42","2005-06-01","53.338866","-131.639850","53.354900","-131.641333","27.000000",23,"1790.000","101.66870","55.50","3.1"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","102","43","2005-06-01","53.363983","-131.649766","53.377333","-131.654683","27.000000",18,"1520.000","90.00180","55.60","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","102","44","2005-06-01","53.458933","-131.413616","53.442083","-131.415666","25.000000",21,"1880.000","98.33530","64.40","3.1"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","102","46","2005-06-01","53.563216","-131.350066","53.579183","-131.364483","23.000000",23,"2020.000","105.00210","64.40",NA
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","102","47","2005-06-01","53.611166","-131.381050","53.611350","-131.406350","23.000000",19,"1670.000","108.33550","64.40",NA
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","105","48","2005-06-02","53.656016","-131.217450","53.673483","-131.223583","31.000000",23,"2010.000","98.33530","54.70","3.1"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","105","49","2005-06-02","53.735450","-131.057883","53.760716","-131.057766","49.000000",20,"2830.000","93.33520","57.00","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","105","50","2005-06-02","53.772566","-131.004900","53.791266","-131.006783","53.000000",21,"2090.000","101.66870","56.90","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","105","51","2005-06-02","53.790400","-130.977000","53.806733","-130.981100","62.000000",22,"1840.000","93.33520","65.40","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","105","52","2005-06-02","53.823800","-131.038133","53.802066","-131.038766","60.000000",22,"2430.000","90.00180","64.30","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","104","53","2005-06-02","53.918983","-131.054983","53.902833","-131.045666","71.000000",22,"1900.000","93.33520","64.70","2.6"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","104","54","2005-06-02","53.954383","-130.999016","53.939566","-130.983283","58.000000",22,"1940.000","95.00190","62.20",NA
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","104","55","2005-06-02","53.955216","-131.067216","53.943366","-131.068600","71.000000",16,"1320.000","95.00190","62.60","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","104","56","2005-06-03","53.972050","-131.347500","53.983316","-131.331766","23.000000",23,"1750.000","86.66840","51.80",NA
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","104","57","2005-06-03","54.039850","-131.266100","54.020833","-131.259983","25.000000",23,"2160.000","105.00210","56.50",NA
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","104","58","2005-06-03","54.059383","-131.289600","54.041450","-131.288533","25.000000",22,"2010.000","98.33530","55.90","3.1"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","104","59","2005-06-03","54.007866","-131.131283","53.993883","-131.123566","40.000000",22,"1640.000","86.66840","52.30","3.1"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","104","60","2005-06-03","54.046133","-131.083616","54.030416","-131.082983","71.000000",22,"1750.000","93.33520","63.60","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","104","61","2005-06-03","54.062083","-131.053716","54.076683","-131.048833","89.000000",17,"1660.000","105.00210","68.00","2.2"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","104","62","2005-06-03","54.097716","-131.071150","54.082816","-131.073966","67.000000",22,"1680.000","90.00180","55.70","2.2"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","104","63","2005-06-03","54.189116","-131.168883","54.186133","-131.195233","25.000000",23,"1760.000","86.66840","50.10","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","104","64","2005-06-03","54.204433","-131.272583","54.187616","-131.276550","27.000000",24,"1890.000","95.00190","52.20",NA
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","101","65","2005-06-04","54.169883","-131.731250","54.183000","-131.715850","25.000000",22,"1770.000","95.00190","54.50","3.1"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","101","66","2005-06-04","54.209716","-131.753066","54.209083","-131.781666","107.000000",22,"1870.000","93.33520","72.90","2.2"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","101","67","2005-06-04","54.228316","-131.702983","54.239833","-131.681500","109.000000",22,"1900.000","98.33530","67.70","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","101","68","2005-06-04","54.248916","-131.634200","54.258916","-131.607133","106.000000",22,"2090.000","105.00210","68.30","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","101","69","2005-06-04","54.305600","-131.493466","54.309766","-131.470283","148.000000",23,"1580.000","90.00180","81.00","3.1"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","101","70","2005-06-04","54.327816","-131.436616","54.330750","-131.413466","168.000000",23,"1560.000","93.33520","73.20","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","3","71","2005-06-06","54.476083","-131.032866","54.492583","-131.026216","109.000000",23,"1890.000","95.00190","72.00","2.2"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","104","72","2005-06-06","54.426116","-131.127450","54.427716","-131.154800","122.000000",24,"1780.000","98.33530","73.30","2.2"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","103","73","2005-06-06","54.453450","-131.161516","54.465983","-131.183416","122.000000",24,"1990.000","98.33530","72.30","2.2"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","103","74","2005-06-06","54.488200","-131.225833","54.500300","-131.246916","122.000000",24,"1920.000","98.33530","71.90","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","101","75","2005-06-06","54.554666","-131.375000","54.541833","-131.351616","106.000000",23,"2080.000","98.33530","72.20","2.2"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","101","76","2005-06-06","54.654766","-131.488366","54.643950","-131.507066","168.000000",22,"1710.000","95.00190","76.40","2.2"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","103","77","2005-06-06","54.572466","-131.285316","54.556316","-131.288400","118.000000",23,"1810.000","98.33530","71.30","2.2"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","101","78","2005-06-06","54.450200","-131.477700","54.462883","-131.496716","259.000000",24,"1890.000","96.66860","69.80","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","101","79","2005-06-06","54.357350","-131.559316","54.364766","-131.585100","219.000000",25,"1870.000","90.00180","79.50","2.2"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","101","83","2005-06-07","54.295066","-132.233216","54.293700","-132.262950","219.000000",22,"1950.000","93.33520","75.20","2.2"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","1","92","2005-06-08","54.193283","-132.843483","54.190100","-132.813700","111.000000",22,"2000.000","108.33550","67.10","2.2"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","1","93","2005-06-08","54.162133","-132.747500","54.161250","-132.722916","38.000000",21,"1610.000","96.66860","55.20","3.1"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","1","94","2005-06-08","54.165300","-132.748450","54.165366","-132.721333","43.000000",22,"1770.000","93.33520","61.20","3.1"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","101","95","2005-06-08","54.230216","-132.618033","54.223816","-132.648466","142.000000",21,"2110.000","108.33550","72.30","2.2"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","101","96","2005-06-08","54.242083","-132.648016","54.235316","-132.677000","164.000000",23,"2040.000","93.33520","72.40","2.6"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","101","98","2005-06-09","54.262650","-132.472700","54.267566","-132.506216","159.000000",23,"2250.000","116.66900","64.40","2.4"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","101","99","2005-06-09","54.215516","-132.369483","54.218916","-132.402750","129.000000",21,"2210.000","98.33530","67.30","2.2"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","1","100","2005-06-09","54.135750","-132.548266","54.146666","-132.573616","71.000000",21,"2060.000","108.33550","66.40","2.6"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","101","101","2005-06-09","54.138483","-132.390050","54.142616","-132.419416","78.000000",22,"1980.000","98.33530","62.30","2.6"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","101","102","2005-06-09","54.134966","-132.271283","54.138416","-132.303133","60.000000",25,"2120.000","95.00190","64.80",NA
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","101","103","2005-06-09","54.120783","-132.244783","54.119033","-132.212316","40.000000",24,"2140.000","108.33550","62.80","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","101","104","2005-06-09","54.140000","-132.117616","54.138733","-132.086283","32.000000",25,"2050.000","101.66870","55.20","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","101","105","2005-06-09","54.134166","-131.969216","54.144083","-131.994450","40.000000",23,"1980.000","98.33530","61.90","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","101","106","2005-06-09","54.143616","-131.878566","54.145366","-131.908833","49.000000",23,"1990.000","105.00210","66.70","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","101","107","2005-06-09","54.200816","-131.875400","54.199400","-131.845350","109.000000",23,"1970.000","98.33530","73.00","3.1"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","101","108","2005-06-10","54.195133","-132.251850","54.196216","-132.223750","109.000000",25,"1840.000","93.33520","67.40","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","101","109","2005-06-10","54.214733","-132.281716","54.216200","-132.253250","128.000000",24,"1870.000","93.33520","68.20","2.2"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","101","110","2005-06-10","54.216316","-132.196350","54.218016","-132.169000","122.000000",21,"1820.000","93.33520","69.00","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","101","111","2005-06-10","54.198550","-132.193616","54.203316","-132.170233","100.000000",22,"1620.000","90.00180","66.50","2.6"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","101","112","2005-06-10","54.218483","-132.034550","54.217466","-132.064183","126.000000",22,"1940.000","98.33530","68.70","2.0"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","101","113","2005-06-10","54.269850","-132.062250","54.269883","-132.029666","182.000000",22,"2130.000","111.66890","76.40",NA
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","101","114","2005-06-10","54.249533","-131.848600","54.258850","-131.818883","179.000000",23,"2200.000","108.33550","77.60","2.2"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","103","115","2005-06-11","54.469133","-131.242150","54.455216","-131.221833","129.000000",22,"2030.000","98.33530","16.90","2.2"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","104","116","2005-06-11","54.415516","-131.300883","54.414250","-131.335933","213.000000",24,"2280.000","108.33550","17.80","2.2"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","104","117","2005-06-11","54.394666","-131.340433","54.385400","-131.367250","215.000000",23,"2030.000","105.00210","17.40","2.2"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","104","118","2005-06-11","54.358966","-131.369416","54.369316","-131.347000","181.000000",23,"1860.000","95.00190","17.00","2.2"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","104","119","2005-06-11","54.380066","-131.234800","54.363216","-131.242633","84.000000",22,"1940.000","98.33530","15.90",NA
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","104","120","2005-06-11","54.343150","-131.260983","54.325916","-131.274683","102.000000",23,"2130.000","105.00210","67.80","2.2"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","104","121","2005-06-11","54.309666","-131.371750","54.311700","-131.337150","109.000000",23,"2260.000","116.66900","73.20","2.2"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","104","122","2005-06-11","54.289850","-131.189816","54.288166","-131.160183","53.000000",21,"1940.000","98.33530","64.40",NA
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","105","123","2005-06-12","53.163800","-130.885350","53.180883","-130.893050","100.000000",21,"1970.000","93.33520","64.60","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","106","124","2005-06-12","53.168100","-130.872200","53.151133","-130.882583","100.000000",21,"2010.000","98.33530","68.50","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","106","125","2005-06-12","53.126000","-130.908483","53.143333","-130.909816","85.000000",21,"1930.000","98.33530","65.60","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","106","126","2005-06-12","53.099900","-130.870966","53.116083","-130.881733","91.000000",21,"1940.000","98.33530","64.70","2.6"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","106","127","2005-06-12","53.074316","-130.793200","53.087283","-130.813533","120.000000",21,"1990.000","98.33530","71.40","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","102","128","2005-06-12","53.027966","-130.913300","53.015400","-130.897550","29.000000",21,"1750.000","93.33520","56.00","4.0"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","102","129","2005-06-12","53.033566","-131.059916","53.033600","-131.029850","32.000000",21,"2020.000","93.33520","57.00","3.1"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","102","130","2005-06-12","53.000900","-131.283450","52.999966","-131.312083","32.000000",21,"1930.000","95.00190","56.00","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","106","131","2005-06-13","52.922000","-130.554600","52.904116","-130.546600","106.000000",22,"2070.000","101.66870","70.30","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","106","132","2005-06-13","52.916866","-130.510650","52.900816","-130.525450","107.000000",24,"2050.000","98.33530","73.60","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","106","133","2005-06-13","52.793066","-130.334550","52.810216","-130.333850","202.000000",22,"1910.000","98.33530","75.90","2.6"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","106","134","2005-06-13","52.807200","-130.134016","52.795466","-130.153966","248.000000",21,"1870.000","95.00190","75.10","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","106","136","2005-06-15","52.810383","-130.040983","52.802333","-130.061600","256.000000",25,"1670.000","83.33500","71.60","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","106","137","2005-06-15","52.851500","-130.186133","52.841633","-130.206900","232.000000",24,"1780.000","86.66840","75.10","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","106","138","2005-06-15","52.884666","-130.157716","52.874866","-130.175950","243.000000",24,"1640.000","83.33500","73.10","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","106","139","2005-06-15","52.899133","-130.166083","52.890000","-130.189400","241.000000",24,"1890.000","93.33520","73.30","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","106","140","2005-06-16","52.863433","-130.430433","52.880833","-130.429116","129.000000",22,"1940.000","95.00190","71.30","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","106","141","2005-06-16","52.899066","-130.407816","52.916200","-130.404216","129.000000",24,"1920.000","93.33520","72.50","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","106","144","2005-06-16","52.921333","-130.470883","52.939450","-130.473500","124.000000",25,"2030.000","96.66860","70.40","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","106","145","2005-06-16","52.904433","-130.501883","52.907150","-130.472850","122.000000",22,"1980.000","95.00190","72.40","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","106","146","2005-06-16","52.844050","-130.322900","52.861916","-130.321450","202.000000",24,"1990.000","98.33530","76.40","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","106","147","2005-06-16","52.901650","-130.275383","52.885016","-130.276150","215.000000",24,"1850.000","93.33520","75.80",NA
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","106","148","2005-06-16","52.974350","-130.257733","52.959866","-130.268316","217.000000",23,"1760.000","90.00180","75.00","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","106","149","2005-06-16","53.007150","-130.270550","52.992266","-130.258683","215.000000",22,"1840.000","93.33520","75.10","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","106","150","2005-06-16","53.028766","-130.159916","53.029850","-130.191750","223.000000",24,"2140.000","98.33530","75.80","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","106","151","2005-06-16","53.099016","-130.191233","53.084250","-130.174800","179.000000",25,"1990.000","98.33530","81.00","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","106","152","2005-06-17","53.026466","-130.340550","53.038500","-130.321700","201.000000",22,"1840.000","93.33520","75.90","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","106","153","2005-06-17","52.953483","-130.407800","52.971100","-130.407983","151.000000",22,"1960.000","95.00190","71.30","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","106","154","2005-06-17","52.964266","-130.551550","52.954633","-130.529000","98.000000",21,"1860.000","93.33520","64.50","2.2"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","106","155","2005-06-17","52.993766","-130.570233","52.976400","-130.561216","93.000000",22,"2030.000","98.33530","69.40","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","106","156","2005-06-17","53.010716","-130.511700","52.992033","-130.510616","117.000000",21,"2080.000","98.33530","69.20","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","106","157","2005-06-17","53.033733","-130.612366","53.052666","-130.615083","91.000000",24,"2120.000","95.00190","69.40","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","106","158","2005-06-17","53.062166","-130.660933","53.045716","-130.666166","100.000000",21,"1860.000","93.33520","68.90","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","106","159","2005-06-17","53.096016","-130.766900","53.114466","-130.763600","124.000000",24,"2060.000","98.33530","71.30","3.1"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","106","161","2005-06-18","53.124716","-130.782450","53.145300","-130.776316","128.000000",24,"2330.000","111.66890","74.00","1.8"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","105","163","2005-06-18","53.224050","-130.966000","53.205383","-130.959616","89.000000",23,"2120.000","98.33530","64.00","3.1"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","105","164","2005-06-18","53.229333","-130.991216","53.213000","-130.984100","84.000000",19,"1880.000","98.33530","61.80","3.1"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","102","165","2005-06-18","53.275300","-131.185850","53.261000","-131.168300","40.000000",22,"2010.000","98.33530","55.50","3.1"
2005,"59140","FROSTI","2005-05-25","2005-06-29","07","105","166","2005-06-18","53.359166","-131.111316","53.345800","-131.127333","36.000000",21,"1840.000","93.33520","52.50","3.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","102","167","2005-06-19","53.492350","-131.285466","53.475400","-131.287800","27.000000",23,"1890.000","90.00180","50.80","3.5"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","105","168","2005-06-19","53.515333","-131.172483","53.501950","-131.193583","29.000000",21,"2040.000","98.33530","56.40","3.1"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","102","169","2005-06-19","53.501916","-131.597200","53.501266","-131.627283","21.000000",23,"2000.000","98.33530","53.20","3.5"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","105","171","2005-06-19","53.574233","-131.199333","53.554466","-131.186283","29.000000",24,"2380.000","95.00190","57.40",NA
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","105","172","2005-06-19","53.685100","-131.034666","53.672050","-131.055983","42.000000",23,"2060.000","95.00190","55.70","3.1"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","105","173","2005-06-19","53.747866","-131.254233","53.766483","-131.267400","43.000000",24,"2250.000","98.33530","52.10","3.1"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","105","174","2005-06-19","53.791200","-131.239850","53.773766","-131.242033","40.000000",22,"1950.000","96.66860","55.90","3.1"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","105","175","2005-06-20","53.841716","-131.364716","53.824433","-131.366166","21.000000",24,"1930.000","95.00190","63.60","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","105","176","2005-06-20","53.835900","-131.340716","53.850450","-131.336416","21.000000",18,"1640.000","98.33530","50.50",NA
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","104","177","2005-06-20","53.943550","-131.303816","53.944383","-131.333483","23.000000",22,"1950.000","95.00190","46.30","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","104","178","2005-06-20","53.909550","-131.174016","53.926150","-131.164983","40.000000",21,"1980.000","95.00190","53.90","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","104","179","2005-06-20","53.925016","-131.207466","53.907633","-131.203650","38.000000",22,"1950.000","95.00190","53.50","3.1"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","104","180","2005-06-20","54.129000","-131.129400","54.139533","-131.157583","31.000000",21,"2180.000","108.33550","57.60","2.7"
2005,"59140","FROSTI","2005-05-25","2005-06-29","08","104","181","2005-06-20","54.182333","-131.330066","54.180850","-131.298516","23.000000",21,"2070.000","98.33530","47.40","3.1"
