stationid,latitude,longitude
H-25,57.345075929716735,-172.80864867982964
H-26,57.32915130184791,-173.32418551880002
HG1918,57.1642930261218,-168.63489055160255
HG2019,57.16855014320851,-169.3173508117033
HG2120,57.16207474388514,-169.88226546260194
HG2221,57.10530476685959,-170.45722748481143
I-01,57.66801063436777,-167.75978405132838
I-02,57.661378595085466,-167.1260973572955
I-03,57.661485041572746,-166.50166423741413
I-04,57.66657892527773,-165.87759637852994
I-05,57.66840634724677,-165.24250942095753
I-06,57.66879042524377,-164.61332667464185
I-07,57.656432946314496,-163.99652489775798
I-08,57.66456283927202,-163.36193063513224
I-09,57.67083234934541,-162.746921803266
I-10,57.66876107613692,-162.13251403336156
I-11,57.65841862506166,-161.49951481656186
I-12,57.663261298457485,-160.8887686687296
I-13,57.67460835200788,-160.2653593991377
I-14,57.66732059471518,-159.62607362301117
I-15,57.66330574544333,-159.01891332154554
I-16,57.65135629328829,-158.36345046323564
I-18,57.65806272544502,-168.39416952284947
I-19,57.67188963450826,-169.03107579087
I-20,57.6638840473458,-169.65034586832417
I-21,57.66082814575068,-170.27989188068543
I-22,57.667495981012124,-170.89287494133805
I-23,57.66699236743193,-171.52804369361422
I-24,57.6643756140778,-172.16405462633023
I-25,57.662929282008704,-172.7949137696542
I-26,57.65863432258164,-173.38075941025483
IH1918,57.50054611742146,-168.7488255499592
IH2019,57.502903296014495,-169.36443022753622
IH2120,57.4981728841944,-169.98094951946558
IH2221,57.49891384063022,-170.5792031301944
J-01,57.9952232753424,-167.80447995889924
J-02,57.99342783594614,-167.16944640716585
J-03,57.99706102515244,-166.5246671061992
J-04,57.99847589818611,-165.9041077674387
J-05,58.0107825479798,-165.2514437828283
J-06,57.99531380626985,-164.61414967642153
J-07,57.993886514830216,-164.0122845098868
J-08,57.996227414777024,-163.37031978744932
J-09,58.01191235294588,-162.75002807996597
J-10,57.99549805896912,-162.11148543923338
J-11,57.993837673959355,-161.48239371968208
J-12,57.99750969762013,-160.84435108179707
J-13,57.998763056083455,-160.21350801938806
J-14,58.00943909908332,-159.6045690143166
J-15,57.9971428679794,-158.96229716725867
J-16,57.989295543010755,-158.3211624784946
J-18,58.00225209352129,-168.4375460289457
J-19,58.00321044311135,-169.07058629175896
J-20,58.00160448405906,-169.6982662954873
J-21,57.99970553490445,-170.34019534359183
J-22,57.99525376835592,-170.97428893876375
J-23,58.00208844907219,-171.6030652178315
J-24,58.00387317045455,-172.25554940746753
J-25,57.99765029896907,-172.84108737361586
J-26,57.993645903800626,-173.47789303252335
JI1918,57.82886719297381,-168.73922125089473
JI2019,57.83618774014745,-169.3567487652552
JI2120,57.82536239843928,-169.9835296518569
JI2221,57.837668931284554,-170.61032759250998
K-01,58.32843073141856,-167.8305214899186
K-02,58.33303630333093,-167.19512429948293
K-03,58.331285142214384,-166.55536544726078
K-04,58.32814811438905,-165.9193437935484
K-05,58.331321051503096,-165.28566608955938
K-06,58.33645571848063,-164.63688876376725
K-07,58.32950140977259,-164.00484253589224
K-08,58.32404267610162,-163.36468936547647
K-09,58.330787289531855,-162.7176586508069
K-10,58.32015638382816,-162.05699503092669
K-11,58.24685882833752,-161.51664727671846
K-12,58.30273202853499,-160.76550886577397
K-13,58.28792591630767,-159.9724173411457
K-14,58.336759829501915,-159.55228523015873
K-18,58.333195740559944,-168.47182811150304
K-19,58.332664172794395,-169.12011674559585
K-20,58.334582411582254,-169.73466131049602
K-21,58.333011839301314,-170.37850040750436
K-22,58.33319182934712,-171.01276420333343
K-23,58.333990327732955,-171.6498723040519
K-24,58.34597100716561,-172.302220395078
K-25,58.32413379526356,-172.9299385785195
K-26,58.32350570402903,-173.56706836568134
K-27,58.327978596256685,-174.29896165058514
L-01,58.659015727467725,-167.87101905987248
L-02,58.66784747382299,-167.21747136454317
L-03,58.67005510911287,-166.5621157140411
L-04,58.66128468153703,-165.9252605468214
L-05,58.66493160861713,-165.3150822123661
L-06,58.66870356918112,-164.65174315186704
L-07,58.66433747694754,-164.00648157798975
L-08,58.658724689454885,-163.34578045541917
L-09,58.6561586199883,-162.70829221992977
L-18,58.67225400597398,-168.4951424344626
L-19,58.66558750535128,-169.15026377107523
L-20,58.66822152572266,-169.78264018130776
L-21,58.67133673903215,-170.43432151808562
L-22,58.65719952801366,-171.07746860003374
L-23,58.66728105271109,-171.7175444750837
L-24,58.671076122399924,-172.36923134707618
L-25,58.66592646926473,-172.9938411525726
L-26,58.661730078976035,-173.6291115450254
L-27,58.666312215502465,-174.27452818329482
L-28,58.719043446407234,-174.9124559643284
L-29,58.66914770795147,-175.53648565185767
L-30,58.66622540151515,-176.18292666161616
L-31,58.66957553598201,-176.83393834888113
M-01,58.99672221961582,-167.89183534712993
M-02,59.00260008822606,-167.23240212646084
M-03,58.997328627825794,-166.582765182001
M-04,58.99738859830075,-165.9325192288529
M-05,59.0000993554007,-165.2964278350755
M-06,58.997794525905356,-164.65499714967885
M-07,59.00187289972528,-163.99707399358974
M-08,58.98660803817823,-163.34952357892908
M-18,58.99785486744822,-168.53742512882488
M-19,59.00016149043836,-169.17880599430524
M-20,59.006036165032555,-169.83427214192207
M-21,58.99824941526933,-170.47652473796379
M-22,58.98572392671062,-171.12974735118217
M-23,58.99737588378952,-171.78225847522418
M-24,59.00540236096699,-172.44038604752237
M-25,58.995641675775445,-173.07675955690067
M-26,58.98809518950568,-173.71398965942612
M-27,59.005481259069285,-174.36262947589927
M-28,59.00654993924174,-175.00322840248694
M-29,58.99471169694923,-175.73052045261736
M-30,59.00287517576318,-176.30509608181725
M-31,58.98989202784956,-176.94696138142407
M-32,58.99899027173521,-177.55665650216451
MU_37,62.33683,-170.26
MU_f2,62.63317,-169.824
N-01,59.32785174036827,-167.92246903441765
N-02,59.33155321353296,-167.2580790872978
N-03,59.33804993240047,-166.60165161207462
N-04,59.3238145807008,-165.95087065486564
N-05,59.325110923412105,-165.3056336894587
N-06,59.32857368131278,-164.64153556659767
N-07,59.32414944013021,-163.99891087668618
N-18,59.33648924200207,-168.56906503914198
N-19,59.33398736677378,-169.2364902952001
N-20,59.33451560666554,-169.86991903342732
N-21,59.3289947099091,-170.5376427543205
N-22,59.32472036526735,-171.18263910354128
N-23,59.333947107353254,-171.82920112231747
N-24,59.33082447487216,-172.49870843616645
N-25,59.32764984848485,-173.15240442424243
N-26,59.33174050711054,-173.80368668246646
N-27,59.33505136039886,-174.4426617503561
N-28,59.33983326122205,-175.10380797654295
N-29,59.33678032752902,-175.75010580804312
N-30,59.33658518856448,-176.39057132620303
N-31,59.337295873015876,-177.0720438184038
NBS-1,62.24431,-175.21994
NBS-10,63.24582,-171.9725
NBS-11,62.81744,-171.99411
NBS-12,62.23029,-171.90859
NBS-13,61.7508,-171.84866
NBS-14,61.25612,-171.77692
NBS-15,64.23901,-171.0909
NBS-16,63.86494,-171.2465
NBS-17,63.26249,-171.1148
NBS-18,62.74098,-170.8993
NBS-19,62.23226,-170.81739
NBS-2,62.73051,-174.07743
NBS-20,61.7234,-170.75554
NBS-21,61.25222,-170.65469
NBS-22,60.76125,-170.58796
NBS-23,64.73641,-170.06694
NBS-24,64.24945,-169.94654
NBS-25,63.75308,-169.96419
NBS-26,62.77532,-169.72241
NBS-27,62.26311,-169.66134
NBS-28,61.76001,-169.59335
NBS-29,61.25579,-169.50437
NBS-3,62.2492,-174.01861
NBS-30,60.76415,-169.48741
NBS-31,65.23351,-168.98825
NBS-32,64.74443,-168.87759
NBS-33,64.27223,-168.81443
NBS-34,63.75038,-168.83549
NBS-35,62.26547,-168.62546
NBS-37,61.78443,-168.62122
NBS-38,61.27117,-168.60603
NBS-39,60.76255,-168.53513
NBS-4,63.24156,-173.11936
NBS-40,63.24092,-168.54551
NBS-41,65.25117,-167.8867
NBS-42,64.75445,-167.78685
NBS-43,64.25088,-167.63656
NBS-44,63.77148,-167.66989
NBS-45,63.25763,-167.61765
NBS-46,62.76084,-167.58103
NBS-47,62.26211,-167.54307
NBS-48,64.24987,-166.59958
NBS-49,63.73008,-166.59452
NBS-5,62.73719,-173.0872
NBS-6,62.26327,-172.91771
NBS-7,61.76376,-172.8032
NBS-8,61.25117,-172.73427
NBS-9,63.75659,-172.29498
O-01,59.666758223380356,-167.94914885072478
O-02,59.658389304149566,-167.27558208116736
O-03,59.66374478516312,-166.6104847576529
O-04,59.63056863112908,-165.93068975811772
O-18,59.664231007826835,-168.62460705145529
O-19,59.66155738562191,-169.26653526497768
O-20,59.673456287440516,-169.92005265420323
O-21,59.664953020659084,-170.58038001765735
O-22,59.65737612087912,-171.24723866712455
O-23,59.658543683333335,-171.89494621333333
O-24,59.66725100360577,-172.55595902133413
O-25,59.66897790625,-173.24127872395835
O-26,59.665213288423644,-173.86340777560414
O-27,59.66875516962307,-174.45580162774814
O-28,59.67035688832055,-175.1159039457232
O-29,59.67048152158241,-175.87061765150628
O-30,59.672445363017935,-176.54658453679653
O-31,59.671705899525705,-177.1407134886454
O-32,59.74391,-177.87656
ON2524,59.50318006662928,-172.8819227991015
ON2625,59.49100925444925,-173.4930941125541
P-01,59.98835983964646,-167.98845640133413
P-18,59.99734832827721,-168.65507593543865
P-19,60.00286354327089,-169.3184416272459
P-20,60.00275721039776,-169.96610902946213
P-21,59.9938130308022,-170.63070873722478
P-22,59.982806829931974,-171.30215248214284
P-23,59.991881427303,-171.9561695033913
P-24,59.9977095476981,-172.615451307578
P-25,60.00896013621795,-173.29131486378205
P-26,60.009562976160865,-173.9398363482587
P-27,60.00280814655173,-174.59590295306512
P-28,60.002636472473895,-175.2626607360164
P-29,60.00286922131612,-175.9277822278854
P-30,59.99693065329218,-176.70225118312757
P-31,60.00134706771098,-177.21806807497993
P-32,60.00173405858586,-177.91136513737374
P-33,59.98826,-178.67582
PO2423,59.82868391180163,-172.26443251192717
PO2524,59.83222530871867,-172.9147132860667
PO2625,59.83224546666666,-173.57969651616162
PO2726,59.836304472820785,-174.2273322856256
Q-01,60.32916375047328,-167.96723491470473
Q-02,60.335615861184294,-167.284046854779
Q-18,60.32662855289531,-168.66051901061806
Q-19,60.326303796326144,-169.31600222005608
Q-20,60.33123697215353,-170.00354908570483
Q-21,60.326861469056375,-170.66106119485295
Q-22,60.3307218099138,-171.3370987817888
Q-23,60.32528671875,-172.06468639973957
Q-25,60.315777314122826,-173.38723025276033
Q-26,60.33117545719891,-174.07860110020798
Q-27,60.32906571252948,-174.71451910381856
Q-28,60.3423878245614,-175.38702201754387
Q-29,60.33037562465218,-176.0330655575997
Q-30,60.33530018553977,-176.7302970316966
Q-31,60.32816482084204,-177.3701942114206
Q-32,60.30776,-178.13354
QP2423,60.16084096292974,-172.33233655405357
QP2524,60.17622453627558,-173.0169992599337
QP2625,60.13086896727627,-173.76700533083567
QP2726,60.160567745657275,-174.35500006514084
R-01,60.69121666666666,-168.02074666666667
R-02,60.672029200000004,-167.336329
R-03,60.67410125,-166.72948604166666
R-18,60.662669743379745,-168.70411215397215
R-19,60.66913103030303,-169.38277373737372
R-20,60.66446975353107,-170.0604805868644
R-21,60.67707518518519,-170.75747814814815
R-22,60.65907267174973,-171.44057148181898
R-23,60.67695090770791,-172.12202596348885
R-24,60.669347072212815,-172.7592178258517
R-25,60.662224754420365,-173.46118927324312
R-26,60.66639032195056,-174.12959717464557
R-27,60.661111386164684,-174.8137201921773
R-28,60.67318943393583,-175.45600956228108
R-29,60.672682033416876,-176.2082504874687
R-30,60.669207616250226,-176.8072271505848
R-31,60.667772468816544,-177.5135958032085
R-32,60.667924116336636,-178.1713229350935
S-01,61.02060525879917,-168.0441414837819
S-02,60.9996135,-167.3884065
S-03,61.00726318181818,-166.67017363636364
S-18,61.02091377777778,-168.7432897777778
S-19,61.00915122222222,-169.43359307407408
S-20,60.99885326923077,-170.1211986752137
S-21,61.010320846560845,-170.80187761904762
S-22,60.98417776338313,-171.48047015678495
S-23,61.00312939236111,-172.15090848214285
S-24,61.00081890311891,-172.81684235409358
S-25,60.99718352272727,-173.47299099242423
S-26,61.00337178483201,-174.1733183139822
S-27,60.99743994124424,-174.86723556912443
S-28,60.99939728834033,-175.5408802347689
S-29,60.99226353968254,-176.27157300572
S-30,61.0018032810559,-176.97611685507246
S-31,60.99856095330113,-177.63026671685452
SP-01,55.83836258426966,-162.19383668539325
SP-02,55.989336694677874,-161.65251512605042
SP-04,56.35402,-160.4128
SP-06,57.78342,-158.01788055555556
SP-07,58.15115,-157.97861
SP-09,58.15873322580646,-158.51169677419352
SP-11,58.50160625,-159.526883125
SP-12,58.6357348,-159.5136138
SP-13,58.6858576,-159.8629276
SP-14,58.520605833333335,-159.83613333333335
SP-15,58.98289714285714,-162.74353642857142
SP-16,59.1532862962963,-162.53263148148147
SP-17,59.172235,-163.3863
SP-18,59.31719952380952,-163.6345761904762
SP-19,59.49729222222222,-164.00297999999998
SP-20,59.50895705882353,-164.31183970588236
SP-21,59.65869,-164.36639
SP-22,59.4748,-164.6516
T-01,61.33583363636364,-168.08603139730639
T-02,61.321418015873014,-167.38046777777777
T-03,61.33111384615385,-166.7967530769231
T-18,61.34621757575758,-168.7570009090909
T-19,61.33546712962963,-169.44556092592592
T-20,61.321519487179486,-170.16390301282053
T-21,61.34245305555556,-170.84640257936508
T-22,61.328285111111114,-171.52396066666668
T-23,61.34599191919192,-172.2382491245791
T-24,61.344004507122506,-172.9147636039886
T-25,61.329183670242024,-173.59942415429043
T-26,61.333287189655174,-174.33560559655172
T-27,61.33455483449519,-175.0074246341348
T-28,61.33659628472222,-175.6866979830474
T-29,61.32742920803783,-176.3164872184397
T-30,61.335461171046965,-176.9676831145579
U-01,61.68576766666667,-168.09165566666667
U-02,61.6731241307815,-167.40413129984051
U-03,61.661676785714285,-166.74100261904763
U-18,61.65799086365212,-168.7866990462578
U-19,61.676461851851855,-169.48699148148148
U-20,61.66905414781297,-170.19253417797887
U-21,61.66940927350427,-170.9021553988604
U-22,61.66152211640212,-171.54947486772485
U-23,61.66867222222223,-172.3004085185185
U-24,61.672517362637365,-173.09961562271062
U-25,61.66352886147186,-173.68630547402597
U-26,61.66760087319347,-174.44564043682985
U-27,61.66191550271172,-175.07579001946877
U-28,61.664724816352205,-175.79526726037736
U-29,61.67298872865545,-176.46376929374551
V-01,62.008271904761905,-168.1375132142857
V-02,61.979650666666664,-167.41805766666667
V-03,61.994900083333334,-166.70373691666666
V-18,61.98657175925926,-168.83170685185186
V-19,62.03049202777778,-169.5582305
V-20,61.99503925925926,-170.260465
V-21,61.99764770833333,-170.99663
V-22,61.99608555555555,-171.627905625
V-23,61.99765317241379,-172.38267841954024
V-24,61.99890055555555,-173.10119964285715
V-25,61.989965001088926,-173.72490258511797
V-26,62.00384617433414,-174.48097347457627
V-27,61.9977392556391,-175.17892796491228
V-28,61.993587777227724,-175.82898930693068
W-01,62.34927789915966,-168.16637168067226
W-02,62.34560144444444,-167.45785288888888
W-03,62.33355229166666,-166.723345625
W-18,62.34158791666667,-168.86915166666665
W-19,62.34833074074074,-169.6024021296296
W-20,62.31863027777778,-170.27929305555554
W-21,62.34323635185186,-171.0327616111111
W-22,62.3199862962963,-171.73865955555556
W-23,62.33005396825397,-172.43987444444446
W-24,62.336118222222225,-173.16724133333332
W-25,62.334537,-173.87503
W-26,62.328052954545456,-174.59960568181816
W-27,62.32913833333333,-175.3008716666667
X-01,62.65972585185185,-168.20074316666665
X-02,62.66610611111111,-167.44942666666665
X-03,62.642735662337664,-166.7508828311688
X-18,62.661665416666665,-168.90873833333333
X-19,62.65857180555555,-169.6263598611111
X-20,62.68293984848485,-170.32156068181817
X-21,62.6483092962963,-171.04313392592593
X-22,62.67530857142857,-171.79880190476192
X-23,62.65835666666667,-172.46931285714285
X-24,62.668850000000006,-173.1802275
X-25,62.65101666666666,-173.91671
X-26,62.65908785714285,-174.62820071428573
Y-01,62.99552935185185,-168.21621875
Y-02,62.993962592592595,-167.44467990740742
Y-03,63.00821977272727,-166.73487602272726
Y-04,62.987014615384616,-166.02683076923077
Y-18,62.892858922764226,-168.89604957317073
Y-20,62.95196333333333,-170.50470828703703
Y-21,62.99596851851852,-171.12968814814815
Y-22,63.00063435897436,-171.83128507692308
Y-23,63.006249999999994,-172.60676999999998
Y-24,63.009029999999996,-173.24982583333332
Y-25,62.998553,-173.99203300000002
Z-05,54.67828670977276,-165.15049270678514
ZZ-01,63.357835031746035,-168.2563744920635
ZZ-02,63.33231875,-167.55495166666665
ZZ-03,63.332928778258776,-166.754787977393
ZZ-04,63.32857314814815,-166.0192661111111
ZZ-05,63.32962928571428,-165.29923357142857
ZZ-21,63.240833461538465,-171.14111807692308
ZZ-22,63.29256922077922,-171.9454405194805
ZZ-23,63.33259652488688,-172.6522142443439
ZZ-24,63.337655,-173.396715
