"CRUISE","VESSEL","HAUL","LATITUDE","LONGITUDE","TEMP","SALINITY","pH","Turbidity","O2","DEPTH","MIN_DEPTH","MAX_DEPTH"
201601,143,149,52.047595,177.39724,4.85219201520913,33.3125786086393,0,0.0730133079847909,240.13658365019,132.664751261087,128.75548132768,137.836711377244
201601,143,153,52.12179,176.24203,6.05598715203426,33.1168285500719,0,8.86863169164882,277.632841541756,251.68558676684,244.322441756427,258.426140034594
201601,143,160,51.86606,175.886355,5.57091020408163,33.1572180122183,0,7.42921632653061,259.04662244898,103.552610023261,98.1323504861257,112.079037890557
201601,143,165,52.026245,175.88339,5.18107510729614,33.2645264362846,0,7.1941330472103,227.785358369099,154.153040469577,148.681255612092,156.851862895658
201601,143,168,52.269715,176.115195,5.00891563786008,33.3456764557212,0,6.67929218106996,210.740469135802,229.78572478991,223.131967368934,236.105336534727
201601,143,178,52.08502,175.204,4.05634171907757,33.8697266852236,0,0.36056394129979,62.0109140461216,332.039894628263,330.396854146528,334.379060837611
201601,143,183,52.32562,174.16666,3.90499176954732,33.8992336224889,0,0.378864197530864,63.8291625514403,376.309873380327,374.051193814332,379.3067766574
201601,143,188,52.53314,172.938815,4.41128157349896,33.5168658822741,0,0.495178053830228,166.934351966874,204.604214051414,203.622958247386,205.565162204052
201601,143,193,53.301445,170.646565,3.83117647058824,33.9639487135114,0,0.523411764705882,25.848621483376,239.996621772293,235.906691962264,241.131663162709
201601,143,201,52.90866,170.880665,3.77192561983471,33.945804075202,0,0.218619834710744,21.9164876033058,236.100950213847,231.083736722676,237.606893248463
201601,143,207,52.998085,172.30424,4.56767535545024,33.3754957046318,0,0.680229857819905,201.340052132701,224.252659550176,217.731928859876,231.721551541938
201601,143,211,52.81789,172.09772,3.84720964360587,34.0061384202351,0,9.05142976939203,26.3050838574423,358.152295642833,354.04401423288,360.831725457416
201601,143,215,52.46115,173.784555,6.77417131474104,32.9188771564104,0,1.67421912350598,326.219045816733,69.0477864500098,66.443135594923,70.065648238283
201601,143,216,52.46616,173.38239,4.93930977130977,33.0699306692668,0,1.5597027027027,280.072511434511,161.948501916459,160.244750491801,164.881153869317
201601,143,223,52.48567,174.41852,3.99281223628692,33.7879924974417,0,0.419016877637131,91.8384430379747,268.805683758428,265.650759184868,270.454199010681
201601,143,224,52.42242,-170.27748,4.80756808510638,33.5571712471787,0,0.391129787234043,129.944689361702,212.746931387842,211.702188044185,214.049368503736
