EXPOCODE,CRUISE_ID,STATION_ID,EVENT_NO,NISKIN_NO,YEAR_UTC,MONTH_UTC,DAY_UTC,TIME_UTC,YEARDAY_UTC,LONGITUDE_DEC,LATITUDE_DEC,CTDPRS_DBAR,DEPTH_METER,CTDTMP_ITS90_DEG_C,TMP_REVERSING_DEG_C,CTDSAL_PSS78,CTDSAL_FLAG_W,SALINITY_PSS78,SALINITY_FLAG_W,OXYGEN_UMOL_KG,OXYGEN_FLAG_W,DIC_UMOL_KG,DIC_FLAG_W,TA_UMOL_KG,TA_FLAG_W,NITRATE_NITRITE_UMOL_KG,NITRATE_NITRITE_FLAG_W,SILICATE_UMOL_KG,SILICATE_FLAG_W,PHOSPHATE_UMOL_KG,PHOSPHATE_FLAG_W,original_filename,,,,,,,,,,,,,,
18DD19990602,1999.1,4,58,4,1999,6,22,21:58,173,-126.68,48.65,801.1,-999,4.0444,-999,34.3007,2,-999,-999,40.4,3,2358.9,2,2352.3,2,42.6,2,112.5,2,3.21,2,1999-010-0058.che,,,,,,,,,,,,,,
18DD19990602,1999.1,4,58,3,1999,6,22,21:58,173,-126.68,48.65,1002.5,-999,3.562,-999,34.3981,2,-999,-999,37.5,3,2396.4,2,2375.0,2,43.3,2,127.3,2,3.23,2,1999-010-0058.che,,,,,,,,,,,,,,
18DD19990602,1999.1,4,58,2,1999,6,22,21:58,173,-126.68,48.65,1250,-999,3.093,-999,34.4555,2,-999,-999,44.2,3,2382.6,2,2394.6,2,43.0,2,139.8,2,3.20,2,1999-010-0058.che,,,,,,,,,,,,,,
18DD19990602,1999.1,4,58,1,1999,6,22,21:58,173,-126.68,48.65,1335.4,-999,2.856,-999,34.4795,2,-999,-999,40.0,3,-999,9,2410.0,2,42.9,2,147.7,2,3.18,2,1999-010-0058.che,,,,,,,,,,,,,,
18DD19990824,1999.21,26,42,24,1999,9,1,22:52,244,-145,50,1.5,-999,12.762,-999,32.6609,2,-999,-999,270.7,2,2001.6,2,2201.3,2,11.3,2,19.2,2,1.02,2,1999-021-0042.che,,,,,,,,,,,,,,
18DD19990824,1999.21,26,42,23,1999,9,1,22:52,244,-145,50,10.1,-999,12.7439,-999,32.6604,2,-999,-999,270.8,2,2002.3,2,2202.6,2,11.2,2,19.0,2,1.04,2,1999-021-0042.che,,,,,,,,,,,,,,
18DD19990824,1999.21,26,42,22,1999,9,1,22:52,244,-145,50,25.1,-999,12.4198,-999,32.6679,2,-999,-999,274.2,2,2025.7,2,2206.8,2,11.4,2,19.2,2,1.05,2,1999-021-0042.che,,,,,,,,,,,,,,
18DD19990824,1999.21,26,42,21,1999,9,1,22:52,244,-145,50,50,-999,6.7377,-999,32.8066,2,-999,-999,305.9,2,2037.6,2,2207.5,2,12.8,2,19.4,2,1.22,2,1999-021-0042.che,,,,,,,,,,,,,,
18DD19990824,1999.21,26,42,20,1999,9,1,22:52,244,-145,50,75.4,-999,5.4012,-999,32.8431,2,-999,-999,302.1,2,2048.0,2,2207.9,2,14.5,2,20.0,2,1.34,2,1999-021-0042.che,,,,,,,,,,,,,,
18DD19990824,1999.21,26,42,19,1999,9,1,22:52,244,-145,50,97.8,-999,5.2122,-999,32.8707,2,-999,-999,301.4,2,2085.8,2,2208.3,2,15.9,2,21.2,2,1.37,2,1999-021-0042.che,,,,,,,,,,,,,,
18DD19990824,1999.21,26,42,18,1999,9,1,22:52,244,-145,50,148.5,-999,5.4733,-999,33.667,2,-999,-999,173.5,2,2194.5,2,2226.3,2,28.8,2,45.0,2,2.08,2,1999-021-0042.che,,,,,,,,,,,,,,
18DD19990824,1999.21,26,42,17,1999,9,1,22:52,244,-145,50,199.9,-999,4.8908,-999,33.8316,2,-999,-999,117.4,2,2224.6,2,2275.4,2,34.8,2,62.1,2,2.49,2,1999-021-0042.che,,,,,,,,,,,,,,
18DD19990824,1999.21,26,42,16,1999,9,1,22:52,244,-145,50,249.1,-999,4.2391,-999,33.8364,2,-999,-999,98.6,2,2250.3,2,2297.4,2,37.8,2,72.2,2,2.66,2,1999-021-0042.che,,,,,,,,,,,,,,
18DD19990824,1999.21,26,42,15,1999,9,1,22:52,244,-145,50,299.5,-999,4.1313,-999,33.891,2,-999,-999,92.5,2,2271.6,2,2309.2,2,39.5,2,79.3,2,2.77,2,1999-021-0042.che,,,,,,,,,,,,,,
18DD19990824,1999.21,26,42,14,1999,9,1,22:52,244,-145,50,399.1,-999,4.0211,-999,34.021,2,-999,-999,54.5,2,2328.3,2,2314.6,2,41.5,2,92.6,2,2.91,2,1999-021-0042.che,,,,,,,,,,,,,,
18DD19990824,1999.21,26,42,13,1999,9,1,22:52,244,-145,50,599.3,-999,3.6637,-999,34.1998,2,-999,-999,24.7,2,2364.2,3,2348.9,2,43.7,2,114.7,2,3.06,2,1999-021-0042.che,,,,,,,,,,,,,,
18DD19990824,1999.21,26,42,12,1999,9,1,22:52,244,-145,50,800.9,-999,3.2656,-999,34.2976,2,-999,-999,17.9,2,2369.1,2,2364.9,2,44.2,2,129.0,2,3.11,2,1999-021-0042.che,,,,,,,,,,,,,,
18DD19990824,1999.21,26,42,11,1999,9,1,22:52,244,-145,50,1000.2,-999,2.9079,-999,34.3721,2,-999,-999,20.4,2,2387.6,2,2381.7,2,44.2,2,141.0,2,3.11,2,1999-021-0042.che,,,,,,,,,,,,,,
18DD19990824,1999.21,26,42,10,1999,9,1,22:52,244,-145,50,1249.7,-999,2.5763,-999,34.4478,2,-999,-999,18.9,2,2398.3,2,2393.9,2,44.8,2,152.8,2,3.12,2,1999-021-0042.che,,,,,,,,,,,,,,
18DD19990824,1999.21,26,42,9,1999,9,1,22:52,244,-145,50,1498.6,-999,2.3009,-999,34.5065,2,-999,-999,27.8,2,2396.9,2,2402.6,2,44.3,2,160.4,2,3.08,2,1999-021-0042.che,,,,,,,,,,,,,,
18DD19990824,1999.21,26,42,8,1999,9,1,22:52,244,-145,50,1749.7,-999,2.0751,-999,34.5545,2,-999,-999,41.9,2,2395.4,2,2404.6,2,45.1,3,164.6,2,3.03,2,1999-021-0042.che,,,,,,,,,,,,,,
18DD19990824,1999.21,26,42,7,1999,9,1,22:52,244,-145,50,1998.7,-999,1.9246,-999,34.5859,2,-999,-999,58.0,2,2387.0,2,2409.7,2,42.4,2,167.0,2,2.93,2,1999-021-0042.che,,,,,,,,,,,,,,
18DD19990824,1999.21,26,42,6,1999,9,1,22:52,244,-145,50,2250.1,-999,1.8187,-999,34.6076,2,-999,-999,69.4,2,2379.9,2,2412.4,2,41.9,2,168.0,2,2.90,2,1999-021-0042.che,,,,,,,,,,,,,,
18DD19990824,1999.21,26,42,5,1999,9,1,22:52,244,-145,50,2502.4,-999,1.7116,-999,34.6284,2,-999,-999,94.9,3,2370.6,2,2419.8,2,40.8,2,168.0,2,2.83,2,1999-021-0042.che,,,,,,,,,,,,,,
18DD19990824,1999.21,26,42,4,1999,9,1,22:52,244,-145,50,2999.2,-999,1.5738,-999,34.6557,2,-999,-999,108.1,2,2354.4,3,2432.0,2,39.3,2,166.9,2,2.71,2,1999-021-0042.che,,,,,,,,,,,,,,
18DD19990824,1999.21,26,42,3,1999,9,1,22:52,244,-145,50,3499.2,-999,1.5148,-999,34.6705,2,-999,-999,125.6,2,2355.7,2,2435.3,2,38.1,2,164.0,2,2.64,2,1999-021-0042.che,,,,,,,,,,,,,,
18DD19990824,1999.21,26,42,2,1999,9,1,22:52,244,-145,50,3999.9,-999,1.5064,-999,34.6787,2,-999,-999,135.3,2,2348.7,2,2439.1,2,37.5,2,164.0,2,2.60,2,1999-021-0042.che,,,,,,,,,,,,,,
18DD19990824,1999.21,26,42,1,1999,9,1,22:52,244,-145,50,4304.4,-999,1.5129,-999,34.6827,2,-999,-999,155.4,3,-999,9,2439.8,2,37.3,2,167.1,2,2.58,2,1999-021-0042.che,,,,,,,,,,,,,,
18DD20000531,2000.1,26,53,23,2000,6,10,15:46,162,-144.99,50,2.1,-999,7.7087,-999,32.6213,2,-999,-999,302.0,2,2035.0,2,2202.9,2,12.7,2,20.3,2,1.21,2,2000-010-0053.che,,,,,,,,,,,,,,
18DD20000531,2000.1,26,53,22,2000,6,10,15:46,162,-144.99,50,10.6,-999,7.7006,-999,32.6265,2,-999,-999,303.7,2,2035.3,2,2194.1,2,12.7,2,19.9,2,1.22,2,2000-010-0053.che,,,,,,,,,,,,,,
18DD20000531,2000.1,26,53,21,2000,6,10,15:46,162,-144.99,50,24.6,-999,7.6583,-999,32.6819,2,-999,-999,305.4,2,2035.1,2,2196.5,2,12.7,2,20.1,2,1.22,2,2000-010-0053.che,,,,,,,,,,,,,,
18DD20000531,2000.1,26,53,20,2000,6,10,15:46,162,-144.99,50,50.5,-999,5.9191,-999,32.7174,2,-999,-999,315.5,2,2048.5,2,2199.9,2,14.0,2,22.2,2,1.33,2,2000-010-0053.che,,,,,,,,,,,,,,
18DD20000531,2000.1,26,53,19,2000,6,10,15:46,162,-144.99,50,74.6,-999,5.0011,-999,32.7381,2,-999,-999,310.3,2,2059.0,2,2207.1,2,15.2,2,24.2,2,1.44,2,2000-010-0053.che,,,,,,,,,,,,,,
18DD20000531,2000.1,26,53,18,2000,6,10,15:46,162,-144.99,50,98.8,-999,4.4104,-999,32.9208,2,-999,-999,286.5,2,2089.6,2,2212.3,2,18.9,2,29.9,2,1.62,2,2000-010-0053.che,,,,,,,,,,,,,,
18DD20000531,2000.1,26,53,17,2000,6,10,15:46,162,-144.99,50,151.1,-999,4.4879,-999,33.7202,2,-999,-999,133.0,2,2229.6,2,2272.9,2,33.7,2,60.0,2,2.48,2,2000-010-0053.che,,,,,,,,,,,,,,
18DD20000531,2000.1,26,53,16,2000,6,10,15:46,162,-144.99,50,200.4,-999,4.2896,-999,33.8066,2,-999,-999,105.5,2,2257.7,2,2284.7,2,36.7,2,69.3,2,2.67,2,2000-010-0053.che,,,,,,,,,,,,,,
18DD20000531,2000.1,26,53,15,2000,6,10,15:46,162,-144.99,50,250.1,-999,4.1958,-999,33.8825,2,-999,-999,82.2,2,2278.4,2,2291.3,2,38.6,2,77.3,2,2.80,2,2000-010-0053.che,,,,,,,,,,,,,,
18DD20000531,2000.1,26,53,14,2000,6,10,15:46,162,-144.99,50,300,-999,4.1838,-999,33.9455,2,-999,-999,70.3,2,2306.3,2,2297.2,2,39.6,2,83.8,2,2.85,2,2000-010-0053.che,,,,,,,,,,,,,,
18DD20000531,2000.1,26,53,13,2000,6,10,15:46,162,-144.99,50,399.1,-999,3.9129,-999,34.0359,2,-999,-999,46.6,2,2328.6,2,2316.4,2,41.7,2,96.8,2,3.01,2,2000-010-0053.che,,,,,,,,,,,,,,
18DD20000531,2000.1,26,53,12,2000,6,10,15:46,162,-144.99,50,601.4,-999,3.5585,-999,34.2193,2,-999,-999,28.4,2,2354.2,2,2341.2,2,42.6,2,119.2,2,3.10,2,2000-010-0053.che,,,,,,,,,,,,,,
18DD20000531,2000.1,26,53,11,2000,6,10,15:46,162,-144.99,50,800.3,-999,3.1921,-999,34.3089,2,-999,-999,19.5,2,2367.7,2,2361.7,2,43.1,2,133.5,2,3.16,2,2000-010-0053.che,,,,,,,,,,,,,,
18DD20000531,2000.1,26,53,10,2000,6,10,15:46,162,-144.99,50,1002.5,-999,2.8495,-999,34.388,2,-999,-999,16.5,2,2381.9,2,2374.3,2,44.2,2,144.8,2,3.18,2,2000-010-0053.che,,,,,,,,,,,,,,
18DD20000531,2000.1,26,53,9,2000,6,10,15:46,162,-144.99,50,1250,-999,2.5191,-999,34.4587,2,-999,-999,19.5,2,2392.0,2,2388.6,2,43.9,2,157.0,2,3.18,2,2000-010-0053.che,,,,,,,,,,,,,,
18DD20000531,2000.1,26,53,8,2000,6,10,15:46,162,-144.99,50,1503.3,-999,2.2699,-999,34.5121,2,-999,-999,28.4,2,2394.4,2,2404.7,2,43.6,2,163.8,2,3.14,2,2000-010-0053.che,,,,,,,,,,,,,,
18DD20000531,2000.1,26,53,7,2000,6,10,15:46,162,-144.99,50,1749.5,-999,2.0492,-999,34.5589,2,-999,-999,43.6,2,2391.5,2,2410.7,2,42.5,2,167.8,2,3.06,2,2000-010-0053.che,,,,,,,,,,,,,,
18DD20000531,2000.1,26,53,6,2000,6,10,15:46,162,-144.99,50,1997.7,-999,1.897,-999,34.5896,2,-999,-999,58.4,2,2383.5,2,2415.3,2,41.8,2,170.1,2,2.99,2,2000-010-0053.che,,,,,,,,,,,,,,
18DD20000531,2000.1,26,53,5,2000,6,10,15:46,162,-144.99,50,2251.8,-999,1.8098,-999,34.6083,2,-999,-999,70.3,2,2377.2,2,2417.9,2,40.9,2,170.7,2,2.93,2,2000-010-0053.che,,,,,,,,,,,,,,
18DD20000531,2000.1,26,53,4,2000,6,10,15:46,162,-144.99,50,2501.1,-999,1.7159,-999,34.6269,2,-999,-999,84.6,2,2371.5,2,2417.3,2,40.1,2,170.9,2,2.87,2,2000-010-0053.che,,,,,,,,,,,,,,
18DD20000531,2000.1,26,53,3,2000,6,10,15:46,162,-144.99,50,2999.6,-999,1.5723,-999,34.6549,2,-999,-999,109.2,2,2354.2,2,2428.8,2,38.4,2,169.1,2,2.73,2,2000-010-0053.che,,,,,,,,,,,,,,
18DD20000531,2000.1,26,53,2,2000,6,10,15:46,162,-144.99,50,3503.7,-999,1.5096,-999,34.6706,2,-999,-999,126.5,2,2339.3,2,2428.2,2,37.3,2,167.5,2,2.65,2,2000-010-0053.che,,,,,,,,,,,,,,
18DD20000531,2000.1,26,53,1,2000,6,10,15:46,162,-144.99,50,3997.7,-999,1.4978,-999,34.6795,2,-999,-999,146.4,3,2347.8,2,2432.1,2,36.8,2,167.7,2,2.60,2,2000-010-0053.che,,,,,,,,,,,,,,
18DD20000905,2000.25,26,57,24,2000,9,13,20:44,257,-145,50,4.4,-999,13.4896,-999,32.632,2,-999,-999,271.3,2,2032.7,3,2197.7,2,5.5,2,4.1,2,0.76,2,2000-025-0057.che,,,,,,,,,,,,,,
18DD20000905,2000.25,26,57,23,2000,9,13,20:44,257,-145,50,9.7,-999,13.4945,-999,32.6316,2,-999,-999,270.9,2,2021.4,3,2201.3,2,5.4,2,4.1,2,0.76,2,2000-025-0057.che,,,,,,,,,,,,,,
18DD20000905,2000.25,26,57,22,2000,9,13,20:44,257,-145,50,24.9,-999,13.4151,-999,32.6321,2,-999,-999,270.4,2,2032.2,2,2202.7,2,5.5,2,3.9,2,0.77,2,2000-025-0057.che,,,,,,,,,,,,,,
18DD20000905,2000.25,26,57,21,2000,9,13,20:44,257,-145,50,50.1,-999,6.5609,-999,32.7023,2,-999,-999,305.4,2,2058.2,2,2204.7,2,10.8,2,9.6,2,1.35,2,2000-025-0057.che,,,,,,,,,,,,,,
18DD20000905,2000.25,26,57,20,2000,9,13,20:44,257,-145,50,75.2,-999,5.1015,-999,32.7473,2,-999,-999,306.2,2,2051.6,2,2206.5,2,16.5,2,25.8,2,1.52,2,2000-025-0057.che,,,,,,,,,,,,,,
18DD20000905,2000.25,26,57,19,2000,9,13,20:44,257,-145,50,99.1,-999,4.3764,-999,32.7861,2,-999,-999,303.1,2,2100.0,2,2209.7,2,18.2,2,28.8,2,1.61,2,2000-025-0057.che,,,,,,,,,,,,,,
18DD20000905,2000.25,26,57,18,2000,9,13,20:44,257,-145,50,147.7,-999,4.5075,-999,33.4133,2,-999,-999,193.0,2,2199.7,2,2261.3,2,28.3,2,47.2,2,2.15,2,2000-025-0057.che,,,,,,,,,,,,,,
18DD20000905,2000.25,26,57,17,2000,9,13,20:44,257,-145,50,199.6,-999,4.8198,-999,33.8208,2,-999,-999,111.2,2,2249.0,2,2275.9,2,35.4,2,63.9,2,2.57,2,2000-025-0057.che,,,,,,,,,,,,,,
18DD20000905,2000.25,26,57,16,2000,9,13,20:44,257,-145,50,299.7,-999,4.2273,-999,33.928,2,-999,-999,65.6,2,2301.6,2,2294.3,2,40.0,2,81.9,2,2.86,2,2000-025-0057.che,,,,,,,,,,,,,,
18DD20000905,2000.25,26,57,15,2000,9,13,20:44,257,-145,50,400.8,-999,4.035,-999,34.0453,2,-999,-999,44.3,2,2328.7,2,2317.5,2,41.3,2,95.3,2,2.98,2,2000-025-0057.che,,,,,,,,,,,,,,
18DD20000905,2000.25,26,57,14,2000,9,13,20:44,257,-145,50,600.5,-999,3.6398,-999,34.2099,2,-999,-999,22.6,2,2341.5,2,2341.2,2,43.0,2,115.7,2,3.10,2,2000-025-0057.che,,,,,,,,,,,,,,
18DD20000905,2000.25,26,57,13,2000,9,13,20:44,257,-145,50,798.4,-999,3.2413,-999,34.3077,2,-999,-999,17.4,2,2365.3,2,2360.8,2,43.4,2,130.5,2,3.13,2,2000-025-0057.che,,,,,,,,,,,,,,
18DD20000905,2000.25,26,57,12,2000,9,13,20:44,257,-145,50,999.2,-999,2.8909,-999,34.3849,2,-999,-999,16.9,2,2376.9,2,2376.0,2,43.8,2,142.7,2,3.14,2,2000-025-0057.che,,,,,,,,,,,,,,
18DD20000905,2000.25,26,57,11,2000,9,13,20:44,257,-145,50,1249.6,-999,2.5474,-999,34.4573,2,-999,-999,18.2,2,2385.5,2,2388.4,2,43.7,2,153.4,2,3.14,2,2000-025-0057.che,,,,,,,,,,,,,,
18DD20000905,2000.25,26,57,10,2000,9,13,20:44,257,-145,50,1499.1,-999,2.2908,-999,34.5122,2,-999,-999,27.8,2,2392.7,2,2398.3,2,43.6,2,161.1,2,3.11,2,2000-025-0057.che,,,,,,,,,,,,,,
18DD20000905,2000.25,26,57,9,2000,9,13,20:44,257,-145,50,1749.8,-999,2.0802,-999,34.5571,2,-999,-999,41.7,2,-999,9,2408.1,2,42.6,2,165.3,2,3.04,2,2000-025-0057.che,,,,,,,,,,,,,,
18DD20000905,2000.25,26,57,8,2000,9,13,20:44,257,-145,50,1999.7,-999,1.9301,-999,34.5884,2,-999,-999,57.7,2,2382.9,2,2410.9,2,42.0,2,168.0,2,2.97,2,2000-025-0057.che,,,,,,,,,,,,,,
18DD20000905,2000.25,26,57,7,2000,9,13,20:44,257,-145,50,2251.9,-999,1.8181,-999,34.6113,2,-999,-999,70.3,2,2376.0,2,2414.9,2,40.9,2,168.4,2,2.92,2,2000-025-0057.che,,,,,,,,,,,,,,
18DD20000905,2000.25,26,57,6,2000,9,13,20:44,257,-145,50,2500.1,-999,1.7132,-999,34.6316,2,-999,-999,85.1,2,2365.5,2,2416.7,2,40.0,2,168.3,2,2.85,2,2000-025-0057.che,,,,,,,,,,,,,,
18DD20000905,2000.25,26,57,5,2000,9,13,20:44,257,-145,50,2750.1,-999,1.6326,-999,34.6472,2,-999,-999,101.1,2,2360.8,2,2417.7,2,39.0,2,167.5,2,2.77,2,2000-025-0057.che,,,,,,,,,,,,,,
18DD20000905,2000.25,26,57,4,2000,9,13,20:44,257,-145,50,2998.9,-999,1.58,-999,34.6581,2,-999,-999,111.6,2,2352.8,2,2424.0,2,38.5,2,166.7,2,2.72,2,2000-025-0057.che,,,,,,,,,,,,,,
18DD20000905,2000.25,26,57,3,2000,9,13,20:44,257,-145,50,3499.5,-999,1.5148,-999,34.6741,2,-999,-999,126.8,2,2344.2,2,2425.3,2,37.2,2,164.5,2,2.64,2,2000-025-0057.che,,,,,,,,,,,,,,
18DD20000905,2000.25,26,57,2,2000,9,13,20:44,257,-145,50,4000.4,-999,1.5029,-999,34.6833,2,-999,-999,137.2,2,2338.4,2,2425.9,2,36.8,2,165.2,2,2.59,2,2000-025-0057.che,,,,,,,,,,,,,,
18DD20000905,2000.25,26,57,1,2000,9,13,20:44,257,-145,50,4256.4,-999,1.514,-999,34.6863,2,-999,-999,140.2,2,2347.6,2,2428.3,2,36.5,2,168.2,2,2.57,2,2000-025-0057.che,,,,,,,,,,,,,,
18DD20010206,2001.06,26,34,24,2001,2,14,2:25,45,-145,50,2.4,-999,5.4374,-999,32.595,2,-999,-999,310.9,2,2042.4,2,2115.1,4,14.7,2,19.5,2,1.38,2,2001-006-0034.che,,,,,,,,,,,,,,
18DD20010206,2001.06,26,34,23,2001,2,14,2:25,45,-145,50,10.6,-999,5.4352,-999,32.5963,2,-999,-999,310.9,2,2042.9,2,2127.1,4,14.8,2,19.4,2,1.38,2,2001-006-0034.che,,,,,,,,,,,,,,
18DD20010206,2001.06,26,34,22,2001,2,14,2:25,45,-145,50,26.1,-999,5.4348,-999,32.5967,2,-999,-999,312.2,2,2041.0,2,2127.2,2,14.9,2,19.5,2,1.39,2,2001-006-0034.che,,,,,,,,,,,,,,
18DD20010206,2001.06,26,34,21,2001,2,14,2:25,45,-145,50,50.6,-999,5.42,-999,32.5971,2,-999,-999,309.6,2,2043.4,2,2143.7,2,14.7,2,19.5,2,1.39,2,2001-006-0034.che,,,,,,,,,,,,,,
18DD20010206,2001.06,26,34,20,2001,2,14,2:25,45,-145,50,75.5,-999,5.3558,-999,32.6069,2,-999,-999,308.7,2,2044.6,2,2141.5,2,15.1,2,19.9,2,1.40,2,2001-006-0034.che,,,,,,,,,,,,,,
18DD20010206,2001.06,26,34,19,2001,2,14,2:25,45,-145,50,101.6,-999,5.2894,-999,32.6277,2,-999,-999,306.6,2,2053.4,2,2171.7,2,15.4,2,20.6,2,1.43,2,2001-006-0034.che,,,,,,,,,,,,,,
18DD20010206,2001.06,26,34,18,2001,2,14,2:25,45,-145,50,150.7,-999,4.3691,-999,33.4149,2,-999,-999,183.6,2,2185.2,2,2260.0,2,29.7,2,49.9,2,2.27,2,2001-006-0034.che,,,,,,,,,,,,,,
18DD20010206,2001.06,26,34,17,2001,2,14,2:25,45,-145,50,198.3,-999,4.2596,-999,33.7971,2,-999,-999,90.9,2,2238.2,2,2271.5,2,37.9,2,71.1,2,2.77,2,2001-006-0034.che,,,,,,,,,,,,,,
18DD20010206,2001.06,26,34,16,2001,2,14,2:25,45,-145,50,299.4,-999,4.0094,-999,33.9416,2,-999,-999,51.9,2,2264.9,2,2283.8,2,41.1,2,88.2,2,2.99,2,2001-006-0034.che,,,,,,,,,,,,,,
18DD20010206,2001.06,26,34,15,2001,2,14,2:25,45,-145,50,400.7,-999,3.9031,-999,34.0444,2,-999,-999,42.0,2,2315.6,2,2321.8,2,41.6,2,98.2,2,3.05,2,2001-006-0034.che,,,,,,,,,,,,,,
18DD20010206,2001.06,26,34,14,2001,2,14,2:25,45,-145,50,599.4,-999,3.586,-999,34.1989,2,-999,-999,27.0,2,2345.5,2,2359.7,2,42.3,2,115.5,2,3.09,2,2001-006-0034.che,,,,,,,,,,,,,,
18DD20010206,2001.06,26,34,13,2001,2,14,2:25,45,-145,50,799.7,-999,3.2083,-999,34.3081,2,-999,-999,19.7,2,2364.3,2,2369.6,2,43.1,2,130.3,2,3.16,2,2001-006-0034.che,,,,,,,,,,,,,,
18DD20010206,2001.06,26,34,12,2001,2,14,2:25,45,-145,50,1000.3,-999,2.8476,-999,34.389,2,-999,-999,16.3,2,2378.1,2,2393.9,2,43.5,2,143.2,2,3.18,2,2001-006-0034.che,,,,,,,,,,,,,,
18DD20010206,2001.06,26,34,11,2001,2,14,2:25,45,-145,50,1252.8,-999,2.513,-999,34.4606,2,-999,-999,19.3,2,2391.7,2,2406.9,2,43.5,2,154.4,2,3.17,2,2001-006-0034.che,,,,,,,,,,,,,,
18DD20010206,2001.06,26,34,10,2001,2,14,2:25,45,-145,50,1499.3,-999,2.292,-999,34.5081,2,-999,-999,28.7,2,2393.6,2,2406.4,3,43.7,2,161.0,2,3.12,2,2001-006-0034.che,,,,,,,,,,,,,,
18DD20010206,2001.06,26,34,9,2001,2,14,2:25,45,-145,50,1749.4,-999,2.0716,-999,34.5548,2,-999,-999,43.3,2,2388.8,2,2408.4,3,42.6,2,164.3,2,3.06,2,2001-006-0034.che,,,,,,,,,,,,,,
18DD20010206,2001.06,26,34,8,2001,2,14,2:25,45,-145,50,1999.2,-999,1.9363,-999,34.5834,2,-999,-999,56.1,2,2382.1,2,2423.3,2,41.8,2,166.6,2,2.99,2,2001-006-0034.che,,,,,,,,,,,,,,
18DD20010206,2001.06,26,34,7,2001,2,14,2:25,45,-145,50,2248.7,-999,1.8231,-999,34.6066,2,-999,-999,69.4,2,2372.4,2,2426.5,2,40.9,2,168.6,2,2.92,2,2001-006-0034.che,,,,,,,,,,,,,,
18DD20010206,2001.06,26,34,6,2001,2,14,2:25,45,-145,50,2500.1,-999,1.7064,-999,34.629,2,-999,-999,85.3,2,2358.9,2,2429.0,2,40.0,2,167.7,2,2.87,2,2001-006-0034.che,,,,,,,,,,,,,,
18DD20010206,2001.06,26,34,5,2001,2,14,2:25,45,-145,50,2751.7,-999,1.6229,-999,34.645,2,-999,-999,100.3,2,2356.3,2,2428.3,2,38.8,2,167.5,2,2.78,2,2001-006-0034.che,,,,,,,,,,,,,,
18DD20010206,2001.06,26,34,4,2001,2,14,2:25,45,-145,50,2999.9,-999,1.5694,-999,34.6561,2,-999,-999,113.1,2,2354.9,2,2430.3,2,38.4,2,167.6,2,2.72,2,2001-006-0034.che,,,,,,,,,,,,,,
18DD20010206,2001.06,26,34,3,2001,2,14,2:25,45,-145,50,3500.9,-999,1.5119,-999,34.6712,2,-999,-999,126.8,2,2342.5,2,2432.1,2,36.9,2,166.6,2,2.65,2,2001-006-0034.che,,,,,,,,,,,,,,
18DD20010206,2001.06,26,34,2,2001,2,14,2:25,45,-145,50,4000.6,-999,1.5055,-999,34.679,2,-999,-999,137.1,2,2336.8,2,2433.6,2,36.8,2,164.7,2,2.61,2,2001-006-0034.che,,,,,,,,,,,,,,
18DD20010206,2001.06,26,34,1,2001,2,14,2:25,45,-145,50,4315.6,-999,1.5141,-999,34.6829,2,-999,-999,144.0,2,2335.8,2,2434.9,2,36.1,2,168.4,2,2.58,2,2001-006-0034.che,,,,,,,,,,,,,,
18DD20010618,2001.08,26,186,24,2001,6,18,16:58,169,-145,50,4.2,-999,7.37,-999,32.5576,2,-999,-999,311.4,2,2005.4,2,2185.1,2,12.8,2,18.6,2,1.26,2,2001-008-0186.che,,,,,,,,,,,,,,
18DD20010618,2001.08,26,186,23,2001,6,18,16:58,169,-145,50,9.7,-999,7.366,-999,32.5585,2,-999,-999,311.7,2,2009.6,2,2186.6,2,12.8,2,18.8,2,1.26,2,2001-008-0186.che,,,,,,,,,,,,,,
18DD20010618,2001.08,26,186,22,2001,6,18,16:58,169,-145,50,19.2,-999,7.3656,-999,32.5588,2,-999,-999,312.2,2,2018.0,2,2187.1,2,12.7,2,18.7,2,1.26,2,2001-008-0186.che,,,,,,,,,,,,,,
18DD20010618,2001.08,26,186,21,2001,6,18,16:58,169,-145,50,30.4,-999,7.279,-999,32.5605,2,-999,-999,312.4,2,2029.6,2,2186.6,2,12.8,2,18.7,2,1.26,2,2001-008-0186.che,,,,,,,,,,,,,,
18DD20010618,2001.08,26,186,20,2001,6,18,16:58,169,-145,50,49.9,-999,6.1849,-999,32.6021,2,-999,-999,315.7,2,2036.3,2,2189.8,2,13.9,2,19.6,2,1.34,2,2001-008-0186.che,,,,,,,,,,,,,,
18DD20010618,2001.08,26,186,19,2001,6,18,16:58,169,-145,50,76.3,-999,5.2193,-999,32.6607,2,-999,-999,311.5,2,2049.0,2,2190.2,2,16.2,2,21.4,2,1.46,2,2001-008-0186.che,,,,,,,,,,,,,,
18DD20010618,2001.08,26,186,18,2001,6,18,16:58,169,-145,50,98.3,-999,4.8789,-999,32.721,2,-999,-999,302.9,2,2091.0,2,2182.6,2,17.8,2,23.9,2,1.54,2,2001-008-0186.che,,,,,,,,,,,,,,
18DD20010618,2001.08,26,186,17,2001,6,18,16:58,169,-145,50,148.2,-999,4.4504,-999,33.4995,2,-999,-999,166.3,2,2195.0,2,2223.8,2,31.8,2,52.6,2,2.33,2,2001-008-0186.che,,,,,,,,,,,,,,
