PrDM,T090C,T190C,C0S/m,C1S/m,FlECO-AFL,Sbeox0V,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
2.000,14.0708,14.0709,3.876546,3.876856,0.4498,2.7963,3.15,1.983,0.071,31.9994,32.0022,7.4169,1023.8638,1023.8659,1500.22,1500.22,0.0000e+00
3.000,14.0652,14.0634,3.876173,3.876346,0.5621,2.8053,3.87,2.975,0.490,32.0003,32.0034,7.3982,1023.8701,1023.8728,1500.22,1500.21,0.0000e+00
4.000,14.0675,14.0633,3.876415,3.876430,0.6079,2.7879,3.63,3.967,0.842,32.0002,32.0038,7.2816,1023.8740,1023.8776,1500.24,1500.23,0.0000e+00
5.000,14.0621,14.0606,3.875994,3.876214,0.6467,2.7764,4.31,4.958,0.925,32.0004,32.0037,7.2798,1023.8797,1023.8826,1500.24,1500.24,0.0000e+00
6.000,13.9254,13.9345,3.864663,3.865786,0.6915,2.7757,77.75,5.950,1.091,32.0094,32.0122,7.3553,1023.9191,1023.9194,1499.82,1499.85,0.0000e+00
7.000,13.3959,13.4136,3.822793,3.824442,0.6703,2.7786,98.55,6.942,1.137,32.0637,32.0641,7.4731,1024.0723,1024.0691,1498.15,1498.21,0.0000e+00
8.000,13.2245,13.2278,3.809233,3.809918,0.6824,2.7868,98.85,7.934,0.946,32.0807,32.0844,7.5185,1024.1241,1024.1262,1497.62,1497.63,0.0000e+00
9.000,13.1505,13.1548,3.803338,3.804055,0.7017,2.7828,98.84,8.925,0.450,32.0876,32.0907,7.4543,1024.1485,1024.1500,1497.40,1497.41,0.0000e+00
10.000,13.0303,13.0116,3.793186,3.792126,0.6685,2.7482,86.12,9.917,0.692,32.0933,32.0992,7.2042,1024.1809,1024.1892,1497.02,1496.96,0.0000e+00
11.000,12.7578,12.7580,3.771780,3.772212,0.8563,2.7256,99.12,10.909,1.238,32.1220,32.1260,7.1469,1024.2607,1024.2637,1496.15,1496.16,0.0000e+00
12.000,12.5479,12.5523,3.755097,3.755921,0.9823,2.7068,98.84,11.900,1.432,32.1421,32.1462,7.0782,1024.3211,1024.3234,1495.48,1495.50,0.0000e+00
13.000,12.3730,12.3756,3.741592,3.742232,1.0621,2.6927,81.01,12.892,1.345,32.1625,32.1664,6.9986,1024.3746,1024.3772,1494.93,1494.94,0.0000e+00
14.000,12.1834,12.1757,3.726756,3.726646,0.9458,2.6566,85.48,13.883,0.873,32.1827,32.1883,6.7881,1024.4306,1024.4364,1494.32,1494.30,0.0000e+00
15.000,11.6298,11.6723,3.683127,3.686702,0.8443,2.5273,97.11,14.875,0.431,32.2390,32.2368,6.1814,1024.5808,1024.5711,1492.49,1492.63,0.0000e+00
16.000,10.7057,10.7153,3.608320,3.609315,0.8231,2.4020,80.08,15.867,0.707,32.3125,32.3140,5.6575,1024.8069,1024.8064,1489.35,1489.39,0.0000e+00
17.000,10.2314,10.2154,3.571822,3.570389,0.7747,2.2505,88.74,16.858,0.596,32.3680,32.3679,4.8825,1024.9358,1024.9384,1487.74,1487.68,0.0000e+00
18.000,9.6985,9.6976,3.531973,3.532319,0.6900,2.0577,99.29,17.850,0.851,32.4418,32.4462,4.1266,1025.0863,1025.0898,1485.92,1485.92,0.0000e+00
19.000,9.3601,9.3621,3.509239,3.509950,0.6452,1.9456,98.83,18.842,1.118,32.5149,32.5204,3.8825,1025.2025,1025.2065,1484.79,1484.80,0.0000e+00
20.000,9.2058,9.2070,3.501472,3.502120,0.6360,1.8615,98.83,19.833,1.071,32.5750,32.5806,3.7770,1025.2786,1025.2827,1484.31,1484.32,0.0000e+00
21.000,9.1046,9.1041,3.496223,3.496824,0.5657,1.7732,87.80,20.825,0.675,32.6128,32.6194,3.6787,1025.3286,1025.3339,1484.00,1484.01,0.0000e+00
22.000,8.9578,8.9957,3.489600,3.492154,0.4129,1.6313,91.16,21.817,0.422,32.6783,32.6701,3.2620,1025.4074,1025.3950,1483.55,1483.68,0.0000e+00
23.000,8.7864,8.7870,3.482803,3.483278,0.4408,1.5269,99.10,22.808,0.967,32.7652,32.7695,2.8351,1025.5064,1025.5098,1483.04,1483.05,0.0000e+00
24.000,8.4264,8.4307,3.469261,3.469905,0.4502,1.4674,75.39,23.800,1.128,32.9573,32.9600,2.6994,1025.7164,1025.7180,1481.95,1481.97,0.0000e+00
25.000,8.3362,8.3345,3.460438,3.462882,0.3846,1.4143,85.25,24.791,0.953,32.9481,32.9755,2.6269,1025.7274,1025.7490,1481.61,1481.64,0.0000e+00
26.000,8.2121,8.2045,3.457678,3.457977,0.3908,1.3434,95.79,25.783,0.466,33.0349,33.0453,2.5311,1025.8185,1025.8278,1481.27,1481.25,0.0000e+00
27.000,8.1841,8.1850,3.459367,3.460083,0.3935,1.2649,85.93,26.774,0.798,33.0787,33.0855,2.3172,1025.8616,1025.8667,1481.23,1481.24,0.0000e+00
28.000,8.1216,8.1235,3.459641,3.460111,0.4506,1.2333,98.73,27.766,1.095,33.1402,33.1435,2.2714,1025.9237,1025.9259,1481.09,1481.10,0.0000e+00
29.000,7.9490,7.9504,3.454511,3.455004,0.4776,1.2106,98.87,28.758,1.075,33.2487,33.2526,2.2747,1026.0388,1026.0416,1480.59,1480.60,0.0000e+00
30.000,7.8993,7.8976,3.452714,3.453211,0.4534,1.1955,98.88,29.749,0.774,33.2764,33.2833,2.2636,1026.0723,1026.0780,1480.45,1480.45,0.0000e+00
31.000,7.8503,7.8508,3.451207,3.451772,0.4186,1.1636,72.28,30.741,0.522,33.3064,33.3120,2.2059,1026.1076,1026.1119,1480.32,1480.32,0.0000e+00
32.000,7.8246,7.8235,3.450459,3.450987,0.3706,1.1477,86.23,31.732,0.699,33.3225,33.3292,2.2568,1026.1286,1026.1340,1480.25,1480.26,0.0000e+00
33.000,7.7699,7.7694,3.449185,3.449718,0.3879,1.1446,92.36,32.724,0.852,33.3607,33.3669,2.2677,1026.1711,1026.1760,1480.11,1480.12,0.0000e+00
34.000,7.6929,7.6889,3.446776,3.447204,0.4112,1.1374,65.21,33.715,0.843,33.4081,33.4165,2.2808,1026.2240,1026.2312,1479.89,1479.89,0.0000e+00
35.000,7.5732,7.5685,3.444281,3.444762,0.3880,1.1423,69.65,34.707,0.701,33.4959,33.5056,2.3775,1026.3148,1026.3230,1479.56,1479.55,0.0000e+00
36.000,7.5048,7.5033,3.443601,3.444152,0.3288,1.1494,87.27,35.699,0.730,33.5541,33.5615,2.4740,1026.3748,1026.3808,1479.39,1479.39,0.0000e+00
37.000,7.4718,7.4721,3.444302,3.444862,0.3193,1.1674,72.62,36.690,0.963,33.5931,33.5990,2.5557,1026.4148,1026.4193,1479.32,1479.33,0.0000e+00
38.000,7.4634,7.4637,3.444635,3.445151,0.3491,1.1726,31.01,37.682,0.983,33.6044,33.6097,2.5320,1026.4294,1026.4335,1479.32,1479.33,0.0000e+00
39.000,7.4566,7.4566,3.444843,3.445374,0.3379,1.1787,65.47,38.673,0.686,33.6127,33.6185,2.5278,1026.4415,1026.4460,1479.32,1479.33,0.0000e+00
40.000,7.4556,7.4558,3.446297,3.446761,0.3402,1.1888,77.78,39.665,0.505,33.6290,33.6339,2.6162,1026.4590,1026.4628,1479.36,1479.36,0.0000e+00
41.000,7.4699,7.4706,3.450142,3.450819,0.2875,1.2050,30.85,40.656,0.805,33.6563,33.6630,2.7245,1026.4830,1026.4882,1479.46,1479.47,0.0000e+00
42.000,7.4835,7.4837,3.452362,3.452893,0.2608,1.2212,61.47,41.648,0.908,33.6667,33.6722,2.7851,1026.4939,1026.4982,1479.54,1479.55,0.0000e+00
43.000,7.4862,7.4862,3.453286,3.453804,0.3192,1.2331,98.38,42.639,0.856,33.6737,33.6793,2.7999,1026.5035,1026.5079,1479.58,1479.59,0.0000e+00
44.000,7.4842,7.4841,3.454108,3.454654,0.2604,1.2431,88.25,43.631,0.730,33.6840,33.6900,2.7880,1026.5165,1026.5212,1479.60,1479.61,0.0000e+00
45.000,7.4640,7.4631,3.453540,3.453954,0.2436,1.2487,72.06,44.622,0.756,33.6970,33.7023,2.7632,1026.5342,1026.5385,1479.56,1479.56,0.0000e+00
46.000,7.4380,7.4381,3.451948,3.452442,0.2501,1.2505,53.27,45.614,0.888,33.7045,33.7097,2.7418,1026.5483,1026.5525,1479.48,1479.49,0.0000e+00
47.000,7.4323,7.4323,3.451650,3.452129,0.2555,1.2494,52.85,46.605,0.873,33.7064,33.7115,2.7202,1026.5552,1026.5593,1479.48,1479.48,0.0000e+00
48.000,7.4228,7.4231,3.451224,3.451726,0.2610,1.2471,51.71,47.597,0.576,33.7105,33.7157,2.6904,1026.5644,1026.5684,1479.46,1479.47,0.0000e+00
49.000,7.4127,7.4130,3.450820,3.451334,0.2446,1.2387,50.26,48.588,0.561,33.7154,33.7207,2.5905,1026.5743,1026.5784,1479.45,1479.45,0.0000e+00
50.000,7.3965,7.3967,3.450187,3.450686,0.2561,1.2264,56.37,49.580,0.983,33.7239,33.7291,2.4243,1026.5878,1026.5919,1479.41,1479.42,0.0000e+00
51.000,7.3860,7.3867,3.449602,3.450117,0.2431,1.2088,52.54,50.571,1.149,33.7272,33.7321,2.2400,1026.5965,1026.6003,1479.39,1479.40,0.0000e+00
52.000,7.3662,7.3670,3.448342,3.448815,0.2534,1.1812,41.95,51.563,1.082,33.7324,33.7368,2.0507,1026.6080,1026.6113,1479.34,1479.35,0.0000e+00
53.000,7.3157,7.3150,3.445938,3.446362,0.2731,1.1418,46.19,52.554,0.750,33.7550,33.7602,1.8914,1026.6375,1026.6417,1479.19,1479.19,0.0000e+00
54.000,7.2940,7.2938,3.444972,3.445423,0.2765,1.0827,45.18,53.545,0.395,33.7651,33.7703,1.8115,1026.6531,1026.6572,1479.14,1479.14,0.0000e+00
55.000,7.2894,7.2896,3.444928,3.445421,0.3215,1.0498,44.34,54.537,0.842,33.7687,33.7738,1.8153,1026.6611,1026.6651,1479.14,1479.14,0.0000e+00
56.000,7.2850,7.2853,3.444854,3.445332,0.3616,1.0402,67.25,55.528,1.125,33.7717,33.7766,1.8080,1026.6687,1026.6725,1479.14,1479.15,0.0000e+00
57.000,7.2809,7.2812,3.444898,3.445372,0.3526,1.0326,53.07,56.520,1.202,33.7757,33.7806,1.7923,1026.6770,1026.6808,1479.15,1479.15,0.0000e+00
58.000,7.2782,7.2784,3.445172,3.445663,0.2987,1.0242,41.68,57.511,1.047,33.7809,33.7860,1.7657,1026.6860,1026.6900,1479.16,1479.17,0.0000e+00
59.000,7.2790,7.2794,3.446428,3.447039,0.3551,1.0113,40.25,58.503,0.523,33.7932,33.7995,1.7360,1026.7002,1026.7051,1479.19,1479.20,0.0000e+00
60.000,7.2856,7.2859,3.449302,3.449812,0.3495,0.9946,39.17,59.494,0.741,33.8176,33.8229,1.6994,1026.7230,1026.7272,1479.27,1479.27,0.0000e+00
61.000,7.2940,7.2940,3.451989,3.452470,0.3798,0.9892,38.57,60.485,1.172,33.8381,33.8434,1.6403,1026.7426,1026.7467,1479.34,1479.35,0.0000e+00
62.000,7.2756,7.2752,3.451466,3.451856,0.3898,0.9814,37.63,61.477,1.253,33.8500,33.8546,1.5732,1026.7591,1026.7628,1479.30,1479.30,0.0000e+00
63.000,7.2460,7.2462,3.449662,3.450090,0.4087,0.9706,36.71,62.468,1.085,33.8588,33.8633,1.4993,1026.7748,1026.7783,1479.21,1479.22,0.0000e+00
64.000,7.2237,7.2219,3.448286,3.448633,0.4451,0.9494,35.25,63.460,0.581,33.8652,33.8707,1.3869,1026.7876,1026.7921,1479.15,1479.15,0.0000e+00
65.000,7.1894,7.1883,3.446582,3.446982,0.5864,0.9065,33.68,64.451,0.464,33.8798,33.8852,1.2228,1026.8084,1026.8128,1479.05,1479.06,0.0000e+00
66.000,7.1806,7.1814,3.446160,3.446667,0.8028,0.8848,32.97,65.443,0.894,33.8833,33.8880,1.1806,1026.8170,1026.8206,1479.04,1479.05,0.0000e+00
