PrDM,T090C,T190C,C0S/m,C1S/m,FlECO-AFL,Sbeox0V,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
1.000,10.2608,10.2589,3.706774,3.706838,0.3679,2.1593,100.38,0.992,0.227,33.7110,33.7134,5.7448,1025.9057,1025.9079,1489.21,1489.21,0.0000e+00
2.000,10.2571,10.2571,3.706522,3.706754,0.3494,2.1523,83.62,1.985,0.332,33.7114,33.7138,5.7122,1025.9112,1025.9130,1489.22,1489.22,0.0000e+00
3.000,10.2479,10.2513,3.705795,3.706287,0.3697,2.1546,7.14,2.977,0.507,33.7122,33.7140,5.7211,1025.9179,1025.9187,1489.20,1489.22,0.0000e+00
4.000,10.2319,10.2316,3.704544,3.704757,0.3514,2.1489,2.44,3.969,0.898,33.7140,33.7164,5.6915,1025.9265,1025.9284,1489.16,1489.16,0.0000e+00
5.000,10.2299,10.2299,3.704412,3.704657,0.3614,2.1483,21.97,4.962,0.714,33.7140,33.7165,5.6950,1025.9315,1025.9334,1489.17,1489.18,0.0000e+00
6.000,10.2269,10.2271,3.704211,3.704455,0.3591,2.1473,98.28,5.954,0.390,33.7143,33.7166,5.6954,1025.9367,1025.9385,1489.18,1489.18,0.0000e+00
7.000,10.2209,10.2191,3.703738,3.703822,0.3425,2.1476,78.34,6.946,0.512,33.7147,33.7172,5.7047,1025.9426,1025.9449,1489.18,1489.17,0.0000e+00
8.000,10.2289,10.2258,3.704462,3.704453,0.3617,2.1503,99.20,7.939,0.590,33.7142,33.7169,5.7110,1025.9453,1025.9480,1489.22,1489.21,0.0000e+00
9.000,10.2250,10.2197,3.704159,3.703956,0.3761,2.1457,98.83,8.931,0.614,33.7143,33.7171,5.6792,1025.9506,1025.9537,1489.22,1489.21,0.0000e+00
10.000,10.1876,10.1878,3.701227,3.701459,0.3769,2.1432,98.83,9.923,1.159,33.7189,33.7210,5.6638,1025.9651,1025.9667,1489.11,1489.11,0.0000e+00
11.000,10.1416,10.1360,3.697318,3.697104,0.3769,2.1388,98.83,10.916,1.094,33.7216,33.7247,5.6549,1025.9796,1025.9829,1488.96,1488.95,0.0000e+00
12.000,10.0595,10.0406,3.691039,3.689848,0.3570,2.1336,88.89,11.908,0.628,33.7339,33.7395,5.6474,1026.0077,1026.0152,1488.70,1488.64,0.0000e+00
13.000,10.0562,10.0290,3.690912,3.689009,0.3422,2.1249,75.63,12.900,0.525,33.7353,33.7413,5.6102,1026.0138,1026.0231,1488.71,1488.62,0.0000e+00
14.000,9.9746,9.9746,3.684191,3.684409,0.3436,2.1204,81.47,13.892,0.534,33.7426,33.7448,5.6131,1026.0379,1026.0396,1488.44,1488.44,0.0000e+00
15.000,9.9625,9.9633,3.682989,3.683317,0.3751,2.1163,98.48,14.885,0.573,33.7412,33.7438,5.5972,1026.0434,1026.0453,1488.41,1488.42,0.0000e+00
16.000,9.9418,9.9478,3.681094,3.681852,0.4017,2.1069,98.83,15.877,0.492,33.7408,33.7429,5.4992,1026.0510,1026.0517,1488.35,1488.38,0.0000e+00
17.000,9.8711,9.8689,3.675012,3.675086,0.3710,2.0876,98.83,16.869,0.801,33.7444,33.7472,5.3813,1026.0703,1026.0728,1488.12,1488.11,0.0000e+00
18.000,9.8036,9.8038,3.669693,3.669980,0.3784,2.0715,68.90,17.861,1.198,33.7528,33.7555,5.3070,1026.0927,1026.0947,1487.90,1487.90,0.0000e+00
19.000,9.7658,9.7660,3.666658,3.666912,0.3759,2.0584,90.38,18.854,1.466,33.7567,33.7591,5.2714,1026.1066,1026.1084,1487.78,1487.79,0.0000e+00
20.000,9.7335,9.7336,3.663988,3.664214,0.3761,2.0479,99.08,19.846,1.556,33.7592,33.7614,5.2569,1026.1184,1026.1202,1487.69,1487.69,0.0000e+00
21.000,9.6785,9.6793,3.659020,3.659316,0.3661,2.0387,98.83,20.838,1.344,33.7595,33.7617,5.2484,1026.1323,1026.1339,1487.50,1487.51,0.0000e+00
22.000,9.6538,9.6540,3.656716,3.657034,0.3301,2.0197,86.34,21.830,0.697,33.7585,33.7616,5.1701,1026.1401,1026.1426,1487.43,1487.43,0.0000e+00
