PrDM,T090C,T190C,C0S/m,C1S/m,FlECO-AFL,Sbeox0V,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
1.000,14.0836,14.0833,4.014812,4.014995,0.3056,2.3615,4.30,0.993,0.257,33.2636,33.2655,5.9132,1024.8325,1024.8341,1501.72,1501.72,0.0000e+00
2.000,14.0840,14.0838,4.014890,4.015095,0.3578,2.3695,2.99,1.985,0.392,33.2635,33.2656,5.9469,1024.8369,1024.8385,1501.74,1501.74,0.0000e+00
3.000,14.0842,14.0839,4.014945,4.015154,0.3469,2.3642,2.61,2.978,0.421,33.2635,33.2656,5.9191,1024.8413,1024.8430,1501.76,1501.76,0.0000e+00
4.000,14.0846,14.0843,4.015027,4.015227,0.3598,2.3640,7.61,3.971,0.454,33.2635,33.2656,5.9349,1024.8457,1024.8473,1501.78,1501.78,0.0000e+00
5.000,14.0835,14.0813,4.014970,4.014990,0.3349,2.3650,104.78,4.963,0.452,33.2635,33.2656,5.9376,1024.8503,1024.8525,1501.79,1501.79,0.0000e+00
6.000,14.0816,14.0810,4.014841,4.015000,0.3751,2.3648,98.83,5.956,0.542,33.2636,33.2656,5.9402,1024.8553,1024.8570,1501.80,1501.80,0.0000e+00
7.000,14.0798,14.0793,4.014732,4.014912,0.3651,2.3655,98.83,6.948,0.440,33.2637,33.2658,5.9303,1024.8602,1024.8619,1501.81,1501.81,0.0000e+00
8.000,14.0778,14.0777,4.014593,4.014809,0.3739,2.3627,88.89,7.941,0.444,33.2637,33.2659,5.9312,1024.8651,1024.8668,1501.82,1501.82,0.0000e+00
9.000,14.0763,14.0750,4.014520,4.014630,0.3716,2.3635,91.55,8.934,0.514,33.2640,33.2661,5.9400,1024.8701,1024.8720,1501.83,1501.83,0.0000e+00
10.000,14.0815,14.0810,4.015017,4.015219,0.5201,2.3644,99.07,9.926,0.459,33.2637,33.2659,5.9342,1024.8732,1024.8751,1501.87,1501.87,0.0000e+00
11.000,14.0793,14.0794,4.014880,4.015116,0.3705,2.3634,98.83,10.919,0.529,33.2639,33.2660,5.9375,1024.8784,1024.8799,1501.88,1501.88,0.0000e+00
12.000,14.0785,14.0783,4.014840,4.015051,0.3484,2.3645,84.96,11.911,0.440,33.2639,33.2660,5.9462,1024.8829,1024.8846,1501.89,1501.89,0.0000e+00
13.000,14.0778,14.0777,4.014824,4.015043,0.3597,2.3665,98.76,12.904,0.596,33.2639,33.2660,5.9451,1024.8876,1024.8892,1501.91,1501.91,0.0000e+00
14.000,14.0760,14.0756,4.014708,4.014890,0.3550,2.3635,98.83,13.897,0.417,33.2639,33.2660,5.9309,1024.8924,1024.8941,1501.92,1501.92,0.0000e+00
15.000,14.0733,14.0731,4.014514,4.014730,0.3551,2.3620,81.06,14.889,0.612,33.2641,33.2662,5.9334,1024.8975,1024.8993,1501.92,1501.92,0.0000e+00
16.000,14.0573,14.0582,4.013073,4.013393,0.3684,2.3613,100.21,15.882,1.028,33.2642,33.2664,5.9427,1024.9055,1024.9069,1501.89,1501.89,0.0000e+00
17.000,14.0455,14.0459,4.012080,4.012360,0.3677,2.3658,98.83,16.874,1.240,33.2648,33.2671,5.9529,1024.9128,1024.9145,1501.87,1501.87,0.0000e+00
18.000,14.0383,14.0365,4.011475,4.011551,0.3769,2.3631,98.83,17.867,1.051,33.2651,33.2673,5.9409,1024.9190,1024.9211,1501.86,1501.86,0.0000e+00
19.000,14.0205,14.0139,4.009877,4.009510,0.3882,2.3610,98.83,18.859,0.993,33.2653,33.2676,5.9376,1024.9273,1024.9305,1501.82,1501.80,0.0000e+00
20.000,13.9883,13.9888,4.007027,4.007299,0.3727,2.3627,98.83,19.852,1.107,33.2663,33.2684,5.9623,1024.9393,1024.9408,1501.73,1501.74,0.0000e+00
21.000,13.9505,13.9507,4.003710,4.003947,0.3808,2.3640,90.91,20.845,1.143,33.2679,33.2699,5.9744,1024.9528,1024.9543,1501.63,1501.63,0.0000e+00
22.000,13.9221,13.9171,4.001179,4.000963,0.3903,2.3654,87.91,21.837,0.795,33.2686,33.2710,5.9828,1024.9637,1024.9666,1501.55,1501.54,0.0000e+00
23.000,13.8925,13.8940,3.998563,3.998937,0.3616,2.3674,98.76,22.830,0.462,33.2696,33.2718,5.9849,1024.9750,1024.9764,1501.47,1501.48,0.0000e+00
24.000,13.8622,13.8619,3.995934,3.996151,0.3787,2.3664,98.83,23.822,0.570,33.2711,33.2733,5.9794,1024.9869,1024.9887,1501.39,1501.39,0.0000e+00
25.000,13.8211,13.8204,3.992298,3.992456,0.4102,2.3665,89.93,24.815,0.583,33.2725,33.2746,5.9983,1025.0009,1025.0027,1501.28,1501.27,0.0000e+00
26.000,13.7689,13.7691,3.986655,3.987910,0.4294,2.3702,98.36,25.807,0.633,33.2650,33.2765,6.0457,1025.0103,1025.0192,1501.11,1501.13,0.0000e+00
27.000,13.6388,13.6403,3.976074,3.976352,0.4723,2.3790,98.89,26.800,0.576,33.2789,33.2803,6.1047,1025.0522,1025.0529,1500.72,1500.72,0.0000e+00
28.000,13.5704,13.5698,3.970076,3.970266,0.5178,2.3887,72.97,27.792,0.386,33.2821,33.2844,6.1161,1025.0731,1025.0750,1500.51,1500.51,0.0000e+00
29.000,13.5377,13.5372,3.967304,3.967506,0.5103,2.3949,98.57,28.785,0.531,33.2843,33.2866,6.1357,1025.0859,1025.0878,1500.42,1500.43,0.0000e+00
30.000,13.5341,13.5337,3.967086,3.967297,0.8178,2.3941,96.44,29.777,0.377,33.2850,33.2872,6.1240,1025.0917,1025.0935,1500.43,1500.43,0.0000e+00
31.000,13.5278,13.5276,3.966604,3.966835,0.5085,2.3966,67.77,30.770,0.516,33.2855,33.2879,6.1319,1025.0978,1025.0996,1500.43,1500.43,0.0000e+00
32.000,13.5226,13.5222,3.966218,3.966425,0.5169,2.3943,99.30,31.762,0.399,33.2860,33.2883,6.1111,1025.1037,1025.1056,1500.43,1500.43,0.0000e+00
33.000,13.5167,13.5167,3.965756,3.966002,0.5214,2.3896,66.51,32.755,0.569,33.2864,33.2888,6.0946,1025.1097,1025.1115,1500.43,1500.43,0.0000e+00
34.000,13.5005,13.5007,3.964337,3.964603,0.5843,2.3880,65.69,33.747,0.617,33.2869,33.2892,6.1038,1025.1178,1025.1196,1500.39,1500.39,0.0000e+00
35.000,13.4767,13.4768,3.962232,3.962498,0.5301,2.3881,97.99,34.740,0.378,33.2875,33.2899,6.1141,1025.1276,1025.1294,1500.33,1500.33,0.0000e+00
36.000,13.4735,13.4729,3.961999,3.962190,0.5064,2.3860,98.83,35.732,0.519,33.2877,33.2901,6.0925,1025.1329,1025.1348,1500.33,1500.33,0.0000e+00
37.000,13.4697,13.4693,3.961685,3.961894,0.6128,2.3844,70.69,36.725,0.604,33.2877,33.2900,6.0972,1025.1381,1025.1400,1500.34,1500.34,0.0000e+00
38.000,13.4583,13.4579,3.960673,3.960881,0.4854,2.3848,98.45,37.717,0.481,33.2878,33.2901,6.1116,1025.1450,1025.1468,1500.31,1500.32,0.0000e+00
39.000,13.4512,13.4507,3.960067,3.960261,0.6234,2.3844,98.83,38.710,0.541,33.2879,33.2901,6.0964,1025.1510,1025.1528,1500.31,1500.31,0.0000e+00
40.000,13.4393,13.4378,3.959050,3.959173,0.5547,2.3822,98.83,39.702,0.604,33.2883,33.2908,6.1005,1025.1581,1025.1604,1500.29,1500.28,0.0000e+00
41.000,13.4316,13.4305,3.958439,3.958596,0.5364,2.3834,82.14,40.695,0.447,33.2889,33.2914,6.1170,1025.1647,1025.1668,1500.28,1500.28,0.0000e+00
42.000,13.4309,13.4308,3.958636,3.958881,0.5833,2.3859,99.17,41.687,0.534,33.2910,33.2933,6.1148,1025.1709,1025.1727,1500.30,1500.30,0.0000e+00
43.000,13.4324,13.4322,3.958868,3.959102,0.4802,2.3834,98.83,42.679,0.564,33.2914,33.2938,6.1040,1025.1753,1025.1772,1500.32,1500.32,0.0000e+00
44.000,13.4321,13.4318,3.958984,3.959208,0.5099,2.3832,78.89,43.672,0.563,33.2924,33.2947,6.1087,1025.1807,1025.1825,1500.33,1500.34,0.0000e+00
45.000,13.4297,13.4293,3.959061,3.959270,0.4740,2.3848,98.47,44.664,0.445,33.2948,33.2971,6.1207,1025.1874,1025.1894,1500.34,1500.35,0.0000e+00
46.000,13.4237,13.4244,3.958756,3.959035,0.4605,2.3828,98.83,45.657,0.542,33.2967,33.2988,6.1030,1025.1946,1025.1961,1500.34,1500.35,0.0000e+00
47.000,13.4105,13.4110,3.957747,3.958023,0.4673,2.3829,93.34,46.649,0.584,33.2984,33.3006,6.1123,1025.2031,1025.2047,1500.32,1500.32,0.0000e+00
48.000,13.3985,13.3984,3.956821,3.957063,0.4569,2.3813,89.23,47.642,0.507,33.2998,33.3022,6.0619,1025.2111,1025.2129,1500.30,1500.30,0.0000e+00
49.000,13.4000,13.3995,3.957964,3.958189,0.4674,2.3598,99.08,48.634,0.574,33.3088,33.3114,5.8728,1025.2222,1025.2243,1500.33,1500.33,0.0000e+00
50.000,13.0346,13.0485,3.928695,3.929840,0.4649,2.3221,98.83,49.626,0.641,33.3529,33.3515,5.7753,1025.3338,1025.3300,1499.18,1499.22,0.0000e+00
51.000,12.1728,12.1725,3.845020,3.845124,0.3986,2.2922,89.13,50.619,0.441,33.3155,33.3167,5.8393,1025.4771,1025.4781,1496.24,1496.24,0.0000e+00
52.000,11.9963,11.9946,3.828424,3.828558,0.3096,2.2608,99.49,51.611,0.407,33.3123,33.3151,5.7932,1025.5130,1025.5155,1495.65,1495.65,0.0000e+00
53.000,11.8667,11.8666,3.818971,3.819304,0.2960,2.2386,98.83,52.604,0.615,33.3360,33.3393,5.7257,1025.5603,1025.5629,1495.25,1495.26,0.0000e+00
54.000,11.6974,11.6973,3.806843,3.807155,0.2800,2.2222,91.72,53.596,0.614,33.3693,33.3725,5.7006,1025.6223,1025.6247,1494.72,1494.73,0.0000e+00
55.000,11.5874,11.5865,3.796409,3.796671,0.2499,2.2043,93.94,54.588,0.563,33.3658,33.3692,5.6614,1025.6444,1025.6473,1494.36,1494.36,0.0000e+00
56.000,11.5054,11.5029,3.787911,3.787971,0.2155,2.1881,98.76,55.581,0.537,33.3561,33.3589,5.6191,1025.6565,1025.6591,1494.08,1494.07,0.0000e+00
57.000,11.3707,11.3656,3.775173,3.775055,0.2085,2.1677,98.83,56.573,0.444,33.3520,33.3554,5.5606,1025.6826,1025.6862,1493.62,1493.61,0.0000e+00
58.000,11.2492,11.2446,3.764083,3.763875,0.1949,2.1448,91.75,57.565,0.460,33.3521,33.3542,5.5058,1025.7093,1025.7118,1493.21,1493.20,0.0000e+00
59.000,11.1250,11.1256,3.757132,3.757819,0.1846,2.1285,98.85,58.558,0.558,33.3956,33.4019,5.4784,1025.7701,1025.7749,1492.85,1492.86,0.0000e+00
60.000,11.0999,11.0984,3.757297,3.757502,0.3255,2.1152,98.83,59.550,0.505,33.4196,33.4230,5.4456,1025.7978,1025.8007,1492.81,1492.80,0.0000e+00
61.000,11.0621,11.0603,3.753486,3.753671,0.1904,2.1029,98.83,60.543,0.590,33.4158,33.4192,5.4210,1025.8062,1025.8091,1492.69,1492.68,0.0000e+00
62.000,11.0188,11.0170,3.749031,3.749170,0.2332,2.0949,98.83,61.535,0.559,33.4105,33.4136,5.4084,1025.8143,1025.8171,1492.54,1492.54,0.0000e+00
63.000,10.9810,10.9795,3.745254,3.745464,0.1582,2.0857,98.83,62.527,0.471,33.4070,33.4105,5.3862,1025.8229,1025.8259,1492.42,1492.42,0.0000e+00
64.000,10.9539,10.9528,3.742655,3.742882,0.1696,2.0776,98.83,63.520,0.595,33.4054,33.4087,5.3686,1025.8311,1025.8338,1492.34,1492.34,0.0000e+00
65.000,10.8872,10.8877,3.736777,3.737135,0.1462,2.0723,98.83,64.512,0.444,33.4073,33.4104,5.3741,1025.8489,1025.8513,1492.13,1492.13,0.0000e+00
66.000,10.8341,10.8361,3.733375,3.733821,0.1880,2.0678,98.83,65.504,0.427,33.4214,33.4240,5.3772,1025.8739,1025.8755,1491.97,1491.98,0.0000e+00
67.000,10.8242,10.8236,3.733149,3.733468,0.2242,2.0660,98.83,66.497,0.628,33.4277,33.4315,5.3727,1025.8851,1025.8881,1491.96,1491.96,0.0000e+00
68.000,10.8167,10.8162,3.732944,3.733246,0.1891,2.0638,98.83,67.489,0.602,33.4321,33.4356,5.3660,1025.8943,1025.8971,1491.96,1491.96,0.0000e+00
69.000,10.8092,10.8088,3.732513,3.732807,0.1569,2.0618,98.83,68.481,0.552,33.4342,33.4375,5.3630,1025.9018,1025.9044,1491.95,1491.95,0.0000e+00
70.000,10.8004,10.8001,3.731867,3.732172,0.1583,2.0601,98.83,69.474,0.514,33.4354,33.4387,5.3570,1025.9088,1025.9114,1491.94,1491.94,0.0000e+00
71.000,10.7806,10.7770,3.730368,3.730392,0.1616,2.0568,98.83,70.466,0.467,33.4381,33.4416,5.3391,1025.9189,1025.9223,1491.88,1491.88,0.0000e+00
72.000,10.7567,10.7561,3.729074,3.729358,0.1385,2.0515,98.83,71.458,0.465,33.4466,33.4499,5.3115,1025.9343,1025.9370,1491.83,1491.83,0.0000e+00
73.000,10.7420,10.7419,3.729995,3.730325,0.1610,2.0431,98.83,72.451,0.504,33.4688,33.4722,5.2712,1025.9587,1025.9614,1491.82,1491.82,0.0000e+00
74.000,10.7046,10.7052,3.728001,3.728391,0.1709,2.0350,98.83,73.443,0.552,33.4826,33.4860,5.2574,1025.9806,1025.9831,1491.72,1491.73,0.0000e+00
75.000,10.7027,10.7026,3.729223,3.729557,0.1852,2.0305,98.83,74.435,0.598,33.4962,33.4996,5.2560,1025.9960,1025.9987,1491.74,1491.75,0.0000e+00
76.000,10.7081,10.7078,3.730067,3.730349,0.1451,2.0276,98.83,75.427,0.528,33.4992,33.5024,5.2499,1026.0019,1026.0044,1491.79,1491.79,0.0000e+00
77.000,10.7066,10.7060,3.729949,3.730213,0.1448,2.0238,98.83,76.420,0.559,33.4990,33.5022,5.2295,1026.0065,1026.0091,1491.79,1491.80,0.0000e+00
78.000,10.6958,10.6956,3.729508,3.729796,0.1773,2.0184,98.83,77.412,0.479,33.5040,33.5071,5.2057,1026.0169,1026.0193,1491.78,1491.78,0.0000e+00
79.000,10.6793,10.6786,3.728477,3.728747,0.1417,2.0103,98.83,78.404,0.434,33.5085,33.5118,5.1659,1026.0278,1026.0304,1491.74,1491.74,0.0000e+00
80.000,10.6629,10.6613,3.727390,3.727590,0.1579,1.9992,98.83,79.396,0.528,33.5122,33.5156,5.1159,1026.0381,1026.0410,1491.71,1491.70,0.0000e+00
81.000,10.6377,10.6367,3.725713,3.725970,0.1862,1.9894,98.83,80.389,0.539,33.5181,33.5216,5.0883,1026.0516,1026.0545,1491.64,1491.64,0.0000e+00
82.000,10.6285,10.6273,3.724923,3.725118,0.1786,1.9788,98.83,81.381,0.491,33.5182,33.5212,5.0469,1026.0578,1026.0604,1491.62,1491.62,0.0000e+00
83.000,10.6028,10.6026,3.722662,3.722946,0.1513,1.9672,98.83,82.373,0.599,33.5187,33.5217,4.9885,1026.0672,1026.0696,1491.55,1491.55,0.0000e+00
84.000,10.5740,10.5738,3.720499,3.720797,0.1556,1.9516,98.83,83.365,0.529,33.5230,33.5261,4.9118,1026.0802,1026.0827,1491.47,1491.47,0.0000e+00
85.000,10.4989,10.4988,3.714228,3.714528,0.2993,1.9286,98.83,84.358,0.481,33.5287,33.5318,4.8327,1026.1023,1026.1047,1491.23,1491.23,0.0000e+00
86.000,10.3959,10.3966,3.705057,3.705429,0.3805,1.9106,98.83,85.350,0.623,33.5308,33.5339,4.8052,1026.1264,1026.1288,1490.88,1490.88,0.0000e+00
87.000,10.4522,10.4542,3.712813,3.713421,0.1375,1.8991,98.83,86.342,0.505,33.5566,33.5608,4.7783,1026.1412,1026.1441,1491.13,1491.14,0.0000e+00
88.000,10.5738,10.5804,3.728393,3.729624,0.1202,1.8787,98.83,87.334,0.414,33.6005,33.6069,4.6278,1026.1586,1026.1624,1491.63,1491.66,0.0000e+00
89.000,10.8296,10.8300,3.760200,3.760622,0.1636,1.8475,98.83,88.327,0.595,33.6830,33.6869,4.4910,1026.1820,1026.1850,1492.65,1492.66,0.0000e+00
90.000,10.8790,10.8805,3.766436,3.766881,0.1784,1.8347,98.83,89.319,0.656,33.6993,33.7023,4.5377,1026.1904,1026.1925,1492.86,1492.87,0.0000e+00
91.000,10.7555,10.7610,3.753085,3.753887,0.1527,1.8358,98.83,90.311,0.502,33.6792,33.6822,4.5933,1026.2013,1026.2026,1492.42,1492.44,0.0000e+00
92.000,10.7427,10.7422,3.752395,3.752621,0.1545,1.8336,98.84,91.303,0.516,33.6838,33.6865,4.5288,1026.2116,1026.2138,1492.39,1492.40,0.0000e+00
