PrDM,T090C,T190C,C0S/m,C1S/m,FlECO-AFL,Sbeox0V,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
1.000,13.7722,13.7706,3.814570,3.814856,1.2135,3.2757,-5.88,0.991,0.142,31.6759,31.6799,9.0480,1023.6704,1023.6738,1498.84,1498.84,0.0000e+00
2.000,13.6921,13.6941,3.807684,3.808270,1.2960,3.2842,24.80,1.983,0.430,31.6780,31.6818,9.0403,1023.6927,1023.6951,1498.60,1498.61,0.0000e+00
3.000,13.5353,13.5624,3.793865,3.796692,1.4388,3.2740,26.64,2.974,0.489,31.6792,31.6830,9.0001,1023.7295,1023.7270,1498.10,1498.19,0.0000e+00
4.000,13.1277,13.0910,3.759194,3.756532,1.4406,3.2561,5.27,3.966,0.529,31.6942,31.6999,8.9564,1023.8261,1023.8377,1496.77,1496.66,0.0000e+00
5.000,12.8993,12.8966,3.740892,3.741131,1.4598,3.2115,42.35,4.957,0.410,31.7128,31.7174,8.6891,1023.8896,1023.8937,1496.04,1496.04,0.0000e+00
6.000,12.7781,12.7698,3.731850,3.731682,1.4190,3.1011,100.56,5.948,0.467,31.7288,31.7342,8.0783,1023.9299,1023.9356,1495.67,1495.65,0.0000e+00
7.000,12.4016,12.3897,3.704107,3.703832,1.5864,2.9725,66.22,6.940,0.487,31.7824,31.7899,7.7445,1024.0476,1024.0557,1494.47,1494.44,0.0000e+00
8.000,12.1667,12.1633,3.686512,3.686680,1.7271,2.8716,39.68,7.931,0.477,31.8130,31.8175,7.4328,1024.1200,1024.1241,1493.72,1493.72,0.0000e+00
9.000,11.7589,11.7465,3.656738,3.656336,2.1255,2.7351,80.78,8.923,0.471,31.8738,31.8806,6.8906,1024.2469,1024.2545,1492.41,1492.37,0.0000e+00
10.000,11.2455,11.2331,3.621640,3.621264,2.7553,2.5880,98.80,9.914,0.464,31.9740,31.9810,6.4739,1024.4219,1024.4295,1490.75,1490.72,0.0000e+00
11.000,10.8090,10.7989,3.592403,3.592151,2.5335,2.4579,98.84,10.905,0.449,32.0656,32.0719,6.2080,1024.5743,1024.5810,1489.34,1489.31,0.0000e+00
12.000,10.5123,10.5053,3.572901,3.572936,2.2035,2.3590,82.74,11.897,0.450,32.1318,32.1384,6.0820,1024.6816,1024.6878,1488.38,1488.36,0.0000e+00
13.000,10.3679,10.3692,3.563449,3.564119,2.1630,2.2995,98.69,12.888,0.484,32.1643,32.1699,5.9859,1024.7359,1024.7401,1487.92,1487.93,0.0000e+00
14.000,10.2821,10.2515,3.557886,3.556292,1.9213,2.2479,98.83,13.879,0.480,32.1840,32.1951,5.8459,1024.7703,1024.7841,1487.65,1487.56,0.0000e+00
15.000,10.0860,10.0794,3.545027,3.545122,1.6365,2.1949,85.52,14.871,0.410,32.2283,32.2351,5.6123,1024.8422,1024.8486,1487.02,1487.00,0.0000e+00
16.000,9.9733,9.9735,3.537772,3.538259,1.4746,2.1212,100.16,15.862,0.800,32.2550,32.2597,5.2721,1024.8863,1024.8900,1486.66,1486.66,0.0000e+00
17.000,9.4872,9.4877,3.506362,3.506734,1.4686,2.0827,98.83,16.854,0.751,32.3712,32.3746,5.2889,1025.0606,1025.0631,1485.04,1485.05,0.0000e+00
18.000,9.2228,9.2038,3.489828,3.489142,1.2027,1.9757,97.50,17.845,0.347,32.4402,32.4504,5.0775,1025.1613,1025.1723,1484.17,1484.12,0.0000e+00
19.000,9.0098,9.0085,3.476638,3.477065,1.0505,1.9175,98.88,18.836,0.561,32.4972,32.5029,4.8725,1025.2439,1025.2486,1483.47,1483.48,0.0000e+00
20.000,8.9143,8.9141,3.470321,3.470872,1.0057,1.8914,98.83,19.828,0.724,32.5185,32.5245,4.7977,1025.2800,1025.2847,1483.16,1483.17,0.0000e+00
21.000,8.8500,8.8417,3.466528,3.466609,1.1147,1.8721,71.78,20.819,0.812,32.5376,32.5460,4.7347,1025.3094,1025.3173,1482.96,1482.94,0.0000e+00
22.000,8.7002,8.6941,3.457796,3.457973,0.9301,1.8514,98.09,21.810,0.737,32.5835,32.5910,4.6648,1025.3729,1025.3797,1482.48,1482.46,0.0000e+00
23.000,8.4861,8.4861,3.444846,3.445387,0.8135,1.8231,98.83,22.802,0.528,32.6449,32.6506,4.5726,1025.4581,1025.4625,1481.77,1481.78,0.0000e+00
24.000,8.3763,8.3764,3.437439,3.438037,0.6335,1.7876,98.83,23.793,0.494,32.6682,32.6744,4.4811,1025.4974,1025.5022,1481.40,1481.41,0.0000e+00
25.000,8.2298,8.2297,3.429740,3.430302,0.5824,1.7635,78.26,24.784,0.626,32.7226,32.7286,4.4587,1025.5663,1025.5711,1480.93,1480.94,0.0000e+00
26.000,8.1327,8.1293,3.425095,3.425528,0.4874,1.7481,97.86,25.775,0.552,32.7635,32.7713,4.4624,1025.6173,1025.6240,1480.63,1480.63,0.0000e+00
27.000,8.0920,8.0897,3.423463,3.423837,0.4505,1.7205,98.85,26.767,0.637,32.7837,32.7899,4.4159,1025.6438,1025.6490,1480.52,1480.52,0.0000e+00
28.000,8.0636,8.0610,3.421919,3.422349,0.4316,1.7162,98.85,27.758,0.781,32.7935,32.8004,4.3877,1025.6602,1025.6660,1480.44,1480.44,0.0000e+00
29.000,8.0230,8.0224,3.419810,3.420351,0.4738,1.7101,98.84,28.749,0.790,32.8086,32.8149,4.3656,1025.6825,1025.6876,1480.32,1480.33,0.0000e+00
30.000,7.9837,7.9846,3.417704,3.418318,0.4517,1.7048,79.75,29.741,0.701,32.8226,32.8282,4.3596,1025.7038,1025.7081,1480.21,1480.22,0.0000e+00
31.000,7.9830,7.9832,3.417727,3.418289,0.3738,1.6998,96.12,30.732,0.655,32.8230,32.8288,4.3520,1025.7088,1025.7134,1480.22,1480.23,0.0000e+00
32.000,7.9773,7.9770,3.417505,3.418044,0.4285,1.6959,98.79,31.723,0.609,32.8255,32.8315,4.3366,1025.7162,1025.7210,1480.22,1480.22,0.0000e+00
33.000,7.9719,7.9715,3.417313,3.417843,0.3880,1.6896,98.85,32.714,0.480,32.8281,32.8340,4.3241,1025.7236,1025.7283,1480.22,1480.22,0.0000e+00
34.000,7.9755,7.9747,3.417555,3.418059,0.3667,1.6867,77.18,33.706,0.665,32.8268,32.8329,4.3264,1025.7267,1025.7316,1480.25,1480.25,0.0000e+00
35.000,7.9744,7.9734,3.417532,3.418033,0.3486,1.6851,98.82,34.697,0.729,32.8271,32.8333,4.3288,1025.7316,1025.7367,1480.26,1480.26,0.0000e+00
36.000,7.9724,7.9720,3.417537,3.418017,0.3428,1.6800,98.85,35.688,0.459,32.8285,32.8341,4.2815,1025.7376,1025.7420,1480.27,1480.27,0.0000e+00
37.000,7.9558,7.9554,3.416841,3.417343,0.3332,1.6642,98.85,36.679,0.476,32.8363,32.8420,4.1639,1025.7507,1025.7552,1480.23,1480.24,0.0000e+00
