PrDM,T090C,T190C,C0S/m,C1S/m,FlECO-AFL,Sbeox0V,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
2.000,10.7122,10.7113,3.539198,3.539519,0.7419,1.9008,94.00,1.984,0.145,31.6257,31.6297,4.8212,1024.2079,1024.2112,1488.32,1488.32,0.0000e+00
3.000,10.7119,10.7117,3.539290,3.539692,0.7605,1.8999,66.75,2.975,0.416,31.6265,31.6306,4.8351,1024.2132,1024.2164,1488.33,1488.34,0.0000e+00
4.000,10.7051,10.7053,3.539331,3.539718,0.7550,1.8986,88.12,3.967,0.629,31.6324,31.6360,4.8287,1024.2234,1024.2262,1488.33,1488.34,0.0000e+00
5.000,10.7071,10.7067,3.539365,3.539769,0.8284,1.8983,33.77,4.959,0.941,31.6306,31.6349,4.8333,1024.2262,1024.2297,1488.35,1488.36,0.0000e+00
6.000,10.7079,10.7083,3.539432,3.539814,0.8599,1.8992,85.66,5.951,1.112,31.6301,31.6336,4.8402,1024.2303,1024.2329,1488.37,1488.38,0.0000e+00
7.000,10.7057,10.7068,3.539462,3.539806,0.8950,1.9001,84.65,6.942,1.055,31.6319,31.6343,4.8375,1024.2365,1024.2382,1488.38,1488.39,0.0000e+00
8.000,10.7006,10.7021,3.539421,3.539816,0.8950,1.8994,80.72,7.934,0.729,31.6355,31.6381,4.7272,1024.2447,1024.2466,1488.39,1488.40,0.0000e+00
9.000,10.7059,10.7095,3.539601,3.540018,0.8467,1.8471,74.97,8.926,0.484,31.6323,31.6333,4.0010,1024.2459,1024.2461,1488.42,1488.43,0.0000e+00
10.000,10.4829,10.4949,3.534336,3.534336,0.8566,1.6974,74.29,9.918,0.805,31.7735,31.7629,3.1525,1024.3982,1024.3880,1487.81,1487.84,0.0000e+00
11.000,8.4939,8.5110,3.445367,3.445662,0.8040,1.5995,73.65,10.909,0.991,32.6489,32.6365,2.9925,1025.4048,1025.3924,1481.60,1481.65,0.0000e+00
12.000,8.0961,8.0933,3.423472,3.423943,0.5659,1.5365,72.81,11.901,0.977,32.7870,32.7946,3.0184,1025.5771,1025.5835,1480.29,1480.29,0.0000e+00
13.000,7.9464,7.9423,3.419991,3.420475,0.4429,1.4869,71.66,12.893,0.872,32.8899,32.8989,3.0270,1025.6843,1025.6919,1479.87,1479.86,0.0000e+00
14.000,7.8904,7.8884,3.420233,3.420669,0.3976,1.4420,70.67,13.885,0.741,32.9448,32.9514,2.9599,1025.7400,1025.7455,1479.74,1479.74,0.0000e+00
15.000,7.8331,7.8314,3.422763,3.423359,0.4064,1.3917,69.26,14.876,0.624,33.0256,33.0336,2.8272,1025.8163,1025.8229,1479.64,1479.64,0.0000e+00
16.000,7.7953,7.7954,3.426866,3.427415,0.4055,1.3453,68.19,15.868,0.662,33.1049,33.1107,2.7370,1025.8886,1025.8932,1479.61,1479.62,0.0000e+00
17.000,7.7852,7.7857,3.428282,3.428796,0.4084,1.3156,67.33,16.860,0.757,33.1292,33.1343,2.6561,1025.9138,1025.9177,1479.62,1479.63,0.0000e+00
18.000,7.7823,7.7823,3.429065,3.429550,0.4223,1.2871,66.47,17.851,0.871,33.1399,33.1451,2.4865,1025.9272,1025.9313,1479.64,1479.64,0.0000e+00
19.000,7.7834,7.7834,3.431761,3.432216,0.4298,1.2526,65.69,18.843,1.007,33.1673,33.1722,2.3134,1025.9531,1025.9570,1479.69,1479.70,0.0000e+00
20.000,7.7950,7.7947,3.443907,3.444448,0.4319,1.2213,64.77,19.835,0.991,33.2861,33.2922,2.2219,1026.0493,1026.0542,1479.90,1479.91,0.0000e+00
21.000,7.7583,7.7579,3.445271,3.445642,0.5412,1.1906,63.64,20.827,0.643,33.3354,33.3398,2.1986,1026.0979,1026.1014,1479.84,1479.84,0.0000e+00
22.000,7.7171,7.7162,3.444393,3.444784,0.5356,1.1555,62.22,21.818,0.481,33.3649,33.3701,2.2582,1026.1316,1026.1358,1479.73,1479.74,0.0000e+00
23.000,7.6789,7.6784,3.446105,3.446575,0.5588,1.1518,61.50,22.810,0.970,33.4196,33.4251,2.3839,1026.1846,1026.1890,1479.67,1479.68,0.0000e+00
24.000,7.6478,7.6482,3.447291,3.447718,0.5441,1.1594,60.73,23.802,1.134,33.4617,33.4660,2.4675,1026.2268,1026.2301,1479.62,1479.63,0.0000e+00
25.000,7.6184,7.6186,3.447704,3.448139,0.4978,1.1671,59.96,24.793,1.064,33.4941,33.4986,2.5045,1026.2610,1026.2645,1479.57,1479.57,0.0000e+00
26.000,7.6014,7.6015,3.448631,3.449047,0.4338,1.1738,58.74,25.785,0.796,33.5199,33.5244,2.4954,1026.2884,1026.2918,1479.55,1479.55,0.0000e+00
27.000,7.5729,7.5726,3.448506,3.448287,0.4029,1.1769,57.34,26.777,0.530,33.5457,33.5436,2.4474,1026.3173,1026.3156,1479.49,1479.49,0.0000e+00
28.000,7.5618,7.5618,3.448276,3.448696,0.3547,1.1735,56.23,27.768,0.697,33.5534,33.5579,2.3520,1026.3295,1026.3330,1479.47,1479.48,0.0000e+00
29.000,7.5619,7.5619,3.448772,3.449187,0.3756,1.1622,55.48,28.760,0.931,33.5582,33.5627,2.2422,1026.3378,1026.3414,1479.50,1479.50,0.0000e+00
30.000,7.5786,7.5783,3.452906,3.453261,0.3730,1.1475,54.61,29.752,0.968,33.5863,33.5904,2.1656,1026.3621,1026.3654,1479.61,1479.61,0.0000e+00
31.000,7.5911,7.5911,3.456290,3.456687,0.4652,1.1335,53.69,30.743,0.814,33.6102,33.6145,2.1378,1026.3837,1026.3871,1479.71,1479.71,0.0000e+00
32.000,7.5909,7.5911,3.456677,3.457038,0.3987,1.1209,52.51,31.735,0.641,33.6141,33.6178,2.1477,1026.3913,1026.3943,1479.73,1479.73,0.0000e+00
33.000,7.5879,7.5878,3.457134,3.457540,0.3954,1.1143,51.46,32.727,0.739,33.6215,33.6260,2.1674,1026.4022,1026.4057,1479.74,1479.74,0.0000e+00
34.000,7.5831,7.5831,3.458862,3.459287,0.4268,1.1110,50.57,33.718,0.752,33.6443,33.6490,2.1646,1026.4254,1026.4290,1479.77,1479.77,0.0000e+00
35.000,7.5643,7.5647,3.460309,3.460705,0.3997,1.1073,49.54,34.710,0.704,33.6777,33.6816,2.1386,1026.4589,1026.4619,1479.75,1479.76,0.0000e+00
36.000,7.5339,7.5342,3.459889,3.460289,0.3883,1.1013,48.12,35.701,0.892,33.7022,33.7062,2.1030,1026.4870,1026.4902,1479.68,1479.69,0.0000e+00
37.000,7.5110,7.5111,3.459117,3.459519,0.3741,1.0962,47.27,36.693,1.008,33.7156,33.7198,2.0878,1026.5055,1026.5087,1479.63,1479.63,0.0000e+00
38.000,7.4935,7.4936,3.458858,3.459247,0.3820,1.0919,46.47,37.685,0.843,33.7293,33.7334,2.0855,1026.5233,1026.5265,1479.59,1479.60,0.0000e+00
39.000,7.4778,7.4779,3.458443,3.458832,0.4030,1.0878,45.25,38.676,0.545,33.7396,33.7437,2.0909,1026.5383,1026.5415,1479.56,1479.57,0.0000e+00
40.000,7.4572,7.4573,3.458037,3.458420,0.4826,1.0849,44.26,39.668,0.849,33.7548,33.7588,2.0884,1026.5577,1026.5608,1479.52,1479.53,0.0000e+00
41.000,7.4417,7.4419,3.457278,3.457662,0.3800,1.0843,43.52,40.659,1.060,33.7611,33.7651,2.0836,1026.5694,1026.5726,1479.48,1479.49,0.0000e+00
42.000,7.4306,7.4307,3.456630,3.457013,0.3706,1.0816,42.52,41.651,0.874,33.7645,33.7685,2.0629,1026.5783,1026.5814,1479.46,1479.47,0.0000e+00
43.000,7.4169,7.4168,3.455849,3.456230,0.3759,1.0760,41.33,42.643,0.526,33.7688,33.7730,2.0182,1026.5882,1026.5915,1479.43,1479.44,0.0000e+00
44.000,7.3769,7.3765,3.453472,3.453830,0.3639,1.0669,40.38,43.634,0.788,33.7816,33.7858,1.9804,1026.6085,1026.6118,1479.31,1479.31,0.0000e+00
45.000,7.3514,7.3516,3.452924,3.453321,0.3811,1.0619,39.53,44.626,0.993,33.8000,33.8041,1.9823,1026.6312,1026.6344,1479.25,1479.26,0.0000e+00
46.000,7.3499,7.3501,3.453782,3.454175,0.3643,1.0599,38.68,45.617,0.945,33.8103,33.8144,1.9902,1026.6440,1026.6472,1479.28,1479.28,0.0000e+00
47.000,7.3394,7.3394,3.453606,3.453996,0.3627,1.0578,37.69,46.609,0.747,33.8181,33.8224,1.9927,1026.6563,1026.6596,1479.26,1479.27,0.0000e+00
48.000,7.3147,7.3145,3.452415,3.452781,0.4061,1.0557,36.54,47.601,0.634,33.8289,33.8330,2.0224,1026.6728,1026.6761,1479.20,1479.20,0.0000e+00
