PrDM,T090C,T190C,C0S/m,C1S/m,FlECO-AFL,Sbeox0V,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
2.000,14.0864,14.0865,4.016503,4.016720,0.5703,2.4572,1.23,1.985,0.293,33.2764,33.2783,6.2303,1024.8463,1024.8478,1501.77,1501.77,0.0000e+00
3.000,14.0853,14.0855,4.016470,4.016712,0.5972,2.4587,1.75,2.978,0.475,33.2766,33.2786,6.2280,1024.8512,1024.8527,1501.78,1501.78,0.0000e+00
4.000,14.0853,14.0853,4.016519,4.016744,0.5733,2.4569,1.86,3.971,0.743,33.2767,33.2787,6.2033,1024.8557,1024.8573,1501.79,1501.80,0.0000e+00
5.000,14.0873,14.0871,4.016736,4.016929,0.5632,2.4514,12.08,4.963,0.543,33.2765,33.2785,6.1993,1024.8596,1024.8612,1501.82,1501.82,0.0000e+00
6.000,14.0913,14.0917,4.017120,4.017368,0.6106,2.4488,94.90,5.956,0.682,33.2762,33.2782,6.1977,1024.8630,1024.8644,1501.85,1501.85,0.0000e+00
7.000,14.0916,14.0918,4.017202,4.017424,0.6339,2.4495,98.83,6.949,0.417,33.2763,33.2783,6.2081,1024.8675,1024.8690,1501.87,1501.87,0.0000e+00
8.000,14.0914,14.0915,4.017239,4.017448,0.5687,2.4493,73.28,7.941,0.648,33.2765,33.2783,6.2102,1024.8721,1024.8735,1501.88,1501.88,0.0000e+00
9.000,14.0920,14.0922,4.017313,4.017550,0.5760,2.4487,91.80,8.934,0.459,33.2763,33.2783,6.2085,1024.8763,1024.8778,1501.90,1501.90,0.0000e+00
10.000,14.0919,14.0898,4.017366,4.017408,0.5453,2.4498,99.08,9.926,0.802,33.2764,33.2786,6.2069,1024.8808,1024.8830,1501.92,1501.91,0.0000e+00
11.000,14.0885,14.0888,4.017145,4.017381,0.5968,2.4490,73.83,10.919,0.642,33.2769,33.2788,6.2066,1024.8864,1024.8879,1501.92,1501.92,0.0000e+00
12.000,14.0887,14.0893,4.017202,4.017464,0.5811,2.4493,97.18,11.912,0.522,33.2769,33.2788,6.2137,1024.8908,1024.8922,1501.94,1501.94,0.0000e+00
13.000,14.0889,14.0891,4.017258,4.017486,0.6145,2.4491,98.83,12.904,0.768,33.2768,33.2787,6.2115,1024.8952,1024.8966,1501.96,1501.96,0.0000e+00
14.000,14.0894,14.0897,4.017340,4.017579,0.6939,2.4491,98.83,13.897,0.583,33.2767,33.2787,6.2141,1024.8995,1024.9009,1501.97,1501.98,0.0000e+00
15.000,14.0901,14.0902,4.017438,4.017675,0.5865,2.4517,98.83,14.889,0.477,33.2767,33.2787,6.2259,1024.9038,1024.9053,1501.99,1501.99,0.0000e+00
16.000,14.0891,14.0894,4.017424,4.017646,0.5783,2.4522,98.83,15.882,0.857,33.2769,33.2788,6.2146,1024.9087,1024.9100,1502.01,1502.01,0.0000e+00
17.000,14.0890,14.0895,4.017450,4.017705,0.6132,2.4488,98.83,16.875,0.610,33.2769,33.2788,6.2052,1024.9131,1024.9145,1502.02,1502.03,0.0000e+00
18.000,14.0901,14.0906,4.017593,4.017844,0.5447,2.4495,77.38,17.867,0.522,33.2768,33.2788,6.2217,1024.9173,1024.9187,1502.04,1502.05,0.0000e+00
19.000,14.0917,14.0917,4.017759,4.017971,0.6158,2.4495,98.61,18.860,0.817,33.2766,33.2786,6.2192,1024.9213,1024.9228,1502.06,1502.07,0.0000e+00
