PrDM,T090C,T190C,C0S/m,C1S/m,FlECO-AFL,Sbeox0V,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
2.000,15.3745,15.3741,3.417981,3.418601,1.6749,2.6565,6.49,1.984,0.276,26.9089,26.9146,6.9464,1019.6759,1019.6804,1498.51,1498.52,0.0000e+00
3.000,15.3729,15.3726,3.418457,3.419208,1.8893,2.6577,3.17,2.975,0.687,26.9138,26.9206,6.9353,1019.6845,1019.6898,1498.53,1498.54,0.0000e+00
4.000,15.3642,15.3658,3.419414,3.419906,1.8800,2.6549,3.44,3.967,0.412,26.9278,26.9310,6.8866,1019.7016,1019.7037,1498.54,1498.54,0.0000e+00
5.000,15.4370,15.4527,3.461827,3.466192,1.7218,2.6092,71.26,4.959,0.603,27.2460,27.2731,6.4349,1019.9347,1019.9522,1499.15,1499.23,0.0000e+00
6.000,16.2823,16.2798,3.840322,3.844817,1.6111,2.5392,42.12,5.951,0.648,29.9291,29.9700,6.0767,1021.8153,1021.8472,1504.92,1504.96,0.0000e+00
7.000,15.4698,15.4852,3.921032,3.922730,0.8411,2.5056,96.23,6.943,0.483,31.2651,31.2678,6.2188,1023.0241,1023.0229,1503.93,1503.98,0.0000e+00
8.000,14.3902,14.3700,3.859499,3.858083,0.5921,2.5180,95.40,7.934,0.522,31.5780,31.5816,6.5619,1023.4991,1023.5062,1500.86,1500.80,0.0000e+00
9.000,13.6542,13.6367,3.804113,3.803516,0.6268,2.5402,53.27,8.926,0.711,31.6736,31.6826,6.7195,1023.7282,1023.7386,1498.58,1498.53,0.0000e+00
10.000,13.5389,13.5366,3.798170,3.798382,0.6032,2.5488,80.45,9.918,0.646,31.7136,31.7175,6.7208,1023.7868,1023.7902,1498.26,1498.26,0.0000e+00
11.000,13.5538,13.5522,3.801945,3.802295,0.5464,2.5548,98.94,10.910,0.551,31.7360,31.7405,6.7303,1023.8055,1023.8094,1498.36,1498.36,0.0000e+00
12.000,13.5578,13.5562,3.804637,3.805020,0.5142,2.5651,96.38,11.901,0.540,31.7572,31.7621,6.8125,1023.8256,1023.8297,1498.41,1498.41,0.0000e+00
13.000,13.4834,13.4785,3.800441,3.800645,0.4822,2.5937,65.01,12.893,0.499,31.7797,31.7857,6.9205,1023.8623,1023.8679,1498.21,1498.20,0.0000e+00
14.000,13.1989,13.1893,3.777996,3.777660,0.4949,2.5991,86.11,13.885,0.672,31.8071,31.8120,6.7479,1023.9444,1023.9501,1497.31,1497.28,0.0000e+00
15.000,12.6507,12.6410,3.733407,3.733508,0.5199,2.5357,98.18,14.877,0.453,31.8472,31.8563,6.2345,1024.0863,1024.0952,1495.53,1495.50,0.0000e+00
16.000,12.0828,12.0971,3.679853,3.681881,0.5282,2.3190,68.12,15.868,0.537,31.8172,31.8245,5.1524,1024.1750,1024.1780,1493.57,1493.63,0.0000e+00
17.000,11.0767,11.0724,3.599626,3.599636,0.6074,2.1951,93.48,16.860,0.813,31.9016,31.9054,4.9449,1024.4266,1024.4302,1490.18,1490.17,0.0000e+00
18.000,10.4114,10.4165,3.576355,3.577084,0.6254,2.0966,65.88,17.852,0.639,32.2535,32.2562,4.7922,1024.8205,1024.8218,1488.26,1488.28,0.0000e+00
