PrDM,T090C,T190C,C0S/m,C1S/m,FlECO-AFL,Sbeox0V,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
4.000,10.2546,10.2670,3.706201,3.707601,0.2916,2.0688,76.19,3.969,0.348,33.7097,33.7123,5.4072,1025.9193,1025.9192,1489.24,1489.29,0.0000e+00
5.000,10.2035,10.1910,3.701495,3.700605,0.2881,2.0540,97.93,4.962,0.665,33.7090,33.7117,5.3279,1025.9321,1025.9363,1489.07,1489.03,0.0000e+00
6.000,10.1786,10.1735,3.699274,3.699062,0.2872,2.0480,98.83,5.954,0.400,33.7092,33.7119,5.3374,1025.9410,1025.9440,1489.00,1488.98,0.0000e+00
7.000,10.1991,10.1865,3.701222,3.700330,0.3047,2.0458,98.83,6.946,0.922,33.7095,33.7121,5.3460,1025.9422,1025.9464,1489.09,1489.05,0.0000e+00
8.000,10.1943,10.1990,3.700779,3.701527,0.3240,2.0480,98.83,7.939,1.023,33.7090,33.7123,5.3458,1025.9472,1025.9489,1489.09,1489.11,0.0000e+00
9.000,10.1792,10.1823,3.699480,3.700045,0.3173,2.0396,76.28,8.931,0.580,33.7095,33.7123,5.2582,1025.9547,1025.9563,1489.05,1489.07,0.0000e+00
10.000,10.1893,10.1694,3.700493,3.698897,0.3186,2.0161,99.31,9.923,0.908,33.7099,33.7122,5.0604,1025.9578,1025.9630,1489.10,1489.04,0.0000e+00
11.000,10.0159,10.0380,3.684384,3.686703,0.3197,1.9988,98.83,10.916,0.903,33.7073,33.7103,4.9909,1025.9897,1025.9883,1488.50,1488.58,0.0000e+00
12.000,9.8259,9.8112,3.667444,3.666409,0.2995,1.9553,70.25,11.908,0.485,33.7116,33.7147,4.8558,1026.0295,1026.0344,1487.83,1487.78,0.0000e+00
13.000,9.6686,9.6648,3.653237,3.653107,0.2570,1.8956,99.93,12.900,0.733,33.7130,33.7152,4.6319,1026.0613,1026.0637,1487.28,1487.27,0.0000e+00
14.000,9.5058,9.5039,3.638925,3.638997,0.2689,1.8699,98.83,13.893,0.670,33.7183,33.7208,4.5521,1026.0967,1026.0990,1486.71,1486.71,0.0000e+00
15.000,9.3437,9.3514,3.624638,3.625625,0.2610,1.8198,97.03,14.885,0.347,33.7230,33.7260,4.4207,1026.1314,1026.1325,1486.14,1486.17,0.0000e+00
16.000,9.2423,9.2400,3.616254,3.616324,0.2553,1.7784,66.78,15.877,0.521,33.7315,33.7344,4.3475,1026.1590,1026.1616,1485.79,1485.79,0.0000e+00
17.000,9.2072,9.2072,3.613960,3.614292,0.2506,1.7577,97.76,16.870,0.480,33.7404,33.7438,4.3167,1026.1761,1026.1788,1485.69,1485.70,0.0000e+00
18.000,9.1741,9.1739,3.611578,3.611888,0.2332,1.7353,96.64,17.862,0.415,33.7465,33.7499,4.2694,1026.1908,1026.1935,1485.60,1485.60,0.0000e+00
19.000,9.1526,9.1529,3.610117,3.610450,0.2316,1.7226,65.05,18.854,0.565,33.7512,33.7544,4.2492,1026.2025,1026.2049,1485.54,1485.54,0.0000e+00
20.000,9.1369,9.1371,3.609147,3.609466,0.2450,1.7127,97.84,19.846,0.395,33.7555,33.7587,4.2378,1026.2129,1026.2154,1485.50,1485.51,0.0000e+00
21.000,9.1304,9.1307,3.608834,3.609161,0.2368,1.7047,98.85,20.839,0.473,33.7580,33.7611,4.2219,1026.2204,1026.2228,1485.50,1485.51,0.0000e+00
22.000,9.1200,9.1204,3.608047,3.608394,0.2390,1.6991,98.85,21.831,0.457,33.7592,33.7625,4.2115,1026.2276,1026.2301,1485.48,1485.48,0.0000e+00
23.000,9.1101,9.1101,3.607251,3.607555,0.2383,1.6949,98.85,22.823,0.418,33.7598,33.7630,4.1948,1026.2342,1026.2367,1485.46,1485.46,0.0000e+00
24.000,9.0939,9.0933,3.605899,3.606152,0.2227,1.6878,98.85,23.815,0.464,33.7607,33.7639,4.1654,1026.2420,1026.2446,1485.42,1485.42,0.0000e+00
25.000,9.0848,9.0838,3.605174,3.605394,0.2527,1.6824,67.96,24.808,0.524,33.7613,33.7645,4.1564,1026.2485,1026.2511,1485.40,1485.40,0.0000e+00
