PrDM,T090C,T190C,C0S/m,C1S/m,FlECO-AFL,Sbeox0V,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
1.000,13.5599,13.5597,3.783402,3.783729,1.2764,2.5334,3.26,0.992,0.211,31.5626,31.5658,6.6255,1023.6255,1023.6280,1498.00,1498.01,0.0000e+00
2.000,13.5601,13.5596,3.783527,3.783921,1.4974,2.5342,2.04,1.983,0.470,31.5631,31.5672,6.6243,1023.6304,1023.6336,1498.03,1498.03,0.0000e+00
3.000,13.5602,13.5600,3.783555,3.783989,1.4647,2.5346,2.06,2.975,0.377,31.5629,31.5672,6.6292,1023.6347,1023.6380,1498.04,1498.05,0.0000e+00
4.000,13.5585,13.5583,3.783504,3.783919,1.4614,2.5362,1.66,3.966,0.479,31.5635,31.5675,6.6355,1023.6399,1023.6431,1498.05,1498.06,0.0000e+00
5.000,13.5555,13.5552,3.783349,3.783758,1.4924,2.5357,1.44,4.958,0.407,31.5641,31.5682,6.6295,1023.6455,1023.6488,1498.06,1498.06,0.0000e+00
6.000,13.5556,13.5561,3.783400,3.783854,1.4918,2.5314,2.66,5.949,0.441,31.5642,31.5679,6.6092,1023.6500,1023.6528,1498.08,1498.08,0.0000e+00
7.000,13.5555,13.5547,3.783436,3.783829,1.4294,2.5342,91.93,6.941,0.444,31.5642,31.5685,6.6429,1023.6545,1023.6580,1498.09,1498.10,0.0000e+00
8.000,13.5506,13.5506,3.783168,3.783586,1.4953,2.5361,93.89,7.932,0.399,31.5654,31.5692,6.6435,1023.6609,1023.6639,1498.09,1498.10,0.0000e+00
9.000,13.5333,13.5346,3.782314,3.782807,1.3815,2.5347,23.28,8.924,0.483,31.5713,31.5748,6.6263,1023.6734,1023.6759,1498.06,1498.07,0.0000e+00
10.000,13.5290,13.5286,3.782145,3.782539,1.4634,2.5329,19.98,9.915,0.465,31.5729,31.5769,6.6248,1023.6800,1023.6832,1498.07,1498.07,0.0000e+00
11.000,13.5006,13.5101,3.780763,3.781615,1.3537,2.5361,97.80,10.907,0.406,31.5831,31.5833,6.6549,1023.6981,1023.6963,1498.00,1498.03,0.0000e+00
12.000,13.5014,13.5006,3.780827,3.781213,1.3589,2.5310,92.07,11.898,0.337,31.5827,31.5870,6.5673,1023.7021,1023.7055,1498.02,1498.02,0.0000e+00
13.000,13.3171,13.3323,3.770390,3.771625,1.3528,2.4856,78.91,12.890,0.419,31.6380,31.6369,6.2933,1023.7857,1023.7819,1497.49,1497.53,0.0000e+00
14.000,12.3513,12.3815,3.712916,3.714966,1.2181,2.4411,98.13,13.881,0.436,31.9083,31.9026,6.3392,1024.1840,1024.1734,1494.54,1494.64,0.0000e+00
15.000,11.1808,11.1557,3.641743,3.640788,0.8173,2.4111,72.95,14.873,0.427,32.2256,32.2382,6.4197,1024.6519,1024.6661,1490.91,1490.84,0.0000e+00
16.000,10.9308,10.9551,3.625150,3.627364,0.7642,2.3882,98.29,15.864,0.822,32.2811,32.2815,6.2952,1024.7435,1024.7395,1490.11,1490.20,0.0000e+00
17.000,10.6732,10.6752,3.607813,3.608794,0.7144,2.3603,98.83,16.856,0.834,32.3359,32.3438,6.1853,1024.8355,1024.8413,1489.28,1489.30,0.0000e+00
18.000,10.2231,10.2265,3.573377,3.574295,0.6492,2.3275,98.83,17.847,0.835,32.3907,32.3969,6.2039,1024.9594,1024.9637,1487.76,1487.78,0.0000e+00
19.000,9.9509,9.9492,3.552644,3.553221,0.5360,2.3175,98.83,18.839,0.872,32.4245,32.4319,6.3377,1025.0359,1025.0419,1486.83,1486.83,0.0000e+00
20.000,9.8758,9.8759,3.548335,3.549034,0.5200,2.3185,98.34,19.830,0.902,32.4479,32.4549,6.4441,1025.0711,1025.0765,1486.60,1486.61,0.0000e+00
21.000,9.8252,9.8265,3.545784,3.546662,0.5378,2.3255,50.53,20.821,0.898,32.4671,32.4748,6.4886,1025.0989,1025.1048,1486.46,1486.47,0.0000e+00
22.000,9.7431,9.7464,3.540023,3.540906,0.4776,2.3271,98.40,21.813,0.840,32.4820,32.4880,6.5561,1025.1286,1025.1327,1486.20,1486.22,0.0000e+00
23.000,9.6858,9.6857,3.536284,3.536876,0.4664,2.3437,62.42,22.804,0.694,32.4951,32.5012,6.6937,1025.1527,1025.1575,1486.02,1486.03,0.0000e+00
24.000,9.6212,9.6251,3.533928,3.534794,0.4344,2.3712,68.74,23.796,0.596,32.5291,32.5344,6.7815,1025.1943,1025.1978,1485.84,1485.86,0.0000e+00
25.000,9.2457,9.2550,3.505503,3.506756,0.4041,2.3832,93.82,24.787,0.730,32.5779,32.5824,6.7483,1025.2973,1025.2993,1484.54,1484.58,0.0000e+00
26.000,9.1538,9.1542,3.498165,3.498819,0.3794,2.3765,61.77,25.779,0.820,32.5856,32.5920,6.6424,1025.3224,1025.3274,1484.23,1484.24,0.0000e+00
27.000,9.0250,9.0296,3.487580,3.488509,0.3668,2.3627,97.48,26.770,0.670,32.5934,32.5987,6.5646,1025.3533,1025.3567,1483.78,1483.80,0.0000e+00
28.000,8.9074,8.9074,3.478052,3.478574,0.3276,2.3391,98.83,27.762,0.558,32.6017,32.6071,6.4499,1025.3826,1025.3869,1483.37,1483.38,0.0000e+00
29.000,8.8731,8.8732,3.475426,3.476040,0.2843,2.3153,98.83,28.753,0.837,32.6054,32.6117,6.3646,1025.3954,1025.4004,1483.26,1483.27,0.0000e+00
30.000,8.7903,8.7919,3.468825,3.469547,0.3023,2.2981,74.72,29.744,0.794,32.6123,32.6183,6.3260,1025.4181,1025.4226,1482.98,1482.99,0.0000e+00
31.000,8.6606,8.6618,3.458821,3.459443,0.2612,2.2687,87.62,30.736,0.376,32.6267,32.6321,6.2806,1025.4539,1025.4580,1482.53,1482.54,0.0000e+00
32.000,8.5976,8.5980,3.454188,3.454779,0.2183,2.2427,99.07,31.727,0.648,32.6358,32.6416,6.2007,1025.4752,1025.4797,1482.32,1482.33,0.0000e+00
33.000,8.4994,8.5007,3.446646,3.447286,0.2546,2.2264,74.75,32.719,0.593,32.6470,32.6525,6.1331,1025.5034,1025.5075,1481.99,1482.00,0.0000e+00
34.000,8.4326,8.4330,3.442157,3.442746,0.2390,2.2022,95.65,33.710,0.626,32.6612,32.6669,6.0387,1025.5291,1025.5336,1481.77,1481.78,0.0000e+00
35.000,8.3892,8.3888,3.439240,3.439817,0.2310,2.1876,98.85,34.701,0.952,32.6702,32.6767,5.9839,1025.5473,1025.5524,1481.63,1481.64,0.0000e+00
36.000,8.3427,8.3426,3.435900,3.436513,0.2057,2.1702,98.83,35.693,1.075,32.6776,32.6843,5.9344,1025.5646,1025.5698,1481.48,1481.49,0.0000e+00
37.000,8.2629,8.2631,3.429367,3.429975,0.2414,2.1584,98.83,36.684,1.064,32.6823,32.6885,5.9261,1025.5848,1025.5896,1481.20,1481.21,0.0000e+00
38.000,8.1847,8.1858,3.422967,3.423663,0.2333,2.1507,98.83,37.675,0.933,32.6869,32.6932,5.9488,1025.6045,1025.6093,1480.93,1480.94,0.0000e+00
39.000,8.0975,8.1002,3.415815,3.416591,0.1815,2.1421,63.97,38.667,0.792,32.6918,32.6975,5.9484,1025.6257,1025.6298,1480.62,1480.64,0.0000e+00
40.000,8.0459,8.0454,3.412075,3.412593,0.1830,2.1334,99.30,39.658,0.874,32.6997,32.7057,5.9451,1025.6442,1025.6489,1480.45,1480.46,0.0000e+00
41.000,8.0385,8.0385,3.412175,3.412771,0.1964,2.1308,98.83,40.650,0.953,32.7073,32.7136,5.9288,1025.6557,1025.6607,1480.45,1480.46,0.0000e+00
42.000,8.0010,8.0015,3.408973,3.409583,0.2336,2.1227,98.83,41.641,0.873,32.7077,32.7137,5.8773,1025.6661,1025.6708,1480.33,1480.34,0.0000e+00
43.000,7.9883,7.9877,3.409485,3.410012,0.1728,2.1093,98.83,42.632,0.603,32.7246,32.7307,5.8024,1025.6858,1025.6907,1480.32,1480.32,0.0000e+00
44.000,7.9914,7.9904,3.411794,3.412293,0.1577,2.0889,80.12,43.624,0.418,32.7459,32.7520,5.7687,1025.7066,1025.7116,1480.37,1480.37,0.0000e+00
45.000,7.8752,7.8713,3.401830,3.401959,0.1679,2.0833,98.87,44.615,0.544,32.7479,32.7530,5.8271,1025.7297,1025.7342,1479.95,1479.94,0.0000e+00
46.000,7.8164,7.8153,3.397090,3.397542,0.1682,2.0789,98.83,45.606,0.810,32.7519,32.7578,5.7596,1025.7459,1025.7507,1479.74,1479.75,0.0000e+00
47.000,7.8301,7.8299,3.399578,3.400088,0.1717,2.0687,98.83,46.598,0.785,32.7652,32.7709,5.6642,1025.7589,1025.7634,1479.83,1479.84,0.0000e+00
48.000,7.8585,7.8579,3.405600,3.406078,0.1635,2.0465,83.02,47.589,0.477,32.8024,32.8082,5.5622,1025.7886,1025.7932,1480.00,1480.00,0.0000e+00
49.000,7.8345,7.8340,3.405384,3.405873,0.1576,2.0243,100.00,48.580,0.587,32.8223,32.8280,5.4939,1025.8123,1025.8168,1479.95,1479.95,0.0000e+00
50.000,7.8384,7.8382,3.407226,3.407732,0.1811,2.0072,98.83,49.572,0.887,32.8378,32.8434,5.4082,1025.8285,1025.8329,1480.00,1480.01,0.0000e+00
51.000,7.8521,7.8521,3.410488,3.411010,0.1709,1.9951,98.83,50.563,0.974,32.8594,32.8649,5.3656,1025.8480,1025.8523,1480.10,1480.10,0.0000e+00
52.000,7.8566,7.8567,3.411971,3.412511,0.1701,1.9826,85.52,51.554,0.791,32.8705,32.8762,5.3269,1025.8607,1025.8651,1480.14,1480.15,0.0000e+00
53.000,7.8554,7.8559,3.412962,3.413572,0.1637,1.9646,89.36,52.545,0.571,32.8818,32.8879,5.2699,1025.8743,1025.8789,1480.17,1480.18,0.0000e+00
54.000,7.8555,7.8557,3.415090,3.415591,0.1683,1.9504,99.08,53.537,0.840,32.9040,32.9092,5.2197,1025.8962,1025.9003,1480.22,1480.22,0.0000e+00
55.000,7.8518,7.8519,3.415726,3.416280,0.1572,1.9375,98.83,54.528,0.974,32.9138,32.9197,5.1759,1025.9091,1025.9137,1480.23,1480.24,0.0000e+00
56.000,7.8442,7.8449,3.415908,3.416455,0.1898,1.9281,98.83,55.519,0.917,32.9225,32.9277,5.1533,1025.9216,1025.9255,1480.23,1480.24,0.0000e+00
57.000,7.8177,7.8188,3.414534,3.415113,0.1785,1.9188,93.62,56.511,0.781,32.9323,32.9375,5.1391,1025.9377,1025.9416,1480.15,1480.16,0.0000e+00
58.000,7.7763,7.7775,3.412354,3.412909,0.1534,1.9082,82.06,57.502,0.688,32.9476,32.9524,5.1095,1025.9602,1025.9638,1480.03,1480.04,0.0000e+00
59.000,7.7490,7.7479,3.411315,3.411683,0.1463,1.8978,99.17,58.493,0.787,32.9617,32.9668,5.0762,1025.9799,1025.9840,1479.96,1479.96,0.0000e+00
60.000,7.7476,7.7476,3.412298,3.412815,0.1697,1.8895,98.83,59.484,0.935,32.9732,32.9787,5.0495,1025.9936,1025.9979,1479.99,1479.99,0.0000e+00
61.000,7.7436,7.7439,3.412501,3.413038,0.1725,1.8828,98.83,60.476,0.916,32.9787,32.9842,5.0298,1026.0031,1026.0074,1479.99,1480.00,0.0000e+00
62.000,7.7238,7.7239,3.411968,3.412481,0.1701,1.8751,98.83,61.467,0.761,32.9912,32.9966,5.0021,1026.0204,1026.0246,1479.95,1479.96,0.0000e+00
63.000,7.7324,7.7331,3.414433,3.415032,0.2092,1.8637,98.83,62.458,0.535,33.0090,33.0149,4.9487,1026.0377,1026.0422,1480.02,1480.03,0.0000e+00
64.000,7.7673,7.7680,3.419107,3.419689,0.1783,1.8501,98.83,63.449,0.694,33.0257,33.0313,4.8248,1026.0503,1026.0546,1480.19,1480.20,0.0000e+00
65.000,7.7837,7.7840,3.421556,3.422079,0.1771,1.8297,98.83,64.441,0.951,33.0359,33.0413,4.6766,1026.0605,1026.0647,1480.28,1480.29,0.0000e+00
66.000,7.8292,7.8300,3.431528,3.432103,0.1562,1.8096,98.83,65.432,0.911,33.0992,33.1046,4.5670,1026.1082,1026.1123,1480.55,1480.56,0.0000e+00
67.000,7.8293,7.8297,3.434619,3.435102,0.1916,1.7851,97.39,66.423,0.714,33.1317,33.1366,4.4827,1026.1383,1026.1420,1480.61,1480.62,0.0000e+00
68.000,7.8327,7.8332,3.438130,3.438754,0.1804,1.7549,86.38,67.414,0.565,33.1657,33.1719,4.3983,1026.1690,1026.1738,1480.68,1480.69,0.0000e+00
69.000,7.8411,7.8414,3.442126,3.442642,0.1564,1.7279,99.45,68.406,0.627,33.2000,33.2052,4.3265,1026.1993,1026.2034,1480.77,1480.78,0.0000e+00
70.000,7.8378,7.8380,3.442836,3.443328,0.1685,1.7083,98.84,69.397,0.895,33.2103,33.2154,4.2692,1026.2125,1026.2164,1480.79,1480.80,0.0000e+00
71.000,7.8380,7.8383,3.444696,3.445138,0.1689,1.6959,98.84,70.388,0.959,33.2295,33.2340,4.2443,1026.2321,1026.2356,1480.83,1480.84,0.0000e+00
72.000,7.8381,7.8383,3.446050,3.446504,0.1589,1.6829,48.22,71.379,0.778,33.2435,33.2482,4.2096,1026.2476,1026.2513,1480.86,1480.87,0.0000e+00
73.000,7.8374,7.8377,3.447571,3.448086,0.1531,1.6670,92.05,72.370,0.541,33.2600,33.2652,4.1626,1026.2652,1026.2693,1480.90,1480.91,0.0000e+00
74.000,7.8359,7.8362,3.449101,3.449594,0.1632,1.6500,99.01,73.362,0.613,33.2773,33.2824,4.1128,1026.2836,1026.2875,1480.93,1480.94,0.0000e+00
75.000,7.8352,7.8355,3.449728,3.450179,0.1518,1.6374,73.91,74.353,0.781,33.2843,33.2888,4.0578,1026.2938,1026.2973,1480.95,1480.96,0.0000e+00
76.000,7.8352,7.8354,3.451823,3.452233,0.1632,1.6259,98.46,75.344,0.772,33.3062,33.3104,3.9759,1026.3155,1026.3188,1481.00,1481.00,0.0000e+00
77.000,7.8383,7.8384,3.455632,3.455999,0.1602,1.6048,98.85,76.335,0.683,33.3436,33.3475,3.8385,1026.3490,1026.3520,1481.07,1481.08,0.0000e+00
78.000,7.8460,7.8460,3.461565,3.461904,0.1554,1.5779,93.87,77.326,0.708,33.3994,33.4031,3.7319,1026.3963,1026.3991,1481.19,1481.19,0.0000e+00
79.000,7.8521,7.8521,3.465926,3.466212,0.1541,1.5500,98.64,78.318,0.404,33.4398,33.4429,3.6960,1026.4317,1026.4341,1481.28,1481.28,0.0000e+00
80.000,7.8535,7.8538,3.466943,3.467394,0.1565,1.5255,95.28,79.309,0.470,33.4489,33.4534,3.6857,1026.4431,1026.4467,1481.31,1481.32,0.0000e+00
81.000,7.8537,7.8539,3.467070,3.467513,0.1700,1.5157,98.87,80.300,0.359,33.4496,33.4541,3.6767,1026.4483,1026.4518,1481.33,1481.33,0.0000e+00
82.000,7.8544,7.8546,3.467448,3.467917,0.1619,1.5075,98.85,81.291,0.545,33.4525,33.4574,3.5962,1026.4550,1026.4588,1481.35,1481.36,0.0000e+00
83.000,7.8578,7.8580,3.472917,3.473282,0.1401,1.4889,93.79,82.282,0.521,33.5074,33.5111,3.4783,1026.5021,1026.5051,1481.45,1481.45,0.0000e+00
84.000,7.8573,7.8579,3.476901,3.477272,0.2205,1.4626,98.98,83.273,0.351,33.5501,33.5536,3.4012,1026.5403,1026.5430,1481.51,1481.52,0.0000e+00
85.000,7.8542,7.8544,3.478225,3.478665,0.1640,1.4451,83.07,84.264,0.614,33.5668,33.5713,3.3656,1026.5584,1026.5620,1481.54,1481.55,0.0000e+00
86.000,7.8551,7.8554,3.478751,3.479181,0.1699,1.4321,98.10,85.256,0.409,33.5711,33.5755,3.3057,1026.5663,1026.5696,1481.57,1481.57,0.0000e+00
87.000,7.8442,7.8442,3.479900,3.480385,0.1653,1.4111,98.85,86.247,0.484,33.5934,33.5987,3.2305,1026.5900,1026.5941,1481.57,1481.57,0.0000e+00
88.000,7.8377,7.8382,3.480630,3.481097,0.1571,1.3986,98.83,87.238,0.373,33.6071,33.6116,3.2205,1026.6062,1026.6097,1481.58,1481.58,0.0000e+00
89.000,7.8374,7.8378,3.481002,3.481461,0.1481,1.3881,70.20,88.229,0.435,33.6108,33.6154,3.1854,1026.6138,1026.6173,1481.60,1481.60,0.0000e+00
90.000,7.8212,7.8213,3.481050,3.481488,0.1659,1.3779,99.33,89.220,0.622,33.6265,33.6311,3.1532,1026.6330,1026.6366,1481.57,1481.58,0.0000e+00
91.000,7.7929,7.7934,3.479573,3.480009,0.1659,1.3736,98.85,90.211,0.496,33.6375,33.6417,3.1567,1026.6503,1026.6536,1481.49,1481.50,0.0000e+00
92.000,7.7767,7.7780,3.478502,3.479024,0.1576,1.3646,63.52,91.202,0.523,33.6411,33.6454,3.1145,1026.6601,1026.6634,1481.45,1481.46,0.0000e+00
