PrDM,T090C,T190C,C0S/m,C1S/m,FlECO-AFL,Sbeox0V,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
2.000,11.6232,11.6407,3.473653,3.475759,0.7876,2.2689,4.10,1.983,0.321,30.2194,30.2254,5.7884,1022.9558,1022.9573,1489.84,1489.91,0.0000e+00
3.000,11.4131,11.4099,3.459608,3.460070,0.7869,2.2166,17.28,2.975,0.408,30.2546,30.2616,5.7857,1023.0249,1023.0309,1489.16,1489.16,0.0000e+00
4.000,11.3318,11.3305,3.454616,3.455207,0.9642,2.1942,9.31,3.966,0.394,30.2722,30.2791,5.7045,1023.0573,1023.0629,1488.91,1488.92,0.0000e+00
5.000,11.2905,11.2914,3.452487,3.453155,0.9520,2.1619,59.94,4.958,0.599,30.2850,30.2908,5.5860,1023.0790,1023.0834,1488.80,1488.81,0.0000e+00
6.000,11.2564,11.2557,3.450914,3.451474,0.8396,2.1408,57.91,5.949,0.462,30.2974,30.3034,5.4904,1023.0991,1023.1039,1488.71,1488.72,0.0000e+00
7.000,11.2464,11.2469,3.451217,3.451836,0.7197,2.0836,56.64,6.941,0.460,30.3081,30.3137,5.1548,1023.1137,1023.1180,1488.71,1488.71,0.0000e+00
8.000,11.1131,11.1176,3.444155,3.445058,0.6397,2.0329,55.74,7.932,0.657,30.3486,30.3537,5.0305,1023.1728,1023.1760,1488.30,1488.32,0.0000e+00
9.000,10.9595,10.9619,3.434131,3.434846,0.6330,1.9997,54.63,8.923,0.568,30.3768,30.3819,4.9966,1023.2257,1023.2293,1487.81,1487.82,0.0000e+00
10.000,10.8044,10.8074,3.425183,3.425879,0.8481,1.9675,53.61,9.915,0.539,30.4170,30.4214,4.9126,1023.2880,1023.2909,1487.32,1487.33,0.0000e+00
11.000,10.6778,10.6769,3.419082,3.419660,0.8635,1.9376,52.79,10.906,0.766,30.4618,30.4683,4.7830,1023.3488,1023.3540,1486.94,1486.94,0.0000e+00
12.000,10.6246,10.6250,3.418237,3.418874,1.0282,1.9087,51.88,11.898,0.666,30.4974,30.5033,4.6861,1023.3901,1023.3946,1486.81,1486.82,0.0000e+00
13.000,10.6163,10.6159,3.418964,3.419578,0.5667,1.8626,50.62,12.889,0.393,30.5111,30.5176,4.4904,1023.4067,1023.4118,1486.81,1486.82,0.0000e+00
14.000,10.5020,10.4997,3.416366,3.416883,0.5719,1.8126,49.84,13.881,0.782,30.5807,30.5878,4.3161,1023.4846,1023.4905,1486.50,1486.50,0.0000e+00
15.000,10.3619,10.3623,3.411686,3.412220,0.4662,1.7872,48.90,14.872,0.757,30.6515,30.6566,4.3013,1023.5676,1023.5714,1486.10,1486.11,0.0000e+00
16.000,10.3272,10.3273,3.412499,3.413086,0.4087,1.7632,47.75,15.864,0.482,30.6885,30.6942,4.3054,1023.6067,1023.6111,1486.04,1486.04,0.0000e+00
17.000,10.3157,10.3158,3.413696,3.414290,0.3844,1.7479,46.80,16.855,0.560,30.7098,30.7156,4.3065,1023.6297,1023.6342,1486.04,1486.04,0.0000e+00
