PrDM,T090C,T190C,C0S/m,C1S/m,FlECO-AFL,Sbeox0V,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
2.000,12.0189,12.0195,3.882912,3.883147,0.6699,2.3745,76.76,1.985,0.378,33.8420,33.8438,6.2208,1025.6951,1025.6964,1495.54,1495.54,0.0000e+00
3.000,12.0183,12.0176,3.882904,3.883042,0.8782,2.3755,48.64,2.978,0.454,33.8420,33.8440,6.2185,1025.6997,1025.7014,1495.55,1495.55,0.0000e+00
4.000,12.0190,12.0182,3.883010,3.883141,0.9290,2.3705,28.29,3.970,0.536,33.8420,33.8440,6.1931,1025.7041,1025.7058,1495.57,1495.57,0.0000e+00
5.000,12.0179,12.0182,3.882952,3.883179,1.0037,2.3675,5.77,4.963,0.545,33.8420,33.8440,6.1951,1025.7088,1025.7103,1495.59,1495.59,0.0000e+00
6.000,12.0200,12.0200,3.883194,3.883388,0.9163,2.3700,61.95,5.956,0.545,33.8421,33.8439,6.2195,1025.7130,1025.7144,1495.61,1495.61,0.0000e+00
7.000,12.0134,12.0134,3.882604,3.882811,0.9033,2.3698,86.38,6.948,0.646,33.8419,33.8438,6.1991,1025.7185,1025.7201,1495.60,1495.61,0.0000e+00
8.000,12.0086,12.0067,3.882188,3.882211,0.9264,2.3672,93.56,7.941,0.590,33.8417,33.8437,6.1964,1025.7239,1025.7257,1495.60,1495.60,0.0000e+00
9.000,11.9763,11.9825,3.879099,3.879912,0.9330,2.3674,63.07,8.933,0.553,33.8406,33.8429,6.2132,1025.7336,1025.7342,1495.51,1495.53,0.0000e+00
10.000,11.9754,11.9740,3.879067,3.879146,0.9849,2.3694,99.11,9.926,0.540,33.8407,33.8428,6.2189,1025.7383,1025.7402,1495.52,1495.52,0.0000e+00
11.000,11.9701,11.9708,3.878586,3.878868,0.9421,2.3664,98.83,10.919,0.618,33.8404,33.8426,6.1906,1025.7436,1025.7451,1495.52,1495.52,0.0000e+00
12.000,11.9666,11.9666,3.878317,3.878525,0.9696,2.3644,95.12,11.911,0.649,33.8406,33.8426,6.1918,1025.7489,1025.7505,1495.52,1495.53,0.0000e+00
13.000,11.9646,11.9657,3.878183,3.878488,0.9420,2.3627,67.22,12.904,0.542,33.8406,33.8426,6.1933,1025.7537,1025.7551,1495.53,1495.54,0.0000e+00
14.000,11.9635,11.9644,3.878140,3.878425,0.9303,2.3635,99.67,13.896,0.546,33.8408,33.8427,6.1862,1025.7586,1025.7599,1495.55,1495.55,0.0000e+00
15.000,11.9556,11.9516,3.877399,3.877204,0.8836,2.3556,98.83,14.889,0.615,33.8403,33.8421,6.1175,1025.7642,1025.7664,1495.53,1495.52,0.0000e+00
16.000,11.9121,11.9160,3.873280,3.873833,0.9088,2.3423,87.31,15.881,0.569,33.8393,33.8411,6.0358,1025.7762,1025.7768,1495.40,1495.42,0.0000e+00
17.000,11.8588,11.8537,3.868232,3.867893,0.8818,2.3246,65.85,16.874,0.918,33.8382,33.8396,5.9621,1025.7898,1025.7918,1495.23,1495.22,0.0000e+00
18.000,11.7985,11.8097,3.862268,3.863594,0.9295,2.3091,92.78,17.866,1.098,33.8344,33.8372,5.9350,1025.8027,1025.8028,1495.04,1495.08,0.0000e+00
19.000,11.7265,11.7221,3.855456,3.855323,0.9155,2.3021,61.58,18.859,0.686,33.8331,33.8357,5.9465,1025.8196,1025.8225,1494.80,1494.79,0.0000e+00
20.000,11.5536,11.5545,3.839089,3.839384,0.7031,2.2208,83.59,19.852,0.355,33.8301,33.8321,5.6333,1025.8539,1025.8553,1494.22,1494.23,0.0000e+00
21.000,11.4057,11.4211,3.824749,3.826338,0.7433,2.1710,84.10,20.844,0.550,33.8239,33.8254,5.2981,1025.8808,1025.8792,1493.72,1493.77,0.0000e+00
22.000,11.3215,11.3125,3.816380,3.815677,0.7081,2.1054,98.93,21.837,0.726,33.8180,33.8194,4.8740,1025.8962,1025.8989,1493.43,1493.40,0.0000e+00
23.000,10.8958,10.9501,3.774159,3.779329,0.6486,2.0237,98.83,22.829,0.797,33.7899,33.7914,4.5918,1025.9553,1025.9469,1491.92,1492.12,0.0000e+00
24.000,10.5034,10.5123,3.735796,3.736890,0.4934,1.9571,98.83,23.822,0.681,33.7684,33.7711,4.5107,1026.0125,1026.0131,1490.53,1490.56,0.0000e+00
25.000,10.3956,10.4064,3.725083,3.726508,0.6029,1.8876,81.52,24.814,0.423,33.7600,33.7644,4.4764,1026.0293,1026.0308,1490.15,1490.19,0.0000e+00
26.000,10.3125,10.3180,3.716668,3.717540,0.2844,1.8416,98.61,25.807,0.413,33.7519,33.7555,4.4781,1026.0418,1026.0437,1489.86,1489.88,0.0000e+00
27.000,10.2494,10.2500,3.710713,3.711041,0.2145,1.7891,98.84,26.799,0.566,33.7499,33.7527,4.3801,1026.0557,1026.0578,1489.65,1489.65,0.0000e+00
28.000,10.2369,10.2375,3.709625,3.709960,0.2055,1.7808,98.84,27.792,0.758,33.7500,33.7529,4.3355,1026.0624,1026.0646,1489.62,1489.63,0.0000e+00
29.000,10.2306,10.2305,3.709058,3.709288,0.3351,1.7707,98.05,28.784,0.812,33.7497,33.7521,4.2833,1026.0678,1026.0697,1489.61,1489.62,0.0000e+00
30.000,10.1908,10.1912,3.704823,3.705062,0.2498,1.7577,69.39,29.777,0.843,33.7434,33.7454,4.2497,1026.0742,1026.0757,1489.48,1489.48,0.0000e+00
31.000,10.1434,10.1439,3.700424,3.700752,0.2142,1.7492,98.73,30.769,0.878,33.7425,33.7454,4.2654,1026.0862,1026.0883,1489.33,1489.33,0.0000e+00
32.000,10.1502,10.1497,3.702082,3.702305,0.1600,1.7477,98.84,31.761,0.848,33.7525,33.7553,4.2938,1026.0974,1026.0996,1489.38,1489.38,0.0000e+00
33.000,10.1708,10.1702,3.705891,3.706188,0.1691,1.7463,98.84,32.754,0.699,33.7716,33.7751,4.2999,1026.1132,1026.1161,1489.49,1489.49,0.0000e+00
34.000,10.1813,10.1812,3.709550,3.709886,0.1860,1.7462,97.87,33.746,0.599,33.7984,33.8019,4.2819,1026.1369,1026.1396,1489.58,1489.58,0.0000e+00
35.000,10.1779,10.1779,3.709726,3.710008,0.1987,1.7408,74.81,34.739,0.759,33.8029,33.8058,4.2022,1026.1455,1026.1477,1489.59,1489.59,0.0000e+00
36.000,10.1516,10.1532,3.707551,3.707902,0.2137,1.7269,98.75,35.731,0.815,33.8049,33.8070,4.1129,1026.1561,1026.1575,1489.51,1489.52,0.0000e+00
37.000,10.0421,10.0423,3.698406,3.698641,0.1699,1.7116,98.84,36.724,0.730,33.8139,33.8161,4.0604,1026.1863,1026.1880,1489.15,1489.15,0.0000e+00
38.000,9.9955,9.9953,3.694930,3.695189,0.1980,1.6934,98.84,37.716,0.608,33.8217,33.8245,4.0268,1026.2048,1026.2070,1489.01,1489.01,0.0000e+00
39.000,9.9783,9.9785,3.693761,3.694070,0.1926,1.6806,84.02,38.709,0.679,33.8254,33.8284,4.0218,1026.2151,1026.2175,1488.96,1488.97,0.0000e+00
40.000,9.9714,9.9718,3.693255,3.693597,0.1658,1.6737,92.58,39.701,0.729,33.8263,33.8293,4.0218,1026.2215,1026.2239,1488.96,1488.96,0.0000e+00
41.000,9.9666,9.9667,3.692866,3.693151,0.2175,1.6681,98.56,40.693,0.537,33.8264,33.8292,4.0018,1026.2270,1026.2291,1488.96,1488.96,0.0000e+00
42.000,9.9594,9.9615,3.692878,3.693158,0.1820,1.6549,98.85,41.686,0.438,33.8328,33.8336,3.9217,1026.2377,1026.2380,1488.95,1488.96,0.0000e+00
