PrDM,T090C,T190C,C0S/m,C1S/m,FlECO-AFL,Sbeox0V,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
2.000,13.4628,13.4597,3.889580,3.889660,0.3314,2.4100,9.63,1.984,0.363,32.6328,32.6363,6.1902,1024.4766,1024.4799,1498.96,1498.96,0.0000e+00
3.000,13.4240,13.4189,3.887359,3.887351,0.3187,2.4129,49.43,2.976,0.869,32.6449,32.6492,6.2098,1024.4982,1024.5026,1498.87,1498.85,0.0000e+00
4.000,13.4118,13.4118,3.886670,3.886950,0.3347,2.4101,29.13,3.968,0.720,32.6485,32.6512,6.1947,1024.5079,1024.5100,1498.85,1498.85,0.0000e+00
5.000,13.4077,13.4080,3.886464,3.886759,0.3540,2.4111,64.76,4.961,0.420,32.6497,32.6522,6.1946,1024.5141,1024.5160,1498.85,1498.85,0.0000e+00
6.000,13.4034,13.4033,3.886285,3.886572,0.3234,2.4080,48.89,5.953,0.654,32.6513,32.6540,6.1752,1024.5207,1024.5229,1498.85,1498.86,0.0000e+00
7.000,13.3930,13.3938,3.885595,3.885937,0.3435,2.4055,29.55,6.945,0.430,32.6534,32.6558,6.1686,1024.5289,1024.5306,1498.84,1498.84,0.0000e+00
8.000,13.4094,13.4153,3.886676,3.887373,0.3211,2.3947,104.30,7.937,0.528,32.6490,32.6505,6.0834,1024.5267,1024.5267,1498.90,1498.93,0.0000e+00
9.000,13.3950,13.3949,3.885803,3.886046,0.3351,2.3817,98.83,8.929,0.844,32.6528,32.6551,6.0873,1024.5370,1024.5388,1498.88,1498.88,0.0000e+00
10.000,13.0798,13.0672,3.862204,3.861316,0.3700,2.3874,98.83,9.921,0.676,32.7016,32.7041,6.1638,1024.6417,1024.6460,1497.90,1497.86,0.0000e+00
11.000,12.3853,12.3702,3.809297,3.808083,0.3643,2.3385,98.83,10.913,0.469,32.8011,32.8026,5.9206,1024.8580,1024.8619,1495.69,1495.64,0.0000e+00
12.000,11.1367,11.1501,3.714532,3.715457,0.4449,2.3027,98.83,11.905,0.855,32.9839,32.9810,5.9325,1025.2358,1025.2311,1491.62,1491.66,0.0000e+00
13.000,10.8906,10.8921,3.693725,3.694142,0.4475,2.2773,98.83,12.897,0.705,32.9984,33.0012,5.8798,1025.2952,1025.2971,1490.79,1490.79,0.0000e+00
14.000,10.5272,10.5189,3.663629,3.663417,0.4136,2.2205,98.83,13.889,0.403,33.0258,33.0313,5.6968,1025.3844,1025.3901,1489.55,1489.52,0.0000e+00
15.000,10.1576,10.1533,3.633264,3.633283,0.3894,2.1654,98.83,14.881,0.680,33.0558,33.0599,5.5306,1025.4756,1025.4795,1488.28,1488.27,0.0000e+00
16.000,10.0008,9.9986,3.620291,3.620570,0.4091,2.1322,98.83,15.873,0.609,33.0672,33.0720,5.4858,1025.5154,1025.5195,1487.74,1487.74,0.0000e+00
17.000,9.9481,9.9475,3.616211,3.616679,0.3580,2.1026,83.67,16.865,0.439,33.0736,33.0788,5.4678,1025.5337,1025.5379,1487.58,1487.58,0.0000e+00
18.000,9.9198,9.9203,3.614848,3.615399,0.3476,2.0816,98.54,17.857,0.441,33.0852,33.0903,5.4466,1025.5520,1025.5560,1487.51,1487.51,0.0000e+00
19.000,9.8977,9.8968,3.613805,3.614098,0.3406,2.0653,98.83,18.849,0.442,33.0944,33.0982,5.4183,1025.5675,1025.5706,1487.45,1487.46,0.0000e+00
20.000,9.8829,9.8852,3.612847,3.613636,0.3431,2.0582,84.82,19.841,0.612,33.0978,33.1037,5.4176,1025.5771,1025.5814,1487.42,1487.44,0.0000e+00
21.000,9.8745,9.8793,3.613762,3.614563,0.3641,2.0508,93.52,20.833,0.490,33.1144,33.1181,5.3305,1025.5960,1025.5982,1487.43,1487.45,0.0000e+00
22.000,9.7675,9.7830,3.605567,3.607074,0.3494,2.0110,99.27,21.825,0.460,33.1287,33.1298,4.9994,1025.6294,1025.6277,1487.07,1487.13,0.0000e+00
23.000,9.5028,9.5047,3.582979,3.583482,0.2946,1.9603,98.83,22.817,0.637,33.1409,33.1444,4.8256,1025.6869,1025.6893,1486.14,1486.15,0.0000e+00
24.000,9.3343,9.3336,3.569740,3.570126,0.2538,1.9006,86.22,23.809,0.382,33.1602,33.1648,4.6942,1025.7338,1025.7375,1485.56,1485.57,0.0000e+00
25.000,9.1966,9.1936,3.559764,3.559997,0.2108,1.8516,99.07,24.801,0.572,33.1844,33.1896,4.5920,1025.7793,1025.7839,1485.11,1485.10,0.0000e+00
26.000,9.1290,9.1280,3.554643,3.555011,0.1894,1.8251,98.83,25.793,0.562,33.1938,33.1986,4.5586,1025.8020,1025.8059,1484.88,1484.89,0.0000e+00
27.000,9.0928,9.0923,3.552125,3.552521,0.1907,1.8074,81.89,26.785,0.575,33.2009,33.2055,4.5511,1025.8179,1025.8215,1484.78,1484.78,0.0000e+00
28.000,9.0583,9.0583,3.549169,3.549621,0.1662,1.7949,98.54,27.777,0.417,33.2019,33.2066,4.5351,1025.8287,1025.8323,1484.67,1484.67,0.0000e+00
29.000,8.9805,8.9835,3.543527,3.544201,0.1618,1.7744,96.96,28.769,0.379,33.2155,33.2197,4.4554,1025.8561,1025.8589,1484.41,1484.43,0.0000e+00
30.000,8.9445,8.9423,3.541632,3.541884,0.1470,1.7605,82.28,29.761,0.664,33.2289,33.2336,4.4216,1025.8768,1025.8808,1484.31,1484.31,0.0000e+00
31.000,8.8674,8.8670,3.536040,3.536433,0.1906,1.7530,98.56,30.753,0.699,33.2423,33.2468,4.4130,1025.9039,1025.9075,1484.06,1484.06,0.0000e+00
32.000,8.8318,8.8316,3.533389,3.533791,0.1684,1.7443,98.84,31.745,0.550,33.2475,33.2518,4.3921,1025.9181,1025.9215,1483.95,1483.95,0.0000e+00
33.000,8.7874,8.7867,3.530340,3.530719,0.1343,1.7356,88.64,32.737,0.445,33.2568,33.2614,4.3795,1025.9369,1025.9405,1483.81,1483.81,0.0000e+00
34.000,8.7651,8.7643,3.528801,3.529176,0.1237,1.7285,96.52,33.729,0.482,33.2611,33.2658,4.3729,1025.9483,1025.9521,1483.75,1483.75,0.0000e+00
35.000,8.7497,8.7492,3.527690,3.528071,0.1287,1.7250,98.87,34.721,0.551,33.2635,33.2679,4.3563,1025.9571,1025.9606,1483.71,1483.72,0.0000e+00
36.000,8.7417,8.7414,3.526998,3.527378,0.1224,1.7188,98.85,35.713,0.607,33.2633,33.2675,4.3174,1025.9627,1025.9661,1483.70,1483.70,0.0000e+00
37.000,8.7096,8.7075,3.525333,3.525710,0.1446,1.7101,84.49,36.705,0.534,33.2755,33.2814,4.2790,1025.9818,1025.9868,1483.61,1483.61,0.0000e+00
38.000,8.6680,8.6681,3.525268,3.525745,0.1384,1.7001,99.41,37.697,0.485,33.3135,33.3184,4.2528,1026.0226,1026.0264,1483.52,1483.52,0.0000e+00
39.000,8.6625,8.6627,3.526147,3.526575,0.1192,1.6921,98.84,38.689,0.643,33.3275,33.3318,4.2305,1026.0389,1026.0422,1483.53,1483.54,0.0000e+00
40.000,8.6582,8.6584,3.526527,3.526952,0.1107,1.6865,88.13,39.681,0.447,33.3351,33.3394,4.2219,1026.0501,1026.0534,1483.54,1483.55,0.0000e+00
41.000,8.6544,8.6547,3.526605,3.527014,0.1059,1.6781,99.82,40.673,0.548,33.3391,33.3431,4.1569,1026.0584,1026.0615,1483.55,1483.55,0.0000e+00
42.000,8.6325,8.6329,3.525771,3.526156,0.1264,1.6677,98.85,41.665,0.781,33.3505,33.3541,4.0781,1026.0752,1026.0781,1483.50,1483.50,0.0000e+00
43.000,8.5233,8.5225,3.520494,3.520831,0.1151,1.6523,98.85,42.656,0.618,33.3976,33.4019,4.0213,1026.1335,1026.1370,1483.16,1483.17,0.0000e+00
44.000,8.4703,8.4703,3.518678,3.519103,0.1062,1.6288,98.85,43.648,0.361,33.4282,33.4328,3.9703,1026.1701,1026.1737,1483.02,1483.02,0.0000e+00
45.000,8.4499,8.4492,3.518228,3.518631,0.1087,1.6120,98.85,44.640,0.765,33.4424,33.4473,3.9401,1026.1889,1026.1928,1482.98,1482.98,0.0000e+00
46.000,8.4354,8.4361,3.518053,3.518467,0.0974,1.6073,98.85,45.632,0.968,33.4538,33.4575,3.9381,1026.2047,1026.2074,1482.95,1482.96,0.0000e+00
47.000,8.4317,8.4326,3.518123,3.518533,0.0872,1.6033,98.85,46.624,0.740,33.4576,33.4611,3.9357,1026.2128,1026.2153,1482.96,1482.97,0.0000e+00
48.000,8.4265,8.4266,3.518202,3.518611,0.1136,1.5964,98.85,47.616,0.448,33.4629,33.4672,3.9268,1026.2223,1026.2256,1482.96,1482.97,0.0000e+00
49.000,8.4237,8.4239,3.518277,3.518688,0.1089,1.5926,98.85,48.608,0.702,33.4659,33.4701,3.9231,1026.2297,1026.2328,1482.97,1482.98,0.0000e+00
