PrDM,T090C,T190C,C0S/m,C1S/m,FlECO-AFL,Sbeox0V,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
2.000,9.8260,9.8270,3.659830,3.660102,0.2519,1.9544,119.26,1.985,0.175,33.6381,33.6400,5.0640,1025.9268,1025.9281,1487.58,1487.58,0.0000e+00
3.000,9.8570,9.8745,3.662712,3.664623,0.2938,1.9641,11.10,2.977,0.727,33.6382,33.6414,5.0476,1025.9262,1025.9258,1487.71,1487.77,0.0000e+00
4.000,9.8154,9.8224,3.658843,3.659643,0.2870,1.9540,71.24,3.969,0.477,33.6371,33.6387,5.0145,1025.9368,1025.9369,1487.57,1487.60,0.0000e+00
5.000,9.7422,9.7789,3.652071,3.655669,0.2932,1.9455,35.65,4.962,0.452,33.6357,33.6382,4.9889,1025.9525,1025.9483,1487.32,1487.46,0.0000e+00
6.000,9.7826,9.7922,3.655934,3.657032,0.2641,1.9337,89.90,5.954,0.706,33.6370,33.6393,4.9312,1025.9513,1025.9514,1487.48,1487.52,0.0000e+00
7.000,9.7413,9.7240,3.652094,3.650923,0.2902,1.9265,62.50,6.947,0.981,33.6359,33.6401,4.9150,1025.9618,1025.9680,1487.35,1487.29,0.0000e+00
8.000,9.6660,9.6788,3.645441,3.646821,0.2803,1.9226,63.31,7.939,0.776,33.6377,33.6398,4.8773,1025.9802,1025.9797,1487.10,1487.15,0.0000e+00
9.000,9.5007,9.5243,3.630320,3.632029,0.2561,1.8741,78.38,8.931,0.519,33.6366,33.6320,4.6038,1026.0109,1026.0035,1486.51,1486.59,0.0000e+00
10.000,9.2662,9.2355,3.611262,3.608718,0.2688,1.8439,73.95,9.924,0.952,33.6599,33.6625,4.5259,1026.0719,1026.0788,1485.70,1485.59,0.0000e+00
11.000,9.3391,9.3971,3.618218,3.623587,0.2537,1.8268,82.74,10.916,1.005,33.6628,33.6637,4.4642,1026.0669,1026.0581,1485.98,1486.20,0.0000e+00
12.000,9.2593,9.2667,3.610963,3.611497,0.1931,1.8061,98.12,11.908,0.620,33.6623,33.6609,4.4063,1026.0839,1026.0815,1485.71,1485.73,0.0000e+00
13.000,9.1156,9.1202,3.598798,3.599242,0.1939,1.7556,74.56,12.901,0.541,33.6712,33.6716,4.2561,1026.1185,1026.1180,1485.21,1485.22,0.0000e+00
14.000,9.0618,9.0627,3.594901,3.595223,0.1922,1.7344,75.43,13.893,0.877,33.6811,33.6836,4.1921,1026.1394,1026.1412,1485.04,1485.04,0.0000e+00
15.000,9.0178,9.0171,3.591864,3.592091,0.1961,1.7187,93.12,14.885,0.861,33.6907,33.6937,4.1527,1026.1584,1026.1608,1484.90,1484.90,0.0000e+00
16.000,8.9889,8.9890,3.590580,3.590847,0.1846,1.7016,98.56,15.878,0.623,33.7042,33.7069,4.1086,1026.1781,1026.1802,1484.83,1484.83,0.0000e+00
17.000,8.9653,8.9659,3.589600,3.589922,0.1873,1.6775,89.63,16.870,0.410,33.7159,33.7188,4.0485,1026.1955,1026.1977,1484.77,1484.78,0.0000e+00
18.000,8.9366,8.9366,3.588917,3.589197,0.1945,1.6536,79.20,17.862,0.436,33.7356,33.7385,4.0046,1026.2200,1026.2223,1484.71,1484.71,0.0000e+00
19.000,8.9386,8.9381,3.590398,3.590615,0.2149,1.6441,99.13,18.855,0.783,33.7487,33.7514,3.9801,1026.2346,1026.2367,1484.75,1484.75,0.0000e+00
20.000,8.9374,8.9373,3.591082,3.591330,0.2191,1.6364,98.85,19.847,0.741,33.7565,33.7593,3.9660,1026.2454,1026.2476,1484.77,1484.77,0.0000e+00
21.000,8.9449,8.9447,3.592872,3.593166,0.2198,1.6295,95.80,20.839,0.395,33.7677,33.7709,3.9667,1026.2575,1026.2600,1484.83,1484.83,0.0000e+00
22.000,8.9745,8.9734,3.597208,3.597387,0.2332,1.6241,91.60,21.831,0.641,33.7844,33.7872,3.9293,1026.2704,1026.2728,1484.97,1484.97,0.0000e+00
23.000,9.0018,9.0044,3.602053,3.602576,0.2957,1.6165,97.80,22.824,0.841,33.8085,33.8115,3.8463,1026.2896,1026.2915,1485.12,1485.13,0.0000e+00
24.000,8.9615,8.9676,3.599091,3.599883,0.2886,1.6013,92.45,23.816,0.624,33.8155,33.8179,3.7949,1026.3060,1026.3069,1485.00,1485.02,0.0000e+00
25.000,8.9101,8.9158,3.594228,3.595090,0.2407,1.5857,71.34,24.808,0.343,33.8131,33.8167,3.7765,1026.3168,1026.3187,1484.82,1484.84,0.0000e+00
26.000,8.8697,8.8709,3.590223,3.590538,0.2289,1.5713,85.18,25.800,0.617,33.8093,33.8113,3.7243,1026.3247,1026.3261,1484.68,1484.69,0.0000e+00
27.000,8.8420,8.8425,3.587537,3.587848,0.2134,1.5628,95.27,26.793,0.634,33.8071,33.8098,3.7137,1026.3319,1026.3339,1484.59,1484.60,0.0000e+00
28.000,8.8288,8.8287,3.586645,3.586933,0.1947,1.5547,71.96,27.785,0.418,33.8098,33.8129,3.6958,1026.3407,1026.3431,1484.56,1484.57,0.0000e+00
29.000,8.8256,8.8255,3.586593,3.586868,0.2113,1.5471,100.42,28.777,0.560,33.8119,33.8148,3.6793,1026.3473,1026.3496,1484.57,1484.57,0.0000e+00
30.000,8.8187,8.8189,3.586707,3.586961,0.2600,1.5409,97.94,29.769,0.614,33.8192,33.8217,3.6368,1026.3587,1026.3606,1484.57,1484.57,0.0000e+00
31.000,8.7890,8.7880,3.586242,3.586493,0.1751,1.5281,77.55,30.762,0.386,33.8422,33.8458,3.5828,1026.3859,1026.3889,1484.51,1484.51,0.0000e+00
32.000,8.7678,8.7680,3.585714,3.585992,0.1767,1.5186,78.82,31.754,0.685,33.8564,33.8592,3.5681,1026.4049,1026.4070,1484.46,1484.46,0.0000e+00
33.000,8.7539,8.7544,3.585040,3.585352,0.1920,1.5126,74.29,32.746,0.805,33.8622,33.8649,3.5337,1026.4162,1026.4183,1484.43,1484.44,0.0000e+00
34.000,8.7337,8.7331,3.583978,3.584216,0.1899,1.5000,68.78,33.738,0.470,33.8699,33.8730,3.4946,1026.4299,1026.4324,1484.38,1484.38,0.0000e+00
35.000,8.7184,8.7186,3.583045,3.583320,0.1718,1.4881,69.11,34.731,0.820,33.8742,33.8770,3.4697,1026.4403,1026.4424,1484.35,1484.35,0.0000e+00
36.000,8.7078,8.7081,3.582319,3.582614,0.1875,1.4848,94.45,35.723,0.967,33.8763,33.8791,3.4559,1026.4481,1026.4502,1484.33,1484.33,0.0000e+00
37.000,8.6939,8.6946,3.581350,3.581666,0.2028,1.4803,65.25,36.715,0.588,33.8790,33.8816,3.4428,1026.4569,1026.4589,1484.30,1484.30,0.0000e+00
38.000,8.6788,8.6786,3.580261,3.580525,0.1844,1.4687,64.87,37.707,0.545,33.8815,33.8844,3.3857,1026.4658,1026.4681,1484.26,1484.26,0.0000e+00
39.000,8.6551,8.6560,3.578593,3.578925,0.2084,1.4610,64.27,38.699,0.805,33.8862,33.8888,3.3433,1026.4777,1026.4796,1484.19,1484.20,0.0000e+00
40.000,8.6210,8.6247,3.576089,3.576636,0.2045,1.4480,62.91,39.692,0.483,33.8920,33.8943,3.3045,1026.4921,1026.4933,1484.09,1484.11,0.0000e+00
41.000,8.5900,8.5911,3.573797,3.574106,0.2150,1.4314,58.84,40.684,0.865,33.8972,33.8994,3.2554,1026.5055,1026.5071,1484.00,1484.00,0.0000e+00
