PrDM,T090C,T190C,C0S/m,C1S/m,FlECO-AFL,Sbeox0V,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
1.000,14.0244,14.0242,4.025898,4.026076,0.7057,2.5567,3.32,0.993,-0.114,33.4174,33.4192,6.5536,1024.9636,1024.9651,1501.71,1501.71,0.0000e+00
2.000,14.0017,14.0016,4.024002,4.024218,0.7357,2.5533,3.41,1.985,0.419,33.4192,33.4213,6.5445,1024.9742,1024.9758,1501.66,1501.66,0.0000e+00
3.000,13.9877,13.9834,4.022847,4.022677,0.7331,2.5528,3.68,2.978,0.417,33.4203,33.4224,6.5489,1024.9824,1024.9849,1501.63,1501.62,0.0000e+00
4.000,13.9627,13.9634,4.020767,4.021062,0.7121,2.5498,3.68,3.971,0.400,33.4223,33.4245,6.5469,1024.9936,1024.9952,1501.57,1501.57,0.0000e+00
5.000,13.9753,13.9775,4.021998,4.022324,0.7092,2.5542,42.59,4.963,0.437,33.4224,33.4235,6.5445,1024.9955,1024.9960,1501.62,1501.63,0.0000e+00
6.000,13.9724,13.9648,4.021668,4.021213,0.7429,2.5470,70.90,5.956,0.416,33.4214,33.4238,6.5235,1024.9998,1025.0033,1501.63,1501.61,0.0000e+00
7.000,13.9088,13.9082,4.016293,4.016499,0.7381,2.5462,65.55,6.948,0.389,33.4265,33.4289,6.5359,1025.0214,1025.0234,1501.44,1501.45,0.0000e+00
8.000,13.8933,13.9001,4.014996,4.015828,0.7069,2.5466,71.04,7.941,0.417,33.4275,33.4294,6.5461,1025.0299,1025.0299,1501.41,1501.44,0.0000e+00
9.000,13.9005,13.8962,4.015746,4.015583,0.7307,2.5470,99.30,8.934,0.567,33.4278,33.4301,6.5531,1025.0331,1025.0357,1501.45,1501.44,0.0000e+00
10.000,13.8512,13.8543,4.011330,4.011869,0.7734,2.5491,98.83,9.926,0.503,33.4294,33.4317,6.5636,1025.0489,1025.0501,1501.31,1501.32,0.0000e+00
11.000,13.8525,13.8548,4.011657,4.012039,0.7111,2.5492,98.83,10.919,0.452,33.4308,33.4324,6.5570,1025.0542,1025.0550,1501.33,1501.34,0.0000e+00
12.000,13.7997,13.8048,4.007045,4.007732,0.7671,2.5457,98.83,11.911,0.513,33.4336,33.4355,6.5430,1025.0717,1025.0722,1501.18,1501.20,0.0000e+00
13.000,13.7951,13.7940,4.006655,4.006787,0.7688,2.5430,91.28,12.904,0.449,33.4336,33.4357,6.5415,1025.0771,1025.0790,1501.18,1501.18,0.0000e+00
14.000,13.7728,13.7771,4.004726,4.005352,0.7568,2.5416,99.01,13.896,0.499,33.4346,33.4367,6.5383,1025.0870,1025.0877,1501.13,1501.14,0.0000e+00
15.000,13.7479,13.7592,4.002459,4.003683,0.7566,2.5352,98.83,14.889,0.506,33.4349,33.4364,6.4833,1025.0968,1025.0956,1501.06,1501.10,0.0000e+00
16.000,13.6187,13.6102,3.990445,3.989992,0.7780,2.5196,92.73,15.882,0.449,33.4352,33.4384,6.4582,1025.1279,1025.1322,1500.65,1500.63,0.0000e+00
17.000,13.5409,13.5185,3.983397,3.981551,0.7746,2.5136,60.35,16.874,0.538,33.4370,33.4393,6.4662,1025.1496,1025.1560,1500.42,1500.35,0.0000e+00
