PrDM,T090C,T190C,C0S/m,C1S/m,FlECO-AFL,Sbeox0V,AltM,DepSM,Dz/dtM,Sal00,Sal11,Sbeox0ML/L,Density00,Density11,SvCM,SvCM1,Flag
1.000,15.3207,15.3208,4.144480,4.144607,0.4061,2.4885,5.24,0.993,0.085,33.3851,33.3861,6.1492,1024.6615,1024.6623,1505.82,1505.82,0.0000e+00
2.000,15.3054,15.3051,4.143518,4.143678,0.4608,2.4922,4.58,1.985,0.426,33.3890,33.3908,6.1711,1024.6724,1024.6738,1505.80,1505.80,0.0000e+00
3.000,15.3043,15.3043,4.143599,4.143681,0.5031,2.4927,4.30,2.978,0.686,33.3903,33.3911,6.1771,1024.6781,1024.6786,1505.81,1505.81,0.0000e+00
4.000,15.3025,15.3027,4.143983,4.144024,0.4861,2.4938,4.69,3.970,0.395,33.3949,33.3951,6.1994,1024.6864,1024.6865,1505.83,1505.83,0.0000e+00
5.000,15.2581,15.2583,4.145482,4.145655,0.5027,2.5072,31.05,4.963,0.551,33.4459,33.4473,6.2706,1024.7398,1024.7409,1505.76,1505.77,0.0000e+00
6.000,15.0662,15.0689,4.135990,4.136337,0.6052,2.5142,5.40,5.955,0.609,33.5240,33.5248,6.3505,1024.8464,1024.8465,1505.26,1505.27,0.0000e+00
7.000,14.5797,14.5592,4.094352,4.092751,0.6846,2.5457,77.81,6.948,0.431,33.5635,33.5666,6.5528,1024.9857,1024.9924,1503.77,1503.71,0.0000e+00
8.000,14.0657,14.0631,4.047823,4.047976,0.7141,2.5690,99.01,7.941,0.421,33.5817,33.5854,6.6278,1025.1132,1025.1166,1502.16,1502.15,0.0000e+00
9.000,13.9663,13.9618,4.037766,4.037732,0.7260,2.5731,98.73,8.933,0.445,33.5749,33.5785,6.6109,1025.1331,1025.1367,1501.84,1501.83,0.0000e+00
10.000,13.8979,13.8973,4.031759,4.032029,0.7568,2.5671,98.83,9.926,0.472,33.5785,33.5815,6.5652,1025.1545,1025.1569,1501.64,1501.64,0.0000e+00
11.000,13.8127,13.8095,4.024214,4.024250,0.7148,2.5534,98.83,10.918,0.452,33.5824,33.5856,6.5034,1025.1796,1025.1827,1501.38,1501.37,0.0000e+00
12.000,13.5606,13.5557,4.001501,4.001386,0.7058,2.5327,98.81,11.911,0.480,33.5913,33.5945,6.4441,1025.2426,1025.2461,1500.58,1500.57,0.0000e+00
13.000,13.3647,13.3576,3.983459,3.983206,0.6829,2.5020,75.54,12.903,0.468,33.5940,33.5979,6.2774,1025.2889,1025.2934,1499.95,1499.93,0.0000e+00
14.000,12.9526,12.9333,3.945028,3.943562,0.6307,2.4353,99.25,13.896,0.459,33.5950,33.5983,5.9667,1025.3764,1025.3828,1498.60,1498.54,0.0000e+00
15.000,11.9156,11.9079,3.850132,3.849726,0.5835,2.3487,98.83,14.888,0.490,33.6110,33.6141,5.7729,1025.5932,1025.5971,1495.12,1495.10,0.0000e+00
16.000,11.1746,11.1594,3.780362,3.779366,0.4630,2.2716,77.12,15.881,0.449,33.5987,33.6027,5.7118,1025.7250,1025.7308,1492.56,1492.51,0.0000e+00
17.000,10.8306,10.8318,3.749007,3.749600,0.4395,2.2245,98.77,16.873,0.477,33.6020,33.6067,5.7007,1025.7938,1025.7973,1491.37,1491.38,0.0000e+00
18.000,10.8129,10.8134,3.749261,3.749862,0.4047,2.1914,98.83,17.866,0.480,33.6203,33.6258,5.6348,1025.8157,1025.8200,1491.35,1491.35,0.0000e+00
19.000,10.8334,10.8337,3.754260,3.754703,0.3865,2.1674,71.19,18.858,0.591,33.6509,33.6550,5.5367,1025.8405,1025.8436,1491.47,1491.48,0.0000e+00
20.000,10.7948,10.7930,3.751360,3.751572,0.3718,2.1384,98.39,19.851,0.589,33.6570,33.6608,5.3552,1025.8565,1025.8598,1491.36,1491.36,0.0000e+00
21.000,10.6083,10.6071,3.734415,3.734577,0.3926,2.0888,98.83,20.843,0.615,33.6588,33.6615,5.1266,1025.8952,1025.8976,1490.72,1490.72,0.0000e+00
22.000,10.4548,10.4549,3.723499,3.723878,0.3356,2.0427,98.83,21.836,0.617,33.6906,33.6943,5.0400,1025.9513,1025.9542,1490.23,1490.23,0.0000e+00
